class,Soil_Type20,Soil_Type36,Soil_Type32,Soil_Type33,Key_0_0
1,0,0,0,0,k38372
1,0,0,0,0,k348347
1,0,0,0,0,k176744
1,0,0,0,0,k150886
1,0,0,0,0,k230962
1,0,0,0,0,k316730
1,0,0,0,0,k218685
1,0,0,0,0,k331939
1,0,0,0,0,k106761
1,0,0,0,0,k50341
1,0,0,0,0,k232798
1,0,0,0,0,k209155
1,0,0,0,0,k17953
1,0,0,0,0,k51314
1,0,0,0,0,k78360
1,0,0,0,0,k154118
1,0,0,0,0,k79206
1,0,0,0,0,k229572
1,0,0,0,0,k362995
1,0,0,0,0,k149703
1,0,0,0,0,k385899
1,0,0,0,0,k52194
1,0,0,0,0,k329426
1,1,0,0,0,k99082
1,0,0,0,0,k124805
1,0,0,0,1,k220091
1,0,0,0,0,k14534
1,0,0,0,1,k71042
1,0,0,0,0,k311175
1,0,0,0,0,k154561
1,0,0,0,0,k421631
1,0,0,0,0,k40985
1,0,0,0,0,k334046
1,0,0,0,0,k406082
1,0,0,0,0,k20692
1,0,0,0,0,k405296
1,0,0,0,0,k15889
1,0,0,0,0,k166176
1,0,0,0,1,k154166
1,0,0,0,0,k398697
1,0,0,0,0,k312458
1,0,0,1,0,k302874
1,0,0,0,0,k170369
1,0,0,0,0,k110038
1,0,0,0,0,k131263
1,0,0,0,0,k253371
1,0,0,0,1,k324986
1,0,0,0,0,k371579
1,0,0,0,0,k359394
1,0,0,0,0,k219257
1,0,0,0,0,k133164
1,0,0,0,0,k221850
1,0,0,0,1,k422547
1,0,0,0,0,k54628
1,0,0,0,0,k195559
1,0,0,0,0,k98724
1,0,0,0,0,k348341
1,0,0,0,0,k273411
1,0,0,0,0,k88209
1,0,0,0,1,k34126
1,0,0,1,0,k49677
1,0,0,0,0,k377112
1,0,0,0,0,k276746
1,0,0,0,0,k159233
1,0,0,0,0,k345525
1,0,0,0,0,k117263
1,0,0,0,0,k96315
1,0,0,0,0,k238686
1,0,0,0,0,k13972
1,0,0,0,0,k149181
1,0,0,0,0,k83788
1,0,0,0,0,k94600
1,0,0,0,0,k269560
1,0,0,0,0,k407871
1,0,0,0,0,k137295
1,0,0,0,0,k205102
1,0,0,0,0,k356813
1,0,0,0,0,k349156
1,0,0,1,0,k30860
1,0,0,0,0,k326406
1,0,0,0,0,k259337
1,0,0,0,0,k38763
1,0,0,1,0,k178496
1,0,0,0,1,k162513
1,0,0,0,0,k103179
1,0,0,0,0,k120085
1,0,0,0,0,k249560
1,0,0,0,0,k354640
1,0,0,0,0,k391884
1,0,0,0,0,k354138
1,0,0,1,0,k254634
1,0,0,0,0,k272409
1,0,0,1,0,k6427
1,0,0,0,1,k62700
1,0,0,0,0,k344334
1,0,0,0,0,k86227
1,0,0,0,0,k213636
1,0,0,0,0,k133834
1,0,0,0,0,k207092
1,0,0,0,0,k133177
1,0,0,0,0,k145826
1,0,0,0,0,k290919
1,0,0,0,0,k122320
1,0,0,1,0,k9885
1,0,0,0,0,k62598
1,0,0,0,0,k390122
1,0,0,0,0,k373161
1,0,0,0,0,k233696
1,0,0,0,0,k5376
1,0,0,0,0,k67168
1,0,0,0,0,k215075
1,0,0,0,1,k90703
1,0,0,0,0,k282396
1,0,0,0,1,k238587
1,0,0,0,0,k107444
1,0,0,0,0,k262051
1,0,0,0,1,k93175
1,0,0,0,0,k84857
1,0,0,0,1,k43134
1,0,0,0,0,k149787
1,0,0,0,0,k299646
1,1,0,0,0,k125273
1,0,0,0,0,k173131
1,0,0,0,1,k334828
1,0,0,0,0,k292743
1,0,0,0,0,k420978
1,0,0,0,0,k402155
1,0,0,0,0,k288083
1,0,0,0,0,k271895
1,0,0,1,0,k375832
1,0,0,0,0,k327669
1,0,0,0,0,k243605
1,0,0,0,0,k374432
1,0,0,0,0,k281533
1,0,0,0,0,k22736
1,0,0,0,0,k353663
1,0,0,1,0,k299724
1,0,0,0,1,k51559
1,0,0,0,0,k86075
1,0,0,0,0,k196610
1,0,0,0,1,k229573
1,0,0,0,0,k390208
1,0,0,1,0,k218511
1,0,0,0,0,k258155
1,0,0,0,0,k251900
1,0,0,0,0,k351835
1,0,0,0,0,k92529
1,0,0,0,0,k38542
1,0,0,0,0,k192851
1,0,0,0,0,k400621
1,0,0,0,0,k406136
1,0,0,0,0,k332960
1,0,0,0,0,k77908
1,0,0,0,0,k57667
1,0,0,0,1,k362654
1,0,0,0,0,k11726
1,0,0,0,0,k343357
1,0,0,0,0,k408908
1,0,0,0,0,k58476
1,0,0,0,0,k332088
1,0,0,0,0,k166287
1,0,0,0,0,k87218
1,0,0,0,1,k146293
1,0,0,0,0,k302088
1,0,0,0,0,k358842
1,0,0,1,0,k220893
1,0,0,0,0,k190211
1,0,0,0,0,k68726
1,0,0,0,1,k91267
1,0,0,0,0,k130750
1,0,0,0,0,k245048
1,0,0,0,1,k10272
1,0,0,0,0,k268068
1,0,0,0,0,k264841
1,0,0,0,0,k301239
1,0,0,0,0,k171610
1,0,0,0,0,k383441
1,0,0,0,0,k378187
1,0,0,0,0,k183162
1,0,0,1,0,k143865
1,0,0,1,0,k114880
1,0,0,0,0,k165893
1,0,0,0,0,k255281
1,0,0,0,0,k392622
1,0,0,0,0,k97955
1,0,0,0,0,k257586
1,0,0,0,0,k135405
1,0,0,0,0,k320054
1,0,0,0,0,k395135
1,0,0,0,0,k393511
1,0,0,0,0,k333857
1,0,0,0,0,k302826
1,0,0,0,0,k124223
1,0,0,0,0,k3523
1,0,0,0,0,k32730
1,0,0,0,0,k147189
1,0,0,0,0,k299623
1,0,0,0,0,k357093
1,0,0,0,0,k24386
1,0,0,0,0,k240704
1,0,0,0,0,k19160
1,0,0,0,0,k22184
1,0,0,0,0,k408313
1,0,0,0,0,k306890
1,0,0,0,1,k259064
1,0,0,1,0,k381097
1,0,0,0,0,k287889
1,0,0,0,0,k133968
1,0,0,1,0,k180059
1,0,0,0,1,k251013
1,0,0,0,0,k349813
1,0,0,0,0,k414501
1,0,0,0,0,k270838
1,0,0,0,0,k380688
1,0,0,0,0,k129724
1,0,0,0,0,k413467
1,0,0,1,0,k363231
1,0,0,0,0,k38468
1,0,0,0,0,k415871
1,0,0,0,0,k48920
1,0,0,0,0,k320590
1,0,0,0,0,k133639
1,0,0,1,0,k328121
1,0,0,0,0,k400687
1,0,0,0,0,k241108
1,0,0,0,0,k401491
1,0,0,0,0,k423474
1,0,0,0,0,k185053
1,0,0,0,0,k114623
1,0,0,0,1,k222537
1,0,0,0,1,k5304
1,0,0,1,0,k381233
1,0,0,0,0,k120323
1,0,0,0,0,k109375
1,0,0,0,0,k49040
1,0,0,0,0,k316268
1,0,0,0,0,k220381
1,0,0,0,0,k177196
1,0,0,0,0,k351968
1,1,0,0,0,k358353
1,0,0,0,1,k140157
1,0,0,0,0,k207086
1,0,0,0,0,k242564
1,0,0,0,0,k371693
1,0,0,1,0,k135155
1,0,0,0,0,k280890
1,0,0,0,0,k396155
1,0,0,0,0,k84604
1,0,0,0,0,k350144
1,0,0,0,1,k325644
1,0,0,0,0,k145669
1,0,0,0,0,k173228
1,0,0,0,0,k139576
1,0,0,1,0,k131168
1,0,0,0,0,k187208
1,0,0,0,0,k90927
1,0,0,0,0,k372101
1,0,0,0,0,k164747
1,0,0,0,0,k103671
1,0,0,0,0,k355687
1,0,0,0,0,k201386
1,0,0,0,0,k80367
1,0,0,0,1,k149749
1,0,0,0,0,k151924
1,0,0,0,0,k55724
1,0,0,0,0,k216985
1,0,0,0,0,k393395
1,0,0,0,1,k79233
1,0,0,0,0,k16917
1,0,0,1,0,k179830
1,0,0,0,0,k101924
1,0,0,0,0,k329992
1,0,0,0,0,k170443
1,1,0,0,0,k353666
1,0,0,0,0,k166358
1,0,0,0,0,k206310
1,0,0,0,0,k356712
1,0,0,0,0,k422807
1,0,0,0,0,k251325
1,0,0,0,0,k104015
1,0,0,0,0,k207983
1,0,0,0,0,k221896
1,0,0,0,0,k211081
1,0,0,1,0,k314484
1,0,0,0,0,k240468
1,0,0,0,0,k354574
1,0,0,0,1,k236858
1,0,0,0,0,k110426
1,0,0,0,0,k190225
1,0,0,0,0,k18306
1,0,0,0,0,k72642
1,0,0,1,0,k251985
1,0,0,0,0,k195233
1,0,0,1,0,k378196
1,0,0,0,0,k99652
1,0,0,0,0,k76380
1,0,0,0,0,k317525
1,0,0,0,0,k90511
1,0,0,0,0,k400086
1,0,0,0,0,k132888
1,0,0,0,0,k167619
1,0,0,0,1,k55691
1,0,0,0,0,k27615
1,0,0,1,0,k342704
1,0,0,0,0,k207781
1,0,0,1,0,k81554
1,0,0,0,0,k342394
1,0,0,0,0,k171491
1,0,0,1,0,k209248
1,0,0,0,0,k253380
1,0,0,0,0,k380796
1,0,0,0,0,k177330
1,0,0,1,0,k326714
1,0,0,0,1,k92012
1,0,0,0,0,k246015
1,0,0,0,1,k153169
1,0,0,0,0,k154673
1,0,0,0,0,k16046
1,0,0,0,0,k39399
1,0,0,0,0,k287777
1,0,0,0,1,k298263
1,0,0,1,0,k197899
1,0,0,0,0,k342241
1,0,0,0,0,k120059
1,0,0,0,1,k393134
1,0,0,0,0,k132543
1,0,0,0,0,k72797
1,0,0,0,1,k395963
1,0,0,0,0,k21106
1,0,0,0,0,k415909
1,0,0,0,0,k314407
1,0,0,0,0,k74933
1,0,0,0,0,k274909
1,0,0,1,0,k303251
1,0,0,1,0,k383848
1,0,0,0,0,k394532
1,1,0,0,0,k290054
1,0,0,0,1,k235250
1,0,0,0,0,k283032
1,0,0,1,0,k368838
1,0,0,0,0,k12869
1,0,0,0,0,k352117
1,0,0,0,0,k220141
1,0,0,0,0,k87777
1,0,0,0,0,k69781
1,0,0,1,0,k192439
1,0,0,0,0,k307869
1,0,0,0,0,k348106
1,0,0,0,0,k365723
1,0,0,0,0,k165319
1,0,0,1,0,k294942
1,0,0,0,1,k287709
1,0,0,0,0,k175002
1,0,0,0,0,k92824
1,0,0,0,0,k132804
1,0,0,1,0,k26130
1,0,0,0,0,k65769
1,0,0,0,1,k388258
1,0,0,0,0,k263985
1,0,0,0,0,k297505
1,0,0,0,0,k142330
1,0,0,0,0,k138704
1,0,0,0,0,k251191
1,0,0,0,0,k397239
1,0,0,0,0,k28251
1,0,0,0,0,k187522
1,0,0,0,0,k6991
1,0,0,1,0,k363652
1,0,0,1,0,k166025
1,0,0,0,0,k378928
1,0,0,0,0,k329752
1,0,0,0,0,k172184
1,0,0,0,0,k350517
1,0,0,0,0,k330356
1,0,0,0,0,k331568
1,0,0,0,0,k256661
1,0,0,0,0,k344318
1,0,0,0,0,k251292
1,0,0,0,0,k313077
1,0,0,0,0,k251755
1,0,0,0,0,k187596
1,0,0,0,0,k192469
1,0,0,0,0,k139930
1,0,0,0,0,k10127
1,0,0,0,0,k12186
1,0,0,0,0,k5924
1,0,0,0,0,k394449
1,0,0,0,0,k236050
1,0,0,1,0,k163665
1,0,0,0,1,k369130
1,0,0,0,1,k396572
1,0,0,0,1,k128775
1,0,0,0,0,k289792
1,0,0,0,0,k369749
1,0,0,0,0,k303999
1,0,0,0,0,k120421
1,0,0,0,0,k376971
1,0,0,0,0,k176214
1,0,0,0,0,k123903
1,0,0,0,0,k373554
1,0,0,1,0,k309147
1,0,0,0,0,k265738
1,0,0,0,0,k316359
1,0,0,0,0,k253381
1,0,0,0,0,k370802
1,0,0,1,0,k87196
1,0,0,0,0,k63495
1,0,0,0,1,k20836
1,0,0,0,0,k319784
1,0,0,0,0,k165031
1,0,0,0,0,k158227
1,0,0,0,0,k225361
1,0,0,0,0,k155886
1,0,0,0,0,k158334
1,0,0,0,0,k338288
1,0,0,0,1,k404475
1,0,0,0,0,k368057
1,0,0,0,0,k331823
1,0,0,0,1,k311478
1,0,0,0,0,k385139
1,0,0,0,0,k387783
1,0,0,0,0,k190352
1,0,0,0,0,k96174
1,0,0,0,1,k20010
1,0,0,0,1,k337328
1,0,0,0,0,k415748
1,0,0,0,0,k307958
1,0,0,0,0,k17629
1,0,0,1,0,k359673
1,0,0,1,0,k328339
1,0,0,0,0,k387769
1,0,0,0,0,k335888
1,0,0,0,0,k285804
1,0,0,0,0,k423133
1,0,0,0,0,k418353
1,0,0,0,0,k386951
1,0,0,0,0,k261577
1,0,0,0,0,k76891
1,0,0,0,0,k178674
1,0,0,1,0,k18639
1,0,0,0,0,k352861
1,0,0,0,0,k37231
1,0,0,0,0,k1289
1,0,0,0,0,k89320
1,0,0,0,0,k343796
1,0,0,0,0,k340770
1,0,0,0,0,k6828
1,0,0,0,0,k203288
1,0,0,0,0,k156211
1,0,0,0,0,k288487
1,0,0,0,0,k193642
1,0,0,0,0,k155109
1,0,0,0,0,k236277
1,0,0,1,0,k344482
1,0,0,0,0,k28948
1,0,0,0,1,k173616
1,0,0,0,0,k22280
1,1,0,0,0,k264153
1,0,0,1,0,k210661
1,0,0,0,0,k367790
1,0,0,0,0,k268277
1,0,0,0,0,k70873
1,0,0,0,0,k391889
1,0,0,0,0,k277296
1,0,0,0,0,k321408
1,0,0,0,0,k90827
1,0,0,0,0,k190476
1,0,0,0,0,k230799
1,0,0,0,0,k33517
1,0,0,0,0,k281193
1,0,0,0,0,k257311
1,0,0,0,0,k47238
1,0,0,0,0,k402536
1,0,0,0,0,k2214
1,0,0,0,0,k143227
1,0,0,0,0,k119885
1,0,0,1,0,k329846
1,0,0,0,0,k393091
1,0,0,0,0,k108146
1,0,0,0,0,k295990
1,1,0,0,0,k112446
1,0,0,0,0,k240465
1,0,0,0,0,k260297
1,0,0,0,0,k172646
1,0,0,0,0,k29548
1,0,0,0,0,k14597
1,0,0,0,0,k222564
1,0,0,0,0,k127107
1,0,0,0,0,k84850
1,0,0,0,0,k6370
1,0,0,0,0,k387761
1,0,0,0,0,k122642
1,0,0,0,0,k194236
1,0,0,0,0,k107013
1,0,0,0,0,k114961
1,0,0,0,0,k413043
1,0,0,1,0,k321924
1,0,0,0,0,k92914
1,0,0,0,0,k217920
1,0,0,0,1,k140274
1,0,0,0,0,k345094
1,0,0,0,0,k50266
1,0,0,0,0,k51254
1,0,0,0,0,k215806
1,0,0,0,0,k400048
1,0,0,0,0,k376734
1,0,0,0,0,k284974
1,0,0,0,0,k24464
1,0,0,0,0,k120905
1,0,0,0,0,k383631
1,0,0,0,1,k76349
1,0,0,1,0,k243328
1,0,0,0,0,k31734
1,0,0,0,0,k180973
1,0,0,0,0,k316968
1,0,0,0,0,k4666
1,0,0,0,0,k59829
1,0,0,0,0,k266425
1,0,0,0,0,k398937
1,0,0,0,0,k95643
1,0,0,0,0,k18776
1,0,0,0,1,k28995
1,0,0,0,0,k421752
1,0,0,0,0,k421719
1,0,0,0,0,k86456
1,0,0,0,0,k56246
1,0,0,0,0,k326494
1,0,0,0,0,k186574
1,0,0,0,0,k13578
1,0,0,0,0,k58928
1,0,0,0,0,k12780
1,0,0,0,0,k263185
1,0,0,0,1,k275022
1,0,0,1,0,k25571
1,0,0,0,0,k176974
1,0,0,0,0,k62354
1,0,0,0,0,k344343
1,0,0,1,0,k277518
1,0,0,0,0,k353925
1,0,0,0,0,k330026
1,0,0,0,0,k104027
1,0,0,0,0,k108027
1,0,0,0,0,k277910
1,0,0,0,0,k54946
1,0,0,0,0,k69776
1,0,0,0,0,k402457
1,0,0,0,0,k111820
1,0,0,0,0,k63696
1,0,0,0,0,k132076
1,0,0,0,0,k109728
1,0,0,0,0,k182024
1,0,0,0,0,k68662
1,0,0,0,0,k112984
1,0,0,0,0,k17309
1,0,0,0,0,k129103
1,0,0,0,1,k65973
1,0,0,0,1,k249179
1,0,0,0,0,k136590
1,0,0,0,0,k40814
1,0,0,0,0,k303093
1,0,0,0,0,k42527
1,0,0,0,0,k207991
1,0,0,0,0,k314629
1,0,0,1,0,k400747
1,0,0,0,0,k107579
1,0,0,0,0,k72780
1,0,0,0,1,k284680
1,0,0,0,0,k221337
1,0,0,0,0,k129627
1,0,0,0,0,k44171
1,0,0,0,0,k190424
1,0,0,0,0,k363427
1,0,0,0,0,k400917
1,0,0,0,0,k65308
1,0,0,0,1,k204054
1,0,0,0,0,k62466
1,1,0,0,0,k228695
1,0,0,0,0,k168911
1,0,0,0,0,k234184
1,0,0,0,0,k257782
1,0,0,0,0,k201571
1,0,0,0,0,k250544
1,0,0,0,0,k26627
1,0,0,0,0,k90850
1,0,0,1,0,k379568
1,0,0,0,0,k385424
1,0,0,0,0,k356225
1,0,0,0,1,k82351
1,0,0,1,0,k59365
1,0,0,0,0,k100820
1,0,0,0,1,k187824
1,0,0,0,0,k191366
1,0,0,0,0,k185251
1,0,0,0,0,k158501
1,0,0,0,0,k69123
1,0,0,0,1,k116897
1,0,0,0,0,k401329
1,0,0,1,0,k272634
1,0,0,0,0,k155779
1,0,0,0,0,k156341
1,0,0,0,0,k378526
1,0,0,1,0,k199552
1,0,0,0,0,k309790
1,0,0,0,0,k101366
1,0,0,0,0,k220603
1,0,0,0,0,k171478
1,0,0,0,0,k167094
1,0,0,1,0,k108605
1,0,0,1,0,k65927
1,0,0,0,0,k93704
1,0,0,0,0,k38754
1,0,0,0,0,k82526
1,0,0,0,0,k50233
1,0,0,0,0,k135224
1,0,0,1,0,k330454
1,0,0,0,0,k202331
1,0,0,0,0,k314843
1,0,0,0,0,k385019
1,0,0,0,0,k30305
1,0,0,0,0,k269453
1,0,0,0,0,k360227
1,0,0,0,0,k188659
1,0,0,0,0,k29260
1,0,0,0,0,k349637
1,0,0,0,0,k321236
1,0,0,0,0,k331834
1,0,0,0,0,k410026
1,0,0,0,0,k22154
1,0,0,0,0,k332887
1,0,0,0,0,k175047
1,0,0,0,0,k255839
1,0,0,0,0,k389854
1,0,0,0,0,k325555
1,0,0,0,0,k379433
1,0,0,0,0,k90259
1,0,0,0,0,k162891
1,0,0,0,0,k396830
1,0,0,0,0,k282000
1,0,0,0,1,k73340
1,0,0,1,0,k290822
1,0,0,0,0,k314645
1,0,0,0,0,k370694
1,0,0,0,0,k301828
1,0,0,0,0,k10525
1,0,0,0,0,k24799
1,0,0,0,0,k129212
1,0,0,0,0,k169400
1,0,0,0,0,k375925
1,0,0,0,0,k362167
1,0,0,0,0,k113176
1,0,0,0,0,k265652
1,0,0,0,0,k420012
1,0,0,0,0,k351153
1,0,0,0,1,k182285
1,0,0,0,0,k392434
1,0,0,0,0,k371730
1,0,0,0,0,k232557
1,0,0,0,0,k193384
1,0,0,0,0,k137980
1,0,0,0,0,k414051
1,0,0,0,0,k375998
1,0,0,0,0,k29972
1,0,0,0,0,k281803
1,0,0,0,1,k38311
1,0,0,0,0,k175565
1,0,0,0,0,k60883
1,0,0,1,0,k146199
1,0,0,0,0,k256764
1,0,0,0,0,k351972
1,0,0,0,0,k82927
1,0,0,0,0,k56271
1,0,0,1,0,k340346
1,0,0,1,0,k93839
1,0,0,0,1,k77612
1,0,0,0,0,k247578
1,0,0,0,0,k342389
1,0,0,0,0,k238545
1,0,0,0,0,k363823
1,0,0,0,0,k180452
1,0,0,0,0,k393018
1,0,0,0,0,k38012
1,0,0,0,0,k256321
1,0,0,0,0,k369949
1,0,0,0,0,k342523
1,0,0,0,0,k353730
1,0,0,0,0,k18394
1,0,0,0,0,k79118
1,0,0,0,0,k360658
1,0,0,0,0,k83995
1,0,0,0,0,k367310
1,0,0,1,0,k46470
1,0,0,0,0,k4481
1,0,0,0,0,k149370
1,0,0,0,0,k80475
1,0,0,0,0,k183429
1,0,0,0,0,k340690
1,0,0,0,0,k225093
1,0,0,0,0,k189561
1,0,0,0,0,k66208
1,0,0,0,0,k61658
1,0,0,0,0,k270597
1,0,0,0,0,k236557
1,0,0,1,0,k419955
1,0,0,0,0,k110951
1,0,0,0,0,k313
1,0,0,0,0,k6806
1,0,0,1,0,k309993
1,0,0,0,0,k33499
1,0,0,1,0,k252280
1,0,0,0,0,k91534
1,0,0,0,0,k255884
1,0,0,1,0,k353362
1,0,0,0,0,k258695
1,0,0,0,0,k396579
1,0,0,0,1,k385514
1,0,0,0,0,k407455
1,0,0,0,0,k289041
1,0,0,0,1,k301944
1,0,0,0,0,k241626
1,0,0,0,0,k202866
1,0,0,0,1,k166237
1,0,0,0,0,k73168
1,0,0,0,0,k38330
1,0,0,0,0,k172729
1,0,0,0,1,k120064
1,0,0,1,0,k352354
1,0,0,0,0,k322574
1,0,0,1,0,k341030
1,0,0,0,0,k306689
1,0,0,0,0,k118390
1,1,0,0,0,k161437
1,0,0,0,0,k402428
1,0,0,0,0,k277164
1,0,0,0,0,k42270
1,0,0,0,0,k302758
1,0,0,0,0,k350615
1,0,0,0,0,k78524
1,0,0,0,0,k64679
1,0,0,0,0,k250181
1,0,0,0,0,k256625
1,0,0,0,1,k277473
1,0,0,0,1,k401789
1,0,0,0,0,k307918
1,0,0,0,0,k219380
1,0,0,1,0,k60047
1,0,0,0,0,k349442
1,0,0,0,1,k328268
1,0,0,0,0,k300071
1,0,0,1,0,k174155
1,0,0,0,0,k403007
1,0,0,0,0,k7178
1,0,0,0,1,k184487
1,0,0,0,0,k336668
1,0,0,0,0,k55798
1,0,0,0,0,k23398
1,0,0,0,0,k302359
1,0,0,0,0,k47614
1,0,0,0,0,k141107
1,0,0,0,0,k394447
1,0,0,0,0,k242242
1,0,0,0,0,k139151
1,0,0,0,0,k364195
1,0,0,0,0,k210478
1,0,0,0,1,k13810
1,0,0,0,0,k92661
1,0,0,0,0,k158483
1,0,0,0,0,k222687
1,0,0,0,1,k265538
1,0,0,0,0,k341496
1,0,0,0,0,k137385
1,0,0,0,0,k354425
1,0,0,0,0,k24814
1,0,0,0,0,k231137
1,1,0,0,0,k191809
1,0,0,0,1,k244202
1,0,0,0,0,k191222
1,0,0,0,0,k351260
1,0,0,0,1,k366334
1,0,0,0,0,k3631
1,0,0,0,0,k365037
1,0,0,0,0,k301876
1,0,0,1,0,k61175
1,0,0,1,0,k132534
1,0,0,1,0,k237735
1,0,0,0,1,k242289
1,0,0,1,0,k11270
1,0,0,0,0,k232401
1,0,0,0,0,k3103
1,0,0,0,0,k24032
1,0,0,0,0,k124269
1,0,0,0,0,k266869
1,0,0,1,0,k189569
1,0,0,0,0,k344474
1,0,0,0,0,k386844
1,0,0,0,0,k350935
1,0,0,0,0,k357273
1,0,0,0,1,k294621
1,0,0,0,0,k199251
1,0,0,0,0,k83786
1,0,0,0,0,k34950
1,0,0,0,0,k329009
1,0,0,0,0,k91902
1,0,0,0,0,k215977
1,0,0,0,0,k226877
1,0,0,0,0,k297212
1,0,0,0,0,k43605
1,0,0,0,1,k288431
1,0,0,0,1,k191481
1,0,0,0,0,k58862
1,0,0,0,0,k367651
1,0,0,0,1,k105076
1,0,0,0,1,k423325
1,0,0,0,0,k342532
1,0,0,0,0,k145023
1,0,0,0,0,k81582
1,0,0,0,0,k35868
1,0,0,0,0,k391020
1,0,0,0,0,k350941
1,0,0,0,0,k204045
1,0,0,0,0,k176852
1,0,0,1,0,k235506
1,1,0,0,0,k40510
1,0,0,0,0,k130929
1,0,0,0,0,k78063
1,0,0,0,0,k401567
1,0,0,0,0,k390784
1,0,0,0,0,k412054
1,0,0,0,0,k171542
1,0,0,0,0,k23371
1,0,0,0,0,k325138
1,0,0,1,0,k40307
1,0,0,0,0,k399699
1,0,0,0,0,k63548
1,0,0,0,0,k227810
1,1,0,0,0,k191875
1,0,0,0,0,k149196
1,0,0,0,0,k172434
1,0,0,0,0,k66323
1,0,0,0,0,k417286
1,0,0,0,0,k363984
1,0,0,0,0,k420022
1,0,0,1,0,k351329
1,0,0,0,0,k366871
1,0,0,0,0,k383349
1,0,0,0,0,k257460
1,0,0,0,1,k203190
1,0,0,0,0,k348898
1,0,0,0,0,k272731
1,0,0,0,0,k315944
1,0,0,0,0,k396433
1,0,0,0,1,k280879
1,0,0,0,0,k315858
1,0,0,0,0,k320687
1,0,0,0,0,k243329
1,0,0,0,1,k16823
1,0,0,0,0,k393891
1,0,0,0,0,k196576
1,0,0,1,0,k139492
1,0,0,0,0,k411665
1,0,0,0,0,k408332
1,0,0,0,0,k260285
1,0,0,0,0,k234726
1,0,0,0,0,k153163
1,0,0,0,0,k303636
1,0,0,0,0,k53155
1,0,0,0,0,k23073
1,0,0,1,0,k198122
1,0,0,0,0,k853
1,0,0,1,0,k114348
1,0,0,0,0,k248632
1,0,0,0,0,k124442
1,0,0,0,0,k252341
1,0,0,0,0,k308004
1,0,0,0,0,k265999
1,0,0,0,0,k403107
1,0,0,0,0,k215790
1,1,0,0,0,k52611
1,0,0,0,0,k218733
1,0,0,0,0,k348532
1,0,0,0,1,k89804
1,0,0,0,0,k62503
1,0,0,0,0,k215584
1,0,0,0,0,k374577
1,0,0,0,0,k116815
1,0,0,0,0,k122064
1,0,0,0,1,k123654
1,0,0,1,0,k351621
1,0,0,0,1,k148585
1,0,0,0,1,k146335
1,0,0,0,0,k336356
1,0,0,0,0,k113572
1,0,0,0,0,k110394
1,0,0,0,0,k261440
1,0,0,0,0,k278027
1,0,0,0,0,k317234
1,0,0,0,0,k263492
1,0,0,0,0,k409738
1,0,0,0,0,k407265
1,0,0,1,0,k375763
1,0,0,0,0,k122873
1,0,0,1,0,k289355
1,0,0,0,0,k38106
1,0,0,0,0,k119341
1,0,0,1,0,k184953
1,0,0,0,0,k311888
1,0,0,0,0,k296642
1,0,0,1,0,k163433
1,0,0,0,0,k1320
1,0,0,0,0,k270709
1,0,0,1,0,k302538
1,0,0,1,0,k134094
1,0,0,0,0,k116822
1,0,0,0,0,k190648
1,0,0,0,0,k87716
1,0,0,0,1,k195185
1,0,0,0,0,k98325
1,0,0,0,0,k275742
1,0,0,0,0,k393669
1,0,0,0,0,k131633
1,0,0,0,0,k77860
1,0,0,0,1,k155938
1,0,0,0,0,k314467
1,0,0,0,0,k42111
1,0,0,0,0,k136425
1,0,0,0,0,k244534
1,0,0,0,0,k50647
1,0,0,1,0,k33035
1,0,0,0,0,k297442
1,0,0,0,0,k253759
1,0,0,0,0,k109425
1,0,0,0,0,k28693
1,0,0,0,0,k31216
1,0,0,1,0,k361705
1,0,0,0,0,k368606
1,0,0,0,0,k207559
1,0,0,0,0,k330726
1,0,0,0,0,k401913
1,0,0,0,0,k26705
1,0,0,0,0,k249074
1,0,0,0,0,k104445
1,0,0,0,0,k388072
1,0,0,0,0,k333021
1,0,0,0,0,k255199
1,0,0,0,0,k278588
1,0,0,0,0,k91915
1,0,0,0,0,k360606
1,0,0,0,0,k401162
1,0,0,0,0,k298038
1,0,0,0,0,k370226
1,0,0,0,0,k36726
1,0,0,0,0,k307526
1,0,0,0,0,k201854
1,0,0,0,0,k387646
1,0,0,0,0,k98858
1,0,0,0,0,k55064
1,0,0,0,0,k175633
1,0,0,0,0,k119863
1,0,0,0,0,k258849
1,0,0,0,0,k134315
1,0,0,0,1,k288978
1,0,0,0,0,k139094
1,0,0,0,0,k244617
1,0,0,0,0,k20309
1,0,0,0,0,k360182
1,0,0,0,0,k389546
1,0,0,0,0,k132381
1,0,0,0,0,k118809
1,0,0,0,0,k227419
1,0,0,0,0,k266002
1,0,0,0,0,k332999
1,0,0,0,0,k283603
1,0,0,0,0,k318377
1,0,0,0,0,k229955
1,0,0,1,0,k373904
1,0,0,1,0,k310097
1,0,0,0,0,k124279
1,0,0,1,0,k366852
1,0,0,0,0,k123495
1,0,0,0,1,k11791
1,0,0,0,0,k385962
1,0,0,0,0,k251926
1,0,0,0,0,k209514
1,0,0,0,0,k159312
1,0,0,0,0,k265352
1,0,0,0,0,k121785
1,0,0,0,0,k202361
1,0,0,0,0,k356450
1,0,0,0,0,k90825
1,0,0,0,0,k225835
1,0,0,0,0,k130879
1,0,0,0,0,k57032
1,0,0,0,0,k313464
1,0,0,0,0,k415614
1,0,0,0,0,k78554
1,0,0,0,0,k357477
1,0,0,1,0,k190640
1,0,0,0,0,k279344
