Key_0_0,Soil_Type27,Wilderness_Area1,Aspect,Horizontal_Distance_To_Hydrology,Key_1_2
k135436,0,1,107.0,192.0,k856
k26684,0,1,319.0,30.0,k265385
k334386,0,0,40.0,366.0,k283038
k13998,0,0,354.0,779.0,k59806
k148557,0,0,82.0,277.0,k102514
k260418,0,1,134.0,182.0,k155653
k185946,0,0,4.0,124.0,k142894
k16239,0,1,54.0,218.0,k39965
k251089,0,1,355.0,95.0,k331214
k9435,0,1,35.0,210.0,k340441
k264621,0,0,156.0,469.0,k471
k42367,0,1,308.0,85.0,k141961
k313777,0,1,40.0,30.0,k102176
k163104,0,0,207.0,270.0,k122428
k173627,0,1,2.0,351.0,k396831
k352147,0,1,57.0,120.0,k421744
k81789,0,0,304.0,272.0,k171123
k126345,0,0,76.0,30.0,k408842
k403458,0,0,136.0,175.0,k233899
k339442,0,1,21.0,824.0,k385134
k399801,0,1,27.0,182.0,k51454
k303435,0,0,80.0,309.0,k369300
k279259,0,0,61.0,234.0,k296203
k244663,0,0,210.0,85.0,k364150
k158487,0,1,69.0,120.0,k91702
k124893,0,0,147.0,180.0,k132546
k124064,0,0,66.0,277.0,k187966
k75971,0,0,267.0,60.0,k11218
k53298,0,1,129.0,351.0,k3884
k236681,0,1,141.0,150.0,k410938
k257304,0,0,135.0,313.0,k230348
k38791,0,0,148.0,417.0,k41060
k363912,0,1,48.0,339.0,k160766
k394124,0,1,330.0,90.0,k272584
k117075,0,0,300.0,67.0,k316865
k311195,0,0,50.0,242.0,k310707
k348269,0,0,288.0,120.0,k261167
k365838,0,1,186.0,124.0,k422880
k320767,0,0,334.0,108.0,k76825
k182760,0,0,347.0,300.0,k169092
k332526,0,1,120.0,124.0,k253115
k386226,0,1,349.0,277.0,k369155
k69733,0,1,99.0,30.0,k194332
k356915,0,1,190.0,481.0,k268311
k10300,0,1,18.0,300.0,k106738
k17583,0,0,353.0,0.0,k41802
k239913,0,1,49.0,67.0,k97625
k329815,0,1,36.0,108.0,k65202
k66152,0,1,139.0,95.0,k406878
k109488,0,1,36.0,124.0,k210597
k61237,0,0,248.0,272.0,k144412
k288444,0,0,40.0,509.0,k319386
k421660,0,1,51.0,636.0,k10159
k405036,0,1,159.0,201.0,k147048
k273224,0,0,188.0,376.0,k131487
k134627,0,0,170.0,351.0,k330448
k310313,0,0,53.0,218.0,k190746
k256055,0,0,154.0,492.0,k403446
k151448,0,0,143.0,60.0,k212005
k348190,0,1,297.0,182.0,k294624
k207974,0,0,77.0,170.0,k131241
k416594,0,0,124.0,433.0,k411370
k100601,0,0,39.0,451.0,k92371
k68622,0,0,171.0,360.0,k133544
k15974,0,1,92.0,242.0,k391968
k354460,0,1,58.0,691.0,k384012
k357119,0,1,139.0,127.0,k164026
k158318,0,0,163.0,379.0,k329595
k327115,0,1,84.0,42.0,k274300
k219329,0,0,78.0,594.0,k91452
k108897,0,1,320.0,67.0,k378121
k111380,0,1,139.0,300.0,k272845
k130330,0,1,74.0,391.0,k65803
k33125,0,0,182.0,451.0,k282132
k419928,0,0,356.0,67.0,k332337
k206998,0,0,257.0,192.0,k388823
k239021,0,1,96.0,242.0,k76007
k111854,0,1,134.0,67.0,k291769
k171108,0,1,108.0,120.0,k309107
k344160,0,0,49.0,124.0,k25185
k394576,0,0,40.0,67.0,k242351
k231304,0,0,160.0,67.0,k359878
k237582,0,1,334.0,474.0,k346824
k185814,0,1,48.0,124.0,k178498
k36132,0,1,293.0,182.0,k44439
k262397,0,0,145.0,738.0,k294837
k154280,0,1,310.0,0.0,k332303
k269027,0,0,35.0,67.0,k422552
k116955,0,1,90.0,30.0,k106064
k176803,0,1,50.0,212.0,k284737
k388491,0,1,117.0,42.0,k325643
k54816,0,1,129.0,300.0,k211905
k77569,0,1,162.0,212.0,k278826
k34180,0,0,354.0,150.0,k384661
k215918,0,0,176.0,182.0,k45045
k314533,0,1,356.0,120.0,k258709
k269690,0,1,356.0,175.0,k71925
k2969,0,1,106.0,85.0,k90271
k90152,0,1,97.0,420.0,k411645
k122929,0,0,311.0,60.0,k423108
k392103,0,1,334.0,371.0,k282603
k358732,0,1,86.0,450.0,k149907
k359845,0,1,284.0,684.0,k320846
k313751,0,0,24.0,30.0,k159530
k355076,0,0,30.0,408.0,k407879
k370940,0,1,357.0,576.0,k236489
k273207,0,0,335.0,240.0,k201484
k102956,0,0,356.0,67.0,k151913
k230640,0,0,308.0,30.0,k240031
k128071,0,0,262.0,330.0,k293235
k38378,0,1,29.0,180.0,k238043
k139890,0,1,29.0,360.0,k393515
k126508,0,0,285.0,95.0,k389902
k188078,0,0,70.0,270.0,k327053
k270366,0,0,307.0,698.0,k165424
k156544,0,1,270.0,524.0,k319609
k249285,0,0,129.0,297.0,k260925
k103071,0,0,198.0,379.0,k66559
k91163,0,0,250.0,390.0,k152560
k64973,0,1,270.0,330.0,k251398
k48789,0,0,23.0,458.0,k91248
k330264,0,1,233.0,684.0,k59684
k25163,0,0,151.0,0.0,k170181
k59422,0,0,315.0,240.0,k64101
k374902,0,1,50.0,150.0,k104471
k277302,0,1,65.0,108.0,k28123
k142374,0,1,90.0,67.0,k74589
k314344,0,0,227.0,127.0,k303870
k230551,0,1,288.0,0.0,k77039
k81925,0,0,63.0,162.0,k382066
k134856,0,0,169.0,192.0,k158254
k376289,0,0,87.0,503.0,k159173
k64431,0,1,328.0,192.0,k239856
k157775,0,0,340.0,366.0,k221493
k321675,0,1,94.0,240.0,k170872
k42620,0,1,53.0,437.0,k160128
k350054,0,1,354.0,547.0,k316896
k75202,0,0,41.0,60.0,k295259
k217597,0,1,45.0,85.0,k242896
k332995,0,0,57.0,67.0,k322908
k59509,0,0,178.0,573.0,k164919
k277725,0,1,46.0,258.0,k247410
k241829,0,0,221.0,323.0,k133856
k258649,0,0,338.0,210.0,k180456
k187330,0,1,252.0,228.0,k88728
k127241,0,1,43.0,342.0,k213297
k420880,0,0,180.0,85.0,k413618
k113490,0,1,27.0,309.0,k214661
k60244,0,0,82.0,90.0,k193925
k328575,0,1,356.0,90.0,k195126
k279274,0,0,64.0,134.0,k409350
k45609,0,1,157.0,330.0,k113698
k269942,0,0,32.0,323.0,k42117
k243414,0,1,5.0,30.0,k24696
k94921,0,1,191.0,242.0,k372632
k86730,0,1,46.0,124.0,k230004
k30088,0,0,338.0,495.0,k108002
k19571,0,0,172.0,324.0,k416964
k271,0,1,223.0,242.0,k288200
k269551,0,0,354.0,175.0,k118887
k381049,0,0,152.0,1110.0,k82399
k406696,0,1,341.0,192.0,k42973
k409876,0,0,50.0,85.0,k414483
k386335,0,0,163.0,108.0,k133867
k315421,0,1,30.0,190.0,k257563
k197174,0,0,56.0,67.0,k291631
k213760,0,1,68.0,210.0,k423487
k278725,0,1,47.0,30.0,k92547
k34720,0,1,82.0,60.0,k396487
k415668,0,1,61.0,443.0,k283983
k159158,0,1,353.0,376.0,k10766
k227757,0,1,88.0,124.0,k50284
k66634,0,1,62.0,300.0,k209431
k93441,0,0,168.0,799.0,k20225
k113017,0,1,324.0,421.0,k402258
k115868,0,1,80.0,285.0,k111020
k171002,0,0,13.0,180.0,k313163
k268380,0,1,45.0,67.0,k389152
k373722,0,1,37.0,150.0,k85821
k41103,0,1,203.0,793.0,k320731
k359066,0,1,111.0,210.0,k253618
k151117,0,1,221.0,371.0,k299522
k191404,0,1,298.0,339.0,k358402
k284090,0,1,80.0,108.0,k255284
k1839,0,1,5.0,210.0,k100824
k274180,0,0,120.0,60.0,k13595
k282190,0,1,63.0,108.0,k153669
k369862,0,0,302.0,616.0,k9158
k218876,0,1,48.0,240.0,k141472
k89473,0,1,275.0,722.0,k119755
k81225,0,0,356.0,361.0,k27209
k157666,0,0,146.0,180.0,k388710
k91049,0,0,159.0,741.0,k382071
k174875,0,0,14.0,646.0,k57309
k53689,0,0,241.0,175.0,k85833
k318766,0,1,159.0,272.0,k401195
k46249,0,0,201.0,228.0,k314417
k402026,0,0,306.0,270.0,k223986
k384079,0,0,83.0,240.0,k99181
k165306,0,1,72.0,301.0,k187609
k177808,0,1,95.0,752.0,k105374
k314718,0,0,110.0,108.0,k302190
k101251,0,0,310.0,767.0,k263281
k213484,0,0,8.0,201.0,k38652
k356610,0,1,185.0,182.0,k71773
k323005,0,1,148.0,170.0,k263993
k75337,0,0,358.0,192.0,k39272
k386851,0,1,173.0,242.0,k209387
k222799,0,0,330.0,0.0,k52829
k123831,0,1,345.0,216.0,k52178
k219367,0,1,130.0,67.0,k122236
k179025,0,0,18.0,849.0,k290875
k221276,0,0,60.0,192.0,k168057
k186853,0,0,343.0,170.0,k300961
k273717,0,0,234.0,579.0,k17058
k166772,0,1,299.0,201.0,k208683
k304751,0,1,97.0,390.0,k202950
k283403,0,0,63.0,247.0,k267471
k94306,0,0,103.0,182.0,k249492
k126818,0,0,195.0,467.0,k418311
k279969,0,0,77.0,234.0,k406715
k319462,0,0,4.0,256.0,k248160
k194769,0,1,14.0,270.0,k286868
k327853,0,0,292.0,30.0,k423022
k190145,0,1,113.0,258.0,k365986
k246109,0,0,14.0,127.0,k200002
k33328,0,0,139.0,90.0,k269576
k413909,0,0,353.0,309.0,k32307
k58513,0,0,60.0,182.0,k237359
k370706,0,1,102.0,124.0,k150284
k91733,0,1,118.0,108.0,k328229
k394637,0,1,329.0,242.0,k208214
k195429,0,0,110.0,579.0,k267889
k304644,0,1,92.0,0.0,k44137
k176872,0,1,103.0,0.0,k129150
k149672,0,1,45.0,430.0,k389009
k347973,0,0,348.0,190.0,k17486
k180158,0,1,322.0,277.0,k204300
k253492,0,0,276.0,124.0,k277670
k15932,0,0,34.0,309.0,k109601
k61821,0,0,349.0,212.0,k75228
k259094,0,1,132.0,42.0,k158062
k283969,0,1,52.0,30.0,k314512
k404585,0,1,324.0,30.0,k99691
k21547,0,0,208.0,755.0,k58644
k145111,0,0,237.0,210.0,k353201
k389160,0,0,309.0,323.0,k359283
k94405,0,0,153.0,484.0,k246228
k78612,0,0,23.0,0.0,k301804
k211735,0,1,103.0,170.0,k181751
k86832,0,1,53.0,664.0,k99901
k100961,0,0,245.0,30.0,k51066
k413156,0,0,52.0,618.0,k239900
k282806,0,1,358.0,120.0,k45797
k73230,0,1,199.0,541.0,k61953
k297514,0,0,4.0,451.0,k107020
k36730,0,0,130.0,450.0,k408621
k146534,0,1,111.0,366.0,k176382
k41774,0,1,126.0,360.0,k402122
k154228,0,1,158.0,488.0,k182671
k132216,0,1,111.0,297.0,k134176
k212563,0,1,20.0,60.0,k214171
k311188,0,0,33.0,335.0,k335728
k305777,0,1,84.0,300.0,k333242
k278675,0,0,211.0,371.0,k100195
k356166,0,0,254.0,451.0,k159972
k371363,0,1,323.0,192.0,k401199
k102908,0,1,112.0,67.0,k45864
k415444,0,0,346.0,899.0,k65266
k302506,0,0,219.0,854.0,k289441
k3055,0,1,68.0,335.0,k328046
k400166,0,0,103.0,228.0,k52191
k394328,0,0,4.0,190.0,k127965
k343850,0,1,41.0,201.0,k34241
k152966,0,0,244.0,467.0,k318024
k29065,0,1,85.0,330.0,k186183
k115478,0,0,189.0,720.0,k369368
k265532,0,0,281.0,190.0,k33293
k147359,0,0,255.0,42.0,k128571
k400908,0,0,192.0,600.0,k301966
k53691,0,1,61.0,319.0,k419307
k318590,0,1,349.0,216.0,k84364
k322610,0,0,326.0,721.0,k290590
k187304,0,1,28.0,342.0,k161502
k314433,0,1,151.0,67.0,k119580
k172367,0,0,90.0,361.0,k170514
k384180,0,0,225.0,30.0,k21129
k139859,0,0,24.0,297.0,k412627
k71798,0,1,27.0,30.0,k219605
k202612,0,0,182.0,466.0,k407535
k318193,0,1,78.0,319.0,k215723
k21489,0,1,30.0,180.0,k12717
k243452,0,1,225.0,180.0,k253552
k386467,0,0,307.0,85.0,k243230
k312669,0,0,37.0,649.0,k126517
k249764,0,1,267.0,85.0,k318999
k357691,0,1,164.0,480.0,k399902
k71817,0,0,351.0,134.0,k81329
k289290,0,1,118.0,446.0,k189488
k180605,0,0,318.0,552.0,k250170
k13104,0,1,79.0,170.0,k82296
k259458,0,1,189.0,0.0,k171071
k46471,0,1,54.0,513.0,k207868
k24807,0,1,69.0,402.0,k278858
k285606,0,0,33.0,480.0,k102839
k62399,0,1,183.0,90.0,k278447
k159403,0,1,240.0,95.0,k156277
k350704,0,1,56.0,216.0,k419876
k281945,0,0,63.0,228.0,k137169
k40839,0,0,103.0,382.0,k182389
k258840,0,1,48.0,175.0,k205470
k278696,0,0,17.0,212.0,k215886
k331837,0,0,247.0,134.0,k94127
k378042,0,1,263.0,228.0,k65400
k298524,0,1,147.0,300.0,k38518
k199083,0,1,302.0,85.0,k414057
k159958,0,1,171.0,120.0,k320340
k67081,0,0,219.0,180.0,k232670
k340957,0,0,45.0,390.0,k77588
k256195,0,0,290.0,698.0,k70809
k311163,0,1,78.0,60.0,k117446
k248748,0,1,15.0,300.0,k180313
k213086,0,0,346.0,162.0,k339120
k212001,0,1,126.0,270.0,k329642
k372420,0,1,29.0,484.0,k41304
k227065,0,1,304.0,488.0,k263669
k384125,0,1,295.0,365.0,k19843
k372156,0,1,321.0,242.0,k209802
k361286,0,0,344.0,216.0,k24094
k254272,0,0,130.0,212.0,k269373
k132182,0,1,103.0,30.0,k70343
k121722,0,0,119.0,170.0,k191278
k118369,0,1,96.0,124.0,k190303
k8758,0,1,157.0,212.0,k150258
k74696,0,0,76.0,940.0,k403125
k169574,0,0,35.0,210.0,k421863
k5638,0,0,35.0,218.0,k405006
k114487,0,1,76.0,297.0,k13637
k312426,0,1,274.0,350.0,k118971
k294957,0,0,245.0,127.0,k252763
k302947,0,0,321.0,162.0,k143522
k358033,0,0,326.0,242.0,k237960
k234421,0,1,248.0,636.0,k350991
k266817,0,1,67.0,277.0,k254212
k160239,0,0,233.0,330.0,k167463
k384497,0,1,57.0,577.0,k50941
k393840,0,1,132.0,90.0,k341021
k212095,0,0,314.0,395.0,k186206
k172915,0,0,163.0,480.0,k25663
k302625,0,0,152.0,190.0,k88723
k381992,0,1,55.0,30.0,k399009
k172192,0,1,128.0,488.0,k131149
k422221,0,0,108.0,598.0,k180163
k86426,0,1,92.0,420.0,k419997
k390027,0,1,109.0,60.0,k43720
k79475,0,1,78.0,0.0,k113755
k19341,0,0,49.0,95.0,k24876
k272124,0,0,353.0,366.0,k338420
k300731,0,0,111.0,108.0,k411204
k56113,0,1,54.0,424.0,k132442
k389309,0,1,58.0,85.0,k230972
k153156,0,1,113.0,319.0,k159455
k69480,0,0,354.0,67.0,k254256
k299500,0,0,275.0,400.0,k24191
k184455,0,0,265.0,391.0,k399111
k169004,0,1,98.0,212.0,k12019
k38414,0,0,325.0,360.0,k301230
k161645,0,0,339.0,228.0,k209489
k332230,0,1,130.0,67.0,k8947
k44381,0,0,31.0,335.0,k70976
k286282,0,0,117.0,67.0,k51007
k395659,0,0,6.0,255.0,k293011
k235632,0,0,232.0,430.0,k346659
k285964,0,1,18.0,210.0,k54317
k272902,0,0,237.0,127.0,k252891
k91252,0,0,0.0,560.0,k312152
k294775,0,0,18.0,300.0,k29348
k327308,0,1,65.0,335.0,k133153
k250003,0,0,50.0,162.0,k353608
k262738,0,0,163.0,511.0,k282776
k109290,0,1,351.0,170.0,k266834
k73607,0,0,193.0,424.0,k373531
k273287,0,1,77.0,42.0,k216601
k7902,0,1,135.0,60.0,k311838
k132983,0,1,94.0,690.0,k24918
k392435,0,1,0.0,258.0,k20978
k372330,0,1,28.0,258.0,k55165
k167626,0,1,90.0,67.0,k305723
k98948,0,1,215.0,690.0,k309018
k239624,0,1,3.0,285.0,k17427
k69340,0,0,181.0,218.0,k320833
k407072,0,0,310.0,108.0,k336803
k312786,0,1,46.0,509.0,k219757
k74397,0,1,83.0,30.0,k388272
k102851,0,1,78.0,255.0,k129327
k297936,0,0,83.0,313.0,k128064
k254321,0,1,91.0,247.0,k324398
k47414,0,0,156.0,0.0,k321406
k141932,0,0,232.0,60.0,k19279
k191947,0,1,341.0,60.0,k27102
k284375,0,1,324.0,67.0,k56361
k126184,0,1,99.0,30.0,k86202
k51974,0,0,270.0,175.0,k366815
k296254,0,1,36.0,451.0,k240347
k417936,0,0,321.0,417.0,k248623
k72732,0,0,206.0,285.0,k260344
k382729,0,0,169.0,725.0,k109436
k279179,0,1,57.0,283.0,k276470
k353656,0,1,242.0,150.0,k41738
k50778,0,0,114.0,849.0,k398137
k302489,0,0,240.0,488.0,k256988
k51846,0,1,128.0,180.0,k276924
k254528,0,0,82.0,510.0,k70919
k203728,0,0,332.0,192.0,k381092
k3161,0,0,73.0,648.0,k423591
k110154,0,1,96.0,170.0,k284342
k92447,0,0,257.0,67.0,k280910
k320187,0,1,81.0,404.0,k236740
k95656,0,1,335.0,150.0,k324326
k180154,0,0,158.0,743.0,k314464
k121510,0,0,53.0,390.0,k395331
k386809,0,1,79.0,309.0,k53396
k45365,0,1,159.0,30.0,k348255
k260334,0,0,338.0,218.0,k417024
k172409,0,1,4.0,60.0,k285821
k420338,0,1,56.0,524.0,k513
k288507,0,0,243.0,150.0,k384065
k208407,0,1,25.0,192.0,k249747
k109070,0,0,336.0,234.0,k59204
k192635,0,1,84.0,162.0,k352585
k325773,0,1,357.0,190.0,k251631
k193269,0,1,14.0,175.0,k86759
k420542,0,0,303.0,301.0,k96777
k131286,0,1,64.0,192.0,k5678
k34546,0,1,95.0,300.0,k369403
k137016,0,1,170.0,509.0,k237811
k290984,0,1,332.0,170.0,k91152
k388150,0,1,67.0,514.0,k320982
k346304,0,1,24.0,485.0,k52149
k77945,0,0,275.0,603.0,k94388
k378999,0,1,26.0,95.0,k163008
k350021,0,1,298.0,330.0,k41796
k285455,0,1,340.0,240.0,k301837
k3405,0,1,342.0,212.0,k357745
k198964,0,0,283.0,339.0,k15506
k48145,0,1,276.0,570.0,k185062
k394267,0,0,324.0,240.0,k255422
k401522,0,1,52.0,450.0,k119557
k228130,0,0,28.0,95.0,k57620
k275812,0,1,112.0,404.0,k160903
k80210,0,1,279.0,30.0,k208589
k178886,0,1,155.0,60.0,k243002
k71885,0,1,359.0,277.0,k187671
k136900,0,1,275.0,124.0,k213825
k335587,0,0,236.0,60.0,k84400
k249823,0,0,277.0,514.0,k115806
k190016,0,0,350.0,95.0,k212875
k125722,0,0,290.0,306.0,k285469
k181037,0,1,90.0,30.0,k349690
k227842,0,0,243.0,437.0,k229169
k230014,0,0,307.0,459.0,k126465
k36616,0,0,234.0,90.0,k100321
k14861,0,1,322.0,150.0,k107696
k324859,0,1,348.0,60.0,k313426
k160907,0,1,341.0,499.0,k374683
k199960,0,0,67.0,162.0,k81923
k377762,0,0,37.0,170.0,k315428
k193224,0,0,288.0,240.0,k189252
k332540,0,1,67.0,150.0,k167810
k189830,0,1,76.0,190.0,k409509
k257538,0,0,171.0,636.0,k369157
k82171,0,0,161.0,930.0,k252878
k17088,0,1,39.0,270.0,k119271
k197542,0,1,54.0,470.0,k355471
k253747,0,1,63.0,492.0,k252275
k245073,0,1,11.0,268.0,k236152
k376060,0,0,176.0,543.0,k225858
k363681,0,0,339.0,655.0,k174445
k298140,0,1,217.0,283.0,k317612
k111127,0,0,138.0,446.0,k25402
k4940,0,1,26.0,85.0,k90135
k235013,0,1,264.0,212.0,k45606
k59899,0,1,12.0,108.0,k171214
k129275,0,1,294.0,134.0,k404046
k318651,0,1,333.0,342.0,k141120
k360684,0,1,309.0,30.0,k36716
k163105,0,1,23.0,90.0,k60042
k164027,0,0,146.0,285.0,k268131
k75280,0,0,51.0,150.0,k67782
k96246,0,1,149.0,30.0,k14900
k256398,0,0,218.0,722.0,k26153
k149356,0,0,41.0,335.0,k103559
k340072,0,1,149.0,95.0,k174421
k329317,0,0,210.0,150.0,k26924
k244474,0,1,72.0,558.0,k416519
k339567,0,0,331.0,124.0,k155178
k100838,0,1,122.0,150.0,k199900
k235134,0,1,18.0,0.0,k243043
k221384,0,0,208.0,408.0,k48058
k77219,0,0,65.0,124.0,k205157
k101901,0,1,125.0,170.0,k157356
k353280,0,1,37.0,90.0,k412456
k56962,0,1,45.0,342.0,k37416
k367180,0,0,358.0,323.0,k274645
k3983,0,1,24.0,467.0,k166545
k4964,0,1,170.0,300.0,k128829
k101975,0,0,317.0,484.0,k83679
k127734,0,0,64.0,255.0,k287565
k245420,0,0,222.0,150.0,k144582
k336321,0,1,81.0,242.0,k64358
k291420,0,1,183.0,330.0,k88724
k259335,0,0,29.0,577.0,k390433
k39243,0,0,199.0,324.0,k235506
k127760,0,0,52.0,0.0,k401405
k131007,0,1,87.0,497.0,k131376
k189880,0,1,74.0,108.0,k164546
k372916,0,1,125.0,30.0,k293184
k76739,0,0,152.0,60.0,k208003
k314669,0,0,308.0,270.0,k47243
k78247,0,0,251.0,450.0,k401553
k230410,0,1,353.0,0.0,k86853
k114797,0,0,210.0,90.0,k269271
k362848,0,0,324.0,228.0,k110998
k53957,0,0,142.0,182.0,k395860
k123922,0,0,229.0,90.0,k313514
k153190,0,0,160.0,67.0,k58690
k160056,0,0,210.0,395.0,k235869
k113013,0,1,9.0,30.0,k329106
k94042,0,1,45.0,283.0,k347022
k367225,0,0,28.0,335.0,k121638
k4615,0,0,301.0,725.0,k96045
k351848,0,1,244.0,607.0,k292955
k225493,0,1,315.0,256.0,k383717
k204039,0,1,242.0,532.0,k192066
k406361,0,1,83.0,350.0,k383629
k86401,0,0,198.0,120.0,k20561
k118926,0,1,167.0,85.0,k171833
k418977,0,1,77.0,660.0,k91526
k378647,0,1,80.0,497.0,k364264
k123064,0,0,225.0,882.0,k262357
k325516,0,1,68.0,366.0,k400170
k24449,0,1,67.0,270.0,k143945
k172857,0,1,34.0,0.0,k60099
k419538,0,1,77.0,30.0,k421558
k295829,0,1,31.0,150.0,k262956
k388625,0,1,36.0,30.0,k48703
k395066,0,0,332.0,510.0,k38742
k69121,0,0,33.0,967.0,k26070
k349902,0,1,225.0,242.0,k175663
k417823,0,0,13.0,90.0,k110787
k360534,0,0,212.0,404.0,k107867
k136839,0,1,67.0,272.0,k143943
k185197,0,1,90.0,339.0,k83774
k28104,0,0,67.0,551.0,k158208
k8818,0,0,265.0,127.0,k10107
k22673,0,0,302.0,283.0,k107617
k255773,0,1,75.0,306.0,k100649
k194728,0,0,214.0,450.0,k408710
k242809,0,1,150.0,0.0,k25487
k328948,0,1,152.0,108.0,k191746
k14615,0,1,93.0,201.0,k57348
k359571,0,0,110.0,579.0,k377217
k113808,0,0,149.0,1121.0,k301369
k28986,0,0,189.0,270.0,k235527
k32453,0,0,33.0,0.0,k281360
k202379,0,0,141.0,674.0,k366348
k5128,0,0,98.0,150.0,k106290
k356146,0,0,0.0,301.0,k357036
k304204,0,1,135.0,108.0,k405475
k230256,0,1,59.0,571.0,k48788
k62349,0,0,340.0,382.0,k16663
k218048,0,1,56.0,150.0,k116651
k381976,0,1,140.0,67.0,k205988
k105547,0,1,307.0,631.0,k306140
k342156,0,0,291.0,488.0,k225724
k374950,0,0,8.0,60.0,k123347
k122465,0,1,162.0,240.0,k226926
k125997,0,0,82.0,162.0,k406168
k123191,0,0,84.0,90.0,k219631
k79874,0,0,142.0,95.0,k314213
k206324,0,1,234.0,0.0,k400556
k180149,0,0,106.0,240.0,k64337
k234616,0,0,166.0,67.0,k267073
k75566,0,1,27.0,524.0,k370458
k69645,0,0,31.0,671.0,k53572
k226475,0,1,34.0,162.0,k404636
k377075,0,1,16.0,228.0,k414546
k70059,0,1,93.0,120.0,k331648
k339817,0,1,340.0,90.0,k264145
k107226,0,1,49.0,0.0,k43509
k98017,0,0,76.0,626.0,k294740
k287787,0,1,34.0,255.0,k13235
k295021,0,0,127.0,218.0,k60404
k242711,0,0,62.0,30.0,k25569
k382847,0,0,145.0,150.0,k101973
k220757,0,1,40.0,0.0,k196508
k126712,0,0,279.0,150.0,k75128
k230693,0,1,279.0,150.0,k191058
k32184,0,1,7.0,524.0,k61238
k315352,0,0,48.0,210.0,k402235
k299937,0,0,239.0,201.0,k320119
k390331,0,1,90.0,306.0,k331304
k250593,0,1,62.0,242.0,k11969
k163728,0,1,3.0,127.0,k135777
k418279,0,1,96.0,553.0,k309559
k67528,0,0,56.0,42.0,k219858
k346704,0,1,67.0,255.0,k348953
k69577,0,1,75.0,134.0,k154794
k63575,0,0,8.0,127.0,k355736
k89247,0,1,16.0,90.0,k134214
k306358,0,0,4.0,242.0,k355704
k408357,0,0,228.0,390.0,k109901
k113429,0,1,118.0,150.0,k121811
k403562,0,0,353.0,603.0,k224342
k352753,0,0,214.0,150.0,k166627
k17621,0,0,27.0,228.0,k172741
k306262,0,1,342.0,272.0,k409641
k113948,0,0,355.0,30.0,k182972
k3843,0,0,103.0,212.0,k149783
k51077,0,0,23.0,255.0,k121521
k421289,0,0,315.0,30.0,k134320
k173829,0,1,142.0,283.0,k19504
k176450,0,1,6.0,30.0,k241807
k6557,0,0,196.0,480.0,k396814
k5111,0,1,83.0,624.0,k310889
k7519,0,0,347.0,902.0,k336116
k105394,0,0,163.0,481.0,k342951
k393533,0,1,22.0,532.0,k89421
k329747,0,1,71.0,660.0,k169440
k33776,0,0,34.0,268.0,k66221
k231223,0,1,155.0,421.0,k382190
k239577,0,0,129.0,404.0,k348386
k89801,0,1,315.0,603.0,k351938
k403870,0,1,69.0,765.0,k348949
k387035,0,0,324.0,819.0,k110394
k421397,0,1,63.0,218.0,k14651
k316812,0,0,197.0,192.0,k254013
k417680,0,0,86.0,270.0,k179945
k380451,0,0,210.0,285.0,k70120
k192833,0,0,203.0,270.0,k1875
k182908,0,1,167.0,371.0,k96392
k339252,0,1,36.0,376.0,k293269
k325506,0,1,61.0,127.0,k406160
k215428,0,1,312.0,42.0,k261611
k16673,0,1,32.0,0.0,k75117
k72626,0,0,42.0,488.0,k3174
k278262,0,0,334.0,120.0,k46380
k22564,0,0,269.0,430.0,k244088
k145455,0,1,135.0,323.0,k126483
k233934,0,1,2.0,67.0,k240836
k129147,0,0,236.0,258.0,k260418
k415743,0,1,58.0,30.0,k306967
k89992,0,0,121.0,67.0,k307785
k206057,0,1,26.0,210.0,k223542
k17483,0,0,160.0,90.0,k168626
k40609,0,1,210.0,525.0,k242088
k303528,0,1,92.0,190.0,k310371
k19867,0,0,244.0,513.0,k88416
k367743,0,0,209.0,242.0,k108421
k199474,0,0,137.0,85.0,k256664
k149797,0,0,171.0,541.0,k101350
k299726,0,1,107.0,484.0,k91335
k11498,0,0,82.0,418.0,k257038
k128680,0,1,16.0,90.0,k367421
k53336,0,0,29.0,201.0,k127096
k114308,0,0,82.0,175.0,k150892
k292868,0,0,106.0,0.0,k197705
k380581,0,1,100.0,384.0,k106740
k396613,0,0,240.0,42.0,k203397
k191196,0,1,102.0,150.0,k308214
k123372,0,0,10.0,170.0,k389460
k5743,0,0,70.0,150.0,k217397
k150827,0,0,146.0,108.0,k220821
k214176,0,0,67.0,285.0,k41359
k212903,0,1,58.0,661.0,k210649
k230133,0,1,99.0,382.0,k7336
k359774,0,0,36.0,531.0,k396108
k230534,0,1,186.0,457.0,k186928
k402340,0,1,7.0,255.0,k162668
k226682,0,0,41.0,234.0,k346767
k303644,0,0,198.0,300.0,k306831
k383472,0,0,90.0,270.0,k317277
k262788,0,0,32.0,576.0,k86848
k324189,0,0,23.0,30.0,k33511
k269849,0,1,26.0,469.0,k106376
k72105,0,0,150.0,323.0,k304157
k14283,0,1,225.0,67.0,k8264
k103585,0,0,108.0,362.0,k368831
k169350,0,0,225.0,330.0,k191327
k650,0,1,125.0,30.0,k299181
k420136,0,0,319.0,190.0,k23797
k297528,0,1,117.0,190.0,k35768
k399653,0,1,124.0,30.0,k286392
k169364,0,0,243.0,684.0,k280693
k288579,0,1,357.0,108.0,k279906
k80797,0,0,184.0,685.0,k295545
k195850,0,0,0.0,424.0,k263824
