Key_0_0,Soil_Type31,Soil_Type16,Soil_Type17,Wilderness_Area3,Key_1_3
k225728,0,0,0,0,k302823
k3629,0,0,0,0,k217008
k239604,0,0,0,0,k3175
k143373,0,0,0,0,k241657
k385635,0,0,0,1,k176479
k118880,0,0,0,1,k66786
k188115,0,0,0,1,k332419
k123966,0,0,0,0,k162368
k178664,0,0,0,1,k198213
k2400,0,0,0,0,k227493
k344836,1,0,0,1,k66285
k75470,0,0,0,0,k143905
k358921,0,0,0,1,k317534
k150235,0,0,0,0,k329932
k80861,0,0,0,1,k53360
k415807,0,0,0,1,k101617
k234021,0,0,0,0,k406587
k75811,0,0,0,0,k317840
k338778,0,0,0,1,k399920
k100873,0,0,0,0,k58243
k307198,0,0,0,0,k19269
k319534,0,0,0,0,k94653
k184274,0,0,0,1,k335392
k342594,0,0,0,0,k79403
k280258,0,0,0,1,k374147
k311321,0,0,0,1,k379752
k175334,0,0,0,0,k345833
k389563,0,0,0,1,k208219
k146749,0,0,0,0,k50866
k8152,0,0,0,0,k53765
k264120,1,0,0,1,k386440
k309909,0,0,0,0,k369178
k245085,0,0,0,0,k69800
k343963,0,0,0,1,k185039
k265187,0,0,0,0,k143999
k348883,0,0,0,0,k78265
k121232,0,0,0,1,k383899
k402165,0,0,0,0,k221047
k180647,0,0,0,1,k190527
k98177,0,0,0,0,k253190
k204438,0,0,0,0,k385677
k42499,0,0,0,0,k408382
k286326,0,0,0,0,k406066
k164154,0,0,0,1,k278983
k191355,0,0,0,1,k316678
k235420,0,0,0,0,k46864
k308106,0,0,0,1,k310067
k146116,0,0,0,0,k264124
k329665,0,0,0,1,k74159
k324707,0,0,0,1,k260871
k129910,0,0,0,0,k203412
k43367,0,0,0,1,k46509
k408598,0,0,0,1,k137905
k46354,1,0,0,1,k400136
k219827,0,1,0,0,k164299
k259383,0,0,0,1,k62624
k244842,0,0,0,0,k399233
k76582,0,0,0,1,k340771
k239732,0,0,0,1,k302129
k374890,0,0,0,1,k227231
k191603,0,0,0,0,k280125
k154189,0,0,0,1,k51468
k271086,1,0,0,1,k28281
k5957,0,0,0,0,k358576
k401578,0,0,0,1,k149403
k297892,0,0,0,0,k261142
k53355,0,0,0,1,k285548
k289211,0,0,0,0,k403067
k392195,0,0,0,0,k195028
k33096,0,0,0,0,k233199
k355408,0,0,0,1,k326980
k105227,0,0,0,0,k297401
k354567,0,0,0,0,k166148
k207353,0,0,0,1,k126372
k253374,0,0,0,0,k62815
k23566,0,0,0,0,k212602
k94661,0,0,0,0,k11528
k270815,0,0,0,0,k134938
k55335,0,0,0,0,k371765
k45995,0,0,0,0,k420183
k177659,0,0,0,1,k85917
k302957,0,0,0,1,k245680
k262752,0,0,0,0,k50843
k25968,0,0,0,0,k110356
k42142,0,0,0,1,k327468
k56884,0,0,0,1,k126472
k151989,0,0,0,1,k30303
k343818,0,0,0,1,k117233
k51113,0,0,0,0,k314525
k49297,0,0,0,0,k190897
k201946,0,0,0,1,k210792
k197724,0,0,0,0,k362451
k388061,0,0,0,0,k252931
k160306,0,0,0,0,k323944
k359123,0,0,0,0,k72730
k280094,0,0,0,0,k318450
k52204,0,0,0,0,k98097
k144247,0,0,0,1,k35844
k352309,0,0,0,1,k367231
k419784,0,0,0,1,k284970
k280390,0,0,0,0,k385531
k5420,0,0,0,0,k147765
k183012,0,0,0,1,k389104
k91465,0,0,0,0,k289714
k252504,0,0,0,1,k306056
k376570,0,0,0,1,k391040
k326281,0,0,0,1,k109523
k317904,0,0,0,0,k271207
k43300,0,0,0,0,k59008
k229699,0,0,0,0,k57899
k304719,0,0,0,1,k396458
k208337,0,0,0,0,k132487
k22651,0,0,0,1,k349853
k222820,0,0,0,0,k27163
k35843,0,0,0,0,k310137
k58326,0,0,0,0,k207779
k120374,0,0,0,1,k249492
k45353,0,0,0,0,k180931
k162533,0,0,0,0,k137998
k221240,0,0,0,0,k206381
k113025,0,0,0,0,k408615
k124884,0,0,0,1,k135999
k66883,0,0,0,1,k208402
k174033,0,0,0,1,k37876
k117122,0,0,0,0,k166568
k256696,0,0,0,0,k289688
k271444,0,0,0,0,k334974
k86568,0,0,0,1,k51945
k316552,0,0,0,1,k80549
k170903,0,0,0,1,k219900
k53127,0,0,0,1,k17392
k121681,0,0,0,0,k326411
k86018,0,0,0,0,k308553
k224986,0,0,0,0,k153966
k145827,0,0,0,0,k154849
k248962,0,0,0,1,k228042
k286980,0,0,0,1,k72733
k208852,0,0,0,1,k370181
k17649,0,0,0,0,k59403
k50455,0,0,0,1,k389073
k280614,0,0,0,0,k256933
k373437,0,0,0,1,k124968
k335948,0,0,0,1,k237783
k386792,0,0,0,0,k66501
k102554,0,0,0,0,k46012
k59470,0,0,0,0,k374312
k29900,0,0,0,0,k208279
k398642,0,0,0,0,k302842
k350316,0,0,0,0,k376350
k377507,0,0,0,1,k268318
k321777,0,0,0,1,k46138
k43183,0,0,0,0,k319675
k217633,0,0,0,0,k412213
k255781,0,0,0,0,k285679
k384884,0,0,0,0,k21690
k114440,0,0,0,1,k202139
k331633,0,0,0,0,k85335
k202293,0,0,0,0,k146798
k154847,0,0,0,1,k390839
k316282,0,0,0,0,k359521
k152772,0,0,0,0,k78488
k371961,0,0,0,0,k160706
k321864,0,0,0,1,k116663
k147824,0,0,0,1,k130597
k336318,0,0,0,1,k409206
k386539,0,0,0,1,k135802
k144721,0,0,0,1,k310891
k140680,0,0,0,1,k286640
k170396,0,0,0,0,k118875
k377410,1,0,0,1,k221238
k224491,0,0,0,0,k320415
k171586,0,0,0,1,k97178
k143743,0,0,0,0,k409019
k298151,0,0,0,1,k304111
k287080,0,0,0,0,k102967
k162231,1,0,0,1,k154535
k223066,0,0,0,1,k150895
k371955,0,0,0,0,k267257
k159450,0,0,0,1,k61567
k242246,0,0,0,0,k91686
k135876,1,0,0,1,k128756
k161287,0,0,0,0,k8773
k159427,0,0,0,0,k259657
k287540,0,0,0,0,k63254
k192949,0,0,0,0,k91244
k205336,0,0,0,0,k356654
k168018,0,0,0,1,k156824
k227284,0,0,0,0,k99460
k232872,1,0,0,1,k180550
k278933,1,0,0,1,k332164
k146763,0,0,0,0,k250491
k96181,0,0,0,0,k387329
k250624,0,0,0,0,k273656
k105089,0,0,0,0,k147347
k395026,0,0,0,1,k260727
k48055,0,0,0,0,k19439
k392797,0,0,0,0,k310814
k216308,0,0,0,1,k420989
k207409,0,0,0,0,k401217
k311783,0,0,0,1,k372480
k343349,0,0,0,0,k338543
k25746,0,0,0,0,k310953
k318468,0,0,0,1,k147523
k188789,0,0,0,0,k87643
k145937,0,0,0,0,k25638
k308511,0,0,0,0,k64194
k393571,0,0,0,1,k240743
k170531,0,0,0,1,k264925
k70916,0,0,0,1,k80227
k403192,0,0,0,1,k60329
k238385,0,0,0,0,k361649
k198997,0,0,0,0,k286442
k422356,1,0,0,1,k289387
k331233,0,0,0,0,k89664
k315800,0,0,0,0,k367161
k6187,0,0,0,0,k281202
k218781,1,0,0,1,k391838
k218481,0,0,0,1,k239740
k256741,0,0,0,0,k329236
k332524,0,0,0,0,k351563
k148001,0,0,0,1,k370424
k396238,0,0,0,1,k67294
k364671,0,0,0,1,k373965
k126410,0,0,0,1,k50031
k244216,0,0,0,1,k56152
k59249,0,0,0,1,k297333
k365443,0,0,0,1,k222341
k405488,0,0,0,1,k147888
k64907,0,0,0,0,k43458
k268787,0,0,0,1,k223528
k182151,0,0,0,1,k408689
k292853,0,0,0,0,k97310
k137305,0,0,0,1,k2447
k25312,0,0,0,1,k252614
k371220,1,0,0,1,k51874
k400844,1,0,0,1,k197510
k291519,0,0,0,1,k227707
k7659,1,0,0,1,k288279
k168675,0,0,0,0,k150182
k36052,0,0,0,1,k83846
k227311,0,0,0,0,k51836
k148545,0,0,0,0,k374963
k221674,0,0,0,1,k196165
k29667,0,0,0,0,k412849
k399241,1,0,0,1,k263946
k25469,0,0,0,1,k34546
k327854,1,0,0,1,k284118
k295039,0,0,0,0,k38113
k324326,0,0,0,0,k330122
k289739,0,0,0,0,k86531
k161113,0,0,0,0,k13205
k254819,0,0,0,0,k219191
k402400,0,0,0,0,k164729
k42547,0,0,0,1,k307485
k346321,0,0,0,0,k193542
k279214,1,0,0,1,k47657
k96887,0,0,0,0,k38787
k178864,0,0,0,0,k230080
k206786,0,0,0,0,k122460
k312602,0,0,0,0,k111902
k392035,0,0,0,0,k356182
k53515,0,0,0,0,k212443
k28612,0,0,0,0,k203668
k144386,0,0,0,1,k251058
k74967,0,0,0,0,k223368
k111347,1,0,0,1,k362190
k62784,0,0,0,0,k183838
k249590,1,0,0,1,k396601
k302843,0,0,0,0,k35386
k86341,0,0,0,1,k72119
k396212,1,0,0,1,k111609
k6626,0,0,0,0,k194563
k345260,0,0,0,1,k240748
k224758,0,0,0,0,k168591
k309716,0,0,0,0,k365314
k213096,0,0,0,1,k310394
k126524,0,0,0,1,k114419
k86701,0,0,0,0,k371472
k55890,0,0,0,1,k122643
k391845,0,0,0,0,k226335
k207302,0,0,0,0,k23573
k85303,0,0,0,1,k150603
k257073,0,0,0,0,k275714
k362295,0,0,0,1,k23525
k393413,0,0,0,1,k76860
k69328,0,0,0,0,k66769
k178285,0,0,0,0,k33381
k385639,0,0,0,0,k75304
k187317,0,0,0,0,k169092
k67937,0,0,0,1,k200348
k280166,0,0,0,0,k8963
k199422,0,0,0,1,k304042
k138633,0,0,0,0,k65987
k201297,0,0,0,0,k135530
k16080,0,0,0,0,k43882
k123721,0,0,0,0,k82276
k108992,0,0,0,1,k290184
k145555,0,0,0,1,k356192
k133272,0,0,0,1,k377807
k337774,0,0,0,1,k315052
k248563,0,0,0,0,k310042
k40266,1,0,0,1,k224685
k261288,0,0,0,0,k195202
k331184,0,0,0,0,k251047
k294162,0,0,0,0,k337281
k287617,0,0,0,1,k10566
k173555,0,0,0,1,k250934
k243589,0,0,0,1,k280440
k321829,0,0,0,1,k169860
k256762,0,0,0,1,k316949
k282802,0,0,0,0,k342208
k295681,0,0,0,1,k301247
k391571,0,0,0,0,k241093
k395334,0,0,0,0,k409744
k61803,0,0,0,0,k223336
k389217,0,0,0,1,k320519
k71258,0,0,0,1,k86254
k382067,0,0,0,0,k175135
k390560,0,0,0,0,k369690
k10621,0,0,0,0,k177736
k72184,0,0,0,0,k194313
k366297,0,0,0,1,k423673
k158158,0,0,0,1,k264878
k346871,0,0,0,0,k137447
k175353,0,0,0,1,k140986
k301915,0,0,0,1,k306775
k335023,0,0,0,0,k285484
k267334,0,0,0,0,k112306
k228455,1,0,0,1,k33438
k309625,0,0,0,0,k238989
k239241,0,0,0,1,k304380
k74630,0,0,0,0,k188162
k418064,0,0,0,0,k198878
k369536,0,0,0,0,k255204
k344325,0,0,0,0,k173191
k299588,0,0,0,0,k206039
k364353,1,0,0,1,k22895
k307399,0,0,0,1,k231019
k77671,0,0,0,0,k2139
k212220,0,0,0,0,k314285
k120234,0,0,0,1,k246897
k114538,0,0,0,0,k93904
k156154,0,0,0,1,k155032
k179148,0,0,0,0,k355091
k410320,0,0,0,1,k303546
k288670,0,0,0,0,k350427
k60201,0,0,0,1,k3247
k171846,0,0,0,1,k161211
k183693,0,0,0,0,k107357
k23730,0,0,0,1,k149335
k262344,1,0,0,1,k349290
k336911,0,0,0,0,k327858
k33438,0,0,0,1,k381398
k123353,0,0,0,0,k378011
k281987,1,0,0,1,k396173
k346111,0,0,0,0,k338874
k82226,0,0,0,1,k407688
k43938,0,0,0,0,k149044
k356928,0,0,0,0,k258351
k280155,0,0,0,0,k158004
k254608,0,0,0,0,k76135
k406633,0,0,0,0,k85420
k211442,0,0,0,0,k43181
k386973,0,0,0,0,k217602
k199536,0,0,0,1,k278212
k118060,0,0,0,0,k304876
k168590,0,0,0,1,k235949
k176311,1,0,0,1,k29511
k38375,0,0,0,0,k20433
k18194,0,0,0,0,k68018
k116380,0,0,0,0,k32554
k125696,0,0,0,1,k353508
k233941,0,0,0,1,k109082
k24632,0,0,0,1,k147054
k191051,0,0,0,0,k370971
k35990,0,0,0,1,k87391
k339527,0,0,0,1,k79027
k14371,0,0,0,1,k42002
k243913,0,0,0,0,k276360
k203856,0,0,0,0,k317659
k407683,0,0,0,0,k194472
k244503,0,0,0,1,k285415
k227497,0,0,0,1,k158511
k107310,0,0,0,1,k144538
k240497,0,0,0,0,k421832
k85396,1,0,0,1,k186065
k288524,0,0,0,0,k236971
k122679,1,0,0,1,k59989
k421490,0,0,0,0,k35740
k275054,0,0,0,0,k119699
k64450,0,0,0,0,k82621
k315154,0,0,0,1,k287533
k406359,0,0,0,1,k133392
k405687,0,0,0,0,k117572
k372137,0,0,0,0,k219822
k115526,0,0,0,0,k304825
k116083,0,0,0,1,k196421
k133399,0,0,0,0,k238990
k388404,0,0,0,0,k41779
k297178,0,0,0,0,k265318
k259052,0,0,0,1,k224248
k311602,0,0,0,0,k186862
k259913,0,0,0,0,k85421
k289729,0,0,0,1,k11354
k250326,0,0,0,1,k155267
k361593,0,0,0,1,k255300
k342123,0,0,0,0,k173456
k43648,0,0,0,1,k302172
k31247,0,0,0,1,k95104
k403375,0,0,0,1,k214144
k292344,0,0,0,1,k173857
k186127,0,0,0,0,k72785
k412167,0,0,0,0,k278470
k115992,0,0,0,1,k362059
k396084,0,0,0,1,k270103
k235816,0,0,0,1,k20493
k283458,0,0,0,1,k387748
k259126,0,0,0,0,k38712
k137984,0,0,0,0,k81687
k350200,0,0,0,0,k763
k171975,0,0,0,1,k219009
k376577,0,0,0,1,k394655
k39240,0,0,0,1,k182931
k280790,0,0,0,0,k238203
k187218,0,0,0,1,k1818
k289487,0,0,0,1,k407923
k383540,0,0,0,0,k181382
k375065,0,0,0,0,k415774
k353876,1,0,0,1,k210973
k333242,1,0,0,1,k225899
k100104,0,0,0,1,k120083
k381672,0,0,0,1,k195315
k113863,0,0,0,1,k57668
k176434,0,0,0,1,k421527
k80593,0,0,0,1,k176344
k61696,0,0,0,0,k205765
k51055,0,0,0,1,k156402
k309860,0,0,0,0,k153846
k94626,0,0,0,0,k71962
k60760,0,0,0,1,k120409
k42208,0,0,0,0,k177640
k161616,0,0,0,0,k61023
k186212,0,0,0,1,k90674
k193241,0,0,0,1,k335400
k248995,0,0,0,1,k220439
k218414,0,0,0,0,k287489
k336589,0,0,0,1,k195136
k385740,0,0,0,1,k341520
k73473,0,0,0,0,k369442
k184079,0,0,0,0,k78121
k186055,0,0,0,1,k185144
k302513,0,0,0,0,k149065
k394652,0,0,1,1,k141469
k166328,0,0,0,0,k396205
k203623,0,0,0,1,k71296
k124997,0,0,0,0,k388334
k57764,0,0,0,0,k186252
k83840,0,0,0,1,k14392
k356094,0,0,0,1,k416821
k314514,0,0,0,0,k224190
k12985,0,0,0,1,k138727
k291991,0,0,0,1,k363315
k369525,0,0,0,1,k314559
k75743,0,0,0,0,k382057
k413448,0,0,0,1,k124208
k37332,0,0,0,0,k318527
k53894,0,0,0,1,k134107
k310000,0,0,0,0,k249059
k33027,0,0,0,0,k373514
k40632,0,0,0,1,k194885
k196153,0,0,0,1,k131707
k408080,0,0,0,1,k1025
k15087,0,0,0,0,k365465
k24310,0,0,0,0,k231897
k330594,0,0,0,1,k398661
k400361,0,0,0,0,k373458
k358252,0,0,0,0,k73311
k42596,0,0,0,1,k32613
k82136,0,0,0,1,k236608
k362895,0,0,0,0,k327849
k279466,0,0,0,0,k135365
k375342,0,0,0,1,k353802
k250404,0,0,0,0,k14395
k316979,0,0,0,1,k227050
k177283,0,0,0,0,k87247
k71547,0,0,0,1,k43800
k126892,0,0,0,1,k205634
k319550,1,0,0,1,k311376
k40326,0,0,0,0,k275918
k246338,0,0,0,0,k196739
k118502,0,0,0,0,k344487
k103900,0,0,0,0,k373108
k97053,0,0,0,0,k224133
k107895,0,0,0,0,k1015
k375676,0,0,0,0,k174342
k96215,0,0,0,0,k83014
k34378,0,0,0,0,k78316
k42586,0,0,0,1,k188212
k293615,0,0,0,1,k70860
k115913,0,0,0,0,k55534
k366196,0,0,0,1,k384136
k360730,0,0,0,0,k166657
k332820,0,0,0,1,k383194
k202613,0,0,0,1,k62729
k43849,0,0,0,0,k371796
k247996,0,0,0,1,k33252
k281655,0,0,0,1,k61655
k207514,0,0,0,0,k407984
k282971,0,0,0,1,k386369
k305059,0,0,0,0,k85192
k342910,0,0,0,1,k19805
k185277,0,0,0,0,k154391
k397759,1,0,0,1,k59371
k59543,0,0,0,1,k267435
k306447,0,0,0,1,k25898
k319375,1,0,0,1,k68627
k50980,0,0,0,1,k229968
k372545,0,0,0,0,k221550
k408737,0,0,0,1,k371681
k386605,0,0,0,1,k115858
k252836,0,0,0,1,k295459
k74589,0,1,0,0,k359920
k268150,0,0,0,0,k147187
k286696,0,0,0,1,k398109
k407152,0,0,0,0,k117139
k309521,0,0,0,0,k332243
k266770,0,0,0,0,k8250
k318470,1,0,0,1,k258362
k308248,0,0,0,1,k300142
k189237,0,0,0,0,k312454
k321547,0,0,0,1,k310799
k283025,0,0,0,0,k195953
k39866,0,0,0,1,k58027
k325149,0,0,0,1,k84644
k117265,0,0,0,1,k67082
k150985,0,0,0,0,k288112
k166832,0,0,0,0,k234899
k49158,1,0,0,1,k263825
k237491,0,0,0,0,k56105
k274530,0,0,0,1,k211258
k182461,0,0,0,0,k103202
k205859,0,0,0,0,k1137
k117317,0,0,0,1,k53017
k32660,0,0,0,1,k252868
k342211,0,0,0,1,k72880
k110889,0,0,0,1,k18984
k128893,0,0,0,0,k325681
k15037,0,0,0,0,k267436
k317357,0,0,0,1,k241161
k186365,0,0,0,1,k195985
k285617,0,0,0,0,k319543
k224058,0,0,0,0,k423419
k149204,0,0,0,1,k261709
k152972,0,0,0,1,k67441
k292021,0,0,0,0,k357244
k169585,1,0,0,1,k24238
k156384,0,0,0,0,k227929
k139773,0,0,0,1,k77287
k369377,0,0,0,1,k65849
k278291,0,0,0,1,k80279
k29520,0,0,0,1,k226443
k262818,0,0,0,0,k404588
k828,0,0,0,0,k76301
k410295,0,0,0,0,k357546
k143733,0,0,0,0,k308702
k249712,0,0,0,1,k17845
k87235,0,0,0,0,k322238
k178159,0,0,0,0,k134639
k262128,0,0,0,0,k133319
k306529,0,0,0,0,k261908
k33368,0,0,0,0,k170114
k84169,0,0,0,1,k124344
k99395,0,0,0,1,k379823
k325200,0,0,0,1,k66229
k230619,0,0,0,0,k303258
k195947,0,0,0,0,k247814
k370551,0,0,0,0,k398887
k308619,0,0,0,1,k202535
k43200,0,0,0,0,k356029
k361155,1,0,0,1,k155811
k250391,0,0,1,1,k25423
k200273,0,0,0,0,k284343
k398056,0,0,0,1,k97556
k2517,1,0,0,1,k44431
k192270,0,0,0,0,k102246
k105928,0,0,0,0,k267165
k268589,0,0,0,0,k267495
k3317,0,0,0,1,k50072
k198677,0,0,0,1,k151096
k79073,0,0,0,1,k160709
k178175,0,0,0,1,k292939
k252620,0,0,0,0,k398915
k337548,0,0,0,0,k11020
k277044,0,0,0,0,k331766
k360945,0,0,0,1,k71747
k397915,1,0,0,1,k150679
k158682,0,0,0,1,k272689
k211963,0,0,0,0,k321298
k313212,0,0,0,0,k258996
k63697,0,0,0,1,k338846
k74984,0,0,1,1,k309089
k387007,0,0,0,1,k270146
k404874,1,0,0,1,k129487
k180074,0,0,0,1,k146816
k312851,0,0,0,0,k82898
k27396,0,0,0,0,k300627
k202295,0,0,0,1,k258855
k302656,0,0,0,1,k354360
k232020,0,0,0,0,k368781
k316969,1,0,0,1,k341530
k49075,1,0,0,1,k320989
k388309,0,0,0,0,k278884
k398266,0,0,0,0,k374820
k234589,0,0,0,0,k278071
k202685,1,0,0,1,k404132
k93303,0,0,0,0,k10156
k316891,0,0,0,1,k160857
k226760,0,0,0,0,k334361
k313862,0,0,0,0,k161921
k188532,0,0,0,0,k21349
k64779,0,0,0,0,k79075
k79459,0,0,0,0,k263430
k10998,0,0,0,0,k402001
k385234,0,0,0,1,k162996
k242276,0,0,0,0,k67829
k260153,0,0,0,0,k34879
k338968,0,0,0,1,k335044
k351440,0,0,0,0,k412904
k66834,0,0,0,0,k169952
k341156,0,0,0,1,k249413
k184151,0,0,0,0,k16933
k391068,0,0,0,0,k188351
k222240,0,0,0,1,k19606
k130772,0,0,0,0,k219244
k414553,0,0,0,1,k31333
k240633,0,0,0,1,k287833
k120135,0,0,0,0,k288170
k364332,0,0,0,1,k125272
k197383,0,0,0,0,k418183
k80834,0,0,0,0,k278067
k235011,0,0,0,0,k249737
k67945,0,0,0,1,k148304
k104883,0,0,0,1,k69735
k346087,0,0,0,0,k221469
k38391,0,0,0,1,k220008
k277596,1,0,0,1,k183813
k123095,0,0,0,0,k389381
k389189,0,0,0,0,k128513
k271270,0,0,0,0,k24865
k269876,0,0,0,0,k4078
k281088,0,0,1,1,k291362
k358418,0,0,0,1,k59152
k253887,0,0,0,0,k352753
k201948,0,0,0,0,k90683
k183035,0,0,0,0,k351401
k282264,0,0,0,1,k199124
k294730,0,0,0,0,k71676
k410526,0,0,1,1,k268816
k108414,0,1,0,0,k149427
k322493,0,0,0,0,k107000
k125857,0,0,0,0,k46576
k264870,0,0,0,1,k249771
k223655,0,0,0,0,k82779
k131396,0,0,0,0,k42304
k174972,1,0,0,1,k127923
k352408,0,0,0,1,k297606
k315249,0,0,0,1,k62769
k66921,0,0,0,1,k359316
k16847,0,0,0,0,k126931
k145781,0,0,0,1,k243128
k82692,0,0,0,0,k98632
k421075,0,0,0,1,k56561
k273675,0,0,0,1,k90385
k31544,0,0,0,0,k328110
k74404,0,0,0,0,k95138
k281794,0,0,0,1,k386190
k111969,0,0,0,1,k208627
k375390,0,0,0,1,k328358
k312728,0,0,0,0,k321935
k392336,0,0,0,0,k237293
k55936,0,0,0,0,k151768
k329780,0,0,0,1,k308063
k308668,0,0,0,1,k302021
k140661,0,0,0,1,k122716
k33335,0,0,0,1,k179611
k35328,0,0,0,0,k155268
k226791,0,0,0,0,k262873
k187906,0,0,0,0,k141878
k234054,0,0,0,0,k323617
k29040,0,0,0,1,k243602
k354568,0,0,0,0,k146218
k189539,0,0,0,1,k75191
k277542,0,0,0,0,k280951
k165931,0,0,0,0,k75258
k210341,0,0,0,0,k321347
k259110,0,0,0,1,k41015
k298132,0,0,0,1,k381248
k166447,0,0,0,0,k112826
k117138,0,0,0,1,k5431
k30691,0,0,0,1,k95120
k118052,0,0,0,1,k104328
k346750,0,0,0,0,k49272
k412621,1,0,0,1,k75930
k107256,0,0,0,0,k349627
k198315,0,0,0,0,k77985
k335408,0,0,0,1,k422401
k67955,0,0,0,1,k353604
k358680,0,0,0,0,k176427
k234940,0,0,0,0,k95496
k2123,0,0,0,1,k3328
k227297,0,0,0,1,k148620
k42112,0,0,0,1,k229711
k96069,0,0,0,0,k95156
k160508,0,0,0,1,k90315
k322595,0,0,0,0,k283780
k219836,0,0,0,0,k80234
k395516,0,0,0,1,k179295
k135656,0,0,0,0,k221374
k44015,0,0,0,1,k248605
k260534,0,0,0,0,k171129
k279034,0,0,0,1,k13711
k386211,0,0,0,0,k45098
k314257,0,0,0,0,k115712
k269117,0,0,0,0,k25610
k147487,0,0,0,0,k37068
k176442,0,0,0,1,k7796
k333398,0,0,0,0,k366582
k8371,0,0,0,1,k177574
k408893,0,0,0,1,k341027
k129748,0,0,0,1,k130169
k252021,0,0,0,1,k370245
k145465,0,0,0,1,k142374
k329981,0,0,0,1,k58238
k261297,0,0,0,1,k196737
k77632,0,0,0,0,k368201
k204974,0,0,0,0,k109584
k380101,0,0,0,0,k236581
k342294,0,0,0,0,k23510
k325823,0,0,0,1,k374273
k57472,0,0,0,1,k363466
k290112,0,0,0,1,k395458
k94005,0,0,0,1,k65691
k50016,0,0,0,1,k36226
k62046,0,0,0,1,k323037
k307895,0,0,0,0,k76585
k303324,0,0,0,0,k387681
k410083,0,0,0,0,k294233
k107868,0,0,0,1,k193
k57771,0,0,0,1,k349500
k318709,1,0,0,1,k409899
k388313,0,0,0,0,k153240
k400049,0,0,0,0,k111076
k237113,0,0,0,1,k92372
k78319,0,0,0,0,k41113
k202507,0,0,0,1,k198903
k5226,0,0,0,1,k104992
k194592,0,0,0,1,k66309
k204210,0,0,0,0,k335812
k109170,0,0,0,1,k131828
k378242,0,0,0,1,k116776
k108476,0,0,0,1,k37397
k116979,0,0,0,0,k150741
k2174,0,0,0,1,k239371
k220688,0,0,0,0,k273108
k23263,0,0,0,1,k280446
k288288,0,0,0,0,k323618
k314146,0,0,0,0,k311271
k214050,1,0,0,1,k231691
k219785,0,0,0,0,k308795
k132218,0,0,0,1,k110113
k324164,0,0,0,0,k13995
k259711,0,0,0,1,k287973
k382692,0,0,0,0,k380243
k257666,0,0,0,1,k180047
k231868,0,0,0,0,k350986
k359519,0,0,0,0,k163310
k407631,0,0,0,0,k150321
k174071,0,0,0,0,k191951
k410927,0,1,0,0,k327515
k377853,0,0,0,1,k46587
k375343,0,0,0,1,k46852
k295038,1,0,0,1,k342007
k396311,0,0,0,0,k336108
k403208,0,0,0,0,k219920
k99718,0,0,0,0,k257990
k226286,0,0,0,0,k154199
k81257,0,0,0,0,k49829
k355417,0,0,0,0,k209522
k65921,0,0,0,0,k298792
k273819,1,0,0,1,k417037
k274287,0,0,0,0,k265130
k326891,0,0,0,0,k125883
k376298,0,0,0,1,k365970
k189014,0,0,0,1,k206324
k371019,0,0,0,1,k86420
k293724,0,0,1,1,k11118
k178704,0,0,0,0,k178482
k86243,0,0,0,1,k39610
k108133,0,0,0,1,k142694
k38017,0,0,0,1,k243859
k77732,0,0,0,1,k372725
k107241,0,0,0,0,k42879
k155777,0,0,0,0,k196667
k212405,0,0,0,0,k218146
k313048,0,0,0,0,k40311
k111406,0,0,0,1,k331165
k420043,0,0,0,0,k47760
k113055,0,0,0,0,k30694
k154772,0,0,0,1,k195690
k72434,0,0,0,0,k130749
k185425,0,0,0,0,k274002
k355490,0,0,0,0,k118971
k205558,0,0,0,1,k415780
k37245,0,0,0,0,k267776
k327045,0,0,0,1,k1614
k154316,0,0,0,1,k61343
k208797,0,0,0,1,k24975
k348963,0,0,0,1,k128574
k308898,0,0,0,0,k236308
k359452,0,0,0,0,k182350
k186161,0,0,0,1,k140891
k96963,0,0,0,0,k49949
k200873,0,0,0,0,k22353
k25226,0,0,0,1,k400522
k330747,0,0,0,0,k218751
k387668,0,0,0,0,k355899
k115382,0,0,0,1,k209142
k233912,0,0,0,1,k196259
k97548,0,0,0,1,k115273
k71169,0,0,0,1,k210702
k360005,0,0,0,1,k206313
k132979,0,0,0,0,k141349
k307897,0,0,0,1,k124113
k106254,0,0,0,0,k154618
k110341,0,0,0,1,k184262
k71589,0,0,0,0,k385150
k259068,0,0,0,1,k62516
k30993,1,0,0,1,k297517
k240771,0,0,0,1,k220210
k396628,0,0,0,0,k316247
k143094,0,0,0,0,k332502
k324129,0,0,0,0,k1337
k314898,0,0,0,1,k70069
k400770,0,0,0,1,k360746
k216490,0,0,0,0,k32786
k321885,0,0,0,1,k364784
k35335,0,0,0,1,k293629
k220061,0,0,0,1,k78478
k192852,0,0,0,1,k291175
k152534,0,0,0,1,k92112
k240131,0,0,0,0,k20653
k356868,0,0,0,1,k95005
k267019,0,0,0,0,k113091
k178257,0,0,0,1,k25974
k359970,0,0,0,1,k265875
k363860,0,0,0,0,k408411
k7759,0,0,0,0,k131661
k184436,0,0,0,1,k397345
k277966,0,0,0,0,k316898
k218888,0,0,0,0,k64957
k11,0,0,0,1,k145768
k62478,0,0,0,1,k139298
k163385,0,0,0,0,k215009
k213984,0,0,0,0,k367663
k58815,0,0,0,1,k151081
k399088,0,0,0,1,k312578
k297951,0,0,0,0,k265569
k377524,0,0,0,0,k345041
k345187,1,0,0,1,k340498
k343423,0,0,0,0,k60117
k123582,0,0,0,1,k364117
k408612,0,0,0,0,k102
