Key_1_3,Elevation,Soil_Type1,Soil_Type5,Soil_Type14,Soil_Type15,Soil_Type37
k139995,2763.0,0,0,0,0,0
k318205,2965.0,0,0,0,0,0
k294981,3064.0,0,0,0,0,0
k299275,2888.0,0,0,0,0,0
k53228,2743.0,0,0,0,0,0
k422831,3000.0,0,0,0,0,0
k422400,3301.0,0,0,0,0,0
k123301,3128.0,0,0,0,0,0
k4114,3145.0,0,0,0,0,0
k241429,3028.0,0,0,0,0,0
k385240,2543.0,0,0,0,0,0
k289322,2973.0,0,0,0,0,0
k255030,2901.0,0,0,0,0,0
k100247,3021.0,0,0,0,0,0
k104394,2949.0,0,0,0,0,0
k275822,3233.0,0,0,0,0,0
k58749,3202.0,0,0,0,0,0
k44230,2875.0,0,0,0,0,0
k231300,2935.0,0,0,0,0,0
k327267,2999.0,0,0,0,0,0
k184225,3052.0,0,0,0,0,0
k40085,2961.0,0,0,0,0,0
k328824,2968.0,0,0,0,0,0
k216622,3126.0,0,0,0,0,0
k26540,3191.0,0,0,0,0,0
k394289,2522.0,0,0,0,0,0
k24604,2851.0,0,0,0,0,0
k127462,3026.0,0,0,0,0,0
k86480,3024.0,0,0,0,0,0
k149789,2567.0,0,0,0,0,0
k345885,3103.0,0,0,0,0,0
k208441,3115.0,0,0,0,0,0
k368799,2769.0,0,0,0,0,0
k280811,2571.0,0,0,0,0,0
k405986,2985.0,0,0,0,0,0
k341985,2430.0,0,0,0,0,0
k179420,3208.0,0,0,0,0,0
k12095,2680.0,0,0,0,0,0
k73664,2929.0,0,0,0,0,0
k219336,2968.0,0,0,0,0,0
k17271,2676.0,0,0,0,0,0
k330879,2906.0,0,0,0,0,0
k287357,2711.0,0,0,0,0,0
k277719,2953.0,0,0,0,0,0
k126427,2621.0,0,0,0,0,0
k266614,2956.0,0,0,0,0,0
k38785,3009.0,0,0,0,0,0
k170329,2943.0,0,0,0,0,0
k298692,2978.0,0,0,0,0,0
k96321,3240.0,0,0,0,0,0
k218526,3080.0,0,0,0,0,0
k225459,3019.0,0,0,0,0,0
k47694,3229.0,0,0,0,0,0
k51231,3064.0,0,0,0,0,0
k387277,2749.0,0,0,0,0,0
k261303,3058.0,0,0,0,0,0
k194482,3112.0,0,0,0,0,0
k250543,2961.0,0,0,0,0,0
k53694,2715.0,0,0,0,0,0
k35290,2998.0,0,0,0,0,0
k7987,2944.0,0,0,0,0,0
k140966,2913.0,0,0,0,0,0
k371446,3021.0,0,0,0,0,0
k264308,3128.0,0,0,0,0,0
k272660,2815.0,0,0,0,0,0
k399141,2965.0,0,0,0,0,0
k101329,3104.0,0,0,0,0,0
k117858,2695.0,0,0,0,0,0
k236052,2993.0,0,0,0,0,0
k274428,3104.0,0,0,0,0,0
k39298,3039.0,0,0,0,0,0
k388415,2942.0,0,0,0,0,0
k285013,2589.0,0,0,0,0,0
k10537,2837.0,0,0,0,0,0
k269496,2674.0,0,0,0,0,0
k29789,2711.0,0,0,0,0,0
k324092,2708.0,0,0,0,0,0
k337366,2904.0,0,0,0,0,0
k415917,3032.0,0,0,0,0,0
k47887,2906.0,0,0,0,0,0
k416077,2849.0,0,0,0,0,0
k375355,2962.0,0,0,0,0,0
k409935,2919.0,0,0,0,0,0
k346712,2791.0,0,0,0,0,0
k268425,2598.0,0,0,0,0,0
k30361,3035.0,0,0,0,0,0
k125624,2758.0,0,0,0,0,0
k104725,3145.0,0,0,0,0,0
k170454,2904.0,0,0,0,0,0
k302181,2909.0,0,0,0,0,0
k294430,2858.0,0,0,0,0,0
k208703,2686.0,0,0,0,0,0
k394547,3033.0,0,0,0,0,0
k274160,2949.0,0,0,0,0,0
k317817,2763.0,0,0,0,0,0
k266628,2881.0,0,0,0,0,0
k50155,2494.0,0,0,0,0,0
k336911,3077.0,0,0,0,0,0
k6050,2942.0,0,0,0,0,0
k194428,3297.0,0,0,0,0,0
k217169,3152.0,0,0,0,0,0
k20052,3224.0,0,0,0,0,0
k356398,2776.0,0,0,0,0,0
k52704,2626.0,0,0,0,0,0
k376846,3033.0,0,0,0,0,0
k150393,3085.0,0,0,0,0,0
k420139,2805.0,0,0,0,0,0
k62988,3209.0,0,0,0,0,0
k312477,3193.0,0,0,0,0,0
k270041,2719.0,0,0,0,0,0
k200942,3199.0,0,0,0,0,0
k46817,2701.0,0,0,0,0,0
k114225,3216.0,0,0,0,0,0
k117915,3027.0,0,0,0,0,0
k89395,2755.0,0,0,0,0,0
k387865,3255.0,0,0,0,0,0
k260960,3038.0,0,0,0,0,0
k382144,2559.0,0,0,0,0,0
k185666,3106.0,0,0,0,0,0
k257357,2816.0,0,0,0,0,0
k31055,3114.0,0,0,0,0,0
k195668,2920.0,0,0,0,0,0
k383694,2928.0,0,0,0,0,0
k155664,3286.0,0,0,0,0,0
k233122,2556.0,0,0,0,0,0
k144099,2779.0,0,0,0,0,0
k269765,2841.0,0,0,0,0,0
k155659,2626.0,0,0,0,0,0
k394490,2949.0,0,0,0,0,0
k387197,2498.0,0,0,0,0,0
k16485,2886.0,0,0,0,0,0
k233986,2546.0,0,0,0,0,0
k418851,3001.0,0,0,0,0,0
k216399,2961.0,0,0,0,0,0
k340964,3123.0,0,0,0,0,0
k62439,3225.0,0,0,0,0,0
k267517,3222.0,0,0,0,0,0
k238091,3147.0,0,0,0,0,0
k325782,2729.0,0,0,0,0,0
k98574,3293.0,0,0,0,0,0
k137496,2838.0,0,0,0,0,0
k276099,2949.0,0,0,0,0,0
k149897,2772.0,0,0,0,0,0
k195448,2762.0,0,0,0,0,0
k111391,3004.0,0,0,0,0,0
k136483,3281.0,0,0,0,0,0
k149760,3126.0,0,0,0,0,0
k266926,3071.0,0,0,0,0,0
k216636,2641.0,0,0,0,0,0
k145358,2559.0,0,0,0,0,0
k356871,3067.0,0,0,0,0,0
k388119,2976.0,0,0,0,0,0
k239670,3156.0,0,0,0,0,0
k289398,2705.0,0,0,0,0,0
k187375,3085.0,0,0,0,0,0
k279434,2617.0,0,0,0,0,0
k254062,2954.0,0,0,0,0,0
k154012,3278.0,0,0,0,0,0
k141980,3244.0,0,0,0,0,0
k108648,2741.0,0,0,0,0,0
k83097,2998.0,0,0,0,0,0
k32319,3091.0,0,0,0,0,0
k125139,3027.0,0,0,0,0,0
k88816,2865.0,0,0,0,0,0
k205552,3059.0,0,0,0,0,0
k198704,2719.0,0,0,0,0,0
k238137,3077.0,0,0,0,0,0
k205111,2679.0,0,0,0,0,0
k269458,3164.0,0,0,0,0,0
k55075,2812.0,0,0,0,0,0
k419220,2896.0,0,0,0,0,0
k204074,2918.0,0,0,0,0,0
k106769,3243.0,0,0,0,0,0
k338135,2801.0,0,0,0,0,0
k152118,3277.0,0,0,0,0,0
k79646,2992.0,0,0,0,0,0
k291761,2806.0,0,0,0,0,0
k268562,3046.0,0,0,0,0,0
k418094,2972.0,0,0,0,0,0
k385724,2858.0,0,0,0,0,0
k205845,2990.0,0,0,0,0,0
k411295,2909.0,0,0,0,0,0
k271170,3133.0,0,0,0,0,0
k317674,2833.0,0,0,0,0,0
k169449,2938.0,0,0,0,0,0
k124833,3142.0,0,0,0,0,0
k201519,2718.0,0,0,0,0,0
k35922,2610.0,0,0,0,0,0
k87468,2812.0,0,0,0,0,0
k155455,2824.0,0,0,0,0,0
k68826,3035.0,0,0,0,0,0
k403820,2951.0,0,0,0,0,0
k18980,2826.0,0,0,0,0,0
k233870,3004.0,0,0,0,0,0
k258794,2496.0,0,0,0,0,0
k257266,2942.0,0,0,0,0,0
k234921,2913.0,0,0,0,0,0
k49717,2785.0,0,0,0,0,0
k413292,2972.0,0,0,0,0,0
k185085,2998.0,0,0,0,0,0
k201840,3276.0,0,0,0,0,0
k418137,3111.0,0,0,0,0,0
k275004,2958.0,0,0,0,0,0
k326196,3134.0,0,0,0,0,0
k401064,2754.0,0,0,0,0,0
k31108,2903.0,0,0,0,0,0
k411607,2861.0,0,0,0,0,0
k12763,2903.0,0,0,0,0,0
k189268,2596.0,0,0,0,0,0
k135938,2715.0,0,0,0,0,0
k335647,3021.0,0,0,0,0,0
k124594,2867.0,0,0,0,0,0
k89862,3167.0,0,0,0,0,0
k231763,2865.0,0,0,0,0,0
k355081,3256.0,0,0,0,0,0
k20824,3287.0,0,0,0,0,0
k128817,2671.0,0,0,0,0,0
k241998,2627.0,0,0,0,0,0
k305410,3037.0,0,0,0,0,0
k152782,2952.0,0,0,0,0,0
k330441,3279.0,0,0,0,0,0
k44233,2963.0,0,0,0,0,0
k365686,2741.0,0,0,0,0,0
k317047,2633.0,0,0,0,0,0
k298377,3102.0,0,0,0,0,0
k66487,2953.0,0,0,0,0,0
k153692,2859.0,0,0,0,0,0
k255897,2896.0,0,0,0,0,0
k199125,3285.0,0,0,0,0,0
k359627,3001.0,0,0,0,0,0
k138347,2927.0,0,0,0,0,0
k41178,2985.0,0,0,0,0,0
k160605,2757.0,0,0,0,0,0
k86275,2561.0,0,0,0,0,0
k86563,2960.0,0,0,0,0,0
k303467,3170.0,0,0,0,0,0
k81218,2910.0,0,0,0,0,0
k295028,3030.0,0,0,0,0,0
k358424,2957.0,0,0,0,0,0
k44146,2551.0,0,0,0,0,0
k104446,3182.0,0,0,0,0,0
k332612,2722.0,0,0,0,0,0
k289161,3268.0,0,0,0,0,0
k188429,3199.0,0,0,0,0,0
k110437,2546.0,0,0,0,0,0
k144164,2970.0,0,0,0,0,0
k23582,3260.0,0,0,0,0,0
k361767,2768.0,0,0,0,0,0
k347664,3037.0,0,0,0,0,0
k150370,2707.0,0,0,0,0,0
k149103,3065.0,0,0,0,0,0
k407683,2741.0,0,0,0,0,0
k249110,2799.0,0,0,0,0,0
k329578,2838.0,0,0,0,0,0
k182674,2965.0,0,0,0,0,0
k12080,2826.0,0,0,0,0,0
k317611,2675.0,0,0,0,0,0
k6920,3240.0,0,0,0,0,0
k105741,2595.0,0,0,0,0,0
k285985,3185.0,0,0,0,0,0
k96848,3054.0,0,0,0,0,0
k59101,2922.0,0,0,0,0,0
k393713,3190.0,0,0,0,0,0
k400560,2777.0,0,0,0,0,0
k394002,2848.0,0,0,0,0,0
k360268,2668.0,0,0,0,0,0
k100936,2815.0,0,0,0,0,0
k80199,2995.0,0,0,0,0,0
k54404,3001.0,0,0,0,0,0
k52147,2942.0,0,0,0,0,0
k125645,2952.0,0,0,0,0,0
k386704,2532.0,0,0,0,0,0
k46815,2975.0,0,0,0,0,0
k36857,2971.0,0,0,0,0,0
k357282,2944.0,0,0,0,0,0
k65529,2718.0,0,0,0,0,0
k112893,2881.0,0,0,0,0,0
k345260,2925.0,0,0,0,0,0
k296670,3011.0,0,0,0,0,0
k399653,3004.0,0,0,0,0,0
k299660,2623.0,0,0,0,0,0
k355829,2932.0,0,0,0,0,0
k100531,2749.0,0,0,0,0,0
k192157,2790.0,0,0,0,0,0
k48499,3031.0,0,0,0,0,0
k380089,2947.0,0,0,0,0,0
k369067,3183.0,0,0,0,0,0
k180761,2926.0,0,0,0,0,0
k230369,3190.0,0,0,0,0,0
k7638,2896.0,0,0,0,0,0
k300139,3050.0,0,0,0,0,0
k367789,2796.0,0,0,0,0,0
k247961,2936.0,0,0,0,0,0
k33471,3276.0,0,0,0,0,0
k236323,2751.0,0,0,0,0,0
k239099,3296.0,0,0,0,0,0
k107314,2672.0,0,0,0,0,0
k278087,2671.0,0,0,0,0,0
k212086,2689.0,0,0,0,0,0
k26344,2942.0,0,0,0,0,0
k193462,2716.0,0,0,0,0,0
k212911,2714.0,0,0,0,0,0
k388839,3023.0,0,0,0,0,0
k173783,2788.0,0,0,0,0,0
k208935,2919.0,0,0,0,0,0
k259854,2804.0,0,0,0,0,0
k411249,3003.0,0,0,0,0,0
k19551,3144.0,0,0,0,0,0
k18484,3056.0,0,0,0,0,0
k126342,2699.0,0,0,0,0,0
k156198,2757.0,0,0,0,0,0
k401311,3236.0,0,0,0,0,0
k294784,3266.0,0,0,0,0,0
k89932,3205.0,0,0,0,0,0
k251548,2957.0,0,0,0,0,0
k229203,3172.0,0,0,0,0,0
k16113,2962.0,0,0,0,0,0
k291923,2784.0,0,0,0,0,0
k262193,3044.0,0,0,0,0,0
k178266,2389.0,0,0,0,0,0
k255065,2743.0,0,0,0,0,0
k376182,3219.0,0,0,0,0,0
k239807,3069.0,0,0,0,0,0
k378938,2965.0,0,0,0,0,0
k379130,2879.0,0,0,0,0,0
k171767,2929.0,0,0,0,0,0
k94831,2961.0,0,0,0,0,0
k318819,2764.0,0,0,0,0,0
k405959,2991.0,0,0,0,0,0
k372646,3192.0,0,0,0,0,0
k422106,3000.0,0,0,0,0,0
k132816,3011.0,0,0,0,0,0
k9308,2620.0,0,0,0,0,0
k358446,3105.0,0,0,0,0,0
k101019,2698.0,0,0,0,0,0
k44797,3225.0,0,0,0,0,0
k224983,3293.0,0,0,0,0,0
k225833,3140.0,0,0,0,0,0
k48393,2707.0,0,0,0,0,0
k207915,2845.0,0,0,0,0,0
k361458,2811.0,0,0,0,0,0
k223456,2544.0,0,0,0,0,0
k385059,3033.0,0,0,0,0,0
k360185,2955.0,0,0,0,0,0
k402018,2743.0,0,0,0,0,0
k20484,3104.0,0,0,0,0,0
k192799,2880.0,0,0,0,0,0
k37134,2660.0,0,0,0,0,0
k361131,3034.0,0,0,0,0,0
k41206,2726.0,0,0,0,0,0
k100276,2713.0,0,0,0,0,0
k4939,3073.0,0,0,0,0,0
k252647,2632.0,0,0,0,0,0
k412242,2946.0,0,0,0,0,0
k59980,2674.0,0,0,0,0,0
k307111,2624.0,0,0,0,0,0
k108428,3054.0,0,0,0,0,0
k192888,2708.0,0,0,0,0,0
k292291,2660.0,0,0,0,0,0
k17254,2801.0,0,0,0,0,0
k422523,2916.0,0,0,0,0,0
k390018,2766.0,0,0,0,0,0
k171965,2910.0,0,0,0,0,0
k342313,2986.0,0,0,0,0,0
k414252,2748.0,0,0,0,0,0
k232393,2505.0,0,0,0,0,0
k257747,2933.0,0,0,0,0,0
k63628,3001.0,0,0,0,0,0
k398209,3018.0,0,0,0,0,0
k220475,2805.0,0,0,0,0,0
k169404,2781.0,0,0,0,0,0
k70369,3015.0,0,0,0,0,0
k378716,2987.0,0,0,0,0,0
k272983,2889.0,0,0,0,0,0
k232535,2699.0,0,0,0,0,0
k346672,3103.0,0,0,0,0,0
k23060,3020.0,0,0,0,0,0
k350671,2999.0,0,0,0,0,0
k378601,2628.0,0,0,0,0,0
k388087,2951.0,0,0,0,0,0
k172273,3246.0,0,0,0,0,0
k108766,2797.0,0,0,0,0,0
k7043,3135.0,0,0,0,0,0
k219360,3198.0,0,0,0,0,0
k239766,3024.0,0,0,0,0,0
k319582,2965.0,0,0,0,0,0
k315856,2801.0,0,0,0,0,0
k168701,2866.0,0,0,0,0,0
k76201,3196.0,0,0,0,0,0
k403088,2978.0,0,0,0,0,0
k132725,2919.0,0,0,0,0,0
k353097,2920.0,0,0,0,0,0
k338882,3051.0,0,0,0,0,0
k411883,2846.0,0,0,0,0,0
k111156,2958.0,0,0,0,0,0
k188574,2913.0,0,0,0,0,0
k223823,2847.0,0,0,0,0,0
k392733,3291.0,0,0,0,0,0
k230994,2818.0,0,0,0,0,0
k327970,3064.0,0,0,0,0,0
k222662,2883.0,0,0,0,0,0
k402547,3001.0,0,0,0,0,0
k331105,2866.0,0,0,0,0,0
k326938,2720.0,0,0,0,0,0
k342805,3041.0,0,0,0,0,0
k386984,2887.0,0,0,0,0,0
k168273,3229.0,0,0,0,0,0
k214655,2593.0,0,0,0,0,0
k320920,2939.0,0,0,0,0,0
k347251,3027.0,0,0,0,0,0
k165305,2972.0,0,0,0,0,0
k205822,2743.0,0,0,0,0,0
k116517,3111.0,0,0,0,0,0
k267506,2581.0,0,0,0,0,0
k154032,2875.0,0,0,0,0,0
k282081,2964.0,0,0,0,0,0
k39783,2781.0,0,0,0,0,0
k82130,3037.0,0,0,0,0,0
k238979,2792.0,0,0,0,0,0
k90647,2969.0,0,0,0,0,0
k221280,2925.0,0,0,0,0,0
k405466,2919.0,0,0,0,0,0
k250900,3005.0,0,0,0,0,0
k317050,2961.0,0,0,0,0,0
k298543,3221.0,0,0,0,0,0
k264437,2601.0,0,0,0,0,0
k212168,2922.0,0,0,0,0,0
k323316,2715.0,0,0,0,0,0
k210939,3010.0,0,0,0,0,0
k305143,2781.0,0,0,0,0,0
k172490,2953.0,0,0,0,0,0
k117442,2928.0,0,0,0,0,0
k104959,3225.0,0,0,0,0,0
k392244,2704.0,0,0,0,0,0
k247146,2726.0,0,0,0,0,0
k74218,3311.0,0,0,0,0,0
k172080,2939.0,0,0,0,0,0
k307681,3299.0,0,0,0,0,0
k85784,2671.0,0,0,0,0,0
k28868,2670.0,0,0,0,0,0
k99597,2995.0,0,0,0,0,0
k156926,3208.0,0,0,0,0,0
k194016,3232.0,0,0,0,0,0
k353791,2776.0,0,0,0,0,0
k95218,2798.0,0,0,0,0,0
k408025,2861.0,0,0,0,0,0
k329673,2625.0,0,0,0,0,0
k15640,3262.0,0,0,0,0,0
k43628,2972.0,0,0,0,0,0
k275041,2668.0,0,0,0,0,0
k402340,2612.0,0,0,0,0,0
k72600,2981.0,0,0,0,0,0
k337222,3010.0,0,0,0,0,0
k126403,3264.0,0,0,0,0,0
k126914,3034.0,0,0,0,0,0
k271826,3154.0,0,0,0,0,0
k206744,2663.0,0,0,0,0,0
k233865,3220.0,0,0,0,0,0
k141457,3063.0,0,0,0,0,0
k185875,2837.0,0,0,0,0,0
k32989,2926.0,0,0,0,0,0
k362973,2652.0,0,0,0,0,0
k47700,3282.0,0,0,0,0,0
k148229,3101.0,0,0,0,0,0
k60087,3291.0,0,0,0,0,0
k224341,2952.0,0,0,0,0,0
k187981,2940.0,0,0,0,0,0
k367267,2960.0,0,0,0,0,0
k368826,3024.0,0,0,0,0,0
k186140,3284.0,0,0,0,0,0
k395993,2882.0,0,0,0,0,0
k85870,3260.0,0,0,0,0,0
k99872,3163.0,0,0,0,0,0
k349649,2957.0,0,0,0,0,0
k312247,3249.0,0,0,0,0,0
k21362,2880.0,0,0,0,0,0
k178002,2869.0,0,0,0,0,0
k127623,2949.0,0,0,0,0,0
k127947,2666.0,0,0,0,0,0
k322357,2944.0,0,0,0,0,0
k2991,2975.0,0,0,0,0,0
k310297,2851.0,0,0,0,0,0
k208844,2888.0,0,0,0,0,0
k11106,2978.0,0,0,0,0,0
k245711,3049.0,0,0,0,0,0
k1586,3217.0,0,0,0,0,0
k84533,3130.0,0,0,0,0,0
k217406,2958.0,0,0,0,0,0
k174183,2641.0,0,0,0,0,0
k73847,2871.0,0,0,0,0,0
k62972,2763.0,0,0,0,0,0
k54535,3042.0,0,0,0,0,0
k88019,2862.0,0,0,0,0,0
k170581,2991.0,0,0,0,0,0
k290900,2908.0,0,0,0,0,0
k413370,2942.0,0,0,0,0,0
k413021,2883.0,0,0,0,0,0
k79681,2648.0,0,0,0,0,0
k402999,2992.0,0,0,0,0,0
k401762,2943.0,0,0,0,0,0
k383414,3063.0,0,0,0,0,0
k302933,2893.0,0,0,0,0,0
k16289,2943.0,0,0,0,0,0
k264106,3027.0,0,0,0,0,0
k360082,2894.0,0,0,0,0,0
k256880,2507.0,0,0,0,0,0
k338054,2928.0,0,0,0,0,0
k248020,3065.0,0,0,0,0,0
k171145,2666.0,0,0,0,0,0
k118236,2888.0,0,0,0,0,0
k258915,2937.0,0,0,0,0,0
k332644,2803.0,0,0,0,0,0
k384228,3279.0,0,0,0,0,0
k302972,2680.0,0,0,0,0,0
k305526,2731.0,0,0,0,0,0
k20509,3319.0,0,0,0,0,0
k222036,2765.0,0,0,0,0,0
k365195,2830.0,0,0,0,0,0
k359024,2499.0,0,0,0,0,0
k158048,3196.0,0,0,0,0,0
k194425,2962.0,0,0,0,0,0
k297955,2934.0,0,0,0,0,0
k42612,3014.0,0,0,0,0,0
k223182,3123.0,0,0,0,0,0
k68365,3059.0,0,0,0,0,0
k149567,2883.0,0,0,0,0,0
k213997,3182.0,0,0,0,0,0
k313318,3295.0,0,0,0,0,0
k24229,3038.0,0,0,0,0,0
k372007,2935.0,0,0,0,0,0
k325387,3060.0,0,0,0,0,0
k213956,2962.0,0,0,0,0,0
k337348,3231.0,0,0,0,0,0
k24732,2869.0,0,0,0,0,0
k200897,3034.0,0,0,0,0,0
k322799,2973.0,0,0,0,0,0
k54016,3259.0,0,0,0,0,0
k246145,2834.0,0,0,0,0,0
k194689,3159.0,0,0,0,0,0
k117517,2525.0,0,0,0,0,0
k371431,2932.0,0,0,0,0,0
k313672,2583.0,0,0,0,0,0
k253466,2608.0,0,0,0,0,0
k256962,2639.0,0,0,0,0,0
k342359,2770.0,0,0,0,0,0
k20851,2971.0,0,0,0,0,0
k335702,3023.0,0,0,0,0,0
k90705,3140.0,0,0,0,0,0
k236781,3125.0,0,0,0,0,0
k159000,2912.0,0,0,0,0,0
k189386,3066.0,0,0,0,0,0
k406411,2826.0,0,0,0,0,0
k335560,2776.0,0,0,0,0,0
k417480,2653.0,0,0,0,0,0
k108017,3131.0,0,0,0,0,0
k81229,2532.0,0,0,0,0,0
k85464,3000.0,0,0,0,0,0
k396583,2844.0,0,0,0,0,0
k22757,3163.0,0,0,0,0,0
k82069,3011.0,0,0,0,0,0
k278730,3190.0,0,0,0,0,0
k402228,3156.0,0,0,0,0,0
k199330,2956.0,0,0,0,0,0
k374218,2913.0,0,0,0,0,0
k48199,2903.0,0,0,0,0,0
k257958,2988.0,0,0,0,0,0
k385167,2656.0,0,0,0,0,0
k277286,2811.0,0,0,0,0,0
k291148,2913.0,0,0,0,0,0
k219218,3302.0,0,0,0,0,0
k80777,2494.0,0,0,0,0,0
k267172,2533.0,0,0,0,0,0
k197156,2586.0,0,0,0,0,0
k225551,2513.0,0,0,0,0,0
k53674,2940.0,0,0,0,0,0
k373878,2913.0,0,0,0,0,0
k405036,2818.0,0,0,0,0,0
k58129,2722.0,0,0,0,0,0
k404277,2856.0,0,0,0,0,0
k369719,3177.0,0,0,0,0,0
k274672,3148.0,0,0,0,0,0
k98468,2947.0,0,0,0,0,0
k248365,2825.0,0,0,0,0,0
k294386,3161.0,0,0,0,0,0
k360061,2978.0,0,0,0,0,0
k179740,3149.0,0,0,0,0,0
k15941,3035.0,0,0,0,0,0
k69518,2662.0,0,0,0,0,0
k423099,2950.0,0,0,0,0,0
k123878,3216.0,0,0,0,0,0
k176319,2779.0,0,0,0,0,0
k306862,2884.0,0,0,0,0,0
k337239,3042.0,0,0,0,0,0
k367190,2906.0,0,0,0,0,0
k39216,3277.0,0,0,0,0,0
k259088,3195.0,0,0,0,0,0
k50554,2785.0,0,0,0,0,0
k350834,3109.0,0,0,0,0,0
k174498,2665.0,0,0,0,0,0
k22050,2883.0,0,0,0,0,0
k241528,2983.0,0,0,0,0,0
k354761,3008.0,0,0,0,0,0
k81968,3213.0,0,0,0,0,0
k335791,3109.0,0,0,0,0,0
k245785,2860.0,0,0,0,0,0
k350228,2610.0,0,0,0,0,0
k376163,2699.0,0,0,0,0,0
k247116,2808.0,0,0,0,0,0
k107551,2997.0,0,0,0,0,0
k5796,2694.0,0,0,0,0,0
k391773,2834.0,0,0,0,0,0
k400646,2892.0,0,0,0,0,0
k317018,2784.0,0,0,0,0,0
k415327,2943.0,0,0,0,0,0
k193279,3239.0,0,0,0,0,0
k249719,2548.0,0,0,0,0,0
k159674,2925.0,0,0,0,0,0
k303441,2762.0,0,0,0,0,0
k203822,2783.0,0,0,0,0,0
k152880,2863.0,0,0,0,0,0
k316702,2782.0,0,0,0,0,0
k249639,3171.0,0,0,0,0,0
k26234,2826.0,0,0,0,0,0
k210750,2896.0,0,0,0,0,0
k195085,3120.0,0,0,0,0,0
k248121,2972.0,0,0,0,0,0
k143926,2737.0,0,0,0,0,0
k64086,2959.0,0,0,0,0,0
k1823,2919.0,0,0,0,0,0
k184453,2962.0,0,0,0,0,0
k287344,3117.0,0,0,0,0,0
k55428,2992.0,0,0,0,0,0
k312124,2564.0,0,0,0,0,0
k15713,3103.0,0,0,0,0,0
k405505,3094.0,0,0,0,0,0
k142382,2991.0,0,0,0,0,0
k209223,2959.0,0,0,0,0,0
k205573,3061.0,0,0,0,0,0
k59738,2777.0,0,0,0,0,0
k72576,3058.0,0,0,0,0,0
k112692,2824.0,0,0,0,0,0
k115034,2685.0,0,0,0,0,0
k165917,2735.0,0,0,0,0,0
k110810,2924.0,0,0,0,0,0
k310351,3249.0,0,0,0,0,0
k295840,2864.0,0,0,0,0,0
k275345,2890.0,0,0,0,0,0
k35090,2878.0,0,0,0,0,0
k59951,2762.0,0,0,0,0,0
k181835,2879.0,0,0,0,0,0
k48699,3157.0,0,0,0,0,0
k45776,3219.0,0,0,0,0,0
k343700,3006.0,0,0,0,0,0
k162803,3003.0,0,0,0,0,0
k398363,2763.0,0,0,0,0,0
k203136,2849.0,0,0,0,0,0
k6119,2919.0,0,0,0,0,0
k76025,2932.0,0,0,0,0,0
k160013,2702.0,0,0,0,0,0
k206266,2886.0,0,0,0,0,0
k129663,3234.0,0,0,0,0,0
k119169,3008.0,0,0,0,0,0
k34494,2643.0,0,0,0,0,0
k230824,2800.0,0,0,0,0,0
k258331,2842.0,0,0,0,0,0
k95099,2851.0,0,0,0,0,0
k91126,2518.0,0,0,0,0,0
k267840,2961.0,0,0,0,0,0
k200554,3114.0,0,0,0,0,0
k267594,2942.0,0,0,0,0,0
k287761,3080.0,0,0,0,0,0
k270047,2730.0,0,0,0,0,0
k158507,2869.0,0,0,0,0,0
k90845,2954.0,0,0,0,0,0
k95027,2922.0,0,0,0,0,0
k64838,2870.0,0,0,0,0,0
k313622,2578.0,0,0,0,0,0
k21086,2779.0,0,0,0,0,0
k73261,2586.0,0,0,0,0,0
k321674,3183.0,0,0,0,0,0
k172429,2759.0,0,0,0,0,0
k346872,2877.0,0,0,0,0,0
k101657,2839.0,0,0,0,0,0
k90773,2888.0,0,0,0,0,0
k232896,2720.0,0,0,0,0,0
k7590,3131.0,0,0,0,0,0
k65195,3094.0,0,0,0,0,0
k249928,2918.0,0,0,0,0,0
k144827,2757.0,0,0,0,0,0
k399330,3121.0,0,0,0,0,0
k409352,2718.0,0,0,0,0,0
k186016,2817.0,0,0,0,0,0
k388994,3067.0,0,0,0,0,0
k53549,2936.0,0,0,0,0,0
k230142,2996.0,0,0,0,0,0
k114330,2599.0,0,0,0,0,0
k391635,3041.0,0,0,0,0,0
k271091,2975.0,0,0,0,0,0
k339244,2602.0,0,0,0,0,0
k174218,2853.0,0,0,0,0,0
k220718,3042.0,0,0,0,0,0
k137418,2715.0,0,0,0,0,0
k99907,3120.0,0,0,0,0,0
k218820,2949.0,0,0,0,0,0
k185871,2961.0,0,0,0,0,0
k379889,3134.0,0,0,0,0,0
k34745,2940.0,0,0,0,0,0
k419701,2601.0,0,0,0,0,0
k233902,2710.0,0,0,0,0,0
k75507,2941.0,0,0,0,0,0
k76628,2809.0,0,0,0,0,0
k12448,2970.0,0,0,0,0,0
k220838,2926.0,0,0,0,0,0
k19100,3103.0,0,0,0,0,0
k136916,2694.0,0,0,0,0,0
k44706,2688.0,0,0,0,0,0
k371072,2902.0,0,0,0,0,0
k183157,2836.0,0,0,0,0,0
k357210,3088.0,0,0,0,0,0
k175256,3017.0,0,0,0,0,0
k290023,2940.0,0,0,0,0,0
k251236,2834.0,0,0,0,0,0
k138067,2891.0,0,0,0,0,0
k279499,2593.0,0,0,0,0,0
k381924,2598.0,0,0,0,0,0
k375058,2951.0,0,0,0,0,0
k12790,2991.0,0,0,0,0,0
k56231,3244.0,0,0,0,0,0
k189237,3004.0,0,0,0,0,0
k331106,2961.0,0,0,0,0,0
k349112,3302.0,0,0,0,0,0
k404247,2722.0,0,0,0,0,0
k253473,3173.0,0,0,0,0,0
k332226,2936.0,0,0,0,0,0
