Key_1_2,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Roadways,Soil_Type29,Soil_Type4
k156000,1956.0,2516.0,1,0
k336327,1899.0,1914.0,0,0
k406557,1292.0,2107.0,0,0
k164438,2691.0,1677.0,0,0
k6594,313.0,1758.0,0,0
k147609,2163.0,1921.0,1,0
k357960,1198.0,4826.0,1,0
k327963,797.0,60.0,0,0
k397757,210.0,1779.0,0,0
k82979,1256.0,3354.0,0,0
k311358,2032.0,3606.0,1,0
k358528,2642.0,2254.0,0,0
k92269,1507.0,5502.0,1,0
k315053,2630.0,812.0,1,0
k87438,706.0,618.0,0,0
k219112,1230.0,1510.0,0,0
k391626,1104.0,3187.0,1,0
k86192,2093.0,379.0,0,0
k354805,1983.0,5835.0,0,0
k52956,1652.0,331.0,1,0
k17755,1758.0,3416.0,0,0
k340811,6358.0,2795.0,0,0
k45563,2404.0,418.0,1,0
k358554,2287.0,342.0,0,0
k59483,5791.0,3607.0,0,0
k212223,2739.0,6300.0,0,0
k181112,2308.0,4781.0,1,0
k147133,3296.0,2856.0,1,0
k42363,1148.0,765.0,0,0
k343214,1935.0,4968.0,1,0
k68776,1433.0,1380.0,0,0
k221702,1565.0,1790.0,0,0
k371076,1633.0,3288.0,0,0
k258386,4176.0,85.0,0,0
k237288,1831.0,2702.0,0,0
k130913,2498.0,1739.0,0,0
k389641,3552.0,5779.0,1,0
k94252,1852.0,3234.0,1,0
k96802,2181.0,6088.0,0,0
k346348,757.0,1254.0,0,0
k422095,1448.0,2442.0,0,0
k155685,2202.0,1383.0,1,0
k190669,2162.0,5488.0,0,0
k156444,845.0,671.0,0,0
k308416,618.0,240.0,0,0
k73247,1481.0,543.0,1,0
k271170,2766.0,3711.0,1,0
k155675,564.0,2167.0,0,0
k294302,2071.0,2780.0,0,0
k289977,6102.0,5271.0,1,0
k25707,4191.0,3543.0,0,0
k402644,2553.0,2629.0,0,0
k247601,1045.0,1383.0,1,0
k391541,4204.0,6178.0,0,0
k45445,1855.0,2461.0,0,0
k287450,1883.0,1994.0,0,0
k286010,4925.0,4857.0,1,0
k367416,1116.0,3558.0,0,0
k251521,6351.0,4716.0,1,0
k382832,816.0,4932.0,0,0
k283290,2079.0,2499.0,0,0
k263680,3822.0,5259.0,1,0
k143588,1266.0,1181.0,0,0
k272351,1965.0,626.0,0,0
k230388,3416.0,730.0,0,0
k170520,1490.0,2419.0,0,0
k138259,5773.0,2903.0,1,0
k51666,2282.0,713.0,1,0
k408397,1381.0,1947.0,0,0
k383853,1129.0,3142.0,0,0
k96908,1275.0,3309.0,0,0
k164032,2630.0,2669.0,0,0
k220353,379.0,2734.0,0,0
k20662,713.0,3318.0,0,0
k195511,306.0,1337.0,0,0
k51651,1114.0,4403.0,1,0
k206095,930.0,1418.0,0,0
k301867,5466.0,3936.0,0,0
k9653,899.0,558.0,0,0
k114324,1343.0,1922.0,0,0
k328301,1655.0,1733.0,0,0
k63280,1486.0,534.0,1,0
k181639,1273.0,1708.0,1,0
k67978,2547.0,1201.0,0,0
k215997,1068.0,3802.0,0,0
k197617,1410.0,1954.0,0,0
k83170,1909.0,5810.0,1,0
k166404,2828.0,6665.0,1,0
k253864,2881.0,5320.0,0,0
k278282,492.0,1648.0,0,0
k316167,2635.0,757.0,1,0
k399593,1146.0,1087.0,0,0
k229049,1027.0,3907.0,0,0
k111781,4506.0,3565.0,0,0
k57037,360.0,5520.0,0,0
k259192,1489.0,1784.0,0,0
k106837,2467.0,769.0,1,0
k355491,2324.0,2760.0,1,0
k199015,182.0,2992.0,0,0
k81393,2388.0,1477.0,1,0
k246731,847.0,1593.0,0,0
k199529,5034.0,5594.0,1,0
k135122,2107.0,2147.0,0,0
k164561,2769.0,6851.0,0,0
k179205,2860.0,1343.0,0,0
k29309,2698.0,4006.0,0,0
k362755,2334.0,1589.0,1,0
k228210,1566.0,3428.0,0,0
k144572,1871.0,4279.0,1,0
k14027,1777.0,644.0,1,0
k387385,1350.0,1348.0,0,0
k165235,1880.0,2754.0,0,0
k33928,6522.0,3522.0,1,0
k260118,2282.0,2742.0,0,0
k67738,2553.0,3443.0,1,0
k236220,4039.0,5308.0,0,0
k211884,2368.0,2349.0,0,0
k300094,2779.0,1922.0,0,0
k352696,1092.0,816.0,0,0
k226432,1747.0,1914.0,0,0
k112296,5719.0,3726.0,0,0
k210233,2694.0,3690.0,1,0
k258434,5171.0,4034.0,0,0
k329132,1183.0,1830.0,0,1
k129868,2458.0,2960.0,0,0
k194327,1543.0,1140.0,0,0
k409067,2363.0,454.0,0,0
k410699,4758.0,3596.0,0,0
k191262,2044.0,787.0,0,0
k348346,2466.0,2167.0,1,0
k104639,1332.0,2080.0,0,0
k341531,379.0,3092.0,0,0
k209267,2063.0,2509.0,0,0
k244739,1617.0,2943.0,0,0
k122467,1316.0,1575.0,0,0
k203679,1507.0,1165.0,1,0
k244247,6534.0,2435.0,0,0
k304053,1441.0,837.0,0,0
k96212,1613.0,2312.0,0,0
k71103,2589.0,4957.0,1,0
k347872,1687.0,2649.0,0,0
k310568,2609.0,2253.0,0,0
k325913,3032.0,2910.0,0,0
k64206,2207.0,4325.0,1,0
k237107,295.0,947.0,0,0
k17223,1908.0,6324.0,1,0
k260000,3013.0,2588.0,1,0
k235442,1150.0,3091.0,0,0
k393807,2106.0,890.0,0,0
k385116,2191.0,1008.0,0,0
k141318,2463.0,2836.0,0,0
k20932,2071.0,1493.0,0,0
k190953,830.0,1652.0,0,0
k231935,1060.0,2072.0,0,0
k323912,3960.0,2171.0,0,0
k391376,1054.0,2279.0,0,0
k255157,1889.0,5539.0,0,0
k391543,2080.0,1641.0,0,1
k122303,1991.0,1616.0,0,0
k160207,324.0,330.0,0,0
k68757,2730.0,2330.0,0,0
k273104,2574.0,1406.0,0,0
k316222,1360.0,1908.0,0,0
k19573,2343.0,1682.0,0,0
k272308,2051.0,1158.0,0,0
k157739,2549.0,716.0,0,0
k256498,1776.0,722.0,0,0
k207000,6210.0,5802.0,1,0
k204448,5650.0,5601.0,0,0
k359494,934.0,895.0,0,0
k390907,1500.0,525.0,0,0
k368682,962.0,2457.0,0,0
k356037,499.0,4369.0,0,0
k192178,1262.0,3204.0,0,0
k398534,4087.0,6417.0,1,0
k283008,4502.0,6145.0,1,0
k283567,631.0,30.0,0,0
k273608,1621.0,1339.0,0,0
k260667,2183.0,4639.0,1,0
k292735,2613.0,4181.0,1,0
k68714,1354.0,2980.0,0,0
k16322,1924.0,589.0,0,0
k238035,1725.0,2873.0,0,0
k309831,1595.0,1809.0,0,0
k373629,2043.0,4241.0,0,0
k155421,771.0,1300.0,0,0
k129222,1465.0,1559.0,1,0
k165568,2925.0,3406.0,0,0
k25881,5332.0,4777.0,0,0
k39528,1694.0,190.0,1,0
k43402,1804.0,1598.0,0,0
k80159,3591.0,4507.0,1,0
k368245,1655.0,3794.0,0,0
k342388,4987.0,3931.0,1,0
k153547,180.0,693.0,0,0
k337833,902.0,2255.0,0,0
k335302,2736.0,5645.0,1,0
k81132,2922.0,1660.0,1,0
k28254,1742.0,3709.0,0,0
k292604,6511.0,2798.0,0,0
k169371,3207.0,5582.0,0,0
k6823,806.0,1614.0,0,0
k22469,4626.0,5514.0,0,0
k198308,4590.0,5799.0,0,0
k102929,1926.0,997.0,0,0
k172436,2247.0,633.0,0,0
k309295,1237.0,2777.0,0,0
k280752,1639.0,1006.0,1,0
k210289,4860.0,5622.0,1,0
k193855,1315.0,4868.0,1,0
k41255,2200.0,2881.0,0,0
k73556,1262.0,1805.0,1,0
k283623,1594.0,2355.0,0,0
k421342,3491.0,5748.0,0,0
k182350,2581.0,1698.0,0,0
k418719,511.0,4778.0,1,0
k178598,2955.0,430.0,0,0
k158492,800.0,2568.0,0,0
k289930,5982.0,2323.0,0,0
k206369,4326.0,2439.0,0,0
k333978,4096.0,5239.0,1,0
k51813,2187.0,3226.0,0,0
k325402,5028.0,1050.0,0,0
k58293,3912.0,5828.0,0,0
k134654,5516.0,4615.0,0,0
k398162,2219.0,5611.0,1,0
k18445,2732.0,1837.0,0,0
k128460,853.0,2641.0,0,0
k287766,3915.0,3395.0,0,0
k336739,2561.0,4160.0,1,0
k307340,2121.0,1956.0,0,0
k14190,1377.0,1579.0,0,0
k368141,792.0,497.0,0,0
k65781,658.0,3912.0,0,0
k387698,782.0,882.0,0,0
k285187,1207.0,1530.0,0,0
k117212,1563.0,1110.0,0,0
k182006,3292.0,384.0,0,0
k157257,1209.0,2345.0,0,0
k228770,5641.0,5869.0,1,0
k313349,3140.0,1292.0,0,0
k333441,2743.0,1758.0,0,0
k142489,1558.0,1463.0,0,0
k192104,5558.0,5658.0,0,0
k300772,4138.0,891.0,0,0
k408779,743.0,2112.0,0,0
k263033,5267.0,3653.0,1,0
k406060,3264.0,6314.0,1,0
k364512,2554.0,5992.0,1,0
k326007,735.0,1110.0,0,0
k207674,5421.0,3976.0,1,0
k92832,3019.0,778.0,0,0
k271692,2591.0,2994.0,0,0
k304610,2736.0,721.0,0,0
k325898,1065.0,2601.0,0,0
k131219,4722.0,3948.0,0,0
k278540,990.0,2181.0,0,0
k312907,2389.0,3458.0,0,0
k113014,1503.0,2310.0,0,0
k178701,2423.0,589.0,1,0
k82465,2844.0,886.0,0,0
k15326,1071.0,2307.0,0,0
k26425,1159.0,600.0,0,0
k88205,962.0,510.0,0,0
k237166,5436.0,4459.0,0,0
k352052,1622.0,331.0,1,0
k159923,242.0,4878.0,1,0
k215555,3015.0,1167.0,0,0
k238664,5435.0,771.0,1,0
k349007,1490.0,5221.0,0,0
k386175,1532.0,1914.0,0,0
k47043,1857.0,1549.0,0,1
k382439,1560.0,2236.0,0,0
k71071,484.0,2518.0,0,0
k253957,1100.0,767.0,0,0
k77532,4663.0,6036.0,1,0
k333135,2100.0,591.0,0,0
k2037,1273.0,300.0,0,0
k327442,1641.0,497.0,1,0
k230507,1910.0,5715.0,0,0
k331766,540.0,2958.0,0,0
k383496,1209.0,1398.0,0,0
k320257,5490.0,3267.0,1,0
k109441,960.0,85.0,0,0
k237883,1047.0,607.0,0,0
k225504,1996.0,3129.0,0,0
k67841,2037.0,3062.0,1,0
k325758,5635.0,3862.0,1,0
k64526,2736.0,1423.0,0,0
k334278,3816.0,1283.0,1,0
k305105,932.0,3479.0,0,0
k290010,2368.0,1138.0,0,0
k144433,2372.0,1320.0,0,0
k192234,1860.0,339.0,1,0
k195710,1861.0,661.0,0,0
k338320,1648.0,190.0,0,0
k118656,4212.0,1124.0,0,0
k383857,4217.0,5180.0,1,0
k149241,2663.0,1894.0,0,0
k91616,2666.0,1542.0,0,0
k266495,1708.0,1233.0,0,0
k135422,1710.0,1805.0,0,0
k4752,4245.0,642.0,0,0
k361363,2411.0,2053.0,0,0
k58295,1973.0,738.0,1,0
k134060,579.0,2186.0,0,0
k11933,541.0,216.0,0,0
k331705,1253.0,1443.0,0,0
k91766,1381.0,3360.0,0,0
k225561,1107.0,484.0,0,0
k47054,1249.0,4126.0,0,0
k410352,1159.0,1140.0,0,0
k111201,1206.0,1230.0,0,0
k265620,2110.0,1621.0,0,0
k312912,2411.0,1611.0,1,0
k298306,5460.0,4669.0,0,0
k87681,1857.0,1248.0,1,0
k181616,2614.0,4743.0,1,0
k314651,607.0,2648.0,0,0
k12231,2382.0,3062.0,0,0
k98670,2206.0,277.0,0,0
k228270,1919.0,2058.0,0,0
k95611,3571.0,4589.0,0,0
k222316,2166.0,5249.0,1,0
k114685,5294.0,5328.0,0,0
k237006,2580.0,4815.0,1,0
k83505,1448.0,3730.0,0,0
k86407,1865.0,2345.0,0,0
k149227,1790.0,3714.0,0,0
k173442,1410.0,1530.0,0,0
k421820,2192.0,2048.0,0,0
k261433,2007.0,1518.0,0,0
k196101,2200.0,750.0,0,0
k306412,511.0,1061.0,0,0
k267893,2241.0,2037.0,0,0
k287368,3969.0,1249.0,1,0
k235385,4077.0,3663.0,0,0
k274077,4146.0,2875.0,0,0
k365582,541.0,865.0,0,0
k198084,949.0,1180.0,0,0
k397535,1530.0,2310.0,0,0
k178032,6090.0,2156.0,0,0
k338537,6157.0,5854.0,1,0
k340968,3444.0,467.0,0,0
k115301,759.0,2445.0,0,0
k358111,108.0,514.0,0,0
k118432,3087.0,6661.0,1,0
k40355,977.0,5419.0,1,0
k132562,5166.0,5314.0,0,0
k193389,1368.0,1384.0,0,0
k616,2525.0,3564.0,0,0
k233569,1148.0,2881.0,0,0
k264849,2544.0,524.0,0,0
k367025,5228.0,4173.0,0,0
k100935,2058.0,780.0,0,0
k141641,1307.0,3992.0,1,0
k292548,932.0,962.0,0,0
k250081,6026.0,1276.0,0,0
k201293,3347.0,3012.0,0,0
k138678,1936.0,1080.0,0,0
k338327,2160.0,2467.0,0,0
k228752,1361.0,1492.0,0,0
k62231,782.0,792.0,0,0
k296921,1790.0,2493.0,1,0
k1700,1177.0,4216.0,1,0
k7933,2671.0,2382.0,1,0
k400048,3245.0,6066.0,1,0
k124402,1015.0,1036.0,0,0
k89458,1441.0,2462.0,0,0
k203516,1231.0,4179.0,0,0
k190257,807.0,1273.0,0,0
k296929,2030.0,2680.0,0,0
k43668,2165.0,3236.0,0,0
k367161,3092.0,4697.0,1,0
k150617,691.0,1581.0,0,0
k299238,1260.0,1261.0,1,0
k247787,1934.0,778.0,0,0
k142767,1584.0,1276.0,0,0
k408136,1123.0,3528.0,0,0
k1191,2294.0,1206.0,1,0
k335085,765.0,2350.0,0,0
k177932,2428.0,5660.0,0,0
k53086,524.0,1044.0,0,0
k333849,792.0,5327.0,1,0
k104360,2227.0,1312.0,0,0
k398563,3542.0,4010.0,0,0
k399738,1987.0,2167.0,0,0
k118770,3055.0,3342.0,0,0
k189200,2639.0,2449.0,0,0
k253809,2642.0,2462.0,1,0
k104864,1994.0,1830.0,1,0
k186009,836.0,1825.0,0,0
k423034,1350.0,2739.0,0,0
k55279,1895.0,2015.0,0,0
k74761,2012.0,6030.0,1,0
k236597,2619.0,1239.0,0,0
k271527,1964.0,1515.0,0,0
k146193,5829.0,5665.0,1,0
k315837,1383.0,2790.0,0,0
k277710,4131.0,2613.0,0,0
k385825,2685.0,1812.0,0,0
k6630,2910.0,5142.0,0,0
k224079,3034.0,4517.0,1,0
k9820,1304.0,1269.0,0,0
k310649,1318.0,2708.0,0,0
k237158,626.0,1530.0,0,0
k87806,6337.0,1414.0,0,0
k402569,1366.0,4054.0,0,0
k80692,2683.0,300.0,0,0
k98290,2094.0,2922.0,1,0
k77019,2837.0,1691.0,0,0
k360161,1482.0,5675.0,1,0
k24642,781.0,1018.0,0,0
k324759,671.0,2155.0,0,0
k19567,698.0,1376.0,0,0
k295216,2040.0,1006.0,0,0
k251166,767.0,451.0,1,0
k81417,2486.0,1516.0,1,0
k222380,939.0,685.0,0,0
k280332,805.0,258.0,0,0
k399832,5801.0,5541.0,0,0
k281120,2573.0,1436.0,1,0
k128263,1092.0,2207.0,0,0
k284103,2401.0,1503.0,0,0
k221030,2349.0,1294.0,0,0
k103814,6349.0,3396.0,0,0
k398323,379.0,240.0,0,0
k386095,942.0,2007.0,0,0
k14502,1961.0,641.0,0,0
k17074,1495.0,2608.0,0,0
k302678,1290.0,1337.0,0,0
k420833,2103.0,6600.0,1,0
k25500,5835.0,3734.0,1,0
k311535,2713.0,3724.0,1,0
k193618,3417.0,5254.0,1,0
k204691,2307.0,2139.0,0,0
k338151,2259.0,3723.0,0,0
k252113,4468.0,5455.0,1,0
k229786,1256.0,361.0,0,0
k347710,1319.0,4919.0,1,0
k421223,607.0,824.0,0,0
k21235,579.0,1633.0,0,0
k352765,4032.0,870.0,0,0
k159937,721.0,5330.0,1,0
k220890,457.0,934.0,0,0
k236583,5758.0,4218.0,0,0
k359760,2067.0,939.0,0,0
k17204,2534.0,1579.0,0,0
k53235,2215.0,618.0,0,0
k201156,4079.0,1167.0,0,0
k352833,2388.0,1463.0,0,0
k35363,1911.0,1707.0,0,0
k317295,725.0,1602.0,0,0
k254154,1831.0,1997.0,0,0
k84359,4558.0,5225.0,1,0
k387639,4366.0,1124.0,0,0
k379058,404.0,1433.0,0,0
k330604,2713.0,201.0,0,0
k172144,2229.0,600.0,0,0
k149695,2314.0,1549.0,0,0
k255042,2821.0,1682.0,0,0
k282064,1224.0,216.0,0,0
k278324,1651.0,1080.0,0,0
k137657,313.0,1848.0,0,0
k65319,1652.0,1839.0,0,1
k141895,3989.0,5584.0,1,0
k203425,2187.0,295.0,0,0
k10735,2079.0,1994.0,0,0
k60751,1806.0,2833.0,0,0
k336087,6134.0,5309.0,1,0
k234913,999.0,551.0,0,0
k360036,1765.0,875.0,0,0
k335571,1471.0,942.0,0,0
k159674,2549.0,3195.0,1,0
k157926,2279.0,1980.0,0,0
k319902,1052.0,3422.0,0,0
k80114,2596.0,3067.0,0,0
k365464,2021.0,2620.0,0,0
k321343,469.0,981.0,0,0
k139339,2313.0,5716.0,0,0
k255237,5068.0,3807.0,1,0
k249929,277.0,458.0,0,0
k360868,3964.0,6148.0,1,0
k273367,1463.0,402.0,0,0
k331625,2877.0,3315.0,0,0
k403413,6229.0,6007.0,1,0
k63879,1482.0,1003.0,0,0
k330161,2054.0,1142.0,0,0
k62958,841.0,2918.0,0,0
k241042,3784.0,5527.0,1,0
k398626,845.0,1956.0,0,0
k284703,2817.0,1749.0,1,0
k411773,2766.0,1448.0,0,0
k98522,2352.0,3937.0,0,0
k351216,1075.0,1862.0,0,1
k300161,1465.0,872.0,0,0
k235625,1490.0,1570.0,0,0
k80318,2372.0,1065.0,0,0
k62745,1570.0,2856.0,0,0
k292494,2012.0,1771.0,1,0
k325489,1316.0,3032.0,0,0
k275537,2173.0,5416.0,0,0
k277525,4255.0,127.0,0,0
k208189,2347.0,2329.0,1,0
k208359,6102.0,3664.0,0,0
k187330,1930.0,1451.0,0,0
k241424,5098.0,6121.0,1,0
k10560,2671.0,1744.0,0,0
k160741,60.0,1514.0,0,0
k269087,3553.0,3571.0,0,0
k65658,1898.0,5604.0,1,0
k285081,1138.0,1490.0,0,0
k306936,2483.0,2280.0,0,0
k105530,1269.0,4127.0,0,0
k107836,1989.0,2206.0,0,0
k151389,1211.0,1116.0,0,0
k272696,2331.0,2890.0,1,0
k159291,3408.0,579.0,0,0
k54624,1908.0,967.0,1,0
k152523,2563.0,1012.0,0,0
k73641,2318.0,2550.0,0,0
k277594,1505.0,4960.0,0,0
k231955,751.0,785.0,0,0
k360130,1470.0,1426.0,0,0
k398993,2659.0,1170.0,1,0
k365681,3288.0,782.0,0,0
k134180,1410.0,2464.0,0,0
k88041,2742.0,5336.0,0,0
k416885,2732.0,1358.0,0,0
k105406,1567.0,2330.0,0,0
k282088,5824.0,5270.0,0,0
k5938,778.0,547.0,0,0
k269747,1742.0,1614.0,0,0
k167569,1557.0,2028.0,0,0
k413676,1328.0,2466.0,0,0
k345894,5926.0,3761.0,0,0
k303016,2154.0,2777.0,0,0
k77256,1080.0,5412.0,1,0
k268336,1291.0,942.0,0,0
k361158,2791.0,3474.0,1,0
k176586,1717.0,825.0,0,0
k277419,2160.0,693.0,0,0
k99014,4344.0,3744.0,0,0
k15310,2599.0,4892.0,0,0
k244282,5786.0,5742.0,1,0
k240074,384.0,997.0,0,0
k372107,5614.0,5456.0,0,0
k216927,1158.0,300.0,0,0
k212104,488.0,1379.0,0,0
k218058,5430.0,3870.0,0,0
k106769,953.0,2970.0,0,0
k116750,2596.0,2522.0,0,0
k5973,2989.0,2516.0,0,0
k409829,1383.0,3903.0,1,0
k402359,2118.0,2554.0,1,0
k405837,3692.0,1929.0,0,0
k169553,1326.0,900.0,0,0
k2945,2322.0,1315.0,0,0
k306177,1705.0,2015.0,0,0
k54512,1130.0,1116.0,0,1
k321824,2805.0,1673.0,0,0
k149805,713.0,2185.0,0,1
k114402,1532.0,2115.0,0,0
k330352,2408.0,1852.0,0,0
k158664,1187.0,391.0,1,0
k159288,1316.0,2372.0,0,0
k127595,3404.0,1489.0,0,0
k190947,4867.0,990.0,0,0
k26137,2144.0,1772.0,0,0
k89866,3350.0,2617.0,0,0
k293887,1578.0,2109.0,0,0
k162550,6194.0,3757.0,0,0
k112273,2980.0,5645.0,0,0
k387880,1146.0,1061.0,0,0
k286285,2535.0,2597.0,0,0
k358078,3750.0,3065.0,0,0
k234827,4976.0,4118.0,1,0
k39019,1418.0,1507.0,1,0
k168777,1813.0,3292.0,0,1
k134819,1980.0,1377.0,0,0
k326436,969.0,2337.0,1,0
k346672,1682.0,1054.0,0,0
k123440,301.0,4832.0,1,0
k323193,741.0,1423.0,0,0
k73430,3135.0,2785.0,0,0
k219585,1024.0,2609.0,0,0
k281216,3471.0,4977.0,1,0
k211874,1673.0,2973.0,1,0
k403312,2432.0,1489.0,0,0
k307389,1756.0,1304.0,0,0
k189744,1652.0,832.0,0,0
k34940,3830.0,5529.0,1,0
k84293,1714.0,1812.0,0,0
k281109,2672.0,4264.0,1,0
k200113,1191.0,3340.0,0,0
k289589,2321.0,713.0,0,0
k272732,1243.0,658.0,0,0
k357809,1924.0,3661.0,0,0
k260774,3081.0,3390.0,1,0
k396041,2738.0,2826.0,0,0
k122367,6378.0,720.0,1,0
k224177,1214.0,1492.0,1,0
k223323,4460.0,4494.0,1,0
k378146,2469.0,1578.0,0,0
k279870,1279.0,5352.0,1,0
k376492,3632.0,6052.0,1,0
k399806,1549.0,4876.0,0,0
k150862,4011.0,2121.0,0,0
k101881,2260.0,934.0,0,0
k177247,1289.0,1276.0,0,0
k403084,2221.0,1980.0,0,0
k294473,1410.0,1524.0,1,0
k177626,3084.0,911.0,1,0
k312727,1050.0,162.0,0,0
k420941,832.0,2105.0,0,0
k340404,1899.0,2193.0,0,0
k309040,1706.0,1090.0,0,0
k92745,3382.0,5308.0,1,0
k56292,2097.0,3009.0,0,0
k379440,1819.0,1087.0,0,0
k261356,2114.0,1348.0,0,0
k265723,3133.0,6808.0,0,0
k125256,4749.0,4577.0,0,0
k395263,1682.0,932.0,0,0
k331854,470.0,1100.0,0,0
k407435,3669.0,5634.0,1,0
k352918,1390.0,2966.0,0,0
k231864,3090.0,3612.0,1,0
k21361,2081.0,466.0,0,0
k160985,1931.0,1842.0,0,0
k334111,4861.0,6081.0,0,0
k241392,2897.0,1781.0,0,0
k264733,706.0,1770.0,0,0
k113147,3455.0,3461.0,0,0
k313290,2341.0,1290.0,0,0
k385126,5555.0,2695.0,1,0
k51792,760.0,5519.0,0,0
k159875,1772.0,1994.0,1,0
k184768,1321.0,815.0,0,0
k183813,700.0,1657.0,0,0
k59677,1003.0,1390.0,1,0
k390872,2361.0,3013.0,1,0
k226816,3790.0,816.0,0,0
k415331,1664.0,2039.0,0,0
k229997,5065.0,4147.0,0,0
k365198,5666.0,1740.0,1,0
k315349,1537.0,5302.0,1,0
k125822,6141.0,4790.0,0,0
k82601,331.0,5083.0,0,0
k270875,2689.0,3170.0,0,0
k283745,1959.0,569.0,1,0
k354386,1468.0,1742.0,0,1
k365929,1679.0,2758.0,0,0
k382045,5798.0,4158.0,1,0
k417991,994.0,2910.0,1,0
k160576,242.0,2912.0,0,0
k177730,4419.0,5592.0,1,0
k259225,2305.0,4613.0,1,0
k77036,4799.0,850.0,0,0
k62382,458.0,2899.0,0,0
k397567,1727.0,966.0,0,0
k368089,1549.0,1273.0,1,0
k284740,959.0,2877.0,0,0
k96619,3805.0,6423.0,1,0
k335274,1006.0,2690.0,0,0
k73007,1994.0,4365.0,0,0
k418586,2744.0,2389.0,1,0
k168710,1259.0,4535.0,1,0
k94862,1818.0,2192.0,0,0
k402442,2372.0,2652.0,0,0
k296911,566.0,1288.0,0,0
k311968,911.0,5060.0,1,0
k21281,1411.0,1486.0,0,1
k293056,2135.0,824.0,0,0
k253430,4615.0,3750.0,1,0
k259625,1421.0,2280.0,0,0
k40782,2251.0,2195.0,0,0
k23363,1537.0,210.0,0,0
k126139,1831.0,3085.0,0,0
k252991,1362.0,1173.0,0,0
k290445,4645.0,5502.0,1,0
k163226,5467.0,4214.0,0,0
k208112,993.0,648.0,0,0
k162638,603.0,3313.0,0,0
k399230,2100.0,3811.0,1,0
k53161,1282.0,2558.0,0,0
k334612,4357.0,6191.0,1,0
k63980,1110.0,2289.0,0,0
k248759,819.0,2931.0,0,0
k109953,1574.0,870.0,0,0
k4782,3764.0,5566.0,1,0
k269512,1201.0,5542.0,1,0
k261155,1332.0,2182.0,0,0
k203545,1282.0,5001.0,0,0
k87974,324.0,931.0,0,0
k101934,1084.0,3525.0,1,0
k348902,1694.0,1110.0,0,0
k209205,234.0,2797.0,0,0
k33348,570.0,391.0,0,0
k75074,3462.0,4661.0,1,0
k138112,342.0,4860.0,0,0
k394078,5827.0,4518.0,0,0
k52495,1374.0,1410.0,0,0
k293464,1661.0,2190.0,1,0
k297164,3466.0,350.0,0,0
k117490,1702.0,2393.0,0,0
k293228,912.0,655.0,0,0
k121325,2654.0,1531.0,0,0
k145599,450.0,408.0,0,0
k375756,3944.0,1026.0,0,0
k268606,1825.0,1128.0,1,0
k228999,1850.0,1221.0,0,0
k345188,1442.0,1318.0,0,0
k193065,2443.0,4153.0,0,0
k53819,3189.0,1698.0,0,0
k276742,1396.0,366.0,0,0
k118124,2947.0,1703.0,0,0
k29209,582.0,1024.0,0,0
k314999,2661.0,1749.0,0,0
k212560,3099.0,3237.0,0,0
k289511,3792.0,4141.0,0,0
k382135,1374.0,1643.0,0,1
k295064,495.0,1230.0,0,0
k30895,1749.0,2165.0,1,0
k402577,1485.0,1226.0,0,0
k372209,351.0,360.0,0,0
k60165,1794.0,3419.0,1,0
k422371,1719.0,2228.0,0,0
k234491,2120.0,4352.0,0,0
k62455,4797.0,3336.0,1,0
k384664,582.0,1288.0,0,0
k313776,1260.0,2461.0,0,0
k307757,902.0,1044.0,0,0
k143189,201.0,1900.0,0,0
k278139,5022.0,6077.0,0,0
k55204,1380.0,4204.0,0,0
k399998,1805.0,5969.0,1,0
k98667,1587.0,2060.0,0,0
k125166,1471.0,1173.0,0,0
k203434,2080.0,1549.0,0,0
k154295,2365.0,1200.0,1,0
k40923,886.0,781.0,0,0
k421502,2264.0,631.0,0,0
k195878,933.0,2121.0,1,0
k183264,551.0,2121.0,0,0
k338035,1398.0,3168.0,0,0
k12962,577.0,979.0,0,0
k73815,1974.0,1382.0,0,0
k187274,4468.0,5660.0,0,0
k254555,335.0,2125.0,0,0
k74158,564.0,495.0,0,0
k241125,1398.0,3107.0,0,0
k190102,1687.0,4270.0,1,0
k14454,1992.0,1177.0,0,0
k166208,927.0,702.0,0,0
k261961,4084.0,4602.0,1,0
k166852,2229.0,1423.0,0,0
k136569,735.0,785.0,0,0
k257909,624.0,1398.0,0,0
k354638,1150.0,1674.0,0,0
k346160,1703.0,2925.0,0,0
k130079,1809.0,2806.0,0,0
k327233,2940.0,4265.0,1,0
k394721,1476.0,720.0,0,0
k213786,1262.0,603.0,0,0
k269374,800.0,474.0,0,0
k264115,1544.0,953.0,0,0
k277681,1953.0,957.0,0,0
k115599,607.0,323.0,0,0
k313779,895.0,4216.0,1,0
k181408,2012.0,1020.0,0,0
k333838,4625.0,2060.0,0,0
k402570,6043.0,631.0,1,0
k288822,1366.0,933.0,0,0
k342771,2498.0,3079.0,0,0
k91861,3069.0,1976.0,0,0
k24370,4031.0,1801.0,0,0
k337931,658.0,2089.0,0,0
k18996,1100.0,1230.0,0,0
k199031,914.0,1269.0,0,0
k117256,4854.0,4575.0,1,0
k359214,837.0,247.0,0,0
k139400,2773.0,2184.0,0,0
k95345,1265.0,5748.0,1,0
k40846,1195.0,1302.0,1,0
k225140,2096.0,2821.0,0,0
k143328,1798.0,5944.0,0,0
k88595,957.0,5417.0,1,0
k208416,4352.0,4843.0,1,0
k398107,979.0,2005.0,0,0
