Key_0_0,Soil_Type8,Soil_Type25,Hillshade_3pm,Soil_Type7,Key_1_1
k183729,0,0,135.0,0,k295338
k9929,0,0,134.0,0,k354802
k279209,0,0,190.0,0,k157114
k336831,0,0,168.0,0,k39049
k385418,0,0,145.0,0,k109383
k342361,0,0,172.0,0,k167771
k83110,0,0,120.0,0,k140187
k193003,0,0,125.0,0,k188886
k361192,0,0,94.0,0,k310540
k94796,0,0,198.0,0,k277967
k113596,0,0,180.0,0,k92745
k291243,0,0,137.0,0,k281318
k331207,0,0,156.0,0,k167885
k100247,0,0,178.0,0,k415392
k301313,0,0,131.0,0,k243649
k287400,0,0,156.0,0,k189435
k313068,0,0,179.0,0,k311970
k110873,0,0,146.0,0,k394070
k27892,0,0,86.0,0,k22718
k395025,0,0,135.0,0,k344381
k38360,0,0,166.0,0,k337270
k324008,0,0,191.0,0,k11110
k12277,0,0,179.0,0,k105244
k22696,0,0,167.0,0,k219021
k49489,0,0,83.0,0,k306571
k135735,0,0,154.0,0,k323467
k98875,0,0,119.0,0,k388218
k25644,0,0,115.0,0,k100946
k282548,0,0,152.0,0,k67809
k115959,0,0,152.0,0,k79557
k96772,0,0,203.0,0,k220307
k226368,0,0,133.0,0,k75792
k93763,0,0,144.0,0,k258271
k363337,0,0,170.0,0,k417813
k197238,0,0,132.0,0,k378619
k170410,0,0,186.0,0,k380483
k371973,0,0,201.0,0,k364666
k210265,0,0,162.0,0,k216839
k376579,0,0,148.0,0,k357461
k278329,0,0,99.0,0,k54651
k408487,0,0,180.0,0,k125336
k269574,0,0,159.0,0,k122994
k388485,0,0,150.0,0,k197622
k335436,0,0,165.0,0,k238165
k293913,0,0,199.0,0,k344260
k92277,0,0,160.0,0,k265458
k354363,0,0,126.0,0,k88330
k139128,0,0,144.0,0,k327538
k354592,0,0,129.0,0,k337458
k180532,0,0,171.0,0,k32308
k30118,0,0,105.0,0,k340579
k310364,0,0,169.0,0,k422393
k270622,0,0,163.0,0,k279215
k366292,0,0,151.0,0,k336024
k230356,0,0,112.0,0,k212773
k3998,0,0,106.0,0,k332839
k286827,0,0,167.0,0,k156884
k220655,0,0,164.0,0,k117656
k251381,0,0,127.0,0,k160113
k359282,0,0,184.0,0,k329808
k309083,0,0,155.0,0,k356311
k298696,0,0,33.0,0,k289184
k91226,0,0,32.0,0,k119946
k403509,0,0,105.0,0,k276416
k272178,0,0,179.0,0,k139730
k1048,0,0,144.0,0,k250993
k68646,0,0,128.0,0,k219290
k147595,0,0,134.0,0,k362151
k56530,0,0,188.0,0,k386458
k79676,0,0,92.0,0,k106080
k58577,0,0,118.0,0,k414635
k195395,0,0,111.0,0,k244730
k405619,0,0,121.0,0,k23321
k33942,0,0,117.0,0,k329214
k397664,0,0,168.0,0,k406258
k295509,0,0,96.0,0,k273730
k375273,0,0,209.0,0,k125700
k212217,0,0,120.0,0,k82877
k226523,0,0,162.0,0,k409812
k220946,0,0,222.0,0,k327424
k357727,0,0,147.0,0,k249662
k408659,0,0,180.0,0,k206653
k247534,0,0,159.0,0,k260696
k6537,0,0,237.0,0,k393280
k187847,0,0,123.0,0,k139055
k246092,0,0,146.0,0,k283337
k145768,0,0,157.0,0,k359658
k369641,0,0,145.0,0,k82305
k59532,0,0,105.0,0,k7964
k422119,0,0,169.0,0,k296739
k156206,0,0,163.0,0,k347248
k384975,0,0,161.0,0,k356871
k165886,0,0,208.0,0,k115029
k186473,0,0,176.0,0,k371924
k386293,0,0,139.0,0,k340076
k178926,0,0,132.0,0,k123779
k37484,0,0,206.0,0,k193002
k259247,0,0,158.0,0,k391541
k287273,0,0,55.0,0,k146885
k302060,0,0,99.0,0,k81451
k100909,0,0,137.0,0,k38436
k369868,0,0,168.0,0,k310598
k241471,0,0,124.0,0,k126323
k172051,0,0,178.0,0,k383883
k417944,0,0,158.0,0,k239347
k275915,0,0,96.0,0,k6802
k246652,0,0,116.0,0,k129312
k291168,0,0,143.0,0,k174375
k188252,0,0,201.0,0,k277354
k389778,0,0,40.0,0,k74340
k330490,0,0,135.0,0,k143328
k38846,0,0,132.0,0,k36593
k316541,0,0,110.0,0,k312517
k414411,0,0,169.0,0,k15514
k145231,0,0,126.0,0,k279487
k23729,0,0,113.0,0,k118473
k141619,0,0,115.0,0,k337194
k31374,0,0,129.0,0,k185412
k420558,0,0,89.0,0,k17819
k238000,0,0,159.0,0,k249332
k350998,0,0,151.0,0,k362503
k132022,0,0,177.0,0,k267340
k280630,0,0,238.0,0,k258317
k233459,0,0,115.0,0,k143836
k80039,0,0,149.0,0,k205595
k89569,0,0,81.0,0,k345547
k326138,0,0,115.0,0,k1661
k111258,0,0,125.0,0,k216947
k154875,0,0,233.0,0,k143378
k217802,0,0,122.0,0,k179581
k241064,0,0,112.0,0,k222355
k264015,0,0,49.0,0,k84565
k287506,0,0,99.0,0,k191460
k199199,0,0,210.0,0,k204287
k361218,0,0,124.0,0,k351682
k313981,0,0,117.0,0,k359352
k391836,0,0,34.0,0,k51141
k331643,0,0,78.0,0,k174724
k11303,0,0,134.0,0,k262131
k229455,0,0,101.0,0,k355763
k120556,0,0,158.0,0,k170961
k285026,0,0,184.0,0,k14340
k218801,0,0,141.0,0,k413674
k403679,0,0,53.0,0,k116693
k194385,0,0,129.0,0,k182596
k423356,0,0,133.0,0,k206571
k113211,0,0,172.0,0,k195023
k261531,0,0,176.0,0,k136332
k48574,0,0,88.0,0,k85947
k340330,0,0,140.0,0,k178563
k61985,0,0,191.0,0,k386037
k396291,0,0,88.0,0,k42290
k265633,0,0,148.0,0,k115332
k120755,0,0,91.0,0,k133529
k74007,0,0,174.0,0,k83989
k38312,0,0,165.0,0,k300223
k129913,0,0,106.0,0,k18384
k230071,0,0,126.0,0,k397156
k347045,0,0,151.0,0,k315293
k387475,0,0,167.0,0,k23012
k241736,0,0,223.0,0,k172233
k86597,0,0,141.0,0,k259777
k265303,0,0,173.0,0,k23796
k213784,0,0,140.0,0,k282497
k390230,0,0,138.0,0,k190029
k61034,0,0,107.0,0,k251175
k99251,0,0,243.0,0,k64017
k244449,0,0,150.0,0,k73860
k214311,0,0,160.0,0,k296784
k214332,0,0,93.0,0,k163432
k62678,0,0,78.0,0,k240541
k219736,0,0,208.0,0,k307694
k19666,0,0,132.0,0,k114905
k183330,0,0,149.0,0,k395115
k350559,0,0,171.0,0,k75645
k146501,0,0,139.0,0,k99727
k292610,0,0,213.0,0,k401988
k257985,0,0,156.0,0,k85718
k313989,0,0,131.0,0,k335112
k339901,0,0,68.0,0,k353054
k123477,0,0,137.0,0,k61556
k413121,0,0,136.0,0,k233861
k156178,0,0,104.0,0,k125326
k98232,0,0,160.0,0,k149376
k78548,0,0,143.0,0,k397758
k156408,0,0,154.0,0,k305157
k10226,0,0,73.0,0,k207227
k110108,0,0,135.0,0,k142983
k393818,0,0,80.0,0,k201790
k363507,0,0,167.0,0,k30772
k212395,0,0,141.0,0,k65888
k76189,0,0,169.0,0,k140836
k336095,0,0,219.0,0,k323871
k314280,0,0,117.0,0,k330107
k53139,0,0,171.0,0,k87715
k122603,0,0,123.0,0,k215371
k281279,0,0,141.0,0,k207653
k237463,0,0,151.0,0,k13929
k82146,0,0,216.0,0,k159627
k231689,0,0,132.0,0,k330079
k409852,0,0,175.0,0,k17479
k209662,0,0,214.0,0,k31939
k77784,0,0,102.0,0,k148647
k247197,0,0,174.0,0,k283515
k379081,0,0,120.0,0,k18543
k190642,0,0,114.0,0,k372743
k357372,0,0,118.0,0,k101629
k335655,0,0,126.0,0,k38375
k101545,0,0,117.0,0,k277088
k347874,0,0,137.0,0,k134081
k27393,0,0,168.0,0,k304473
k91373,0,0,145.0,0,k154435
k254491,0,0,133.0,0,k420832
k9938,0,0,130.0,0,k267018
k305101,0,0,159.0,0,k418780
k40275,0,0,90.0,0,k218162
k163482,0,0,156.0,0,k132840
k9368,0,0,115.0,0,k186594
k133506,0,0,121.0,0,k270717
k176127,0,0,178.0,0,k149948
k117942,0,0,89.0,0,k218585
k140795,0,0,193.0,0,k216563
k17192,0,0,142.0,0,k46035
k222912,0,0,188.0,0,k244697
k13773,0,0,181.0,0,k123189
k257433,0,0,125.0,0,k278772
k101048,0,0,194.0,0,k56929
k199545,0,0,183.0,0,k43404
k164433,0,0,203.0,0,k34303
k316,0,0,208.0,0,k32586
k103513,0,0,81.0,0,k338207
k385260,0,0,118.0,0,k43683
k85144,0,1,117.0,0,k175029
k368986,0,0,140.0,0,k256069
k223363,0,0,118.0,0,k42798
k240224,0,0,111.0,0,k59727
k227263,0,0,79.0,0,k191921
k134132,0,0,175.0,0,k342036
k92835,0,0,121.0,0,k313890
k8177,0,0,128.0,0,k36502
k55348,0,0,80.0,0,k186512
k1456,0,0,120.0,0,k312284
k120480,0,0,203.0,0,k9234
k4083,0,0,96.0,0,k422629
k49095,0,0,119.0,0,k117468
k95554,0,0,179.0,0,k334094
k234292,0,0,104.0,0,k149586
k105125,0,0,150.0,0,k235916
k49497,0,0,116.0,0,k53065
k392412,0,0,137.0,0,k226335
k310958,0,0,148.0,0,k395675
k311336,0,0,185.0,0,k3685
k361113,0,0,142.0,0,k268555
k2814,0,0,100.0,0,k119520
k394678,0,0,40.0,0,k256362
k352879,0,0,169.0,0,k73827
k94760,0,0,94.0,0,k103596
k329888,0,0,76.0,0,k268115
k281781,0,0,134.0,0,k293837
k88704,0,0,176.0,0,k83759
k296608,0,0,119.0,0,k152563
k329503,0,0,127.0,0,k125846
k135861,0,0,216.0,0,k242411
k175674,0,0,112.0,0,k313066
k126550,0,0,80.0,0,k311749
k53335,0,0,191.0,0,k99260
k245965,0,0,169.0,0,k410446
k91091,0,0,157.0,0,k380535
k323266,0,0,130.0,0,k320986
k87621,0,0,78.0,0,k151193
k186829,0,0,142.0,0,k64814
k211057,0,0,159.0,0,k307427
k328757,0,0,194.0,0,k43489
k154216,0,0,138.0,0,k93996
k131123,0,0,94.0,0,k130767
k287355,0,0,142.0,0,k412587
k261560,0,0,85.0,0,k176560
k89710,0,0,108.0,0,k274979
k406531,0,0,123.0,0,k66772
k291652,0,0,171.0,0,k216699
k395780,0,0,115.0,0,k164694
k374788,0,0,160.0,0,k112383
k2841,0,0,202.0,0,k34089
k11847,0,0,72.0,0,k259782
k25380,0,0,56.0,0,k63175
k169202,0,0,85.0,0,k62934
k228079,0,0,193.0,0,k288751
k273462,0,0,146.0,0,k25436
k156457,0,0,222.0,0,k162025
k278537,0,0,163.0,0,k47102
k231459,0,0,168.0,0,k2877
k373190,0,0,128.0,0,k383017
k296411,0,0,173.0,0,k312064
k300400,0,0,123.0,0,k9062
k209739,0,0,135.0,0,k122171
k275971,0,0,129.0,0,k94335
k320759,0,0,95.0,0,k64097
k189416,0,0,115.0,0,k93917
k362482,0,0,158.0,0,k51600
k263951,0,0,158.0,0,k266280
k324867,0,0,155.0,0,k182746
k401725,0,0,146.0,0,k290701
k394888,0,0,67.0,0,k392064
k380633,0,0,128.0,0,k148460
k385570,0,0,124.0,0,k363253
k26155,0,0,159.0,0,k322911
k407497,0,0,142.0,0,k266393
k73960,0,0,144.0,0,k56133
k337474,0,0,186.0,0,k148920
k185470,0,0,105.0,0,k337483
k161042,0,0,175.0,0,k160025
k419670,0,0,114.0,0,k276508
k277915,0,0,73.0,0,k396392
k175469,0,0,190.0,0,k99184
k55931,0,0,168.0,0,k309308
k149564,0,0,142.0,0,k239841
k355059,0,0,151.0,0,k180934
k18117,0,0,142.0,0,k84695
k154563,0,0,118.0,0,k53112
k333856,0,0,152.0,0,k263415
k224998,0,0,102.0,0,k336299
k380245,0,0,141.0,0,k93240
k313764,0,1,104.0,0,k124967
k242548,0,0,99.0,0,k236116
k387698,0,0,167.0,0,k360637
k123284,0,0,38.0,0,k140575
k33373,0,0,170.0,0,k355738
k51236,0,0,144.0,0,k201414
k347115,0,0,76.0,0,k220053
k101615,0,0,122.0,0,k191107
k314375,0,0,153.0,0,k285184
k294123,0,0,189.0,0,k163638
k105106,0,0,123.0,0,k253590
k414716,0,0,125.0,0,k222362
k248776,0,0,98.0,0,k76552
k96654,0,0,150.0,0,k256671
k395175,0,0,201.0,0,k405308
k249053,0,0,182.0,0,k68137
k389485,0,0,192.0,0,k235374
k391290,0,0,67.0,0,k343534
k95942,0,0,124.0,0,k301089
k403111,0,0,172.0,0,k338576
k419736,0,0,128.0,0,k7491
k258500,0,0,236.0,0,k349361
k420481,0,0,201.0,0,k386468
k219480,0,0,83.0,0,k52802
k178683,0,0,120.0,0,k295671
k260571,0,0,137.0,0,k359441
k361616,0,0,29.0,0,k220384
k61706,0,0,171.0,0,k181748
k101778,0,0,170.0,0,k327426
k326259,0,0,207.0,0,k125829
k34916,0,0,155.0,0,k381881
k92984,0,0,218.0,0,k110343
k320493,0,0,156.0,0,k347076
k233083,0,0,179.0,0,k419956
k317752,0,0,112.0,0,k382831
k40166,0,0,151.0,0,k378995
k159818,0,0,74.0,0,k195781
k65014,0,0,132.0,0,k142090
k371152,0,0,150.0,0,k25802
k90322,0,0,115.0,0,k124110
k323426,0,0,134.0,0,k135267
k226770,0,0,90.0,0,k160065
k217290,0,0,99.0,0,k52268
k413350,0,0,114.0,0,k66567
k229327,0,0,143.0,0,k401156
k49465,0,0,160.0,0,k288264
k114558,0,0,134.0,0,k17849
k186154,0,0,131.0,0,k416572
k310176,0,0,118.0,0,k36235
k30526,0,0,138.0,0,k344153
k126173,0,0,80.0,0,k159022
k420922,0,0,161.0,0,k6391
k99449,0,0,125.0,0,k225659
k46885,0,0,127.0,0,k237114
k83344,0,0,108.0,0,k349147
k225519,0,0,74.0,0,k144983
k399829,0,0,113.0,0,k106338
k417629,0,0,232.0,0,k340683
k95908,0,0,91.0,0,k185493
k344834,0,0,152.0,0,k88953
k305886,0,0,139.0,0,k219666
k269646,0,0,124.0,0,k315083
k204434,0,0,126.0,0,k365899
k322402,0,0,136.0,0,k281308
k375704,0,0,129.0,0,k341894
k356680,0,0,185.0,0,k306585
k71286,0,0,238.0,0,k183965
k303994,0,0,176.0,0,k135335
k365124,0,0,213.0,0,k111389
k326466,0,0,195.0,0,k339272
k264022,0,0,193.0,0,k375957
k233207,0,0,207.0,0,k244473
k12725,0,0,181.0,0,k400961
k372084,0,0,136.0,0,k323933
k254198,0,0,133.0,0,k193207
k93919,0,0,199.0,0,k23586
k192939,0,0,147.0,0,k108311
k199038,0,0,154.0,0,k8949
k66404,0,0,124.0,0,k320703
k315188,0,0,126.0,0,k59886
k310972,0,0,132.0,0,k25150
k285298,0,0,179.0,0,k385842
k310863,0,0,134.0,0,k385071
k326399,0,0,195.0,0,k138694
k37455,0,0,57.0,0,k298032
k373528,0,0,86.0,0,k411462
k336667,0,0,161.0,0,k314237
k343090,0,0,155.0,0,k316783
k246690,0,0,143.0,0,k101769
k214359,0,0,148.0,0,k233793
k84295,0,0,109.0,0,k44937
k314552,0,0,162.0,0,k318591
k50311,0,0,178.0,0,k244012
k409447,0,0,128.0,0,k26383
k203251,0,0,207.0,0,k41630
k156118,0,0,184.0,0,k266611
k363012,0,0,172.0,0,k342069
k173983,0,0,99.0,0,k97919
k333684,0,0,142.0,0,k230405
k275553,0,0,126.0,0,k40727
k197843,0,0,135.0,0,k15634
k392608,0,0,194.0,0,k359039
k310899,0,0,151.0,0,k117044
k317585,0,0,137.0,0,k289017
k317707,0,0,123.0,0,k211816
k309352,0,0,168.0,0,k171613
k113894,0,0,140.0,0,k247370
k397382,0,0,121.0,0,k4008
k30994,0,0,104.0,0,k399714
k269113,0,0,90.0,0,k357895
k43518,0,0,132.0,0,k320819
k146248,0,0,112.0,0,k160740
k185762,0,0,154.0,0,k244860
k168628,0,0,191.0,0,k203173
k107482,0,0,124.0,0,k206896
k118953,0,0,127.0,0,k396779
k16150,0,0,151.0,0,k38855
k80304,0,0,120.0,0,k265789
k163300,0,0,99.0,0,k378524
k284622,0,0,147.0,0,k99953
k102953,0,0,140.0,0,k414933
k130149,0,0,185.0,0,k238387
k189105,0,0,132.0,0,k351249
k313260,0,0,115.0,0,k219154
k301801,0,0,93.0,0,k26564
k370413,0,0,156.0,0,k214114
k249583,0,0,124.0,0,k107177
k65433,0,0,90.0,0,k365666
k370061,0,0,32.0,0,k171237
k367289,0,0,154.0,0,k32460
k193386,0,0,131.0,0,k376160
k15894,0,0,167.0,0,k422527
k336590,0,0,150.0,0,k341653
k45903,0,0,190.0,0,k296814
k195306,0,0,194.0,0,k387306
k24085,0,0,206.0,0,k356709
k168372,0,0,146.0,0,k320778
k286527,0,0,185.0,0,k418328
k103871,0,0,112.0,0,k80047
k118290,0,0,141.0,0,k262387
k388647,0,0,131.0,0,k150023
k111829,0,0,164.0,0,k53808
k361421,0,0,144.0,0,k371900
k70699,0,0,140.0,0,k6681
k142383,0,0,6.0,0,k264739
k169279,0,0,178.0,0,k166248
k33819,0,0,162.0,0,k294193
k69945,0,0,143.0,0,k349403
k189013,0,0,234.0,0,k294558
k418686,0,0,140.0,0,k246692
k23402,0,0,175.0,0,k76962
k408012,0,0,135.0,0,k380685
k34751,0,0,166.0,0,k255076
k21033,0,0,171.0,0,k203918
k142956,0,0,153.0,0,k36260
k222557,0,0,132.0,0,k135707
k377788,0,0,154.0,0,k101254
k347960,0,0,102.0,0,k151289
k324437,0,0,174.0,0,k278554
k206254,0,0,158.0,0,k151594
k278756,0,0,153.0,0,k56416
k248170,0,0,202.0,0,k336764
k330065,0,0,108.0,0,k348469
k194703,0,0,150.0,0,k46870
k4114,0,0,152.0,0,k137989
k151828,0,0,202.0,0,k101242
k278748,0,0,127.0,0,k413429
k23799,0,0,118.0,0,k411290
k175001,0,0,156.0,0,k309691
k350214,0,0,165.0,0,k83809
k75615,0,0,83.0,0,k33310
k377743,0,0,185.0,0,k216377
k177593,0,0,107.0,0,k4498
k292282,0,0,102.0,0,k212455
k336300,0,0,144.0,0,k189699
k92883,0,0,124.0,0,k349206
k260576,0,0,156.0,0,k221189
k374924,0,0,110.0,0,k150250
k201331,0,0,127.0,0,k253088
k88731,0,0,156.0,0,k189885
k375791,0,0,167.0,0,k125985
k351132,0,0,147.0,0,k361798
k285576,0,0,195.0,0,k264686
k160110,0,0,84.0,0,k111337
k176788,0,0,130.0,0,k189337
k99158,0,0,114.0,0,k397871
k289816,0,0,97.0,0,k301078
k256005,0,0,222.0,0,k15915
k417378,0,0,149.0,0,k237425
k206403,0,0,192.0,0,k92514
k18530,0,0,133.0,0,k31492
k286933,0,0,167.0,0,k355236
k118501,0,0,128.0,0,k394710
k318065,0,0,142.0,0,k138985
k306153,0,0,141.0,0,k92770
k99404,0,0,43.0,0,k308479
k313456,0,0,189.0,0,k34456
k277605,0,0,114.0,0,k282397
k233247,0,0,186.0,0,k58269
k387267,0,0,189.0,0,k365921
k144839,0,0,193.0,0,k174927
k359393,0,0,142.0,0,k113316
k374991,0,0,142.0,0,k97212
k412371,0,0,172.0,0,k80687
k205869,0,0,166.0,0,k115316
k97770,0,0,178.0,0,k173980
k138280,0,0,155.0,0,k389038
k323225,0,0,120.0,0,k108275
k121702,0,0,150.0,0,k381534
k150273,0,0,136.0,0,k206006
k199061,0,0,135.0,0,k286667
k96324,0,0,115.0,0,k37245
k269616,0,0,146.0,0,k114074
k188758,0,0,103.0,0,k21228
k16631,0,0,148.0,0,k323276
k140420,0,0,200.0,0,k337544
k5824,0,0,134.0,0,k266086
k207356,0,0,54.0,0,k140664
k353538,0,0,134.0,0,k395143
k40724,0,0,111.0,0,k385764
k391083,0,0,155.0,0,k257487
k361193,0,0,199.0,0,k67951
k226743,0,0,113.0,0,k305317
k215624,0,0,138.0,0,k12670
k11116,0,0,91.0,0,k337804
k24810,0,0,97.0,0,k166938
k138912,0,0,99.0,0,k244430
k96680,0,0,158.0,0,k224789
k133784,0,0,167.0,0,k28099
k337655,0,0,170.0,0,k268548
k362012,0,0,130.0,0,k277419
k314839,0,0,183.0,0,k285892
k337583,0,0,151.0,0,k133309
k382361,0,0,222.0,0,k363958
k193925,0,0,117.0,0,k180753
k202846,0,0,131.0,0,k415902
k420671,0,0,174.0,0,k85074
k73425,0,0,176.0,0,k312257
k67606,0,0,179.0,0,k410613
k183736,0,0,153.0,0,k198235
k407087,0,0,174.0,0,k388958
k60880,0,0,162.0,0,k308858
k196487,0,0,129.0,0,k174331
k130163,0,0,147.0,0,k217216
k146488,0,0,139.0,0,k114708
k54266,0,0,184.0,0,k379740
k78714,0,0,126.0,0,k398617
k15935,0,0,190.0,0,k213703
k390465,0,0,148.0,0,k398324
k408530,0,0,130.0,0,k56153
k387740,0,0,155.0,0,k316592
k301756,0,0,151.0,0,k151475
k395090,0,0,166.0,0,k287621
k146266,0,0,174.0,0,k271018
k102672,0,0,137.0,0,k206117
k90722,0,0,174.0,0,k3674
k241630,0,0,179.0,0,k325483
k413940,0,0,162.0,0,k359527
k419817,0,0,118.0,0,k413939
k8292,0,0,135.0,0,k385778
k149280,0,0,238.0,0,k108494
k281831,0,0,183.0,0,k286974
k174755,0,0,150.0,0,k213821
k306721,0,0,91.0,0,k134369
k278684,0,0,91.0,0,k205476
k167189,0,0,118.0,0,k297212
k102726,0,0,165.0,0,k356023
k309827,0,0,128.0,0,k104189
k62417,0,0,104.0,0,k353025
k106019,0,0,142.0,0,k90709
k3414,0,0,183.0,0,k156934
k391595,0,0,146.0,0,k257891
k104610,0,0,166.0,0,k378852
k410388,0,0,147.0,0,k279922
k321238,0,0,154.0,0,k144553
k247421,0,0,136.0,0,k82576
k308905,0,0,95.0,0,k238094
k223868,0,0,142.0,0,k11698
k368605,0,0,195.0,0,k55008
k323577,0,0,146.0,0,k50220
k237352,0,0,142.0,0,k350427
k198594,0,0,110.0,0,k18323
k331423,0,0,105.0,0,k302815
k376782,0,0,168.0,0,k58785
k46815,0,0,145.0,0,k292991
k357330,0,0,126.0,0,k59046
k279565,0,0,112.0,0,k346729
k375701,0,0,88.0,0,k281535
k297446,0,0,136.0,0,k104302
k384541,0,0,134.0,0,k205078
k325383,0,0,94.0,0,k297126
k182052,0,0,161.0,0,k326679
k304456,0,0,119.0,0,k275945
k415436,0,0,103.0,0,k314833
k186380,0,0,196.0,0,k45622
k9358,0,0,172.0,0,k75320
k85765,0,0,158.0,0,k246661
k284626,0,0,156.0,0,k286806
k410421,0,0,126.0,0,k115971
k55889,0,0,131.0,0,k293816
k390533,0,0,110.0,0,k350760
k345245,0,0,99.0,0,k181137
k92777,0,0,95.0,0,k363047
k92699,0,0,159.0,0,k364635
k302091,0,0,147.0,0,k282965
k46213,0,0,136.0,0,k182775
k342878,0,0,133.0,0,k150972
k75616,0,0,129.0,0,k159492
k69898,0,0,139.0,0,k387002
k247706,0,0,150.0,0,k27676
k126445,0,0,108.0,0,k215227
k37729,0,0,172.0,0,k94025
k55286,0,0,120.0,0,k233688
k333849,0,0,141.0,0,k210267
k351578,0,0,134.0,0,k254808
k154616,0,0,184.0,0,k226779
k418320,0,0,160.0,0,k66581
k298543,0,0,207.0,0,k379371
k26976,0,0,191.0,0,k334591
k132840,0,0,154.0,0,k370605
k189179,0,0,105.0,0,k99981
k245785,0,0,100.0,0,k41267
k267604,0,0,135.0,0,k128913
k382969,0,0,48.0,0,k400912
k91993,0,0,209.0,0,k202562
k158553,0,0,121.0,0,k249659
k276071,0,0,123.0,0,k22282
k230386,0,0,159.0,0,k252599
k393115,0,0,121.0,0,k75955
k195329,0,0,144.0,0,k200032
k91417,0,0,140.0,0,k76206
k168194,0,0,114.0,0,k420522
k168137,0,0,131.0,0,k108513
k262921,0,0,173.0,0,k286686
k176980,0,0,152.0,0,k11357
k196587,0,0,133.0,0,k389536
k292083,0,0,48.0,0,k139780
k249817,0,0,157.0,0,k353135
k156328,0,0,177.0,0,k418478
k252919,0,0,124.0,0,k194348
k236709,0,0,192.0,0,k89135
k263306,0,0,125.0,0,k115072
k48803,0,0,109.0,0,k231446
k2696,0,0,133.0,0,k1671
k35018,0,0,106.0,0,k19099
k389341,0,0,140.0,0,k346283
k75491,0,0,127.0,0,k25674
k15858,0,0,65.0,0,k238853
k349369,0,0,145.0,0,k336154
k273296,0,0,132.0,0,k46063
k399538,0,0,11.0,0,k236176
k8095,0,0,30.0,0,k163959
k338902,0,0,52.0,0,k109910
k356997,0,0,182.0,0,k226070
k27956,0,0,89.0,0,k169472
k256585,0,0,103.0,0,k103469
k220326,0,0,175.0,0,k188208
k21311,0,0,150.0,0,k131129
k32473,0,0,133.0,0,k214296
k26002,0,0,125.0,0,k48581
k393005,0,0,114.0,0,k255616
k291430,0,0,126.0,0,k394354
k358973,0,0,170.0,0,k341156
k156789,0,0,121.0,0,k102653
k13216,0,0,132.0,0,k9527
k163154,0,0,164.0,0,k206606
k70900,0,0,137.0,0,k139942
k79838,0,0,35.0,0,k5314
k347359,0,0,176.0,0,k8770
k131701,0,0,140.0,0,k99551
k299481,0,0,132.0,0,k394009
k102,0,0,91.0,0,k174380
k388490,0,0,187.0,0,k148082
k205003,0,0,124.0,0,k83690
k251020,0,0,172.0,0,k69631
k275204,0,0,178.0,0,k371923
k224321,0,0,89.0,0,k376689
k74209,0,0,133.0,0,k98473
k237539,0,0,166.0,0,k169129
k28858,0,0,143.0,0,k62434
k280179,0,0,150.0,0,k371131
k231515,0,0,134.0,0,k16210
k163236,0,0,133.0,0,k30206
k374609,0,0,122.0,0,k20067
k221175,0,0,122.0,0,k98117
k57986,0,0,117.0,0,k14949
k353562,0,0,114.0,0,k243681
k229197,0,0,113.0,0,k54420
k397295,0,0,122.0,0,k339828
k294259,0,0,133.0,0,k225858
k378331,0,0,135.0,0,k330570
k175392,0,0,159.0,0,k363963
k272567,0,0,96.0,0,k245762
k302620,0,0,148.0,0,k277899
k100029,0,0,136.0,0,k295032
k277140,0,0,177.0,0,k227079
k28875,0,0,206.0,0,k34749
k318287,0,0,107.0,0,k219846
k2014,0,0,136.0,0,k177331
k95532,0,0,157.0,0,k77582
k37605,0,0,122.0,0,k391110
k53571,0,0,170.0,0,k40038
k251003,0,0,156.0,0,k350732
k287778,0,0,138.0,0,k393402
k93092,0,0,169.0,0,k322299
k258110,0,0,179.0,0,k410248
k108602,0,0,160.0,0,k133340
k312774,0,0,116.0,0,k368911
k164090,0,0,101.0,0,k383855
k394196,0,0,185.0,0,k307031
k72950,0,0,193.0,0,k183923
k53640,0,0,112.0,0,k230745
k368274,0,0,158.0,0,k422816
k117978,0,0,109.0,0,k122493
k213606,0,0,121.0,0,k103764
k347684,0,0,126.0,0,k220842
k161587,0,0,121.0,0,k229099
k69950,0,0,168.0,0,k144065
k241887,0,0,92.0,0,k230800
k215816,0,0,113.0,0,k57983
k330837,0,0,203.0,0,k295637
k281921,0,0,116.0,0,k136947
k209448,0,0,125.0,0,k17229
k223997,0,0,210.0,0,k222197
k244945,0,0,175.0,0,k198360
k225492,0,0,129.0,0,k226688
k50055,0,0,179.0,0,k285129
k293810,0,0,176.0,0,k53000
k255763,0,0,146.0,0,k72550
k189886,0,0,115.0,0,k37193
k116033,0,0,133.0,0,k368275
k55492,0,0,107.0,0,k405447
k222515,0,0,158.0,0,k206105
k325577,0,0,81.0,0,k349620
k418945,0,0,127.0,0,k325522
k356963,0,0,137.0,0,k125222
k390304,0,0,180.0,0,k16620
k423016,0,0,139.0,0,k336495
k300148,0,0,102.0,0,k197627
k12208,0,0,126.0,0,k416884
k416138,0,0,116.0,0,k378026
k74122,0,0,95.0,0,k118727
k124322,0,0,89.0,0,k136297
k75936,0,0,147.0,0,k244612
k270796,0,0,131.0,0,k189266
k257256,0,0,93.0,0,k126301
k160202,0,0,214.0,0,k284908
k800,0,0,194.0,0,k322400
k250419,0,0,145.0,0,k9199
k44429,0,0,155.0,0,k226408
k304735,0,0,123.0,0,k167272
k74060,0,0,169.0,0,k166755
k95982,0,0,127.0,0,k197378
