Key_1_1,Soil_Type21,Soil_Type34,Soil_Type24,Soil_Type3
k136378,0,0,0,0
k177978,0,0,0,0
k395708,0,0,0,0
k398800,0,0,0,0
k109500,0,0,0,0
k339926,0,0,0,0
k165039,0,0,0,0
k129800,0,0,0,0
k91958,0,0,0,0
k297519,0,0,0,0
k399889,0,0,0,0
k315921,0,0,0,0
k108228,0,0,0,0
k81953,0,0,0,0
k294453,0,0,0,0
k217225,0,0,0,0
k119634,0,0,0,0
k52271,0,0,0,0
k125450,0,0,0,0
k164416,0,0,0,0
k271424,0,0,0,0
k75724,0,0,0,0
k350175,0,0,0,0
k310362,0,0,0,0
k63846,0,0,0,0
k181693,0,0,0,0
k373042,0,0,0,0
k184992,0,0,0,0
k306384,0,0,0,0
k150693,0,0,0,0
k356067,0,0,0,0
k11005,0,0,0,0
k167961,0,0,0,0
k213678,0,0,0,0
k284928,0,0,0,0
k219826,0,0,0,0
k209569,0,0,0,0
k150922,0,0,0,0
k46656,0,0,0,0
k351836,0,0,0,0
k248005,0,0,0,0
k272748,0,0,0,0
k309177,0,0,0,0
k40586,0,0,0,0
k194286,0,0,0,0
k301440,0,0,0,1
k408287,0,0,0,0
k342348,0,0,0,0
k365553,0,0,0,0
k73879,0,0,0,0
k311063,0,0,0,0
k127034,0,0,0,0
k284557,0,0,0,0
k186157,0,0,0,0
k224207,0,0,0,0
k280340,0,0,0,0
k134831,0,0,0,0
k355202,0,0,0,0
k22758,0,0,0,0
k296273,0,0,0,0
k139754,0,0,0,0
k242131,0,0,0,0
k6560,0,0,1,0
k382909,0,0,0,0
k36927,0,0,0,0
k399361,0,0,0,0
k323980,0,0,0,0
k201549,0,0,0,0
k415189,0,0,0,0
k144795,0,0,0,0
k360695,0,0,0,0
k418673,0,0,0,0
k102753,0,0,0,0
k256640,0,0,0,0
k129384,0,0,0,0
k115204,0,0,0,0
k38937,0,0,0,0
k211988,0,0,0,0
k316956,0,0,0,0
k19911,0,0,0,0
k131187,0,0,0,0
k361792,0,0,0,0
k409569,0,0,0,0
k413273,0,0,0,0
k248579,0,0,0,0
k392191,0,0,0,0
k280945,0,0,0,0
k282196,0,0,0,0
k243762,0,0,0,0
k207023,0,0,0,0
k289,0,0,0,0
k390939,0,0,0,0
k411174,0,0,0,0
k21951,0,0,0,0
k221964,0,0,0,0
k22073,0,0,0,0
k314699,0,0,0,0
k23255,0,0,0,0
k198767,0,0,0,0
k232077,0,0,0,0
k196086,0,0,0,0
k231716,0,0,1,0
k101663,0,0,0,0
k389297,0,0,0,0
k292056,0,0,0,0
k159937,0,0,1,0
k79670,0,0,0,0
k133232,0,0,0,0
k121246,0,0,0,0
k150513,0,0,0,0
k384358,0,0,0,0
k242906,0,0,0,0
k260374,0,0,0,0
k315152,0,0,0,0
k385080,0,0,0,0
k16936,0,0,0,0
k157495,0,0,0,0
k387789,0,0,0,0
k273560,0,0,0,0
k44497,0,0,0,0
k386891,0,0,0,0
k273101,0,0,0,0
k131148,0,0,0,0
k383928,0,0,0,0
k106304,0,0,0,0
k194627,0,0,0,0
k116784,0,0,0,0
k304915,0,0,0,0
k205726,0,0,0,0
k236755,0,0,0,0
k379956,0,0,0,0
k336731,0,0,0,0
k3440,0,0,0,0
k405222,0,0,0,0
k285673,0,0,0,0
k142567,0,0,0,0
k151794,0,0,0,0
k83828,0,0,0,0
k281420,0,0,0,0
k170041,0,0,0,0
k189201,0,0,0,0
k304368,0,0,0,0
k420557,0,0,0,0
k204345,0,0,0,0
k90474,0,0,0,0
k78407,0,0,0,0
k67611,0,0,0,0
k316731,0,0,0,0
k341666,0,0,0,0
k390209,0,0,0,0
k402972,0,0,0,0
k317462,0,0,0,0
k284142,0,0,0,1
k15442,0,0,0,0
k232334,0,0,0,0
k395401,0,0,0,0
k63209,0,0,1,0
k176648,0,0,0,0
k39760,0,0,0,0
k920,0,0,0,0
k236385,0,0,0,0
k381070,0,0,0,0
k50717,0,0,0,0
k214067,0,0,0,0
k381360,0,0,0,0
k88952,0,0,0,0
k121339,0,0,0,0
k318835,0,0,0,0
k198785,0,0,0,0
k113794,0,0,0,0
k337144,0,0,0,0
k67529,0,0,0,0
k226114,0,0,0,0
k62150,0,0,0,0
k249607,0,0,0,0
k69254,0,0,0,1
k176478,0,0,0,0
k239000,0,0,0,0
k251384,0,0,0,0
k289022,0,0,0,0
k231565,0,0,0,0
k115349,0,0,0,0
k148882,0,0,0,0
k32965,0,0,0,0
k61289,0,0,0,0
k5200,0,0,0,0
k362137,0,0,0,0
k154458,0,0,0,0
k211116,0,0,0,0
k357017,0,0,0,0
k236373,0,0,0,0
k278061,0,0,0,0
k31330,0,0,0,0
k220632,0,0,1,0
k346133,0,0,0,0
k319664,0,0,0,0
k275315,0,0,0,0
k391578,0,0,0,0
k422754,0,0,0,0
k18105,0,0,0,0
k262872,0,0,0,0
k171605,0,0,0,0
k295704,0,0,0,0
k302422,0,0,0,0
k256532,0,0,0,0
k108327,0,0,0,0
k290301,0,0,0,0
k18179,0,0,0,0
k240611,0,0,0,0
k191956,0,0,0,0
k23320,0,0,0,0
k146451,0,0,0,0
k148818,0,0,0,0
k229946,0,0,0,0
k242167,0,0,0,0
k9165,0,0,0,0
k164736,0,0,0,0
k278342,0,0,0,0
k40901,0,0,0,0
k195902,0,0,0,0
k107293,0,0,0,0
k127542,0,0,0,0
k388086,0,0,0,0
k162494,0,0,0,0
k334998,0,0,0,0
k298085,0,0,0,0
k113816,0,0,0,0
k291381,0,0,0,0
k98477,0,0,0,0
k304121,0,0,0,0
k197458,0,0,0,0
k245492,0,0,0,0
k58185,0,0,0,0
k75170,0,0,0,0
k16227,0,0,0,0
k192307,0,0,0,0
k9582,0,0,0,0
k384873,0,0,0,0
k47641,0,0,0,0
k222179,0,0,0,0
k351446,0,0,0,0
k356882,0,0,0,0
k116953,0,0,0,0
k27964,0,0,0,0
k116000,0,0,0,0
k181475,0,0,0,0
k193304,0,0,0,0
k317578,0,0,0,0
k319852,0,0,0,0
k179044,0,0,0,0
k291871,0,0,0,0
k423200,0,0,0,0
k21814,0,0,1,0
k259337,0,0,0,0
k356257,0,0,0,0
k217358,0,0,0,0
k253634,0,0,0,0
k82089,0,0,0,0
k50873,0,0,0,0
k406821,0,0,0,0
k291320,0,0,0,0
k140412,0,0,0,0
k347140,0,0,0,0
k187983,0,0,0,0
k219366,0,0,0,0
k188707,0,0,0,0
k43329,0,0,0,0
k173503,0,0,0,0
k377672,0,0,0,0
k384257,0,0,1,0
k125424,0,0,0,0
k411698,0,0,0,0
k134346,0,0,0,0
k271880,0,0,0,0
k99801,0,0,0,0
k89011,0,0,0,0
k9654,0,0,0,0
k302659,0,0,0,0
k49055,0,0,0,0
k348295,0,0,0,0
k210395,0,0,0,0
k137413,0,0,0,0
k122537,0,0,0,0
k128652,0,0,0,0
k11937,0,0,0,0
k168849,0,0,0,0
k33287,0,0,0,0
k128022,0,0,0,0
k159554,0,0,0,0
k305810,0,0,0,0
k386332,0,0,0,0
k95410,0,0,0,0
k41732,0,0,0,0
k381392,0,0,0,0
k193622,0,0,0,0
k312325,0,0,0,0
k119507,0,0,0,0
k411813,0,0,0,0
k412305,0,0,0,0
k158538,0,0,0,0
k108769,0,0,0,0
k207361,0,0,0,0
k239864,0,0,0,0
k312663,0,0,0,0
k408064,0,0,0,0
k414290,0,0,0,0
k175571,0,0,1,0
k70001,0,0,0,0
k105005,0,0,0,0
k106742,0,0,0,0
k167485,0,0,0,0
k217380,0,0,0,0
k197256,0,0,0,0
k304398,0,0,0,0
k360808,0,0,0,0
k371546,0,0,0,0
k388573,0,1,0,0
k249512,0,0,1,0
k347784,0,0,0,0
k175788,0,0,0,0
k374663,0,0,0,0
k402208,0,0,0,0
k39532,0,0,0,0
k144943,0,0,0,0
k391179,0,0,0,0
k381888,0,0,0,0
k338415,0,0,0,0
k25698,0,0,0,0
k182341,0,0,0,0
k154431,0,0,0,0
k63594,0,0,0,0
k132865,0,0,0,0
k198407,0,0,0,0
k420108,0,0,0,0
k53493,0,0,0,0
k80597,0,0,0,0
k199970,0,0,0,0
k414867,0,0,0,0
k365015,0,0,0,0
k367420,0,0,0,0
k7501,0,0,0,0
k152680,0,0,0,0
k420927,0,0,0,0
k275819,0,0,0,0
k377072,0,0,0,0
k393448,0,0,0,0
k395229,0,0,0,0
k239239,0,0,0,0
k209604,0,0,0,0
k382389,0,0,0,0
k142433,0,0,0,0
k131663,0,0,0,0
k320415,0,0,0,0
k19148,0,0,0,0
k297616,0,0,0,0
k7026,0,0,0,0
k414651,0,0,0,0
k401235,0,0,0,0
k420719,0,0,0,0
k213218,0,0,0,0
k259040,0,0,0,0
k269878,0,0,0,0
k22948,0,0,0,0
k269116,0,0,0,0
k366833,0,0,0,0
k421698,0,0,0,0
k67402,0,0,0,0
k366739,0,0,0,0
k42379,0,0,0,0
k327848,0,0,0,0
k394151,0,0,0,0
k274183,0,0,0,0
k377294,0,0,0,0
k226803,0,0,0,0
k317903,0,0,0,0
k29207,0,0,0,0
k320897,0,0,0,0
k137173,0,0,0,0
k232000,0,0,0,0
k316265,0,0,0,0
k170786,0,0,0,0
k343417,0,0,0,0
k187509,0,0,0,0
k363070,0,0,0,0
k49829,0,0,0,0
k210199,0,0,0,0
k360572,0,0,0,0
k20219,0,0,0,0
k36254,0,0,0,0
k413217,0,0,0,0
k198751,0,0,0,0
k139210,0,0,0,0
k397437,0,0,0,0
k163815,0,0,0,0
k25758,0,0,0,0
k60596,0,0,0,0
k392629,0,0,0,0
k406721,0,0,0,0
k262430,0,0,0,0
k44702,0,0,0,0
k268989,0,0,0,0
k142787,0,0,0,0
k415479,0,0,0,0
k296936,0,0,0,0
k398813,0,0,0,0
k57148,0,0,0,0
k86157,0,0,0,0
k70801,0,0,0,0
k281380,0,0,0,0
k371701,0,0,0,0
k192939,0,0,0,0
k395934,0,0,0,0
k360195,0,0,0,0
k235763,0,0,0,0
k271341,0,0,0,0
k188873,0,0,0,0
k350934,0,0,1,0
k48293,0,0,0,0
k41299,0,0,0,0
k287034,0,0,0,0
k62783,0,0,0,0
k51387,0,0,1,0
k325886,0,0,0,0
k255843,0,0,0,0
k50494,0,0,0,0
k196480,0,0,0,0
k176763,0,0,0,0
k366525,0,0,0,0
k241535,0,0,0,0
k120754,0,0,0,0
k119745,0,0,0,0
k186008,0,0,0,0
k247614,0,0,0,0
k304028,0,0,0,0
k248980,0,0,0,0
k133245,0,0,0,0
k107169,0,0,0,0
k126235,0,0,0,0
k393007,0,0,0,0
k101071,0,0,0,0
k323369,0,0,0,0
k16485,0,0,0,0
k416176,0,0,0,0
k124831,0,0,0,0
k376460,0,0,0,0
k191642,0,0,0,0
k404002,0,0,0,0
k328206,0,0,0,0
k77288,0,0,0,0
k227932,0,0,0,0
k205850,0,0,0,0
k160210,0,0,0,0
k91303,0,0,0,0
k312012,0,0,0,0
k258812,0,0,0,0
k443,0,0,0,0
k247441,0,0,0,0
k332063,0,0,0,0
k163332,0,0,0,0
k132118,0,0,0,0
k316546,0,0,0,0
k240171,0,0,0,0
k371866,0,0,0,0
k174459,0,0,0,0
k289414,0,0,0,0
k80874,0,0,0,0
k221795,0,0,0,0
k285209,0,0,0,0
k274640,0,0,0,0
k336971,0,0,0,0
k400903,0,0,0,0
k266414,0,0,0,0
k310943,0,0,0,0
k231725,0,0,0,0
k340067,0,0,0,0
k135428,0,0,0,0
k69586,0,0,0,0
k55550,0,0,0,0
k136122,0,0,0,0
k395673,0,0,0,0
k76744,0,0,0,0
k421438,0,0,0,0
k275182,0,0,0,0
k310237,0,0,0,0
k280915,0,0,0,0
k345655,0,0,0,0
k27689,0,0,0,0
k256792,0,0,0,0
k96095,0,0,0,0
k282172,0,0,0,0
k257163,0,0,0,0
k259277,0,0,0,0
k389938,0,0,0,0
k176003,0,0,0,0
k114094,0,0,0,0
k255400,0,0,0,0
k100154,0,0,0,0
k155508,0,0,0,0
k16964,0,0,0,0
k361033,0,0,0,0
k278501,0,0,0,0
k220733,0,0,0,0
k134780,0,0,0,0
k316336,0,0,0,0
k41353,0,0,0,0
k318306,0,0,0,0
k346511,0,0,0,0
k292753,0,0,0,0
k97025,0,0,0,0
k191493,0,0,0,0
k371447,0,0,0,0
k343994,0,0,0,0
k66497,0,0,0,0
k83032,0,0,0,0
k221754,0,0,0,0
k79879,0,0,0,0
k338081,0,0,0,0
k187432,0,0,0,0
k126329,0,0,0,0
k134041,0,0,0,0
k332289,0,0,0,0
k33637,0,0,0,0
k60032,0,0,0,0
k415864,0,0,0,0
k203807,0,0,0,0
k193054,0,0,0,0
k253898,0,0,0,0
k294861,0,0,0,0
k221940,0,0,0,0
k340806,0,0,0,0
k378575,0,0,0,0
k68782,0,0,0,0
k177166,0,0,0,0
k39583,0,1,0,0
k390134,0,0,0,0
k176331,0,0,0,0
k90083,0,0,0,0
k117341,0,0,0,0
k193520,0,0,0,0
k181351,0,0,0,0
k91425,0,0,0,0
k422346,0,0,0,0
k360929,0,0,0,0
k107742,0,0,0,0
k106465,0,0,0,0
k136347,0,0,0,0
k344496,0,0,0,0
k353824,0,0,0,0
k323412,0,0,0,0
k97563,0,0,0,0
k223507,0,0,0,0
k56894,0,0,0,0
k305214,0,0,0,0
k300289,0,0,0,0
k419836,0,0,0,0
k390642,0,0,0,0
k368915,0,0,0,0
k71627,0,0,0,0
k148706,0,0,0,0
k406558,0,0,0,0
k129605,0,0,0,0
k114261,0,0,0,0
k197190,0,0,0,0
k314960,0,0,0,0
k290675,0,0,0,0
k318955,0,0,0,0
k171773,0,0,0,0
k64005,0,0,0,0
k276217,0,0,0,0
k264812,0,0,0,0
k308687,0,0,0,0
k259099,0,0,0,0
k168463,0,0,0,0
k285611,0,0,0,0
k248672,0,0,0,0
k181310,0,0,0,0
k366683,0,0,0,0
k243733,0,0,0,0
k68293,0,0,0,0
k69303,0,0,0,0
k377998,0,0,0,0
k232716,0,0,0,0
k131111,0,0,0,0
k186351,0,0,0,0
k221752,0,0,0,0
k5436,0,0,0,0
k280631,0,0,0,0
k173725,0,0,0,0
k173391,0,0,0,0
k304679,0,1,0,0
k226732,0,0,0,0
k281964,0,0,0,0
k109730,0,0,0,0
k366320,0,0,0,0
k191158,0,0,0,0
k347359,0,0,0,0
k338308,0,0,0,0
k165262,0,0,0,0
k80316,0,0,0,0
k342799,0,0,0,0
k22198,0,0,0,0
k305199,0,0,0,0
k105314,0,0,0,0
k172974,0,0,0,0
k126489,0,0,0,0
k391296,0,0,0,0
k96432,0,0,0,0
k176421,0,0,0,0
k34297,0,0,0,0
k288373,0,0,0,0
k131854,0,0,0,0
k377648,0,0,0,0
k11075,0,0,0,0
k314014,0,0,0,0
k342469,0,0,0,0
k85630,0,0,1,0
k273512,0,0,0,0
k158143,0,0,0,0
k417427,0,0,0,0
k420306,0,0,1,0
k233556,0,0,0,0
k64911,0,0,0,0
k71091,0,0,0,0
k258680,0,0,0,0
k28639,0,0,0,0
k418827,0,0,0,0
k150601,0,0,0,0
k391337,0,0,0,0
k93760,0,0,0,0
k218805,0,0,0,0
k262944,0,0,0,0
k142848,0,0,0,1
k104090,0,0,0,0
k33622,0,0,0,0
k326647,0,0,0,0
k144810,0,0,0,0
k320552,0,0,0,0
k212149,0,0,0,0
k271015,0,0,0,0
k312638,0,0,0,0
k253289,0,0,0,0
k260236,0,0,0,0
k154636,0,0,0,0
k328023,0,0,0,0
k405670,0,0,0,0
k47005,0,0,0,0
k349914,0,0,0,0
k310309,0,0,1,0
k26228,0,0,0,0
k356080,0,0,0,0
k170053,0,0,0,0
k73339,0,0,0,0
k308130,0,0,0,0
k367439,0,0,0,0
k145290,0,0,0,0
k17304,0,0,0,0
k29699,0,0,0,0
k354615,0,0,0,0
k195036,0,0,0,0
k20455,0,0,0,0
k284505,0,0,1,0
k121038,0,0,0,0
k291036,0,0,0,0
k358545,0,0,0,0
k11460,0,0,0,0
k379397,0,0,0,0
k263470,0,0,0,0
k123723,0,0,0,0
k414682,0,0,0,0
k252808,0,0,0,0
k409824,0,0,0,0
k340225,0,0,0,0
k177946,0,0,0,0
k357526,0,0,0,0
k313303,0,0,0,0
k228990,0,0,0,0
k159693,0,0,0,0
k231166,0,0,0,0
k219576,0,0,0,0
k330132,0,0,0,0
k262958,0,0,0,0
k113199,0,0,0,0
k300343,0,0,0,0
k209820,0,0,0,0
k343591,0,0,0,0
k347211,0,0,0,0
k34999,0,0,0,0
k387873,0,0,0,0
k121893,0,0,0,0
k345058,0,0,0,0
k89985,0,0,0,0
k222776,0,0,0,0
k373344,0,0,0,0
k121905,0,0,0,0
k223682,0,0,0,0
k201939,0,0,0,0
k234529,0,0,0,0
k352575,0,0,0,0
k174765,0,0,0,0
k188348,0,0,0,0
k362745,0,0,0,0
k292636,0,0,0,0
k372060,0,0,0,0
k56183,0,0,1,0
k394129,0,0,0,0
k350205,0,0,0,0
k387190,0,0,0,0
k159814,0,0,0,0
k298585,0,0,0,0
k199105,0,0,0,0
k86448,0,0,0,0
k251514,0,0,0,0
k43160,0,0,0,0
k232694,0,0,0,0
k44689,0,0,0,0
k50475,0,0,0,0
k410037,0,0,0,0
k204278,0,0,0,0
k57151,0,0,1,0
k24836,0,0,0,0
k58552,0,0,0,0
k366088,0,0,0,0
k409620,0,0,0,0
k104833,0,0,0,0
k378318,0,0,0,0
k125710,0,0,0,0
k365032,0,0,0,0
k98697,0,0,0,0
k319337,0,0,0,0
k208297,0,0,0,0
k190972,0,0,0,0
k44876,0,0,0,0
k252087,0,0,0,0
k289514,0,0,0,0
k54776,0,0,0,0
k26424,0,0,0,0
k158961,0,0,0,0
k31484,0,0,0,0
k162655,0,0,0,0
k375514,0,0,0,0
k373840,0,0,0,0
k153847,0,0,1,0
k287968,0,0,0,0
k234711,0,0,0,0
k46088,0,0,0,0
k216350,0,0,0,0
k100969,0,0,0,0
k375926,0,0,0,0
k155569,0,0,0,0
k13936,0,0,0,0
k281093,0,0,1,0
k126179,0,0,0,0
k62948,0,0,0,0
k33537,0,0,0,0
k382242,0,0,0,0
k208113,0,0,0,0
k174649,0,0,0,0
k394275,0,0,0,0
k354987,0,0,0,0
k194100,0,0,0,0
k399355,0,0,0,0
k244722,0,0,0,0
k376096,0,0,0,0
k222033,0,0,0,0
k21613,0,0,0,0
k369890,0,0,1,0
k202032,0,0,0,0
k103086,0,0,0,0
k233440,0,0,0,0
k374141,0,0,0,0
k224468,0,0,0,0
k368604,0,0,0,0
k249486,0,0,0,0
k224634,0,0,0,0
k355065,0,0,0,0
k234291,0,0,0,0
k95606,0,0,0,0
k369727,0,0,0,1
k123331,0,0,0,0
k175178,0,0,0,0
k250870,0,0,0,0
k372906,0,0,0,0
k381609,0,0,0,0
k68269,0,0,0,0
k160269,0,0,0,0
k203075,0,0,0,0
k405928,0,0,0,0
k401706,0,0,0,0
k166710,0,0,0,0
k330239,0,0,0,0
k111744,0,0,0,0
k391554,0,0,0,0
k186917,0,0,0,0
k67534,0,0,0,0
k111135,0,0,0,0
k266492,0,0,0,0
k32985,0,0,0,0
k25302,0,0,0,0
k163740,0,0,0,0
k23208,0,0,0,0
k245313,0,0,0,0
k152749,0,0,0,0
k319833,0,0,0,0
k183386,0,0,0,0
k312037,0,0,0,0
k268621,0,0,0,0
k407394,0,0,0,0
k222746,0,0,0,0
k243276,0,0,0,0
k310106,0,0,0,0
k171616,0,0,0,0
k249886,0,0,0,0
k322910,0,0,0,0
k254601,0,0,0,0
k119762,0,0,0,0
k41394,0,0,0,0
k125406,0,0,0,0
k268100,0,0,0,0
k293988,0,0,0,0
k301276,0,0,0,0
k299078,0,1,0,0
k146712,0,0,0,0
k200514,0,0,0,0
k45597,0,0,1,0
k256455,0,0,0,0
k323460,0,0,0,0
k5974,0,0,0,0
k210039,0,0,0,0
k23767,0,0,0,0
k338526,0,0,0,0
k413889,0,0,0,0
k85210,0,0,0,0
k155511,0,0,0,0
k145703,0,0,0,0
k401208,0,0,0,0
k407325,0,0,0,0
k279827,0,0,0,0
k55602,0,0,0,0
k373020,0,0,0,0
k240610,0,0,0,0
k51087,0,0,0,0
k18283,0,0,0,0
k90318,0,0,1,0
k118957,0,0,0,0
k186057,0,0,0,0
k385405,0,0,0,0
k415465,0,0,0,0
k236086,0,0,0,0
k196218,0,0,0,0
k192977,0,0,0,0
k317672,0,0,0,0
k260581,0,0,0,0
k421634,0,0,0,0
k298807,0,0,0,0
k197057,0,0,0,0
k208589,0,0,0,0
k9022,0,0,0,0
k290422,0,0,1,0
k371413,0,0,0,0
k49655,0,0,0,0
k122329,0,0,0,0
k288810,0,0,0,0
k57135,0,0,0,0
k222847,0,0,0,0
k401250,0,0,0,0
k259968,0,0,0,0
k81233,0,0,0,0
k187766,0,0,0,0
k418998,0,0,0,0
k119590,0,0,0,0
k416500,0,0,0,0
k123673,0,0,0,0
k146659,0,0,0,0
k301611,0,0,0,0
k76483,0,0,0,0
k43067,0,0,0,0
k150536,0,0,0,0
k139834,0,0,0,0
k37380,0,0,0,0
k131186,0,0,0,0
k134479,0,0,0,0
k423384,0,0,0,0
k147188,0,0,0,0
k279127,0,0,0,0
k391033,0,0,0,0
k91928,0,0,0,0
k218928,0,0,0,0
k115287,0,0,0,0
k331576,0,0,0,0
k296874,0,0,0,0
k399595,0,0,0,0
k59553,0,0,0,0
k216027,0,0,0,0
k224545,0,0,0,0
k112360,0,0,0,0
k160262,0,0,0,0
k64623,0,0,0,0
k330937,0,0,0,0
k115902,0,0,0,0
k359282,0,0,0,0
k230867,0,0,0,0
k376030,0,0,0,0
k257541,0,0,0,0
k121477,0,0,0,0
k159166,0,0,0,0
k191595,0,0,0,0
k349980,0,0,0,0
k53685,0,0,0,0
k398072,0,0,0,0
k100167,0,0,0,0
k223639,0,0,0,0
k278363,0,0,1,0
k83087,0,0,0,0
k221012,0,0,0,0
k135888,0,0,0,0
k25010,0,0,0,0
k38049,0,1,0,0
k358548,0,0,0,0
k267469,0,0,0,0
k71192,0,0,0,0
k127952,0,0,0,0
k115479,0,0,0,0
k335697,0,0,0,0
k68768,0,0,0,0
k205898,0,0,0,0
k158359,0,0,0,0
k265895,0,0,0,0
k82255,0,0,0,0
k279055,0,0,0,0
k238409,0,0,0,0
k89350,0,0,0,0
k218988,0,0,0,0
k192875,0,0,0,0
k337899,0,0,0,0
k38778,0,0,0,0
k112539,0,0,0,0
k275634,0,0,0,0
k273544,0,0,0,0
k269175,0,0,0,0
k336960,0,0,0,0
k231038,0,0,0,0
k74945,0,0,0,0
k344584,0,0,0,0
k255494,0,0,0,0
k206757,0,0,0,0
k10694,0,0,0,0
k414216,0,0,0,0
k138771,0,0,0,0
k34494,0,0,0,0
k194574,0,0,0,0
k72533,0,0,0,0
k196646,0,0,0,0
k40184,0,0,0,0
k164770,0,0,0,0
k242062,0,0,0,0
k318469,0,0,0,0
k153194,0,0,0,0
k143073,0,0,0,0
k102164,0,0,0,0
k170027,0,0,0,0
k132410,0,0,0,0
k329810,0,0,0,0
k281604,0,0,0,0
k261684,0,0,0,0
k412798,0,0,0,0
k390842,0,0,0,0
k210203,0,0,0,0
k399320,0,0,0,0
k43035,0,0,0,0
k305743,0,0,0,0
k410031,0,0,0,0
k253517,0,0,0,0
k203613,0,0,0,0
k48265,0,0,0,0
k217364,0,0,0,0
k383407,0,0,0,0
k185947,0,0,0,0
k245401,0,1,0,0
k53641,0,0,0,0
k21076,0,0,0,0
k244965,0,0,0,0
k11213,0,0,0,0
k114408,0,0,0,0
k197743,0,0,0,0
k156356,0,0,0,0
k176751,0,0,0,0
k258231,0,0,0,0
k336375,0,0,0,0
k310049,0,0,1,0
k266272,0,0,0,0
k10908,0,0,0,0
k197525,0,0,0,0
k2807,0,0,0,0
k230950,0,0,0,0
k313478,0,0,0,0
k184370,0,0,0,0
k339462,0,0,0,0
k312554,0,0,0,0
k159663,0,0,0,0
k77810,0,0,0,0
k66028,0,0,0,0
k38531,0,0,0,0
k228598,0,0,0,0
k156025,0,0,0,0
k318927,0,0,0,0
k171684,0,0,0,0
k348194,0,0,0,0
k148336,0,0,0,0
k131500,0,0,0,0
k174301,0,0,0,0
k322569,0,0,0,0
k354467,0,0,0,0
k200871,0,0,0,0
k207047,0,0,0,0
k407467,0,0,0,0
k103733,0,0,0,0
k331031,0,0,0,0
k242601,0,0,0,0
k133586,0,0,0,0
k229775,0,0,0,0
k77073,0,0,0,0
k195152,0,0,0,0
k133898,0,0,0,0
k9302,0,0,0,0
k318346,0,0,1,0
k96121,0,0,0,0
k280720,0,0,0,0
k103201,0,0,1,0
k356397,0,0,0,0
k265377,0,0,0,0
k80691,0,0,0,0
k151438,0,0,0,0
k342274,0,0,0,0
k185175,0,0,0,0
k360232,0,0,0,0
k175148,0,0,0,0
k393043,0,0,0,1
k65834,0,0,0,0
k285689,0,0,0,0
k211104,0,0,0,0
k158870,0,0,0,0
k116770,0,0,0,0
k315303,0,0,0,0
k272429,0,0,0,0
k403733,0,0,0,0
k178378,0,0,0,0
k239036,0,0,0,0
k231170,0,0,0,0
k66900,0,0,0,0
k231622,0,0,0,0
k13620,0,0,0,0
k22734,0,0,0,0
k350114,0,0,0,0
k253049,0,0,0,0
k196878,0,0,0,0
k291340,0,0,0,0
k237650,0,0,0,0
k78627,0,0,0,0
k239307,0,0,0,0
k337180,0,0,0,0
k86772,0,0,0,0
k200112,0,0,0,0
k363298,0,0,0,0
k139990,0,0,0,0
k347314,0,0,0,0
k237926,0,0,0,0
k331382,0,0,0,0
k126155,0,0,0,0
k154335,0,0,0,0
k220710,0,0,0,0
k91271,0,0,0,0
k129192,0,0,0,0
k290860,0,0,0,0
k74733,0,0,0,0
k157779,0,0,0,0
k48624,0,0,0,0
k258410,0,0,0,0
k175650,0,0,0,0
k221685,0,0,0,0
k331697,0,0,0,0
k279959,0,0,0,0
k353787,0,0,0,0
k280496,0,0,0,0
k227957,0,0,0,0
k367379,0,0,0,0
k266880,0,0,0,0
k37018,0,0,0,0
k204999,0,0,0,0
k219799,0,0,0,0
k353708,0,0,0,0
k113045,0,0,0,0
k972,0,0,0,0
k68000,0,0,0,0
k413710,0,0,0,0
k172277,0,0,0,0
k117999,0,0,0,0
k372577,0,0,0,0
k90209,0,0,0,0
k32655,0,0,0,0
k191690,0,0,0,0
k137257,0,0,0,0
k341149,0,0,0,0
k300350,0,0,0,0
k222795,0,0,0,0
k261788,0,0,0,0
k237762,0,0,0,0
k131101,0,0,0,0
k73390,0,0,0,0
k764,0,0,0,0
k91266,0,0,0,0
k317937,0,0,0,0
k410944,0,0,0,0
k287768,0,0,0,0
k419837,0,0,0,0
k289443,0,0,0,0
k101391,0,0,0,0
k410327,0,0,0,0
k314614,0,0,0,0
k323489,0,0,0,0
k306979,0,0,0,0
k359503,0,1,0,0
k24825,0,0,0,0
k195651,0,0,0,0
k306543,0,0,0,0
k359172,0,0,0,0
k173764,0,0,0,0
k200925,0,0,0,0
k73327,0,0,0,0
k200625,0,0,0,0
k260612,0,0,0,0
k16912,0,0,0,0
k186889,0,0,0,0
k17823,0,0,0,0
k65480,0,0,0,0
k380363,0,0,0,0
k360126,0,0,0,0
k86656,0,0,0,0
k341850,0,0,0,0
k234079,0,0,0,0
k27147,0,0,0,0
k246096,0,0,0,0
k193964,0,0,0,0
k337375,0,0,0,0
k211967,0,0,0,0
k77263,0,0,0,0
k397182,0,0,0,0
k419375,0,0,0,0
k241510,0,0,0,0
k129094,0,0,0,0
k365024,0,0,0,0
k42487,0,0,0,0
k64964,0,0,0,0
k193324,0,0,0,0
k160478,0,0,0,0
k159273,0,0,0,0
k32327,0,0,0,0
k14209,0,0,0,0
k226314,0,0,0,0
k306091,0,0,0,0
k373539,0,0,0,0
k85167,0,0,0,0
k368811,0,0,0,0
k211627,0,0,0,0
