Key_2_4,ParticleID_2,ParticleID_41,ParticleID_26,ParticleID_22,ParticleID_15
k61269,143.10399999999998,17.2706,74.6948,58.0699,952.204
k24266,154.899,-82.1188,54.6211,30.2618,683.7560000000001
k62050,160.692,-89.9032,198.753,105.317,987.555
k8410,132.912,-18.4244,44.8493,43.9968,733.58
k69613,12.121,-19.7091,116.733,2.1359,244.183
k37526,134.954,-63.092,152.194,38.2084,567.986
k23599,123.998,-5.47315,113.089,34.3758,643.686
k54107,123.308,-27.3504,132.87,61.9334,722.247
k39412,160.365,-88.8367,172.949,53.1962,632.832
k37604,60.7761,-11.2287,115.803,19.4849,478.127
k48457,93.6901,-18.1376,154.703,80.268,1084.36
k38329,46.0137,-60.1067,116.87,18.75,431.708
k24594,147.924,-39.2496,158.265,50.5431,524.86
k23876,77.9307,-55.2044,157.351,38.8433,645.69
k23213,34.4421,51.1539,245.802,56.2729,1341.5
k17592,71.2437,-64.6157,48.1832,35.7271,525.34
k37953,149.32,-25.1978,176.265,59.7483,1003.98
k19682,105.891,-16.4095,112.715,75.145,899.435
k27849,25.1731,-58.6141,145.809,31.3222,538.429
k12118,106.435,-0.130237,46.0611,138.483,1134.1
k6606,78.1564,-16.8745,84.3591,70.556,612.9490000000001
k38993,73.1243,-30.5546,14.8027,141.319,611.462
k45304,94.0808,-46.1871,138.901,43.1896,581.82
k39514,40.6365,-52.4418,132.556,57.8255,391.529
k71904,136.472,-29.2617,69.966,17.8656,449.983
k25772,134.65200000000002,-34.3979,106.048,75.1148,837.37
k48720,123.418,-7.16375,142.77,82.6731,760.189
k66220,121.27,-54.1324,118.859,30.3352,487.074
k34896,85.7772,0.24472,267.541,115.403,1152.61
k35011,287.647,-49.3503,151.162,29.7969,578.61
k39940,110.557,-79.5035,141.749,35.0529,672.427
k40555,26.5167,-26.8695,5.12022,30.3133,366.001
k45176,126.535,-48.3107,142.224,37.4714,549.327
k56614,156.393,-32.4685,170.334,63.1733,689.427
k36723,140.155,-19.6064,150.04399999999998,55.917,899.712
k28736,46.8604,-47.7892,137.273,37.0435,623.942
k63200,92.7151,-54.7699,84.8009,34.7073,703.725
k3882,129.912,-23.4978,167.014,66.1887,649.271
k28327,37.8361,-47.2907,170.90599999999998,56.4328,830.572
k2423,127.764,19.6226,129.091,43.6112,776.2460000000001
k62243,93.294,-27.5608,120.85,19.6731,669.5110000000001
k21794,87.8334,-7.09754,149.16,67.4058,357.665
k58411,103.322,-52.0547,113.687,28.6231,611.531
k48893,76.0878,50.7438,113.913,0.257739,354.511
k9619,124.87,-17.5607,134.257,31.1162,528.55
k67293,20.6214,9.24968,18.8588,131.833,1449.33
k45877,103.521,-45.6434,121.595,20.4898,520.997
k25803,87.1308,-52.9584,142.65,82.3104,661.105
k53300,52.9094,-32.978,30.4182,36.4167,700.4019999999999
k47428,146.566,-59.4103,166.22299999999998,38.6177,668.692
k52647,153.899,-41.8923,11.7201,89.0398,867.5039999999999
k37039,84.2303,47.1941,193.381,81.7515,747.758
k35714,136.351,-39.5274,104.555,111.015,504.469
k70166,40.139,-30.9897,3.60733,25.9181,610.923
k23481,135.968,-47.9877,139.006,11.7146,551.4069999999999
k10682,193.616,0.5946779999999999,60.0522,35.2924,816.187
k37393,92.7494,-50.5269,92.4274,75.6133,702.2689999999999
k32439,183.151,-18.7353,159.458,78.8597,474.664
k69807,119.318,-17.6101,43.1588,32.9153,418.249
k50345,98.8778,-71.9139,8.46149,64.3715,758.6610000000001
k54130,127.563,-23.246,169.68200000000002,37.2243,613.803
k67626,35.2557,7.00818,179.31,51.4869,652.656
k44694,29.9936,16.9094,80.4156,28.6172,476.8730000000001
k34720,130.195,-23.1759,151.216,22.7211,628.115
k47778,130.20600000000002,-4.26414,182.224,87.4619,754.557
k30587,35.4936,-68.4009,113.827,39.3358,488.444
k49460,35.4557,-46.8873,51.2953,17.283,365.897
k56902,125.34,18.3553,46.6649,28.2911,716.1510000000001
k39337,60.6356,30.7549,122.895,46.0,468.417
k8051,37.0975,-41.6382,93.2174,38.9484,483.881
k72412,23.3127,-57.2474,100.668,72.0614,688.6189999999999
k45259,184.852,-43.9986,153.018,142.989,1542.24
k18610,106.785,18.9095,154.295,145.70600000000002,1076.18
k57278,81.0709,-63.9967,114.485,17.4778,553.1469999999999
k42918,78.8419,-56.2695,41.0908,76.7435,603.028
k17007,75.258,-12.8543,35.6486,97.4171,1369.87
k17364,136.02200000000002,17.7318,169.673,38.9301,719.36
k43620,110.709,-21.9631,3.57201,62.2659,633.555
k50495,131.55700000000002,50.9383,132.583,3.90685,428.757
k42988,93.2276,-25.0003,128.89600000000002,42.8419,638.313
k7231,80.1818,-16.9776,108.227,33.0991,592.361
k54869,62.3137,-36.3985,160.30700000000002,68.8565,1171.94
k44848,127.27,-15.7391,2.07064,35.8395,489.091
k9699,42.0892,-68.7937,200.855,71.4206,1535.51
k21565,1.4316799999999998,12.9516,104.949,84.7231,1769.93
k57279,120.649,-17.7604,1.85011,46.9005,428.571
k3639,126.173,-39.0896,134.963,54.5898,884.6510000000001
k24202,116.751,-42.3884,117.634,26.073,844.1410000000001
k54193,103.783,-63.0925,108.609,50.295,524.413
k33338,16.214,-20.9005,59.8501,28.555,285.778
k35382,143.83100000000002,-58.4425,143.81,65.3848,587.236
k47384,118.078,-62.6658,147.776,35.5716,551.455
k37066,152.582,-5.07794,155.22899999999998,66.1774,561.705
k45607,88.1273,-14.8254,86.138,15.3467,573.488
k34234,100.696,11.8915,142.656,35.3752,548.768
k27502,95.9921,-61.7814,93.444,53.1077,636.972
k69047,165.956,-6.686389999999999,139.14700000000002,52.4209,518.487
k17324,460.474,-18.3711,12.6255,140.731,899.8919999999999
k63453,58.3978,-81.1981,87.9251,14.9643,570.17
k40720,128.327,-85.6033,139.959,69.5679,1519.19
k70934,87.0958,10.3608,26.6486,58.5373,964.95
k69324,110.662,-23.9813,106.01,29.3159,555.248
k8182,106.802,47.9421,127.71,44.2668,862.8660000000001
k12503,47.5234,-39.0437,74.592,18.1487,492.456
k63404,17.6616,15.0965,58.8413,41.8323,834.91
k56535,92.322,-28.0954,0.916461,66.035,339.259
k13229,24.6205,18.5531,260.338,53.662,840.192
k54322,97.3534,-14.6389,101.432,50.0636,905.986
k39502,113.274,-12.5687,124.485,7.72133,350.29400000000004
k31076,108.402,-47.7584,1.05762,81.0008,801.2539999999999
k35393,271.906,-62.4839,160.553,23.1585,623.323
k69181,162.267,-36.4295,9.18162,64.6471,834.6489999999999
k12762,162.536,-54.4723,167.424,55.5761,772.725
k17689,101.684,-5.60263,52.3408,75.872,805.2289999999999
k48289,115.055,-48.8634,151.156,58.7362,608.082
k12071,123.499,-66.1137,124.384,16.7607,518.923
k34551,55.7702,-54.3182,46.904,59.3309,485.3730000000001
k16669,104.018,-18.2668,11.2159,83.6004,1103.15
k2001,-999.0,-999.0,-999.0,-999.0,-999.0
k64774,59.2395,36.0732,154.23,28.5775,1134.17
k13768,118.757,-26.4969,39.5265,36.7381,745.1410000000001
k72794,142.781,-42.1127,4.78605,31.8226,672.689
k38523,153.805,-25.4044,165.878,68.0656,745.877
k62110,111.817,-88.3367,142.501,28.1044,459.861
k60344,125.551,10.377,124.39,28.5955,448.6880000000001
k1653,80.7109,-87.6217,89.1507,102.282,444.984
k65487,101.348,-63.9182,153.833,50.1984,766.678
k44623,116.339,-71.7989,165.067,73.2268,515.9730000000001
k7123,71.2538,14.9962,117.825,15.0372,513.4780000000001
k4725,130.929,-40.9004,132.132,35.7529,638.3
k52281,20.3338,-41.9005,116.702,32.2383,630.805
k20604,82.2484,-74.7931,192.522,89.2513,1099.99
k59001,130.255,-28.0548,130.003,33.3603,613.009
k64270,154.69899999999998,41.0148,177.17700000000002,53.6272,522.122
k31708,151.328,-4.0176300000000005,194.377,67.2179,547.8330000000001
k66389,150.95,17.2657,169.19099999999997,100.342,782.993
k29102,111.131,-44.6883,130.707,19.4738,475.637
k56473,48.1921,13.0403,80.652,98.8317,743.86
k66184,16.1141,-97.4459,131.463,51.7344,927.627
k15465,150.733,-72.924,179.28400000000002,69.3819,720.628
k50125,52.2877,-9.70506,164.601,46.0548,425.602
k43244,167.718,-6.804530000000001,215.234,257.087,1457.79
k71338,152.864,-29.8195,137.575,18.4015,506.578
k42170,137.048,-47.4755,138.595,22.1108,747.826
k45984,121.957,-27.5548,136.225,42.4766,542.86
k61710,73.5744,-59.6151,142.243,50.3071,626.428
k6933,126.827,-46.2615,4.80005,58.6598,529.143
k64899,155.627,-33.5732,157.313,49.277,780.57
k45799,141.463,12.4429,117.55,52.815,626.581
k37328,132.958,-41.7448,163.083,40.7654,664.21
k53355,109.807,-6.2793,133.865,61.8271,826.245
k45438,110.596,-16.2967,114.678,89.4076,969.047
k69860,99.1289,-43.5288,96.2415,22.6812,405.007
k50479,108.328,-43.5074,116.94,23.0221,473.2
k62304,83.6493,-13.3117,54.7162,67.0402,323.279
k18641,129.928,-23.9638,1.74321,48.544,763.572
k17060,132.631,48.1689,22.0328,27.6915,569.086
k21358,99.3414,-51.7523,117.413,44.1188,562.4
k44916,32.2792,-1.02506,92.8628,101.583,1704.95
k32381,138.822,-35.1771,14.6458,46.3316,633.66
k53953,58.7002,-22.2667,0.843483,100.956,743.711
k24686,145.024,-15.7586,134.985,74.7597,579.706
k33960,86.5607,-26.3473,54.1571,30.6708,460.293
k68339,124.23,-66.1661,143.985,59.3372,614.554
k60579,266.85400000000004,-50.3666,115.171,13.0765,563.606
k3696,102.235,-47.3309,57.8318,13.109,521.087
k9230,133.981,-30.279,153.67,37.7273,607.304
k63997,125.291,-26.3719,120.739,71.6828,910.618
k19127,95.8115,-73.0754,160.653,50.8736,738.2460000000001
k34338,92.4942,-48.8781,122.444,40.6131,665.072
k69812,183.945,-64.2142,302.303,147.82399999999998,1293.27
k10289,126.005,-243.373,116.415,16.1692,599.679
k15567,28.6881,-52.1874,137.244,62.9979,1301.66
k49727,109.575,-79.5856,141.64600000000002,65.294,1127.9
k44309,76.6666,-9.0182,117.912,51.5957,704.295
k58146,92.4788,-2.67792,112.72,23.8367,534.734
k67233,190.234,-40.1732,125.948,29.07,613.472
k40344,124.58,-12.3076,27.1214,62.0003,572.196
k19573,98.878,-24.6114,12.9317,53.2732,761.03
k31777,128.481,-55.683,163.201,69.1486,771.655
k70218,121.826,-44.1166,179.34400000000002,103.191,957.576
k35163,150.08100000000002,-27.2805,99.5636,54.1916,916.08
k5421,146.711,-39.952,152.252,92.224,593.0840000000001
k20368,57.8755,26.9579,11.0572,125.318,836.512
k45732,73.774,-26.7842,17.8377,97.371,729.122
k64789,151.149,18.3371,95.8149,22.3804,666.82
k62092,72.9707,-36.1564,4.11232,83.4848,384.821
k21434,90.1078,-47.5197,162.001,68.4935,653.054
k22323,122.844,-54.0018,133.871,27.6996,572.229
k8320,117.412,-1.0659,141.78799999999998,22.3433,575.635
k46489,3.0901400000000003,-33.9552,120.811,20.4435,501.98
k55807,126.559,-45.8938,159.236,33.6788,490.475
k40660,120.97,-30.9509,139.278,45.4401,441.92
k45885,140.118,-20.3586,150.028,44.8148,615.504
k47381,137.10299999999998,13.7426,6.0569,85.6103,930.878
k22767,105.278,-44.725,118.433,49.986,496.114
k71089,143.751,-23.3505,125.229,62.6291,588.513
k21404,74.7573,-7.525289999999999,75.9091,42.8926,703.5
k33183,77.7685,-39.3451,138.183,48.548,1149.06
k149,176.53799999999998,-7.41868,199.378,54.3521,806.938
k11948,69.6998,-73.2619,104.03,36.3444,765.322
k7602,196.386,-72.7852,254.218,155.52100000000002,1790.44
k4322,57.6999,-37.8292,77.0386,30.4595,434.972
k34146,150.697,-20.1909,2.80941,116.371,1100.0
k69599,81.9269,-61.5221,67.0954,34.7424,588.999
k54972,77.0153,-19.8006,25.5183,63.6424,455.443
k35540,97.7084,-53.4225,148.628,71.7532,659.946
k7154,137.049,-14.6292,136.308,48.934,609.143
k54975,141.259,-26.3946,104.937,28.7218,732.217
k24586,18.1994,-0.0764079,122.541,28.7134,457.685
k27974,57.3767,63.0264,54.472,47.5348,815.5269999999999
k29598,111.123,-150.236,219.571,13.086,1311.06
k16501,107.927,-30.8745,112.312,25.708,662.727
k49875,83.0084,-18.9394,136.82399999999998,40.1865,525.711
k57460,89.8808,1.44579,145.79399999999998,32.7972,647.939
k45528,80.4693,-64.495,75.2314,32.2914,552.621
k62700,57.6346,-71.7901,104.586,28.7232,545.648
k30122,57.6681,-32.0376,130.45600000000002,37.2535,474.968
k62490,126.557,-20.031,130.542,33.2987,570.835
k66104,149.195,-33.4935,134.57299999999998,37.5879,600.46
k22624,111.856,-77.0419,157.238,66.3801,698.8589999999999
k18321,96.7413,85.5923,104.583,25.86,833.513
k72184,11.7848,-144.64700000000002,0.0,2.4562,243.242
k29682,99.2739,-65.0642,162.72,60.95,1144.22
k33329,149.434,-28.4748,128.635,31.6523,737.863
k66182,59.9498,-10.5934,93.7121,69.738,843.518
k65851,69.4335,-20.7136,53.4442,21.7533,670.3839999999999
k59025,140.347,21.9125,37.8065,47.569,849.4630000000001
k51210,115.516,-25.8277,5.2068,62.2794,935.499
k68938,162.291,16.787,108.48,71.2672,1078.65
k40062,131.179,-28.3352,33.1846,116.581,1715.46
k53709,4.41589,-17.2497,1.92916,21.4515,379.832
k38508,109.26,-22.1958,128.24200000000002,28.3066,574.297
k38168,175.546,-131.69,126.753,26.0683,649.169
k23180,134.857,-36.6625,123.315,31.8649,580.974
k48343,122.091,-46.7231,169.993,52.442,784.62
k13818,78.0497,20.8214,62.3038,5.39802,488.402
k34537,91.4442,5.28568,130.053,31.3874,657.638
k57828,134.352,21.8343,73.6769,44.6312,751.515
k61610,143.201,-25.3683,171.511,57.4211,779.058
k44381,96.6332,-82.2344,182.178,9.97522,723.931
k31696,6.8117,-8.872010000000001,55.4421,219.758,853.9580000000001
k47872,113.371,-33.4743,132.724,53.8876,572.7040000000001
k23886,109.83,-63.5916,119.557,36.0011,638.335
k43214,85.9241,20.1087,60.8995,86.7111,1334.98
k35833,112.376,-47.2264,145.256,21.8954,742.943
k27960,72.0615,-44.5614,35.1557,37.3542,586.249
k3895,157.341,-52.0267,143.217,43.4,677.928
k34854,165.22400000000002,7.878439999999999,87.1516,57.9076,872.552
k4733,154.003,-32.4103,63.58,46.8338,706.039
k39592,53.7008,-33.6343,3.41691,28.5976,513.614
k61248,139.884,-54.3485,173.612,58.5717,522.931
k12535,80.4381,-78.0433,247.764,73.6338,943.67
k63816,118.408,-49.1051,126.078,70.1852,833.648
k15688,11.2061,-16.1114,11.0195,76.7336,780.564
k65099,119.976,4.26287,79.0857,51.911,907.955
k52481,-999.0,-999.0,-999.0,-999.0,-999.0
k42498,157.283,-48.6362,190.351,238.257,864.563
k71524,131.498,-38.7022,109.388,23.2965,663.508
k422,244.666,-53.1591,182.388,55.1611,939.05
k57930,345.279,-69.945,202.957,75.0122,934.261
k62622,194.305,6.48759,129.142,124.398,1448.07
k33548,101.882,-41.4696,47.6575,60.3092,903.095
k62844,137.768,-43.1451,111.955,20.2044,527.925
k55091,105.962,-31.5672,132.292,32.9996,625.653
k4111,120.966,-59.3258,9.05923,34.4609,593.36
k38926,145.52700000000002,-127.396,9.40044,99.5415,970.424
k15343,109.772,22.0217,106.699,113.999,1040.38
k47149,166.919,85.8478,159.077,17.8417,583.977
k71887,53.4775,10.1344,16.2242,68.7601,866.643
k52244,72.5902,-34.3111,7.31083,37.3693,645.781
k46241,14.5052,11.1506,99.8673,102.055,831.145
k23988,127.396,-42.9319,157.077,29.492,657.075
k44853,122.409,-70.2425,171.192,45.1172,964.255
k24722,340.033,-40.2531,126.917,97.2202,600.337
k607,294.496,-17.9356,218.837,77.9426,622.495
k3174,66.8946,-12.3921,101.936,37.5539,598.7909999999999
k40780,20.9481,-48.4571,158.955,65.1922,654.179
k23998,33.3365,16.0674,50.7786,54.4968,948.889
k69125,143.45,-19.7986,154.119,24.7698,669.684
k39012,16.3601,-226.134,41.9264,6.674810000000001,248.205
k25956,51.3504,-13.8906,34.4564,30.9894,584.159
k14800,0.775149,-31.768,64.2113,52.3504,261.348
k45558,34.558,-40.921,91.6395,37.0269,511.489
k36765,131.9,-30.237,144.656,30.8531,498.584
k20038,141.718,-55.7247,143.543,39.063,729.553
k12834,76.6698,-48.0123,3.3003400000000003,46.1203,447.298
k1107,104.681,-69.0139,135.403,40.6163,692.426
k46710,141.44799999999998,-10.146,109.62,33.9157,544.1990000000001
k68833,102.961,1.33425,43.047,88.8834,849.1060000000001
k51950,15.1297,16.5141,47.7808,38.1969,397.434
k58679,115.685,-11.4715,93.9247,38.3101,673.525
k21964,148.69299999999998,-35.1583,161.259,47.3246,573.7040000000001
k29295,136.19299999999998,14.9533,213.857,31.6899,865.17
k55871,49.9359,-40.0717,188.558,90.9334,940.738
k42373,45.8822,-247.955,78.7404,13.0761,924.109
k68886,128.042,-54.6795,131.55700000000002,38.7369,771.2719999999999
k56152,112.484,-61.0681,146.62,44.4031,550.198
k44824,84.7171,-47.6552,173.89,39.7105,537.633
k58228,89.1622,-58.1058,125.388,29.5845,560.619
k19963,86.5734,-24.5853,92.8138,70.0449,1024.17
k9803,142.227,-34.6105,120.75,22.5138,585.2669999999999
k26432,27.3548,-9.61215,183.729,62.6179,681.5239999999999
k31244,175.517,-90.3215,230.927,144.639,1265.25
k60692,115.199,-20.1428,131.031,26.3847,508.023
k9159,156.45600000000002,-39.7542,141.371,72.3148,1023.68
k12761,72.3364,-38.3315,125.205,41.6055,493.155
k24197,82.4236,56.8926,135.293,33.7077,471.733
k64732,68.2731,-44.7983,95.9797,54.9211,537.499
k68201,109.078,-48.3341,119.212,29.3758,561.528
k36296,90.0374,-30.9217,138.374,58.1723,472.323
k25192,143.392,-49.1583,23.4532,167.419,920.719
k15170,27.701,14.4443,9.25753,193.818,2154.16
k15496,107.232,-43.6074,122.214,55.6555,690.3330000000001
k10980,169.49400000000003,-8.46101,86.2348,49.0159,1078.85
k9584,10.1283,-36.8165,11.8613,67.6673,831.461
k9281,86.1259,-32.9471,10.4553,42.2523,229.522
k5601,1.50256,-45.6741,107.588,117.1,801.592
k12670,118.003,-7.01882,184.314,73.7942,737.242
k17813,110.295,-9.32586,89.3526,53.0528,787.069
k32307,92.9938,-27.4404,140.636,56.7105,725.637
k68609,118.696,-56.0018,87.7107,15.081,494.429
k68885,137.80100000000002,-38.792,137.998,48.4011,436.032
k25203,107.866,-5.58841,112.267,43.7694,616.788
k5454,140.122,37.0868,131.25,47.1862,620.018
k17709,126.997,-42.0396,160.985,69.3381,583.969
k65175,42.5382,-41.2952,68.4075,22.9811,613.368
k48016,113.037,-35.6231,113.193,26.3317,575.549
k14462,109.515,23.3205,130.616,26.5296,627.385
k18081,127.393,-86.1815,166.31,53.1971,968.653
k72067,125.739,-20.0297,162.656,59.2952,592.295
k64292,19.0982,-37.3153,117.9,52.8384,630.076
k64145,167.47299999999998,13.9191,176.308,73.2434,846.507
k61011,122.253,-5.65855,188.847,59.8036,562.303
k19373,116.653,-9.23353,147.213,41.1644,850.977
k18498,146.74,2.45961,116.616,56.896,769.0239999999999
k40741,69.0013,-21.2502,0.0,27.9642,439.597
k18823,147.69,24.3393,66.7906,20.1122,796.648
k51984,67.1597,-24.7739,74.5898,67.9841,501.725
k18764,131.19299999999998,-35.3107,146.939,26.7442,622.656
k12029,137.668,-8.48811,148.513,68.9493,610.842
k43910,9.39847,-50.9377,86.8583,15.5485,414.492
k71832,57.7853,-23.3049,237.278,175.37400000000002,756.622
k28388,40.0471,-28.1781,156.298,69.1564,854.311
k43977,171.295,3.33172,75.6731,184.657,949.186
k35388,78.6773,-231.436,70.7355,8.33557,601.716
k15556,141.248,-25.3263,69.0141,59.2112,532.2769999999999
k48043,111.58,14.0336,173.78599999999997,67.3208,752.221
k72631,21.9047,-29.1976,181.585,51.7474,691.8739999999999
k24747,-999.0,-999.0,-999.0,-999.0,-999.0
k16417,169.678,-44.7321,167.78799999999998,35.9357,762.806
k44307,87.9741,8.044080000000001,157.30200000000002,101.905,1245.49
k64204,126.933,-48.0154,143.15200000000002,29.3769,562.995
k31136,38.0324,-45.1183,143.52100000000002,22.6362,582.977
k13414,35.8198,-9.25551,158.27100000000002,125.195,1330.1
k1422,135.634,-28.6856,173.72799999999998,57.5697,593.033
k17728,149.47299999999998,12.5555,115.369,28.1226,667.052
k40207,137.97,46.2392,107.666,11.5939,599.591
k7556,139.984,-22.2663,119.414,56.7369,591.304
k52405,77.324,-33.2931,137.321,103.022,718.8480000000001
k31239,105.014,6.39072,159.898,191.45,1863.0
k66549,194.584,-45.6563,167.608,53.5757,686.418
k6448,111.571,-3.07247,35.1832,38.8994,818.763
k41741,94.0686,-44.3533,166.528,26.0319,622.639
k61152,124.659,-30.9659,126.509,47.5002,725.7280000000001
k4816,34.8051,-14.9981,1.57657,35.4528,593.177
k28047,134.56799999999998,-5.71986,134.741,27.3751,722.25
k71083,62.9908,24.0256,55.4349,89.6721,648.361
k46589,90.034,9.65688,127.66,30.0843,491.771
k48075,115.851,-33.5448,144.533,74.3767,762.005
k65939,144.387,-54.7666,167.122,53.0361,717.836
k62551,141.259,-26.4198,140.76,35.0835,659.737
k6674,418.149,-13.3732,60.5554,27.84,681.845
k33689,120.455,-13.5626,170.53099999999998,47.9617,650.466
k26904,92.4844,19.209,111.621,79.8561,1065.79
k12671,161.634,12.5743,115.985,35.8863,655.59
k66241,99.7489,-15.4246,42.83,95.5912,878.586
k61527,98.8143,-30.8706,126.665,94.8497,596.375
k63872,149.664,-20.1687,146.496,55.2996,721.998
k34642,166.63299999999998,42.299,135.136,81.4438,843.164
k9668,477.804,4.03848,165.97400000000002,82.004,893.947
k3824,135.186,-49.7379,15.9683,31.5146,539.679
k14022,48.1532,-49.4505,79.948,20.3903,351.43699999999995
k57726,167.15,-27.081,211.739,108.846,727.5110000000001
k21673,14.7179,-289.148,41.1578,1.21034,211.636
k14749,7.22699,-6.49801,82.4566,35.1146,336.98400000000004
k43246,2.14558,-16.0187,12.3447,102.37,877.735
k42407,109.491,-15.1851,107.806,49.9445,738.705
k24538,150.996,8.9052,160.72299999999998,178.19,1950.0
k5279,7.758830000000001,14.376,122.228,72.973,909.689
k10927,51.2761,-60.6516,89.7671,31.3227,453.973
k40144,5.73599,-27.4658,74.0362,40.7189,529.132
k51494,95.524,-28.8638,113.001,16.0446,561.39
k51832,187.216,-18.7066,93.7862,51.5836,437.397
k27752,27.9853,-34.6309,7.54356,22.7649,501.966
k63728,401.234,-86.8616,357.417,129.127,1797.74
k40125,83.3668,-35.8783,103.945,12.8729,379.477
k67303,12.7185,-12.5807,71.5913,11.5577,316.624
k20390,21.9255,-25.1795,177.082,86.9776,667.797
k52931,37.1759,-45.4066,126.11,35.6049,781.4060000000001
k34238,90.0173,-42.7075,100.149,87.7831,618.399
k34172,152.562,13.7546,133.57399999999998,9.77424,535.738
k43403,109.48,-37.0207,89.7652,59.3352,467.801
k70095,143.556,-34.9036,150.52200000000002,60.3378,728.212
k14872,110.368,-37.4847,119.627,43.8813,619.373
k67955,608.648,-35.7936,85.2937,161.96200000000002,1201.99
k45476,140.316,-77.7967,170.81799999999998,54.4293,641.923
k9713,82.9343,5.910080000000001,25.9534,123.426,708.6239999999999
k62181,329.538,-43.311,77.0466,18.8215,483.079
k57196,380.529,4.67322,210.719,120.589,1343.93
k71817,139.244,-45.1095,148.188,56.1724,797.341
k11505,106.044,-49.0138,4.52915,33.3943,386.43
k19562,24.8571,-56.2088,100.497,16.9336,328.38
k60533,59.5482,18.2116,47.075,49.2951,439.591
k48601,144.709,-1.20241,120.604,53.3691,647.398
k7873,148.44299999999998,2.40693,121.745,42.1222,675.568
k52206,102.703,-31.3575,68.8059,20.3044,498.47
k7325,105.024,-10.5658,11.4774,59.7842,794.066
k36111,4.55823,-73.5993,113.195,30.6835,367.55
k40977,54.3396,-43.7313,87.9706,31.4416,434.752
k52350,121.608,-28.6129,128.795,29.1327,677.8960000000001
k46040,157.815,-9.49231,168.25799999999998,40.1862,663.0219999999999
k72414,131.626,-19.4849,2.46413,47.5869,390.232
k4168,63.2559,14.169,98.726,148.732,1679.64
k30144,131.89700000000002,-115.194,76.9066,20.8923,757.154
k988,120.561,-36.3125,155.132,40.2169,584.124
k50540,123.76,-43.1009,99.4353,59.466,974.942
k68047,160.608,-25.1317,152.343,53.306,738.198
k46992,131.516,-99.0856,122.488,41.8153,544.555
k61628,26.8982,-56.4671,166.47400000000002,96.7569,734.1
k1909,104.918,-38.5428,110.927,20.3812,584.727
k27928,118.905,-7.9471,5.63796,72.2572,881.459
k12337,139.17,-7.295389999999999,70.3512,67.9917,804.216
k69932,137.467,-44.6121,135.194,30.7506,548.951
k6245,133.22,-24.5912,8.32768,38.7075,495.289
k8549,110.61,-23.6635,133.47,40.4651,764.137
k33878,95.0769,-17.5969,153.957,48.8343,754.3580000000001
k67941,321.344,-10.2481,64.88,38.5035,814.824
k2850,137.85299999999998,-18.3551,103.723,16.8511,573.993
k30635,140.611,-60.3278,154.001,30.9704,489.182
k33574,37.9438,-35.1913,7.557939999999999,23.4027,346.009
k11810,117.382,-40.027,150.001,27.362,507.05
k68016,138.811,-11.5305,123.365,26.3732,574.928
k12479,46.5024,-31.036,140.28799999999998,39.8409,440.307
k20763,101.767,8.0855,82.548,61.347,888.914
k33163,60.4502,-43.6867,22.8393,41.0945,625.996
k17380,54.2356,3.3248,44.7991,121.191,661.445
k22732,162.308,-20.3678,220.315,121.727,1075.13
k57148,164.541,-35.8896,8.98087,77.6344,1249.99
k31937,2.80498,11.1069,3.33567,59.3108,590.253
k5288,146.77700000000002,-5.36342,92.6286,42.2511,855.382
k1048,145.416,-43.6708,2.19723,155.366,449.475
k61487,129.355,28.6334,139.344,27.3101,680.068
k25729,5.49461,-52.9015,19.8784,33.2768,1006.92
k33500,96.6355,19.1031,96.4042,5.22503,842.763
k44304,113.271,15.0204,158.095,72.6684,904.868
k18053,237.168,-71.6275,227.245,124.714,1146.04
k45311,170.199,-11.5586,152.809,65.3527,884.1439999999999
k71809,67.2195,-77.3904,116.411,34.6568,717.309
k27521,151.755,-9.18901,181.076,74.1111,829.198
k48105,127.664,-11.0293,161.80700000000002,81.693,758.602
k9832,132.214,-96.947,106.172,54.6605,1028.67
k20244,115.661,-60.8888,103.965,37.4491,732.405
k1765,49.7862,-53.0506,138.299,47.3142,527.257
k41845,91.4216,34.4604,131.429,26.8532,527.672
k38999,113.543,-65.9548,175.507,44.6806,673.235
k41125,60.3523,9.60375,221.931,164.605,1588.7
k28264,112.739,-43.0038,137.63299999999998,65.8021,758.7180000000001
k51339,158.941,-56.6231,137.17,44.2146,794.704
k64801,36.3728,-21.6727,164.799,155.815,876.2639999999999
k48645,194.71400000000003,-50.1012,231.279,78.7533,1258.15
k7663,132.947,30.5297,116.268,55.9682,708.372
k56308,128.787,-42.7974,124.79,35.3737,988.067
k21686,107.841,-42.5066,17.1515,60.8892,749.158
k51483,122.987,8.26882,93.5611,30.1191,452.325
k16570,122.316,-60.9897,131.566,22.1702,548.519
k28819,133.014,-43.8134,79.7383,10.559,404.3080000000001
k5278,31.1422,-16.8547,76.1827,61.3122,991.553
k48557,116.9,-9.06989,126.223,31.1067,688.745
k57411,43.5769,-20.644,99.2353,66.0402,776.154
k42389,103.008,-43.5429,159.87,59.3494,974.447
k41488,172.09,-58.3116,151.782,53.0141,906.037
k69697,82.4361,-57.7997,141.71200000000002,32.3516,738.4910000000001
k20427,94.7524,-11.0231,154.654,105.22,526.611
k13996,147.347,-21.1881,165.15,84.5977,840.4739999999999
k4851,105.011,-55.5671,183.941,44.7115,834.2280000000001
k59355,156.86,-34.7345,177.85299999999998,170.766,1812.85
k10979,99.3029,-74.0999,119.104,45.7444,925.103
