Key_2_4,ParticleID_14,ParticleID_20,ParticleID_25
k67207,1.53722,-5.99887,-9.39274
k50595,1.89959,1.61321,0.640939
k5720,1.58655,-0.919868,-4.48514
k41070,1.64485,-1.85365,-4.3112
k20389,2.22632,-2.48127,-3.32395
k41470,1.58419,-3.66089,-2.17299
k50814,2.31703,-2.65091,-1.42445
k59753,1.82,-0.752865,-1.33132
k41453,2.1764,0.00549796,-0.564919
k55895,2.33118,-0.6985939999999999,-3.13758
k21973,1.87665,-3.65674,-2.84205
k6280,2.22793,0.353571,0.505033
k53338,1.64393,0.524126,1.03686
k21946,1.97719,2.8889,0.5213
k71444,1.74925,0.203781,0.0272287
k38451,2.50991,-2.74149,-6.22268
k27863,1.95516,0.712326,-0.035996
k54024,2.63402,-4.13422,-0.606769
k71165,1.89701,-2.94624,-4.32881
k66871,2.05386,-0.94578,-0.561186
k13404,1.6778,-1.96368,-2.24087
k54678,2.55201,0.738533,0.621645
k14842,2.32921,1.81905,0.251502
k58971,2.07843,0.8442040000000001,0.947032
k68571,1.98642,0.576433,-0.430921
k20432,2.19879,1.0921,1.176
k26299,2.03518,0.505497,0.0891324
k50209,2.55446,1.2658200000000002,0.8789389999999999
k16201,1.82992,-1.74317,-2.5274
k63043,2.37073,-5.99491,-3.36101
k65725,1.7505099999999998,0.5081899999999999,0.077797
k10115,2.37232,0.522518,0.349105
k45077,1.97824,-0.778455,-2.9836
k10492,2.50875,0.606564,-0.375552
k640,2.36524,-1.03209,-0.946059
k38919,2.09691,1.7432900000000002,1.32199
k28944,2.01312,2.46891,2.40098
k38991,2.04031,0.818188,1.14477
k69675,3.21516,0.865318,-0.0454998
k46427,2.76423,0.00979119,0.748451
k23965,1.81581,-2.78777,-1.42276
k70383,1.8299,1.08625,2.37898
k5232,2.04222,1.50889,0.1127369999999999
k6133,1.3826200000000002,-0.560503,-1.22719
k8875,2.04814,2.62866,0.648077
k19996,1.34166,-1.11375,-0.936883
k37002,2.91688,-1.18821,-0.8483450000000001
k38141,2.23423,-0.0292173,-0.155806
k59047,2.09894,0.941353,0.7920729999999999
k5603,1.99426,1.14899,0.2141559999999999
k37925,1.56205,-0.665929,-0.816595
k52700,1.23483,-0.151291,-0.141239
k37852,1.4828,-2.59059,-3.5819300000000003
k9802,2.02701,-0.199006,-1.54808
k10263,1.4619799999999998,0.056719,-0.843092
k50681,2.20592,1.20485,0.925441
k29814,2.008,1.36144,0.681932
k48821,1.77002,-4.30492,-3.7681
k34399,2.50821,0.992749,0.570466
k68005,2.04592,1.17636,0.988294
k21549,2.20365,-1.61876,-3.09906
k47501,2.07321,0.557462,0.797477
k70330,3.03016,2.68138,0.1925619999999999
k56831,1.89069,-1.05606,-1.49125
k44153,2.0811,-1.03333,-0.72855
k50989,1.987,-0.425318,-0.129329
k25755,2.18713,1.2733,1.05426
k49088,1.79283,0.890149,0.599366
k52614,1.7307,0.308663,0.404843
k58569,2.11108,-0.830792,-2.28747
k16113,2.4018,-1.6775799999999998,-5.857
k52971,2.39698,1.92419,0.300662
k2106,1.44115,1.84644,1.61665
k9146,2.09005,1.41098,0.988785
k26845,2.96342,-1.6678099999999998,-0.174567
k56968,1.95939,-0.241901,-0.514572
k37618,1.46872,0.773988,0.3098849999999999
k61577,1.79008,-3.32111,-4.44914
k6672,1.35345,0.544399,0.0211319999999999
k10540,2.94716,1.10555,0.36171
k46310,1.5925200000000002,-0.579807,-1.78732
k19148,1.96209,1.63451,0.0508961
k27422,2.1272,0.7930020000000001,0.259044
k48241,1.46305,-1.99634,-3.88022
k13024,2.03027,-3.18425,-6.06604
k63093,1.48461,-1.13113,-2.43292
k46691,1.7594599999999998,-0.229383,0.0119082
k23552,1.40143,-2.0101,-1.68605
k12109,2.72505,-0.4659819999999999,-0.0466039
k57588,2.02739,0.53768,0.291473
k18814,-999.0,-999.0,-999.0
k15346,1.7924099999999998,-1.86494,-0.8522770000000001
k57801,2.2864,3.98454,-1.7181799999999998
k37116,2.83221,0.365101,-0.1418289999999999
k58140,1.44738,0.467315,-0.4527779999999999
k40588,1.54751,0.00285671,-0.1363319999999999
k12221,2.14853,-4.87185,-3.00913
k12419,1.7374599999999998,-1.11961,-1.31013
k65104,1.39719,-1.41013,-1.05726
k8484,1.60582,-1.5357299999999998,-2.71853
k37170,2.38431,1.96375,0.259233
k27168,2.1063,1.46318,0.928254
k1758,1.7093599999999998,-1.4705,-1.40883
k17696,1.89179,-0.657608,-2.57051
k41083,1.43908,0.172983,0.0201132
k26857,2.30619,-0.434459,-0.952274
k9547,2.04969,-0.152126,-0.170246
k24773,1.94182,2.27918,0.459453
k65039,1.49849,-0.390806,-0.4391199999999999
k46072,1.63659,-0.391575,-0.472834
k68440,1.7540099999999998,0.029236,0.30007
k42339,2.56509,0.371602,0.153689
k10655,2.02275,-0.7987569999999999,-2.94674
k27414,1.58565,0.997561,0.170042
k21796,1.92786,-1.49206,-1.7061099999999998
k64640,1.48623,-0.6353489999999999,-0.7585189999999999
k4815,2.72125,0.396219,-1.34251
k39393,2.16701,-0.151753,0.307515
k53015,3.05997,1.09248,-0.514538
k18617,1.58062,0.329391,0.0925548
k20668,2.29957,1.24738,0.5695600000000001
k57839,1.89218,1.95019,2.91522
k34844,1.5684,0.53005,0.0558761
k570,2.9328,2.10049,1.7330599999999998
k5920,2.42328,0.671129,1.26367
k42073,2.07619,0.194104,0.456453
k9522,1.45735,-0.581914,-0.1106549999999999
k29938,1.96567,-2.24691,-1.54908
k39002,2.4330700000000003,-1.00817,-1.7501099999999998
k63948,1.40162,-3.46115,-4.5563400000000005
k29587,2.06454,-0.926217,-1.00246
k65458,3.76451,-3.49856,-0.552358
k25343,1.7811,-0.307896,-1.1057
k11876,2.59254,-0.478806,0.212463
k50547,2.4955,1.16223,0.225731
k1096,1.98937,-5.3383400000000005,-9.79745
k42155,1.76127,-0.430763,-1.6253
k17464,1.80023,1.0587,1.77175
k24570,2.44458,0.0702481,-1.59141
k44434,1.63427,1.28958,0.8757450000000001
k24401,2.46315,-1.31234,0.011759
k7746,1.6564900000000002,0.168545,0.0640776999999999
k3553,1.50883,0.455188,0.2474849999999999
k55515,1.7897,-2.69771,-2.54242
k8900,3.05293,-0.558341,0.15066
k9069,2.17195,3.34439,0.495406
k24779,3.95673,2.9666,0.180252
k1837,2.32008,-0.275134,-0.0601366999999999
k39928,1.68903,-8.35944,-4.1861
k11414,1.33839,4.47906,-3.03179
k16720,1.8811400000000005,1.46138,-0.137574
k52344,1.79583,0.239878,0.361641
k55000,2.1145,-0.61006,-2.15761
k6402,3.5336,-0.4281,0.619913
k14571,2.77162,3.22335,0.46638
k10907,2.00556,-0.553837,-0.986972
k30428,1.41538,-2.97077,-3.01246
k40418,1.82706,-2.34769,-1.60949
k59920,2.31298,-3.64671,-2.64492
k63121,1.56554,-1.61231,-1.04977
k50386,1.44754,-0.0839958,-0.382478
k32967,1.50118,-0.234508,0.0521712
k56011,1.94215,1.94377,0.502152
k19813,2.13337,0.790763,1.15911
k56783,1.68507,0.914215,-0.0452526
k16256,2.5803700000000003,1.50341,2.46231
k64421,3.04277,1.01855,0.271794
k12596,3.06361,-0.30174,0.674442
k32177,2.19123,1.22104,0.314577
k61826,1.65166,0.819938,-0.246507
k11860,2.12459,0.313204,-0.103871
k10889,1.85854,0.3583679999999999,-0.2619579999999999
k27242,2.14163,1.50313,1.07633
k35394,2.51101,-0.8213030000000001,-1.07212
k58454,1.94602,0.268914,-0.421685
k64365,1.7242099999999998,0.772162,0.123599
k26399,1.7153,-0.75307,-2.27478
k30559,2.31142,2.00808,0.6101850000000001
k10151,2.07735,-0.7352609999999999,-0.0965062
k43644,1.6722400000000002,-0.381218,-0.402521
k53915,1.59354,-0.151332,-0.926694
k39569,1.93702,-0.359236,-2.03644
k33613,2.04016,-1.64943,-0.171875
k56777,2.51649,0.574572,0.388932
k4966,2.01527,1.40413,1.81127
k62235,1.98651,0.330002,1.54655
k31537,2.80953,-2.5122,-3.14773
k13987,1.97386,0.290179,-0.721612
k55698,2.67637,0.314857,0.379575
k65145,1.98582,2.51838,0.322881
k36352,2.35481,-0.32714,-0.99892
k33488,1.6662099999999995,-3.26941,-4.59569
k67825,1.6091,0.321947,0.365262
k37254,1.66505,0.8327479999999999,0.992211
k19978,1.3904,-1.65415,-2.9941
k24476,1.99176,1.26618,1.56706
k10250,1.7482799999999998,-0.199163,-0.120249
k62688,1.53525,-0.977522,-1.01617
k26533,1.82858,-1.04082,-0.5329020000000001
k40739,1.62921,1.05895,0.332117
k56952,1.50013,-0.347514,-1.65298
k33584,2.04281,-1.05429,-0.70712
k72113,-999.0,-999.0,-999.0
k43674,2.04157,0.8089350000000001,0.213636
k56303,1.72799,0.0354518,-0.623742
k62419,1.97278,2.09511,3.03333
k17267,1.63484,-0.314721,-0.719777
k27874,1.9777,-0.712138,-0.886028
k3266,1.31887,-3.07186,-5.49821
k41393,2.22651,-0.294113,-1.25785
k48352,-999.0,-999.0,-999.0
k20412,2.13038,1.40759,1.03891
k71842,2.00312,-0.331739,0.0232875
k33397,1.49822,-0.943089,-2.22039
k17993,2.12582,1.77611,1.22428
k20550,1.68955,-2.61744,-3.16404
k58868,1.55326,-0.500113,-0.82084
k15467,1.79382,0.194916,0.345842
k53696,2.19033,1.6955,0.846989
k39920,2.81638,0.29699,-0.307692
k59618,1.64428,-0.0596019,-0.180883
k50852,2.28577,2.29076,1.13321
k45158,1.70829,-1.72795,-6.01534
k42556,2.34934,0.301774,-0.1411359999999999
k9064,1.93721,-7.10568,-11.1091
k49389,1.49871,-1.38188,-0.816902
k24789,2.25818,-0.0300033,0.78756
k29416,2.33027,0.924992,1.47746
k54413,2.60413,-1.87647,-2.87618
k61978,1.40167,2.30242,0.447049
k16940,2.5281700000000003,-0.298518,-1.26184
k33887,2.24705,-3.73419,-0.0517986999999999
k56337,1.99884,1.85279,-0.240943
k18746,1.58483,0.999381,0.934796
k71886,3.17032,2.84886,0.573249
k16658,1.84348,-1.06738,0.215142
k36143,2.45478,-1.50284,-1.01459
k27011,1.90987,-3.69258,-0.0163102999999999
k16214,2.34361,-4.808590000000001,-4.62144
k9968,1.4942799999999998,-1.64481,-0.7354470000000001
k18552,1.4644,-0.7488630000000001,-1.08415
k9510,2.14676,1.23165,0.51162
k67706,1.7017799999999998,0.6144609999999999,0.815087
k32859,1.77175,-0.130373,1.0252
k61785,1.52357,1.28534,1.39961
k64092,1.85846,0.696168,0.100036
k69243,1.54394,-0.973286,-1.4009200000000002
k9723,-999.0,-999.0,-999.0
k31214,1.83261,-0.351927,-1.19174
k70529,2.78783,0.866268,0.325989
k6641,2.13117,-1.16032,0.496831
k44778,3.30504,-2.60069,0.272281
k31519,2.74159,-3.27769,-0.4549609999999999
k36670,2.60662,-0.253112,0.294859
k72270,2.50304,-1.83515,-0.110449
k45284,1.76148,-1.06048,-1.03771
k72039,2.25411,1.31673,0.602283
k63610,1.85974,0.731689,1.6558
k50530,2.53203,1.03078,0.985046
k20671,1.36877,-2.03815,-2.85082
k49511,2.8387,-3.89082,-2.8452
k8174,3.04159,1.71396,0.4627529999999999
k56562,1.81196,-2.44635,-7.04818
k36926,2.09459,-0.2977059999999999,-0.188868
k3733,1.61748,-0.547268,-2.09915
k2971,1.35387,-2.97351,-3.94217
k60735,2.92991,3.15988,0.0721895
k10684,1.59502,0.414913,0.988791
k70956,1.91581,-0.134448,-1.6699
k71251,2.15784,1.283,1.77387
k40321,1.96292,1.45896,1.06861
k57846,2.52379,0.901473,0.491359
k53406,1.81089,-1.5687799999999998,-3.55396
k43903,2.84479,-1.37126,-0.5986600000000001
k38135,1.65461,0.823858,-0.91954
k68762,1.84223,0.137596,1.85771
k42642,1.78977,-0.828255,-0.743654
k51105,4.16426,0.597018,0.136906
k64490,1.7142,1.71327,2.12298
k54973,1.83232,0.2124849999999999,0.100425
k29750,1.57859,0.263548,0.193646
k55851,1.7551900000000002,-2.1611700000000003,-2.89726
k31020,1.81358,-1.41468,-1.66665
k25486,1.99815,1.2113,-0.0639821
k58308,2.28461,2.49706,0.633894
k4575,1.93317,0.95374,-0.161776
k59387,2.07103,0.805064,0.475501
k22739,2.24454,2.62829,0.518949
k7293,1.99306,0.920062,0.138854
k71331,2.8747700000000003,1.24121,0.0499431999999999
k24171,2.29297,0.662776,-1.0842200000000002
k43524,1.46347,-1.65765,-2.9624
k5888,1.84863,-1.85628,-3.46671
k1180,1.92619,-0.4653239999999999,0.328857
k10796,1.85633,-0.314028,-0.8703129999999999
k67698,1.38104,0.7233649999999999,0.0391661
k15347,1.4559799999999998,-0.92567,-0.649525
k21207,1.41728,0.212644,-0.616691
k60899,1.4669299999999998,-0.688917,-0.8663649999999999
k16329,1.83875,1.27427,0.96561
k66782,2.27372,1.85519,0.5639609999999999
k25441,2.0449200000000003,2.14706,1.92385
k36128,5.61463,3.98369,-0.233153
k46327,2.01465,-2.63107,-2.5802400000000003
k33467,2.225,0.542652,1.01562
k55843,1.60658,0.14439,0.457859
k53053,1.99965,0.789311,0.593233
k9184,1.4562700000000002,3.77746,0.2453179999999999
k65019,1.53401,-3.80354,-1.31295
k60209,1.99045,-0.652402,0.442325
k58842,1.7814299999999998,-2.00811,-1.72835
k43223,2.1407,0.273723,-1.06868
k33156,2.38653,-0.4598489999999999,-0.391565
k42615,2.70861,-1.11074,-2.07671
k61763,2.13662,-2.98477,-2.04789
k31698,2.89761,-0.158573,-1.0817
k52198,2.30551,1.73131,0.388897
k4189,2.70988,-1.79518,-0.8033399999999999
k15025,1.70659,-0.329834,-0.601056
k8005,1.5191,-0.802975,0.503898
k3061,1.72465,-1.64223,-1.23895
k40031,2.75473,1.54577,0.00100547
k33915,2.1323,-2.1394900000000003,-3.72199
k30262,4.14274,0.263547,0.0531231
k57640,1.5816,-0.414009,-1.18661
k6279,1.44303,-1.8509400000000005,-2.55724
k49858,2.19208,0.152571,-0.271244
k24176,1.89557,0.735376,0.194377
k66716,1.62322,-1.07922,-0.601374
k27369,3.8801,-0.22057,0.4195899999999999
k33088,2.6877,-0.707465,0.57009
k50706,1.39176,-0.237853,-0.883367
k67342,1.45141,-0.430679,-0.632763
k60998,1.6912200000000002,0.0593539,0.353199
k2470,1.59781,-1.80804,-0.294322
k51603,2.60816,0.0818305,0.0766227
k13517,1.47264,-0.385173,-1.27791
k5958,2.00395,-3.65891,-5.3807
k65935,1.65818,-2.77011,-3.17487
k62071,1.77731,0.204019,-0.121555
k58508,2.19567,0.245579,-0.754213
k68036,2.16269,1.27555,0.461921
k31820,2.35613,0.201506,-1.028
k60230,1.83211,0.7884939999999999,0.528485
k55077,1.35686,-1.34692,-0.4515369999999999
k70338,3.10595,-2.56566,-3.31294
k29633,2.31186,-0.31555,-0.0598705
k32259,1.93056,-0.621784,-1.05152
k37365,1.42886,0.367872,-0.651848
k32829,2.25997,0.209859,-0.0146774
k48161,1.36853,-1.87096,-1.96595
k3181,1.84539,0.46745,0.552225
k5361,2.18634,-4.970619999999999,-8.82133
k48495,1.50744,0.218685,-0.5185270000000001
k45663,2.19829,-0.550493,0.469685
k31224,1.68658,-0.0312517999999999,-0.491058
k49621,1.91393,0.251538,-0.208842
k52209,2.12804,-1.25128,-1.38947
k63777,2.73977,1.59767,0.303954
k20898,1.37486,-0.706823,-0.684791
k49888,1.66948,-1.04916,-0.626015
k33858,2.28324,1.8613,2.21903
k62770,1.59495,0.594777,0.5096470000000001
k24531,2.19096,0.183068,0.446481
k51900,2.87541,1.59096,0.399992
k42758,2.0089900000000003,1.42002,0.643879
k60135,1.67585,0.333013,0.78193
k21105,2.26905,0.277665,-0.6216229999999999
k38048,1.61522,0.851909,0.353496
k65468,-999.0,-999.0,-999.0
k13615,3.66383,-1.22236,0.0939318
k35546,1.51942,-0.289089,-1.45726
k66552,1.75418,-1.06627,-0.8442790000000001
k3242,1.58066,0.0946267,-0.634391
k39513,1.95064,-0.184231,-0.266384
k18101,1.95493,-2.34826,-1.3288799999999998
k831,2.90539,3.3604800000000004,0.126486
k49193,1.77204,1.45691,1.96805
k60595,1.83373,-0.141552,0.64474
k36908,2.61646,-3.86801,-2.2353400000000003
k54510,2.9648,0.374184,0.132987
k39997,1.60011,0.438877,0.312357
k41336,1.57367,-1.9392,-2.06828
k15018,1.6575400000000002,0.128208,-0.5458649999999999
k42539,2.70419,-1.66769,-5.78943
k52590,2.8449,0.448134,0.0877428
k60315,2.65307,0.983728,1.30779
k31415,1.87783,0.732827,0.8042739999999999
k3519,2.36673,-1.73262,-2.30571
k51282,3.11141,-2.07707,-2.02799
k37955,1.77331,1.11441,0.182306
k26779,2.10305,0.721438,-0.258335
k22521,1.68494,-2.38648,-1.3199
k23436,1.60038,1.31248,0.898876
k48273,2.21779,1.05997,1.17215
k6439,2.52177,-0.408441,-0.424947
k26402,2.0505,0.247129,-1.6455099999999998
k19719,1.68379,-0.4037219999999999,-1.17934
k16562,2.41165,0.659798,1.29088
k6020,1.58159,-0.528034,-0.224655
k71443,2.4946,-2.37663,-0.651011
k50335,1.6463900000000002,-0.723727,-0.4825399999999999
k24604,1.93286,0.265475,-0.00131812
k11922,2.26981,-1.11811,-1.36268
k68229,2.01505,0.416752,-0.982059
k49554,2.29305,-1.96314,-0.412337
k108,1.92132,1.11721,0.736405
k58148,2.06698,1.87038,0.672565
k62791,3.33246,2.97568,0.21385
k41193,2.07616,0.0704775,0.6639470000000001
k38417,1.70062,-2.6122400000000003,-1.43982
k9590,3.4146300000000003,2.78131,0.357597
k39747,2.58921,1.47062,0.415347
k9665,-999.0,-999.0,-999.0
k11907,1.97744,-0.298965,-1.46862
k40323,1.38131,0.398463,-0.298255
k1824,2.1320900000000003,-1.36931,-0.622247
k44099,1.4657,-1.65163,-1.5439
k52435,2.6326400000000003,-0.375708,-1.68684
k24118,2.12607,2.34515,0.0780591
k13570,2.67786,0.2554929999999999,1.18695
k29550,1.4737,-0.0511884,-0.389077
k49151,1.69518,-1.18032,-0.272493
k39146,2.51066,-1.55553,-0.6704399999999999
k38944,2.81123,-2.87859,-0.302462
k34416,4.05883,-0.210786,0.295036
k71773,2.6032900000000003,0.721885,0.236585
k11934,2.71771,0.303479,-0.7257560000000001
k58013,2.25244,1.48339,1.24925
k55943,1.68573,-0.343475,0.7293189999999999
k66573,2.53821,0.4550899999999999,-0.315961
k5159,2.44539,0.906698,0.2322789999999999
k7520,1.89371,-2.75482,-3.7935
k58400,2.4554,1.81124,0.796419
k61852,1.9772,-0.5753229999999999,0.268977
k15878,1.2814299999999998,5.09486,-10.4134
k68113,1.68586,-2.21222,-4.23426
k10422,1.78665,-0.421796,0.199852
k21931,1.96383,-0.176772,-1.2190299999999998
k39733,1.70996,-2.35372,-3.3837
k70175,1.40078,-0.865979,-0.621409
k14002,1.56228,-3.68503,-6.18315
k62531,2.65861,0.5431819999999999,0.477621
k21144,1.81629,-3.74754,-5.69698
k56606,1.71255,0.595217,0.748855
k52813,1.7396,-0.469543,0.0123203999999999
k33323,1.87474,-2.5754900000000003,-1.54418
k17658,2.4124,0.908036,1.16355
k29081,1.90479,-3.18991,-5.068890000000001
k27579,1.5803,1.27752,0.462697
k63638,1.96862,4.09546,-4.57068
k33285,1.77502,-0.544996,-0.178386
k35239,1.6222299999999998,0.257451,-0.253994
k873,1.46512,-1.25196,-2.0122
k34555,2.3211,3.03577,0.382031
k52569,2.32387,-0.0357827,-0.160818
k35834,2.01749,0.307988,0.316474
k43976,2.08071,-0.538405,-0.203482
k4963,2.76745,0.811859,-0.444578
k50256,1.96907,-1.31824,-1.2038
k19539,1.40972,-3.52397,-5.35684
k53990,1.87615,-0.926617,0.0236477999999999
k5531,2.84061,-0.136501,0.0381409
k21387,1.78446,-0.123385,-0.564381
k20263,1.77818,1.01385,0.522881
k9611,1.77408,0.220094,0.164457
k23486,2.05538,-0.414493,-0.099064
k21154,2.22708,1.02152,1.2904799999999998
k40632,2.17319,0.0858008999999999,-0.936333
k26380,1.80591,-1.42303,-2.84196
k26500,1.2764,-1.28639,-1.50225
k18996,2.40071,-0.563372,-0.463887
k839,1.58512,-0.600509,-0.115571
k39094,2.0978,0.7235729999999999,0.845878
k53448,1.87381,-1.03626,0.48835
k56430,1.97526,-2.44343,-1.49007
k2212,2.02221,-2.1932,-1.7672
k6113,2.84351,1.33503,0.382846
k17311,1.54408,-4.88955,-1.50932
k13164,2.1678900000000003,1.35039,0.598178
k65384,2.05917,-0.548485,-0.879566
k21254,4.43277,-1.7447099999999998,0.175827
k70365,1.7875599999999998,0.328043,0.217198
k15769,2.43123,-0.0730868,-2.5213
k41395,2.43762,1.52268,0.555362
k47408,1.95119,0.543479,0.0968122
k23141,1.44867,0.934807,0.310688
k25054,2.48182,0.6843060000000001,1.55351
k9382,1.88942,0.189779,0.696371
k39836,1.6390900000000002,-1.89823,-2.43519
k44966,2.24576,1.04447,0.6402869999999999
k28973,1.75243,-1.46068,-3.01934
k38874,1.6562,0.132923,-0.788845
k69539,1.2719200000000002,3.65878,-7.11117
k48865,1.91355,-0.200599,-0.280781
k17505,1.7931,-2.68897,-2.49963
k15983,2.03255,0.18937,-0.510644
k55768,1.28296,5.64297,-7.341010000000001
k30357,1.675,-0.554948,-1.96781
k44527,1.5204799999999998,-1.66265,-1.44413
k16103,1.61373,-0.379005,-1.0430700000000002
k33016,2.14426,0.816592,-0.295792
k33096,1.97736,-0.208786,-2.15864
k14906,2.08744,-0.600636,0.770728
k53274,1.7123,-1.09798,-1.08302
k37608,1.81669,0.0871363,0.23442
k25278,1.2512299999999998,-4.16135,-5.32865
k70822,2.38112,-0.8591120000000001,-0.8642270000000001
k59051,2.30073,-1.01673,-0.210358
k1674,1.49407,0.468343,0.0738458999999999
k1937,1.7245099999999998,-2.37937,-8.656310000000001
k4886,2.89068,6.74856,-1.25987
k68209,1.8076,-0.3427449999999999,0.0901583
k53450,2.08795,0.287174,-0.397986
k57199,1.58487,-0.214465,-0.134513
k68699,-999.0,-999.0,-999.0
k55294,2.02575,-2.48443,-4.24935
k49478,1.6456400000000002,1.27892,0.16958
k61318,2.42396,0.774943,0.594645
k24169,2.85597,-2.75752,-0.191596
k70122,2.87342,0.394106,-0.123813
k66831,1.63831,-1.39488,-1.22974
k44590,2.22527,-4.070819999999999,-7.66865
k40961,1.89219,-1.78335,-0.747895
k2554,1.7795599999999998,-0.303276,-0.127326
k57241,2.04752,0.400624,0.188181
k28860,1.49198,0.0287733,-1.49319
k21301,1.63005,0.0698727,0.595913
k6595,1.98121,1.29388,0.850117
k51430,2.44424,4.53498,0.0875193
k44755,2.03363,1.99558,0.0327577
k28915,1.60611,-1.0469,-1.6639700000000002
k38326,1.57502,-2.93532,-4.49632
k62585,2.48346,0.609294,0.469576
k41272,2.04276,-0.4388229999999999,-1.06686
k53704,2.0558,-0.30509,-0.5401189999999999
k12295,2.29737,1.29874,0.749112
k57300,1.50781,-4.06918,-4.5759300000000005
k29833,1.6746599999999998,0.788937,0.568471
k47674,2.34599,3.59784,0.31401
k40060,2.388,-3.773930000000001,-6.5709800000000005
k442,2.24263,-2.05553,-2.42937
k37444,2.12051,-1.38903,0.0612886999999999
k6916,2.50947,0.6642779999999999,2.02008
k15070,2.09935,0.377381,0.00657105
k67005,2.27476,-1.62119,0.678365
k33066,1.57192,-1.9579,-5.24212
k33155,1.88505,-0.8460260000000001,-0.6941579999999999
k54772,1.75792,-0.57422,-1.58132
k1073,1.80037,-1.25494,-0.168191
k45136,1.34601,-1.86569,-1.88449
k22868,1.36931,-0.155433,-0.6048060000000001
k17181,2.29783,-6.5831100000000005,-8.95342
k29651,2.23192,0.68298,-0.184045
k6216,2.66946,0.00602043,-0.390795
k72185,1.82348,0.428745,0.0320513
k41432,1.55898,-1.44471,-2.0129
k7337,1.87672,0.433071,0.911994
k71715,1.3909200000000002,-1.0657,-1.20973
k21331,1.67636,-1.4635200000000002,-0.706919
k61778,2.3181700000000003,-0.304183,0.421159
k1805,1.34869,-0.670936,0.0991604
k69732,1.86466,0.8558620000000001,0.123848
k21028,1.6986599999999998,-2.46756,-4.00541
k26395,1.92914,0.843366,0.852146
k64488,2.27313,1.00691,1.7398900000000002
k54632,2.05422,0.58745,-0.969119
k15695,1.8357,-5.60044,-5.01598
k50331,1.4685700000000002,-0.25555,-0.76342
k5895,1.509,0.293926,-0.469195
k11021,2.01346,0.762285,0.583287
k51048,1.74666,-0.9851,-0.98497
k72033,2.61683,0.967181,2.24556
k31600,1.98577,0.4830569999999999,0.8792209999999999
k58137,2.20517,-0.540521,-1.45028
k30248,3.47171,0.58578,0.222706
k27951,1.6446,-0.995672,-1.66281
k11781,1.83578,0.886591,0.747506
k43606,3.10143,-1.08673,-0.34389
k3230,1.6327200000000002,-3.3678800000000004,-7.835039999999999
k13630,2.03843,0.992083,-0.4951359999999999
k62031,1.60059,-2.20503,-2.3753900000000003
k6568,1.47221,0.483354,0.283848
k52804,2.06414,0.870508,0.730981
k3843,1.7977599999999998,1.35874,0.276575
k33374,2.99538,1.06063,0.1317019999999999
k32243,1.7897900000000002,-1.75423,-1.87276
k36809,1.54133,0.740003,0.900021
k27099,1.79568,0.3871179999999999,0.342901
k18077,1.94401,-0.225919,-0.45981
k64547,2.01891,-3.32234,-4.86741
k71849,1.69938,-3.05788,-2.88388
k49040,1.74689,0.0118473,-0.421283
k29172,2.05168,-1.71643,-3.1122
k45945,2.39655,-3.58199,-4.4919400000000005
k30775,2.47825,-0.565243,-2.01433
k34447,2.28372,-3.20344,-3.64788
k24981,1.48841,1.40598,0.995461
k26138,1.63332,-0.961289,-1.29541
k47834,2.22477,1.41705,0.8428549999999999
k33518,1.6433400000000002,-0.572623,-1.36774
k58966,1.42893,-0.176314,-0.736274
k60766,2.28211,-1.48053,-3.1262
k39880,1.43955,-3.44644,-4.686719999999999
k13956,1.56786,-0.297687,-0.363276
k9540,2.21426,1.65418,0.757063
k19374,2.66269,0.617663,0.452421
k40423,2.29884,-1.5559,-4.41204
k44710,3.55051,1.11614,0.471504
k18070,1.65739,0.98215,1.8154
k61086,2.14033,0.537575,-0.360317
k6164,1.484,0.198673,-0.383396
k22301,1.49166,-3.08748,-4.579619999999999
k3391,2.45426,1.91426,1.46501
k37470,1.69629,-4.65295,-1.73855
k71097,1.62016,0.68496,0.453939
k51100,2.63156,-1.67304,-0.415817
k35513,1.67657,0.1789849999999999,-0.287825
k34359,1.41481,0.168744,0.273117
k58719,2.19319,-0.495009,-1.09257
k28931,1.47581,-0.435561,-0.896423
k22353,1.62241,0.384778,-0.2194219999999999
k57530,1.64737,-5.45098,-5.172969999999999
k1377,1.89459,-1.88742,-0.720654
k45059,2.09605,3.0974,0.166768
k58461,1.35001,-1.21567,-1.43139
k61374,2.55918,2.0521,0.670693
k62386,2.92565,0.340409,-0.0417024999999999
k19939,1.69847,-5.1228,-3.26202
k38953,1.59044,-0.5804060000000001,-1.45549
k2823,3.35001,-3.62648,-4.66259
k45600,2.10886,-1.2184,-3.0648
k32278,2.09039,-0.125862,-1.15782
k56319,2.28383,-3.17446,-1.55954
k38482,1.86096,-3.26158,-0.887228
k31337,2.72121,-1.29733,-0.870858
k65480,1.37221,-4.22945,-8.6487
k38342,1.69415,-1.14826,-0.959583
k22959,1.6666299999999998,1.32112,0.305859
k21690,1.98977,0.820865,-0.137297
k44713,1.20201,-1.08811,-2.7719400000000003
k4813,2.19345,-0.391108,-0.0472751999999999
k24057,1.57761,-3.28689,-3.14252
k20072,2.94082,0.178284,0.235075
k62316,1.68413,-2.6229400000000003,-1.01234
k7457,1.68796,-1.45035,-1.54001
k13519,2.2233,0.811385,0.340811
k24636,2.16703,-3.02871,-2.72758
k49410,1.6669599999999998,0.98822,0.3186239999999999
k51431,1.70556,0.6957899999999999,0.180535
k45422,2.14041,1.54641,0.395916
