Key_3_13,D3,D8,D177,D60,D10,D64,D83,D739,D158,D660,D187,D209,D146,D607,D87,D659,D182,D217,D469
k2806,0.1,0.552029027,0.377769559,0.0,0.275861123,0.0,0.333333333,0.159090909,0.0,0.114285714,0.836961625,0.296797516,0.142857143,0.214285714,0.235985417,0.25,0.0943,0.539307845,0.0
k513,0.1,0.47099675,0.212339636,0.0588,0.193032358,0.00768,0.111111111,0.136363636,0.0667,0.0571,0.836961625,0.296797516,0.214285714,0.0714,0.335155789,0.125,0.0943,0.539307845,0.0
k2673,0.2,0.543244983,0.362802727,0.0,0.336948019,0.0838,0.222222222,0.227272727,0.0,0.0857,0.836961625,0.57732771,0.142857143,0.142857143,0.263603451,0.229166667,0.174175931,0.539307845,0.0833
k167,0.05,0.622382233,0.368153645,0.0,0.363820896,0.166666669,0.444444444,0.0682,0.0,0.114285714,0.754640816,0.56657552,0.523809524,0.0714,0.24728769,0.5,0.35761654,0.306696652,0.166666667
k1090,0.05,0.490999139,0.324798095,0.0,0.203194264,0.0,0.333333333,0.0682,0.0667,0.171428571,0.836961625,0.296797516,0.357142857,0.0714,0.318839858,0.25,0.0943,0.539307845,0.0
k3034,0.25,0.459254933,0.0809,0.0682,0.202740703,0.0,0.111111111,0.25,0.0889,0.0286,0.836961625,0.568661074,0.214285714,0.214285714,0.263603621,0.0833,0.162288971,0.539307845,0.0
k388,0.05,0.535961178,0.168632604,0.0,0.209803201,0.116990734,0.111111111,0.0909,0.0444,0.0286,0.836961625,0.296797516,0.0,0.0714,0.43432633,0.125,0.0943,0.539307845,0.0833
k2275,0.05,0.623723394,0.608572485,0.0,0.379418956,0.0,0.444444444,0.0909,0.0,0.228571429,0.836961625,0.799184317,0.261904762,0.0714,0.164433079,0.479166667,0.489949722,0.539307845,0.0
k454,0.0,0.547345505,0.123218,0.0294,0.151578136,0.0,0.333333333,0.0,0.0889,0.285714286,0.836961625,0.294990036,0.30952381,0.0,0.295080893,0.375,0.116339423,0.539307845,0.0
k2356,0.0,0.0678,0.000514,0.0294,0.215969937,0.0,0.0,0.0,0.0667,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
k54,0.0,0.572982526,0.120699921,0.0,0.259569179,0.0,0.333333333,0.0,0.0222,0.257142857,0.836961625,0.234091857,0.214285714,0.0,0.295080555,0.354166667,0.104100297,0.539307845,0.0
k135,0.05,0.569922612,0.435486029,0.0,0.329844496,0.0,0.444444444,0.0682,0.0,0.228571429,0.836961625,0.296797516,0.238095238,0.0714,0.274905893,0.375,0.0943,0.539307845,0.0
k291,0.45,0.508571608,0.039,0.0,0.206343725,0.110651155,0.111111111,0.340909091,0.0222,0.0286,0.836961625,0.489966168,0.142857143,0.285714286,0.362773993,0.0833,0.140243374,0.539307845,0.166666667
k1525,0.0,0.581346647,0.579071616,0.0202,0.318781418,0.0,0.555555556,0.0,0.0,0.257142857,0.836961625,0.9052695,0.595238095,0.0,0.0766,0.5,0.534068006,0.539307845,0.0
k2829,0.15,0.441526155,0.224287397,0.0882,0.15135741,0.0,0.333333333,0.25,0.177777778,0.114285714,0.836961625,0.817305464,0.261904762,0.142857143,0.263603621,0.229166667,0.223972217,0.539307845,0.0
k961,0.05,0.584266289,0.262105796,0.0,0.396202614,0.0298,0.222222222,0.0682,0.0,0.0,0.836961625,0.621865876,0.0952,0.0714,0.279919551,0.229166667,0.184702989,0.539307845,0.0
k702,0.1,0.40087652,0.128424653,0.0,0.334512289,0.0,0.111111111,0.113636364,0.0,0.0,0.836961625,0.296797516,0.0476,0.142857143,0.379089923,0.125,0.0943,0.539307845,0.0
k2823,0.0,0.538554912,0.550383876,0.0202,0.196998361,0.0,0.555555556,0.0,0.0444,0.314285714,0.836961625,0.824303657,0.428571429,0.0,0.131801218,0.5,0.478886288,0.539307845,0.0
k1275,0.0,0.623319699,0.511812676,0.0275,0.354897513,0.0,0.555555556,0.0,0.0,0.228571429,0.836961625,0.534272605,0.595238095,0.0,0.175735352,0.5,0.537893072,0.539307845,0.0
k666,0.05,0.507747673,0.37938008,0.0,0.324643714,0.0,0.222222222,0.0682,0.0,0.171428571,0.836961625,0.296797516,0.357142857,0.0714,0.263603621,0.375,0.0943,0.539307845,0.0
k2167,0.1,0.379639627,0.178028187,0.0,0.110812598,0.0887,0.222222222,0.136363636,0.111111111,0.0286,0.836961625,0.296797516,0.166666667,0.0714,0.426882449,0.125,0.0943,0.539307845,0.166666667
k864,0.0,0.0678,0.000514,0.0,0.227894826,0.0,0.0,0.0,0.0889,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
k2089,0.0,0.505087254,0.150735882,0.0,0.339547349,0.0,0.222222222,0.0,0.0,0.0,0.836961625,0.296797516,0.0952,0.0,0.399264246,0.125,0.0943,0.539307845,0.0
k6,0.1,0.617567064,0.352203188,0.055,0.368689901,0.166666669,0.222222222,0.0909,0.0,0.0571,0.754909932,0.296797516,0.0714,0.0714,0.335155789,0.25,0.0943,0.307457084,0.166666667
k495,0.05,0.0678,0.000514,0.0294,0.21797886,0.0789,0.0,0.0227,0.0667,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.166666667
k1774,0.0,0.701155397,0.557812209,0.0,0.377774179,0.0,0.444444444,0.0,0.0,0.171428571,0.836961625,0.74347685,0.642857143,0.0,0.120499114,0.5,0.63717682,0.539307845,0.0
k2065,0.15,0.431464518,0.068,0.0,0.223077413,0.117065715,0.111111111,0.113636364,0.0222,0.0,0.836961625,0.296797516,0.166666667,0.0,0.461944703,0.125,0.0943,0.539307845,0.0
k914,0.05,0.67281283,0.217297104,0.0,0.339741738,0.166666669,0.222222222,0.0682,0.0222,0.2,0.737371597,0.296797516,0.142857143,0.0714,0.4180104,0.375,0.0943,0.257899591,0.166666667
k1556,0.0,0.0715,0.172790058,0.0,0.2562577,0.00507,0.111111111,0.0,0.0444,0.0286,0.836961625,0.296797516,0.0238,0.0,0.415580346,0.125,0.0943,0.539307845,0.0
k205,0.25,0.318974477,0.000514,0.0,0.168887419,0.422122473,0.0,0.113636364,0.0889,0.0,0.728937393,0.296797516,0.0,0.0,0.505878838,0.0,0.0943,0.234067339,0.333333333
k2741,0.2,0.494930246,0.205181472,0.0,0.323597874,0.0,0.222222222,0.295454545,0.0,0.0571,0.836961625,0.729387774,0.238095238,0.214285714,0.291221993,0.229166667,0.312658475,0.539307845,0.0
k1787,0.0,0.533344894,0.274732913,0.0,0.276629984,0.0,0.111111111,0.0,0.0444,0.0286,0.836961625,0.296797516,0.0476,0.0,0.252301517,0.125,0.0943,0.539307845,0.0
k627,0.1,0.406416599,0.031,0.0294,0.193476474,0.0589,0.111111111,0.159090909,0.0889,0.0,0.836961625,0.296797516,0.0952,0.0,0.390392365,0.0,0.0943,0.539307845,0.0
k1721,0.05,0.47595323,0.239658171,0.0,0.336390523,0.0,0.222222222,0.113636364,0.0444,0.0571,0.836961625,0.566946285,0.285714286,0.0714,0.263603621,0.229166667,0.267337408,0.539307845,0.0
k313,0.05,0.559310937,0.533609797,0.0275,0.377761198,0.166666669,0.444444444,0.0682,0.0,0.257142857,0.75839126,0.745794133,0.404761905,0.0,0.175735352,0.5,0.45260928,0.317294158,0.166666667
k206,0.0,0.581358395,0.464066225,0.0275,0.258568567,0.0,0.333333333,0.0,0.0222,0.171428571,0.836961625,0.908281967,0.30952381,0.0,0.192051283,0.375,0.387962421,0.539307845,0.0
k2022,0.05,0.57890231,0.157550434,0.0,0.418608536,0.0284,0.111111111,0.0227,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.323853855,0.104166667,0.0943,0.539307845,0.0
k304,0.05,0.541380585,0.47637596,0.0,0.237358437,0.166666669,0.555555556,0.0909,0.0,0.257142857,0.761122499,0.632061918,0.523809524,0.0714,0.175735352,0.5,0.429160436,0.32501173,0.166666667
k648,0.1,0.517122493,0.40121917,0.0,0.185184398,0.0102,0.333333333,0.227272727,0.0444,0.0857,0.836961625,0.296797516,0.142857143,0.142857143,0.24728769,0.25,0.0943,0.539307845,0.0
k1833,0.25,0.285708173,0.100366433,0.0,0.326029943,0.0,0.222222222,0.318181818,0.0,0.0571,0.836961625,0.675673171,0.19047619,0.285714286,0.318840028,0.208333333,0.285324968,0.539307845,0.0
k2647,0.1,0.584859507,0.667175528,0.0,0.336753547,0.0549,0.333333333,0.227272727,0.0222,0.171428571,0.836961625,0.296797516,0.142857143,0.0,0.219669825,0.375,0.0943,0.539307845,0.0
k488,0.05,0.572450792,0.461508801,0.0202,0.316770956,0.166666669,0.555555556,0.0682,0.0,0.342857143,0.757566735,0.627010242,0.595238095,0.0714,0.131801387,0.5,0.412787422,0.314964324,0.166666667
k675,0.15,0.557484716,0.230918338,0.0,0.360793385,0.499999984,0.333333333,0.204545455,0.0,0.114285714,0.528154095,0.265560551,0.357142857,0.214285714,0.374076604,0.375,0.0986,0.242917469,0.5
k1823,0.1,0.0678,0.000514,0.0,0.2331006,0.0789,0.0,0.0682,0.0222,0.0,0.836961625,0.296797516,0.0238,0.0,0.505878668,0.0,0.0943,0.539307845,0.166666667
k2393,0.0,0.633365571,0.579803432,0.0,0.3837645,0.0298,0.444444444,0.0,0.0,0.314285714,0.836961625,0.627334662,0.428571429,0.0,0.148117148,0.5,0.322827948,0.539307845,0.0
k760,0.2,0.358743186,0.000514,0.0,0.244228211,0.236412157,0.0,0.0,0.0,0.0,0.970929766,0.296797516,0.0238,0.0,0.45064243,0.0,0.0943,0.917857201,0.0
k908,0.05,0.585444864,0.34130725,0.0,0.320550933,0.0,0.222222222,0.0455,0.0,0.142857143,0.836961625,0.296797516,0.0476,0.0714,0.335155789,0.25,0.0943,0.539307845,0.0
k2678,0.15,0.54673114,0.317970428,0.0,0.330444306,0.0,0.222222222,0.227272727,0.0,0.0857,0.836961625,0.296797516,0.0476,0.214285714,0.362773993,0.25,0.0943,0.539307845,0.166666667
k2434,0.0,0.526684798,0.55260031,0.0,0.297353849,0.0,0.444444444,0.0,0.0,0.285714286,0.836961625,0.831116467,0.452380952,0.0,0.247287521,0.5,0.482489218,0.539307845,0.0
k2314,0.15,0.475719981,0.000514,0.0294,0.174947807,0.137788725,0.111111111,0.0682,0.0667,0.0,0.836961625,0.296797516,0.0476,0.0,0.351472058,0.0,0.0943,0.539307845,0.166666667
k3030,0.05,0.585444864,0.465456415,0.0,0.356891915,0.0838,0.222222222,0.0455,0.0,0.114285714,0.836961625,0.296797516,0.0476,0.0714,0.279919551,0.25,0.0943,0.539307845,0.0833
k912,0.1,0.321524569,0.000514,0.0,0.292924508,0.142714067,0.0,0.0455,0.0222,0.0,0.836961625,0.296797516,0.0238,0.0,0.478260634,0.0,0.0943,0.539307845,0.0833
k1949,0.2,0.578544471,0.649947671,0.0,0.329842623,0.0,0.444444444,0.431818182,0.0,0.114285714,0.836961625,0.694813922,0.30952381,0.285714286,0.247288198,0.5,0.19519212,0.539307845,0.333333333
k1450,0.0,0.552997978,0.258278841,0.0294,0.254942037,0.0,0.111111111,0.0,0.0,0.0286,0.836961625,0.296797516,0.0,0.0,0.351471889,0.125,0.0943,0.539307845,0.0
k1996,0.1,0.380017438,0.184228956,0.0,0.331618962,0.0,0.111111111,0.0909,0.0,0.0286,0.836961625,0.296797516,0.0,0.142857143,0.379090093,0.125,0.0943,0.539307845,0.0
k518,0.05,0.263935848,0.000514,0.0719,0.237831137,0.141997873,0.0,0.0,0.0222,0.0,0.836961625,0.296797516,0.0,0.0,0.478260634,0.0,0.0943,0.539307845,0.0
k2669,0.0,0.817158253,0.252261681,0.0,0.2680167,0.0451,0.444444444,0.0,0.0,0.342857143,0.836961625,0.296797516,0.238095238,0.0,0.359189011,0.375,0.0943,0.539307845,0.0
k3181,0.0,0.43861623,0.160294091,0.0,0.308585311,0.0,0.333333333,0.0,0.0667,0.2,0.836961625,0.320526487,0.214285714,0.0,0.346458231,0.479166667,0.135096331,0.539307845,0.0
k493,0.1,0.542562632,0.354708152,0.0,0.335469547,0.0878,0.222222222,0.181818182,0.0444,0.0571,0.806368311,0.296797516,0.0476,0.142857143,0.335155789,0.25,0.0943,0.452861326,0.166666667
k598,0.05,0.0678,0.000514,0.0,0.177218606,0.0933,0.0,0.0227,0.0889,0.0,0.836961625,0.296797516,0.0,0.0,0.423024227,0.0,0.0943,0.539307845,0.166666667
k758,0.1,0.577023996,0.365816553,0.0,0.331229185,0.0838,0.222222222,0.0909,0.0,0.142857143,0.836961625,0.296797516,0.0238,0.142857143,0.335155789,0.25,0.0943,0.539307845,0.0833
k708,0.15,0.592441031,0.223049341,0.0,0.362303396,0.499999984,0.333333333,0.159090909,0.0,0.114285714,0.547501804,0.360522779,0.261904762,0.214285714,0.374076604,0.375,0.146858678,0.264387529,0.5
k1070,0.05,0.604800593,0.69409799,0.0124,0.299467997,0.01,0.444444444,0.136363636,0.0,0.228571429,0.836961625,0.296797516,0.285714286,0.0,0.148117148,0.375,0.0943,0.539307845,0.0
k1648,0.05,0.584046236,0.26257269,0.0,0.329444608,0.166666669,0.222222222,0.0455,0.0,0.114285714,0.756198252,0.296797516,0.166666667,0.0714,0.291221824,0.25,0.0943,0.311097449,0.166666667
k863,0.0,0.260716069,0.000514,0.0,0.353586219,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
k1548,0.05,0.0678,0.000514,0.0588,0.188048683,0.0789,0.0,0.0227,0.0889,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.166666667
k1254,0.1,0.0678,0.000514,0.0588,0.172141772,0.0789,0.0,0.0909,0.0889,0.0,0.836961625,0.296797516,0.0476,0.0,0.45064243,0.0,0.0943,0.539307845,0.166666667
k2131,0.05,0.465379915,0.195195715,0.0,0.356325391,0.0,0.111111111,0.0227,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.323853855,0.104166667,0.0943,0.539307845,0.0
k1050,0.05,0.521406474,0.527033939,0.0124,0.292832348,0.0589,0.444444444,0.0909,0.0,0.2,0.836961625,0.914538629,0.357142857,0.0,0.148117148,0.375,0.239326658,0.539307845,0.0
k2020,0.15,0.485382895,0.232500007,0.00621,0.200162135,0.110651155,0.111111111,0.136363636,0.0444,0.0286,0.836961625,0.296797516,0.0476,0.0,0.379089923,0.125,0.0943,0.539307845,0.166666667
k225,0.0,0.535581101,0.437754923,0.0,0.328162315,0.0,0.333333333,0.0,0.0,0.114285714,0.836961625,0.85757983,0.261904762,0.0,0.263603621,0.375,0.356570877,0.539307845,0.0
k1343,0.05,0.366486357,0.000514,0.0,0.415403488,0.0589,0.0,0.0,0.0444,0.0,0.836961625,0.296797516,0.0,0.0,0.296235651,0.0,0.0943,0.539307845,0.0
k903,0.0,0.571819177,0.488824713,0.0588,0.164596463,0.0,0.555555556,0.0,0.0444,0.285714286,0.836961625,0.965704222,0.452380952,0.0,0.120498945,0.479166667,0.25418265,0.539307845,0.0
k1805,0.3,0.562749079,0.360664983,0.0,0.345437147,0.110651155,0.222222222,0.25,0.0,0.0857,0.836961625,0.562682486,0.142857143,0.142857143,0.263603621,0.229166667,0.170751793,0.539307845,0.166666667
k974,0.05,0.502576014,0.319719969,0.0,0.337399624,0.0,0.222222222,0.0909,0.0,0.0286,0.836961625,0.791629976,0.0952,0.0714,0.279919551,0.229166667,0.218023319,0.539307845,0.0
k341,0.1,0.564814104,0.334028428,0.0,0.400438565,0.221591322,0.222222222,0.136363636,0.0,0.114285714,0.756495998,0.559067526,0.238095238,0.214285714,0.263603621,0.25,0.275789394,0.311938777,0.166666667
k696,0.2,0.541432087,0.458028082,0.0294,0.225926595,0.0102,0.222222222,0.272727273,0.0444,0.0857,0.836961625,0.296797516,0.0238,0.214285714,0.307537586,0.25,0.0943,0.539307845,0.166666667
k802,0.05,0.551785659,0.518480339,0.0,0.230179272,0.0,0.444444444,0.136363636,0.0222,0.171428571,0.836961625,0.896093062,0.30952381,0.142857143,0.219669486,0.375,0.235279457,0.539307845,0.0
k991,0.05,0.366601875,0.157282888,0.0,0.241407447,0.0,0.111111111,0.0909,0.0444,0.0286,0.836961625,0.296797516,0.119047619,0.0714,0.406708127,0.125,0.0943,0.539307845,0.0
k2472,0.4,0.371797886,0.426523241,0.0588,0.21527002,0.333333344,0.444444444,0.545454545,0.177777778,0.285714286,0.649313468,0.296797516,0.404761905,0.428571429,0.551089961,0.5,0.0943,0.274192244,0.5
k862,0.0,0.497209276,0.000514,0.0,0.353544487,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.478260634,0.0,0.0943,0.539307845,0.0
k2642,0.05,0.556189448,0.297804812,0.0275,0.390847469,0.166666669,0.222222222,0.0682,0.0,0.0,0.758963847,0.747786995,0.30952381,0.0,0.26360379,0.25,0.203367791,0.318912097,0.166666667
k80,0.1,0.515294052,0.212698987,0.0,0.317614834,0.0,0.333333333,0.136363636,0.0222,0.114285714,0.836961625,0.296797516,0.238095238,0.142857143,0.346458401,0.25,0.0943,0.539307845,0.0
k1651,0.0,0.624490908,0.623009472,0.0,0.377269566,0.01,0.444444444,0.0,0.0,0.228571429,0.836961625,0.88483107,0.214285714,0.0,0.192051283,0.5,0.513127668,0.539307845,0.0
k3359,0.15,0.440370128,0.146722694,0.0,0.314124818,0.0,0.222222222,0.181818182,0.0,0.0571,0.836961625,0.697223896,0.0714,0.214285714,0.335155958,0.208333333,0.189920465,0.539307845,0.0
k443,0.15,0.382659651,0.0373,0.0,0.355914186,0.333333344,0.111111111,0.136363636,0.0,0.0,0.616498517,0.296797516,0.0476,0.214285714,0.461944534,0.125,0.0943,0.217580533,0.333333333
k1815,0.1,0.463915868,0.153720855,0.0,0.328488723,0.0,0.222222222,0.159090909,0.0444,0.0,0.836961625,0.667840756,0.142857143,0.142857143,0.335155958,0.208333333,0.182703769,0.539307845,0.0
k3174,0.0,0.53346023,0.330938535,0.0202,0.197130215,0.0,0.555555556,0.0,0.0444,0.228571429,0.836961625,0.808916902,0.547619048,0.0,0.131801218,0.5,0.35614286,0.539307845,0.0
k2462,0.1,0.60954059,0.248615712,0.0,0.335190986,0.0,0.333333333,0.0909,0.0,0.114285714,0.836961625,0.296797516,0.19047619,0.142857143,0.318840028,0.25,0.0943,0.539307845,0.0
k1429,0.05,0.585444864,0.689124784,0.0,0.283437347,0.0,0.333333333,0.0909,0.0,0.114285714,0.836961625,0.296797516,0.119047619,0.0,0.291222163,0.375,0.0943,0.539307845,0.166666667
k194,0.05,0.504365376,0.000514,0.0,0.236022137,0.0837,0.0,0.0,0.0222,0.0,0.836961625,0.296797516,0.0476,0.0,0.542369091,0.0,0.0943,0.539307845,0.0
k856,0.0,0.575249133,0.649945048,0.055,0.262679904,0.0,1.0,0.0,0.0,0.571428571,0.836961625,0.834128934,0.952380952,0.0,0.0,0.625,0.347484992,0.539307845,0.0
k897,0.1,0.387031773,0.212365866,0.292207798,0.012,0.126888,0.555555556,0.113636364,0.377777778,0.0857,0.836961625,0.296797516,0.333333333,0.0714,0.303953281,0.125,0.0943,0.539307845,0.0
k3225,0.0,0.554024397,0.488182078,0.0,0.274887347,0.0,0.222222222,0.0,0.0222,0.0571,0.836961625,0.296797516,0.0,0.0,0.279919551,0.25,0.0943,0.539307845,0.0
k287,0.15,0.703745343,0.438011977,0.0,0.369896345,0.171635612,0.333333333,0.227272727,0.0,0.114285714,0.743899087,0.44311072,0.285714286,0.142857143,0.330142639,0.375,0.132972499,0.276344103,0.166666667
k1328,0.2,0.49848796,0.182770569,0.0268,0.328363652,0.166666669,0.222222222,0.318181818,0.0,0.0571,0.752442083,0.557630811,0.214285714,0.214285714,0.318840028,0.104166667,0.200962226,0.300483764,0.166666667
k1413,0.15,0.494195217,0.345763725,0.0,0.187347143,0.0589,0.333333333,0.159090909,0.0889,0.257142857,0.836961625,0.296797516,0.261904762,0.142857143,0.291221824,0.458333333,0.0943,0.539307845,0.0
k761,0.25,0.553592826,0.332908407,0.0,0.308592468,0.0878,0.222222222,0.25,0.0,0.0857,0.806345407,0.486026788,0.119047619,0.214285714,0.263603621,0.208333333,0.14869536,0.452796609,0.0833
k777,0.0,0.0678,0.000514,0.0,0.265102154,0.0,0.0,0.0,0.0444,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
k3190,0.0,0.551485507,0.316871392,0.0,0.368794335,0.0,0.333333333,0.0,0.0,0.114285714,0.836961625,0.503313714,0.214285714,0.0,0.291221993,0.375,0.230717552,0.539307845,0.0
k1338,0.1,0.396885014,0.000514,0.0588,0.133622027,0.0789,0.111111111,0.0682,0.0889,0.0,0.836961625,0.296797516,0.0476,0.0,0.351472058,0.0,0.0943,0.539307845,0.166666667
k3389,0.05,0.629546056,0.608811178,0.0,0.378109742,0.0,0.444444444,0.0455,0.0,0.228571429,0.836961625,0.850488947,0.30952381,0.0,0.164433079,0.479166667,0.507563444,0.539307845,0.0
k2734,0.0,0.336652996,0.157167476,0.0,0.273013398,0.0,0.111111111,0.0,0.0889,0.0286,0.836961625,0.296797516,0.0952,0.0,0.307537755,0.125,0.0943,0.539307845,0.0
k1676,0.05,0.444431881,0.0971,0.0,0.325138424,0.249730779,0.111111111,0.0455,0.0,0.0,0.744053686,0.296797516,0.0952,0.0714,0.43432633,0.125,0.0943,0.276780947,0.166666667
k2591,0.15,0.347225227,0.0354,0.0,0.21031547,0.0102,0.111111111,0.0455,0.0444,0.0571,0.836961625,0.296797516,0.119047619,0.0714,0.406708127,0.0833,0.0943,0.539307845,0.0
k2108,0.05,0.299335596,0.000514,0.0,0.249465316,0.166666669,0.0,0.0,0.0222,0.0,0.753329592,0.296797516,0.0,0.0,0.423024396,0.0,0.0943,0.302991571,0.166666667
k735,0.1,0.339588334,0.000514,0.0,0.165204636,0.0789,0.0,0.0909,0.133333333,0.0,0.836961625,0.296797516,0.0238,0.0,0.478260634,0.0,0.0943,0.539307845,0.166666667
k552,0.1,0.498071297,0.201598456,0.0,0.313962633,0.0,0.111111111,0.0909,0.0222,0.0,0.836961625,0.296797516,0.0476,0.142857143,0.351472058,0.125,0.0943,0.539307845,0.0
k509,0.0,0.497209276,0.000514,0.0,0.29815845,0.0,0.0,0.0,0.0222,0.0,0.836961625,0.296797516,0.0,0.0,0.45951448,0.0,0.0943,0.539307845,0.0
k1988,0.1,0.136959939,0.0533,0.0,0.285293072,0.0,0.111111111,0.181818182,0.0,0.0,0.836961625,0.296797516,0.0476,0.142857143,0.4343265,0.125,0.0943,0.539307845,0.0
k2724,0.05,0.586009712,0.262396949,0.0,0.396172449,0.0298,0.222222222,0.0682,0.0,0.0,0.836961625,0.564999768,0.142857143,0.0714,0.279919551,0.229166667,0.1636868,0.539307845,0.0
k2795,0.1,0.738516492,0.0823,0.0,0.37708017,0.0,0.111111111,0.0909,0.0,0.0,0.836961625,0.296797516,0.0476,0.142857143,0.406708296,0.125,0.0943,0.539307845,0.0
k1000,0.1,0.585444864,0.359589553,0.0,0.357634979,0.166666669,0.222222222,0.0909,0.0,0.114285714,0.756055106,0.296797516,0.0952,0.142857143,0.335155958,0.25,0.0943,0.310692964,0.166666667
k2217,0.1,0.0678,0.000514,0.0588,0.174121986,0.0789,0.0,0.0455,0.111111111,0.0,0.836961625,0.296797516,0.0238,0.0,0.423024396,0.0,0.0943,0.539307845,0.166666667
k2539,0.0,0.0715,0.173382856,0.0,0.208374533,0.00507,0.111111111,0.0,0.0667,0.0286,0.836961625,0.296797516,0.0,0.0,0.44319838,0.125,0.0943,0.539307845,0.0
k1147,0.25,0.407014198,0.148700435,0.0,0.339448199,0.0,0.222222222,0.295454545,0.0,0.0571,0.836961625,0.672197247,0.238095238,0.285714286,0.291221824,0.208333333,0.280931019,0.539307845,0.0
k2681,0.05,0.497431413,0.185713574,0.0,0.212131543,0.0589,0.111111111,0.0227,0.0889,0.0571,0.836961625,0.296797516,0.0952,0.0,0.406708296,0.125,0.0943,0.539307845,0.0
k2050,0.05,0.555131226,0.501181661,0.00737,0.273132645,0.0589,0.222222222,0.0682,0.0,0.0286,0.836961625,0.296797516,0.0238,0.0,0.307537586,0.25,0.0943,0.539307845,0.0
k2582,0.05,0.513365365,0.244046448,0.0,0.313278942,0.166666669,0.333333333,0.0909,0.0,0.114285714,0.739936786,0.296797516,0.30952381,0.0714,0.346458401,0.25,0.0943,0.265147961,0.166666667
k442,0.0,0.384753774,0.000514,0.0294,0.228346556,0.0,0.0,0.0,0.0667,0.0,0.836961625,0.296797516,0.0238,0.0,0.423024396,0.0,0.0943,0.539307845,0.0
k1207,0.05,0.308506243,0.000514,0.0588,0.142734598,0.0144,0.0,0.0227,0.133333333,0.0,0.836961625,0.296797516,0.333333333,0.0,0.382948654,0.0,0.0943,0.539307845,0.0
k1501,0.1,0.585444864,0.283475369,0.0275,0.3662689,0.333333344,0.222222222,0.0909,0.0,0.114285714,0.660748027,0.296797516,0.0714,0.214285714,0.390392027,0.375,0.0943,0.287200479,0.333333333
k525,0.0,0.442932514,0.000514,0.0,0.439665509,0.0,0.0,0.0,0.0,0.0,0.836961625,0.296797516,0.0,0.0,0.395406193,0.0,0.0943,0.539307845,0.0
k1410,0.0,0.184338877,0.000514,0.0,0.200150444,0.0,0.0,0.0,0.133333333,0.0,0.836961625,0.296797516,0.0,0.0,0.395406023,0.0,0.0943,0.539307845,0.0
k2191,0.15,0.498432896,0.000514,0.0,0.249727108,0.176801296,0.111111111,0.0682,0.0222,0.0,0.836961625,0.296797516,0.0476,0.0,0.351472058,0.0,0.0943,0.539307845,0.0
k2752,0.05,0.608821963,0.407996999,0.0,0.36277077,0.0,0.222222222,0.0455,0.0,0.114285714,0.836961625,0.296797516,0.0476,0.0714,0.307537586,0.25,0.0943,0.539307845,0.0
k2403,0.1,0.611026002,0.246577642,0.0,0.370969355,0.166666669,0.111111111,0.136363636,0.0,0.0286,0.750203268,0.296797516,0.0952,0.0714,0.362774162,0.125,0.0943,0.29415762,0.166666667
k2430,0.0,0.344609443,0.000514,0.323529425,0.014,0.0866,0.333333333,0.0,0.533333333,0.0,0.836961625,0.296797516,0.166666667,0.0,0.411995365,0.0,0.0943,0.539307845,0.0
k2955,0.0,0.49270199,0.103618952,0.0,0.313924437,0.0831,0.111111111,0.0,0.0,0.0,0.836961625,0.296797516,0.0714,0.0,0.406708296,0.125,0.0943,0.539307845,0.0
k2033,0.15,0.542856644,0.264592399,0.0,0.331070245,0.138704971,0.222222222,0.25,0.0,0.0857,0.836961625,0.658710664,0.142857143,0.214285714,0.263603451,0.229166667,0.314435559,0.539307845,0.0833
k439,0.15,0.395151716,0.0718,0.0,0.317783177,0.166666669,0.111111111,0.159090909,0.0,0.0,0.747855662,0.296797516,0.0238,0.214285714,0.43432633,0.125,0.0943,0.287524067,0.166666667
k3353,0.05,0.585444864,0.473278198,0.0,0.33256328,0.0101,0.222222222,0.0455,0.0,0.142857143,0.836961625,0.296797516,0.0238,0.0714,0.307537586,0.25,0.0943,0.539307845,0.0
k3429,0.5,0.589176466,0.462421605,0.0356,0.196318457,0.22130231,0.444444444,0.568181818,0.0444,0.257142857,0.836961625,0.296797516,0.214285714,0.428571429,0.31139767,0.375,0.0943,0.539307845,0.333333333
k2348,0.15,0.585410484,0.156522218,0.0,0.40047751,0.221591322,0.111111111,0.136363636,0.0,0.0,0.755047353,0.572924874,0.0952,0.214285714,0.307537755,0.125,0.169505667,0.30784539,0.166666667
k3230,0.0,0.313182291,0.000514,0.0,0.228553593,0.0,0.0,0.0,0.0444,0.0,0.836961625,0.296797516,0.0,0.0,0.423024396,0.0,0.0943,0.539307845,0.0
