Key_0_0,pupilDiamMax,P1stFixation,leavingPos,Key_1_3
k4,0.1307,1,27.7354,4415
k4928,0.1937,0,56.0045,2408
k1365,0.0392,1,110.3925,7562
k1852,0.2337,0,66.9403,1504
k622,0.0506,0,46.3087,2805
k1922,0.0311,1,67.2681,6258
k2198,0.226,1,132.1855,5235
k2450,-0.0195,0,88.7764,2432
k5627,0.1211,1,18.0278,3690
k1314,0.1033,1,173.8347,4220
k2653,0.1886,0,81.2927,3266
k1023,0.2109,1,71.5437,1809
k4910,0.132,1,57.5087,5383
k7169,0.0798,0,21.36,4261
k3257,0.1409,1,89.1403,6550
k5721,-0.0479,1,29.6142,2399
k136,-0.0493,0,51.0612,5547
k826,-0.0006,1,171.4176,2081
k4270,0.1241,1,151.533,1785
k332,0.1838,1,40.0312,3905
k4778,0.0961,1,29.77,4763
k4567,0.0309,1,49.1859,1801
k7527,0.062,1,69.3776,6608
k6732,-0.0248,1,14.7054,7087
k1225,0.1711,1,29.3981,6825
k5923,0.1885,1,100.0425,4883
k4275,0.0372,1,138.1611,3254
k5991,0.1916,1,15.2069,1491
k3177,0.3229,1,171.2637,3687
k3330,-0.0652,1,84.5532,2188
k6211,0.3567,1,68.1561,4463
k6903,0.2613,1,78.2624,5568
k2621,0.0742,1,93.3876,4322
k5607,0.2561,1,1175.3239,3684
k55,0.0149,1,31.6267,2022
k4447,0.1541,0,47.1301,3160
k893,-0.0679,1,50.5668,1377
k3402,0.0567,1,87.6955,7161
k3845,0.1015,0,118.3427,5990
k3112,-0.0107,1,36.4005,1875
k6856,0.1421,1,113.0675,3641
k1310,0.033,0,62.0081,5123
k3851,0.2724,1,62.532,4677
k7441,0.1534,1,32.8824,5828
k6445,0.9162,0,73.437,1235
k5012,-0.0232,1,37.8715,3304
k2121,0.0698,1,70.6134,4715
k3682,1.8132,1,80.6381,867
k3405,0.2289,1,111.4002,7548
k6024,0.0677,1,86.2235,1839
k4064,0.1292,1,58.3802,7366
k1359,0.1014,0,61.9536,2297
k6839,0.0987,0,57.0636,7204
k1627,0.2401,1,2.5,5734
k215,1.3455,1,103.407,3213
k5226,0.1556,1,13.0,5135
k4587,0.2806,1,83.9524,5001
k3012,0.1275,1,1287.4126,7210
k5995,0.1718,1,25.3476,734
k443,0.1774,0,89.0421,5233
k1073,0.2119,1,55.3466,3011
k6686,0.4371,1,166.548,4293
k3775,-0.0593,1,38.4708,2861
k4919,1.4635,0,66.772,6308
k578,0.0141,0,93.5361,3197
k4699,0.0259,1,20.2237,2109
k5129,0.0808,1,36.7185,7520
k3097,0.1027,1,54.1133,5397
k5148,0.0596,0,38.8104,1531
k6911,0.06,1,13.2004,3636
k4051,0.099,1,85.2482,1396
k6543,0.0029,1,61.7454,7169
k7467,0.1787,0,39.7146,89
k1132,0.3998,1,65.8976,2079
k2982,0.1435,1,41.5933,6043
k956,0.1065,1,87.9119,2270
k6999,0.0756,1,116.7101,5926
k3997,0.0945,1,11.6619,2288
k1581,0.4465,1,24.7487,1922
k2769,0.1191,1,55.3399,6267
k3078,-0.043,1,21.6622,5264
k2023,0.2104,1,78.4347,3983
k6506,0.0925,0,143.5705,1378
k4700,1.9487,0,127.343,4661
k7015,0.2556,1,31.8904,5455
k287,0.1012,1,69.5881,6618
k202,1.4012,1,78.1937,5005
k5099,0.0813,0,53.5093,1266
k2342,0.1968,1,13.0384,5162
k1100,0.0202,1,54.5183,7246
k7444,0.122,1,77.1897,4501
k4497,0.1059,1,54.5825,2484
k3336,0.0874,1,129.7575,1364
k1031,0.188,0,67.0075,1436
k1829,0.0696,1,21.7083,1037
k651,0.2081,1,62.46,5527
k2843,0.3061,1,58.2001,2835
k5147,0.122,1,152.0008,2596
k743,0.1468,1,69.3758,1434
k225,0.8332,1,59.8018,4265
k5886,0.3176,1,70.8978,4717
k633,0.2062,1,71.007,4184
k5992,0.2523,1,74.0422,7040
k1613,0.156,0,70.6576,604
k6991,0.1644,0,74.7813,3655
k2966,-0.1215,0,36.8782,4926
k270,0.9075,0,95.4804,300
k6059,0.1031,0,64.5949,7399
k7152,0.1165,1,56.5265,6441
k3026,0.0226,1,1.5811,6236
k5541,0.0834,1,107.9352,6024
k7167,0.067,1,131.3097,6726
k1433,0.0502,1,52.2398,7205
k4340,0.089,1,55.8055,4459
k1979,0.1043,1,32.5346,4618
k1021,0.3276,1,111.9933,2978
k1467,0.2027,1,10.5119,6128
k3788,0.1518,1,29.5846,1912
k2716,0.8567,0,66.1381,666
k7532,0.3498,1,120.0843,7360
k1277,0.076,1,48.9923,7165
k5079,0.0425,1,5.3151,932
k2329,1.1726,1,65.4313,5861
k6154,0.2142,1,50.0025,2296
k6387,0.0752,1,56.1004,1834
k2157,0.1201,1,38.9487,2739
k1729,0.2343,1,65.6601,3752
k776,0.2524,1,123.8406,6926
k6799,0.3223,1,52.8607,5086
k4382,0.1371,1,87.0704,7292
k2083,0.6472,1,102.7144,4323
k3370,0.0423,1,90.2344,2598
k5802,-0.0629,1,168.6891,6193
k6765,0.1296,1,114.1096,2094
k5339,0.2515,1,54.0023,1888
k3395,0.6972,1,21.5058,6053
k6593,0.1646,1,61.9839,3388
k4594,0.2893,1,58.6046,2847
k699,-0.0956,1,70.6771,4189
k4850,0.2028,1,125.6344,7373
k5672,0.3083,1,6.5,7591
k3928,0.1761,1,95.3415,4410
k4130,0.1034,1,111.8179,3136
k1952,0.1185,1,60.5186,983
k3552,0.0228,1,38.2099,2246
k241,0.2875,1,18.5068,5146
k2503,-0.07,1,84.8528,4664
k5181,0.1438,1,9.0554,5735
k645,1.1616,1,56.0357,3683
k4304,-0.0557,1,36.6231,2020
k3006,0.2592,0,73.8664,1211
k1142,0.1245,1,61.6644,6802
k2893,-0.072,1,73.0514,6136
k6783,0.0136,0,24.5051,597
k197,-0.0308,1,112.6144,6103
k1918,0.2169,1,51.8845,3879
k2249,0.3339,0,89.56,5426
k4834,-0.0045,1,44.7493,6297
k7195,0.2313,1,71.332,2090
k2229,-0.0045,1,61.5894,2121
k6604,0.0865,1,66.8973,5649
k1839,0.2712,1,103.5495,3787
k1420,0.2216,1,115.0761,5355
k22,0.1432,1,91.5014,4984
k4379,2.0375,1,34.0918,5868
k1584,-0.0329,1,55.0681,2388
k7313,0.1555,1,109.5011,5608
k7198,0.0954,1,84.7659,4409
k914,0.1538,0,81.1326,5387
k3711,-0.5825,0,33.3654,5961
k304,0.1113,1,18.5809,2759
k5787,0.231,0,41.7612,407
k5098,0.1205,1,130.1509,7187
k1683,0.0606,1,41.1461,670
k5711,0.0311,1,109.5046,4714
k6181,0.0467,1,70.0161,682
k6516,0.1159,1,121.6069,30
k2162,0.0696,1,30.8585,1043
k122,0.1955,1,94.2987,6655
k3861,-0.8588,0,89.202,2370
k1320,0.5605,1,109.4646,4146
k5588,0.1847,0,40.2523,5029
k958,0.1466,1,100.005,2475
k1209,0.0642,1,50.045,3449
k680,0.1676,1,82.7345,4577
k5386,-0.0439,1,42.4264,4434
k864,0.2081,1,132.8401,1285
k7482,0.5463,0,42.1456,3373
k3793,0.1351,1,22.655,2311
k3540,0.0743,1,23.0868,3073
k3947,0.1226,1,7.433,1800
k4639,0.2482,1,14.5602,6549
k3535,0.1916,1,70.8467,1001
k2207,-0.0086,1,29.2617,3584
k4580,0.1594,1,47.0239,1403
k7405,0.029,1,129.001,5026
k5183,0.131,1,36.7185,966
k7443,0.797,1,77.1897,7370
k3752,-0.0854,0,71.3863,6311
k6785,1.4802,1,108.3444,6439
k554,0.1202,0,29.2959,7090
k5633,1.7096,1,41.7043,4417
k3122,-0.0143,1,80.946,6050
k2171,0.3567,1,44.7214,5418
k1600,0.0073,1,22.5222,4780
k2069,0.2625,1,60.7289,2002
k4358,0.9318,1,20.7966,4751
k6727,-0.0566,1,31.1809,2406
k537,0.0386,1,70.0446,5854
k257,-0.0248,1,24.8395,148
k2213,-0.0408,1,23.817,1303
k4870,0.028,1,47.289,1787
k6354,0.0423,1,13.8924,2584
k3206,0.023,1,83.0738,893
k7316,0.1937,0,32.1442,6453
k4330,0.1748,1,32.9014,3921
k3050,-0.0858,1,37.0844,1778
k1996,0.0936,1,33.3766,6033
k2021,0.0451,0,144.4585,3825
k1062,0.1259,1,93.9747,1975
k2573,0.1672,1,23.927,2745
k882,0.1442,1,6.0208,5588
k4418,0.1102,0,142.9773,6791
k2480,0.0242,1,108.0116,5607
k2713,0.2957,0,144.0876,4043
k2100,0.1124,1,36.7049,3077
k4395,0.1942,1,41.3552,6120
k1316,-0.0289,1,50.9215,1710
k5312,1.598,0,60.3842,483
k2003,1.525,1,84.2882,5747
k3736,-0.1055,1,74.6073,3714
k1813,0.4803,1,49.2443,3716
k1336,0.1015,1,126.58,7240
k4745,0.0231,1,138.7921,5807
k364,0.1722,1,62.2113,5450
k1241,0.0955,1,113.9496,2736
k4442,0.2713,1,51.6841,3839
k6426,-0.1299,0,59.927,1581
k2128,0.0861,0,36.0035,6585
k7070,0.2521,0,25.4804,4912
k3660,0.7158,0,82.9759,3435
k6774,0.0925,1,156.0969,5403
k7213,0.0214,1,105.5237,4205
k1517,0.1006,1,112.0045,3802
k1702,0.0854,0,101.9657,6956
k4939,0.2853,1,74.3236,4374
k972,-1.1753,1,43.8321,91
k1714,0.091,1,17.7553,4091
k1903,0.0857,1,64.195,5229
k2626,0.3507,1,64.002,3144
k6107,0.1153,1,110.5283,5038
k1746,0.1264,1,91.0879,5945
k5317,0.1963,1,32.4076,6462
k2317,0.1693,1,65.8217,6976
k2090,-0.0818,1,69.7782,309
k1135,0.1055,1,61.5,7212
k7298,0.1201,1,66.5169,7485
k2113,0.0945,1,62.508,5558
k245,0.2938,0,31.8944,1654
k5227,0.1064,1,95.6347,7231
k1261,0.4335,1,88.596,5054
k7060,0.1177,1,31.4841,1412
k206,0.5104,0,25.4951,6242
k4169,0.1102,1,106.7825,3722
k4457,0.1737,1,34.5254,4852
k2666,0.447,1,23.0489,7033
k7137,-0.0428,1,180.783,2120
k6401,0.3047,1,178.4615,5636
k1992,0.1206,1,125.6344,4548
k6625,0.136,0,52.5952,6190
k5698,0.0734,1,31.5159,126
k1383,-0.0629,1,40.9298,3638
k3839,0.2986,1,34.9607,54
k6844,0.0832,1,66.8001,802
k3144,-0.0703,1,56.1471,5902
k6379,0.2041,1,17.066,3863
k6191,0.3105,1,41.1005,1762
k7392,0.0802,1,57.6043,2552
k3123,0.1678,1,118.0138,4752
k7211,0.0908,1,63.4133,5451
k5273,0.0173,1,8.3815,4168
k5049,0.4872,1,25.5049,5056
k6446,0.2379,1,101.7411,4197
k737,0.1553,1,91.5874,6728
k5888,0.0825,1,13.6473,803
k4104,0.2672,1,68.5894,5525
k6779,0.1093,0,78.5828,5327
k1377,0.1405,1,63.7828,502
k3949,-0.0312,1,42.6058,4916
k2908,0.0989,1,85.072,922
k4898,0.4211,1,41.7612,810
k2559,0.17,0,81.4448,3702
k5078,0.2966,1,108.462,7318
k6831,0.0943,1,65.8217,2891
k140,0.0163,1,69.5432,3964
k4863,0.1663,0,18.4459,3669
k1947,0.079,1,29.1548,4706
k2159,0.1437,1,35.3871,3546
k2850,0.168,1,32.28,1248
k1173,0.8551,1,68.8204,3280
k5144,0.0107,0,90.824,6048
k646,-0.0103,0,26.5047,1770
k5537,-0.0278,1,68.1652,6304
k5980,0.1881,1,102.617,895
k5641,-0.0207,1,37.9638,5950
k5330,0.2625,1,63.9414,2409
k6995,-0.1365,1,73.0154,3942
k2913,0.1361,1,111.8939,7533
k7046,0.2779,1,175.9808,5508
k2427,0.0487,1,40.1995,95
k4798,0.3665,1,102.1225,2261
k428,0.0771,1,125.8223,4537
k832,0.368,1,85.1146,6374
k137,0.0312,1,75.6637,6422
k4065,0.1175,1,73.8546,5186
k2053,0.1883,1,62.502,2314
k502,0.3729,1,19.0394,1265
k3496,0.0946,1,30.8869,189
k6368,0.0386,1,99.505,4489
k3430,-0.069,1,91.5,4740
k7000,0.1029,0,71.0634,5312
k2294,0.3023,1,40.783,4251
k1311,-0.0438,1,75.326,3617
k4927,0.1925,1,19.5,665
k6050,0.1799,0,255.5827,1341
k2822,0.0746,1,98.6826,7207
k3202,0.0578,1,60.3262,1855
k6606,0.0845,0,30.8423,1915
k5816,0.2168,1,19.9123,5013
k5455,0.132,1,81.4448,7568
k5365,0.2037,1,1.5,1882
k6612,0.1698,0,74.0962,6677
k4704,0.1605,1,30.3356,644
k2544,0.1303,0,215.168,5730
k160,-0.4869,1,41.8718,2874
k1867,0.2215,1,61.7454,6255
k1815,0.194,1,113.1205,6309
k2304,0.1333,1,58.4059,2677
k4181,0.1471,0,84.4808,245
k3237,0.0435,1,110.3087,2590
k2705,0.1876,1,29.7195,602
k5772,0.142,1,47.6366,7437
k801,0.0343,0,75.1482,520
k1853,0.0443,1,27.8657,3922
k1915,0.1398,0,16.0078,5951
k7338,0.068,1,31.8159,3163
k7032,-0.0318,1,76.58,6198
k6004,0.029,0,67.8122,4964
k5074,0.0812,0,105.4336,540
k791,0.1602,1,64.438,6562
k5496,0.1741,1,58.7388,4970
k5631,0.1367,1,42.5118,1892
k5806,0.1259,1,136.4441,4681
k1908,0.065,1,116.0786,3428
k1422,0.0128,1,69.8946,5384
k2905,0.1016,1,101.0198,5712
k767,0.0797,0,63.7122,4897
k1990,0.1104,1,82.1523,615
k1865,0.2071,1,32.7567,976
k7507,0.2923,1,64.2359,3228
k4185,-0.0247,0,99.2031,6336
k5136,-0.4219,1,106.9871,392
k3000,1.5777,1,57.7062,4255
k6629,0.263,1,67.0615,2242
k6353,1.5181,0,60.2702,3676
k4138,0.204,1,29.7741,224
k1699,0.0166,1,175.3147,6220
k6898,0.2242,1,49.6236,7577
k6654,0.2719,1,75.5,7344
k1042,0.9525,1,88.4604,5227
k2926,0.066,1,76.5278,4233
k7414,0.0915,0,57.2931,6927
k3566,0.325,1,7.7621,6704
k4960,0.0769,1,43.2261,6862
k5375,0.047,1,85.9069,1267
k4812,0.1165,1,45.533,575
k7286,0.2076,1,55.2675,5502
k127,0.152,1,42.2907,2734
k4584,0.2055,1,52.3546,4372
k2594,0.0326,1,68.0974,5623
k7107,0.1058,0,6.5765,2776
k3039,-0.8588,0,90.5124,2943
k6267,0.119,1,34.7922,3837
k5582,0.1469,1,56.2694,5166
k5832,0.4056,1,75.1665,6333
k3647,0.3311,0,43.4626,1842
k2416,1.4612,1,26.8002,517
k6165,0.0783,0,52.4452,3711
k4187,-0.075,1,59.5399,2239
k1057,0.0823,1,69.2856,4734
k6858,0.0736,0,83.8048,2931
k7048,0.2369,1,49.5101,1109
k3641,-0.0969,0,67.862,6405
k44,0.2891,1,68.6531,3594
k5642,-0.0147,1,54.1295,432
k6636,0.0825,1,42.2995,719
k3930,0.2446,1,64.9865,679
k2957,0.2091,1,79.555,1905
k2165,0.0774,0,85.0235,4324
k3454,-0.1215,1,56.3405,6151
k7602,0.0901,1,75.4321,546
k6425,0.1819,0,19.2094,4593
k659,0.2162,1,16.0078,4567
k6249,0.106,1,148.0034,1178
k1675,0.2606,1,38.7621,4270
k1028,0.1886,0,63.8318,7255
k1497,0.2455,1,51.5606,2983
k846,0.2992,1,61.5731,422
k4495,0.1468,0,83.2541,6278
k6134,0.1745,1,40.0312,3460
k2073,0.2071,1,22.0227,7327
k6281,0.1031,1,55.9732,3364
k6544,0.5071,0,47.7938,2118
k200,0.1029,1,73.1317,4823
k4933,0.032,0,113.5396,4781
k4779,0.1006,1,116.4302,6110
k113,0.5071,1,72.3671,1700
k3429,0.221,1,34.7311,1709
k6608,0.1831,1,78.0545,1996
k4885,0.3965,1,90.3687,4511
k2984,0.0837,1,119.3399,6674
k5393,0.179,1,56.136,2733
k1227,0.1165,0,106.2132,2326
k2972,-0.0193,1,14.5774,3492
k6721,0.2214,0,18.9275,4534
k6513,0.2571,0,79.0142,961
k2958,0.1105,1,71.0018,185
k7386,0.0385,1,70.5868,7303
k6926,0.283,1,78.3342,1675
k4983,-0.1049,1,67.6018,4821
k5881,-0.0574,1,6.1847,2774
k5253,0.7065,1,63.7828,7519
k2296,0.0655,1,38.7331,2277
k2650,0.0996,1,54.3921,6616
k4728,1.6651,1,76.4886,4683
k875,-0.1048,1,59.7097,2084
k3865,0.0859,1,58.6366,6382
k5289,-0.0083,0,36.6231,6365
k2909,0.3085,1,148.8027,3900
k6137,0.1816,1,85.856,3442
k4524,0.7986,1,66.2514,2583
k2819,1.3812,0,42.0268,1221
k2391,0.0246,1,166.1693,4446
k2624,0.1842,0,58.1055,1815
k4655,0.1038,1,58.1055,2342
k6034,0.1205,0,74.788,2385
k991,0.1288,0,93.8416,2063
k3735,0.1052,1,77.1897,3619
k5943,0.1183,1,83.0015,1897
k5696,0.2646,0,91.2277,2500
k3972,0.1572,1,42.547,2960
k3318,0.1806,0,164.003,4990
k926,0.3324,1,39.5127,3841
k3262,0.0437,1,148.0692,7523
k2196,0.1285,1,52.2398,634
k6524,0.8811,0,97.0824,6533
k4616,0.1525,1,58.6366,3798
k3115,0.0356,1,94.0013,6744
k792,0.1702,1,79.9531,3261
k6429,0.0993,1,100.3606,154
k1921,-1.113,1,164.5965,6624
k2970,0.1469,1,51.9832,1007
k1444,-0.06,1,24.0052,2227
k4742,0.076,1,52.8607,4707
k685,0.0552,1,90.1124,6554
k4500,0.117,1,98.2344,1164
k4411,0.0395,0,17.1026,1603
k676,0.1029,1,32.9621,5313
k5911,0.275,1,72.2669,5764
k6020,0.3143,1,28.0401,1481
k3108,1.9949,0,160.8143,7429
k7143,0.494,1,53.6493,2925
k7542,0.159,1,44.5253,2597
k1093,-0.5261,0,75.1415,7018
k4424,0.1592,0,63.3482,2327
k2356,0.0876,1,215.5145,7104
k2751,0.3242,1,46.7787,335
k3052,0.066,1,63.1051,5768
k3129,0.1557,1,71.2776,2857
k5149,1.1002,1,47.6471,6174
k2865,0.1879,1,84.1724,7367
k4789,0.1167,1,84.6242,5580
k4405,0.1986,1,47.5395,3456
k4609,0.1335,1,78.3661,4627
k4369,0.0965,1,66.4248,6479
k568,0.1456,1,26.163,3204
k6617,0.2067,1,20.5548,2268
k6916,0.2978,1,24.5153,6745
k2541,-0.0095,1,62.2113,2323
k1208,-0.0551,1,22.5,2306
k7470,0.0841,1,130.1163,2923
k188,0.1039,1,13.8293,201
k5897,0.0462,1,48.8723,3763
k6190,0.0979,0,16.5076,7570
k1474,0.948,1,87.4371,6212
k5956,0.1694,0,50.01,4798
k3436,0.2646,1,76.7626,5145
k1268,0.2767,1,26.2488,4651
k5358,0.1526,1,80.5559,4458
k5055,4.4917,1,59.8206,5173
k4093,0.259,1,224.5557,947
k5534,0.179,1,79.1154,5119
k873,0.1342,1,115.434,6506
k5934,-0.0348,1,13.4629,1518
k729,0.2565,1,52.6806,905
k3465,0.2051,1,12.7279,5893
k226,0.1212,1,109.4178,4953
k7524,0.3077,0,68.0625,896
k4523,0.0108,1,42.9214,5042
k2622,0.2482,1,89.7566,49
k1210,-0.1594,1,40.0125,2907
k4825,1.9002,0,87.9332,1442
k2489,0.2151,1,66.6408,956
k2187,0.1676,1,49.6009,4029
k582,0.2083,1,96.6566,642
k3629,0.399,1,78.0256,3543
k6752,0.0443,1,51.1004,7555
k7093,0.0626,0,101.0792,1199
k4276,0.0238,1,63.8847,998
k7236,0.3152,0,105.2295,2067
k3416,0.0954,1,13.0863,3796
k4283,0.1571,1,55.7315,1858
k5131,0.2343,1,89.8012,4771
k5100,0.0578,1,33.3204,6494
k5615,0.0265,1,89.3784,7261
k6549,0.1714,0,54.353,745
k4247,0.1554,0,97.0271,6184
k2166,0.1465,1,92.1805,2415
k7384,0.0696,1,85.7103,2069
k5990,0.1987,0,58.0452,3252
k1866,0.2227,0,158.0071,4020
k4693,0.0703,0,103.4758,3661
k5171,-0.0043,1,73.7309,6288
k1424,0.122,1,39.6548,1950
k5478,0.1518,0,42.9418,2144
k5725,0.1523,0,40.1123,1301
k4532,0.2489,1,112.6344,6152
k2130,0.065,1,57.3847,371
k2351,0.1063,1,68.0165,3116
k1658,0.2252,1,26.9258,5530
k5519,0.3097,1,179.0,32
k6668,-0.0333,1,62.859,681
k2879,0.023,1,29.2617,5827
k4646,0.2338,0,205.8476,4842
k7334,0.1679,1,51.8652,1920
k6514,0.0356,1,35.0179,6555
k274,0.2712,1,86.7006,5719
k2722,0.1123,1,22.0,7559
k6339,0.1155,1,42.1456,1775
k3381,-0.0314,1,89.836,3005
k5282,0.0799,1,46.669,2884
k3632,0.0526,1,37.5133,6798
k2140,0.089,0,58.1055,2073
k392,0.0891,1,73.5425,4960
k5288,0.1095,1,107.5744,5681
k1856,0.3173,1,69.8516,5280
k3591,0.063,1,44.0,3817
k6851,0.2698,1,72.6034,2488
k5095,0.6157,0,44.4072,3286
k6472,1.3597,0,90.7979,1143
k5688,-0.7975,1,98.2344,4739
k628,-0.0894,1,41.4367,5031
k4466,0.233,1,55.1453,6518
k3916,1.4802,1,62.859,7354
k3163,0.0714,1,63.7279,577
k3867,0.143,1,86.8692,7133
k5986,0.0147,1,70.445,6909
k6874,0.0887,1,17.9234,4246
k759,0.103,1,73.1864,5863
k4758,0.5288,1,68.6167,3308
k1673,0.1466,1,30.2324,322
k6667,-0.0057,1,182.5,2753
k2492,-0.007,0,34.6302,3012
k4078,0.1563,0,88.5,3667
k1,0.1987,1,82.9473,1824
k2372,0.1479,1,84.0669,4004
k1076,0.2543,1,79.577,2046
k6115,0.0573,0,85.1587,2501
k5325,0.1742,0,49.3812,4110
k89,0.0944,1,61.1882,6247
k2011,0.2393,1,72.9452,7135
k437,0.0656,1,58.0086,1108
k901,0.1637,1,66.3702,5435
k2683,0.1722,0,24.0052,1014
k1751,0.3232,1,109.9318,5033
k5740,0.1774,0,16.1941,5746
k5399,0.1572,1,38.0033,2662
k2810,1.5351,1,50.065,1006
k5110,2.0375,1,159.3895,4518
k1490,0.3152,1,88.8623,25
k1987,0.1015,1,188.5027,5960
k4253,0.0763,0,74.7262,136
k3724,0.061,1,47.6366,1791
k7094,0.1417,1,47.4157,208
k7086,0.2184,1,14.5086,3311
k4821,0.0831,1,35.171,676
k1352,0.1053,0,73.1642,2253
k982,0.1416,0,65.3012,7234
k6718,0.162,1,155.8212,2457
k3110,0.1988,1,47.8017,6858
k124,0.0876,1,106.2544,944
k1768,0.0776,1,47.5421,1935
k6316,0.0943,1,66.7608,1631
k4243,0.0761,1,95.5,3720
k5706,0.2667,0,53.5374,6846
k2131,0.0537,1,152.2539,6994
k1341,0.1861,1,28.0179,6592
k4175,0.0306,1,115.3527,3393
k2651,0.0385,1,39.5885,305
k271,-0.1324,1,70.5142,4230
k3141,0.0596,1,53.1507,6350
k484,0.399,1,48.5412,3773
k5949,0.1175,1,83.5284,5988
k4750,0.0337,1,52.5952,4114
k5352,0.4138,1,73.7564,7353
k7599,0.0246,1,46.8188,5246
k6126,0.021,1,18.0069,5430
k4982,1.3035,1,51.8941,395
k1535,1.8132,1,62.2013,3331
k7040,0.0501,1,51.7035,6911
k5264,0.204,0,45.5988,7277
k2222,0.0222,0,2.6926,2452
k4272,0.3593,1,5.0,4700
k3027,0.0882,1,64.4127,178
k7275,0.1126,1,31.4682,13
k1203,0.0001,1,96.0052,5478
k1290,0.1938,1,103.9291,3574
k788,0.2221,0,88.5579,116
k5652,0.0367,1,21.5928,3953
k6801,0.1916,0,61.9718,7521
k296,0.1847,0,162.1974,536
k2635,-0.2646,1,94.1488,5035
k4234,0.0803,1,59.5063,1327
k7473,0.1289,1,72.9966,6366
k2311,0.025,1,65.0577,843
k5974,0.3516,1,49.5025,1214
k6325,0.2055,1,65.9735,737
k6183,0.4158,1,135.7148,1326
k967,0.1107,1,79.9453,3962
k7185,0.1662,1,66.6652,6250
k6717,0.1541,0,19.1638,2792
k5689,0.1196,1,40.7707,6773
k5508,0.1016,1,50.2121,6493
k2400,0.1068,1,89.1698,3635
k3060,0.748,1,63.0714,618
k1378,0.0873,1,67.082,7196
k1850,0.0406,1,56.7539,2042
k2308,0.0341,1,54.1341,4588
k2429,0.3034,1,35.7946,4626
k1520,0.1226,1,66.6108,5316
k5682,0.2253,1,146.6467,7173
k5311,0.3965,1,18.1797,3465
k7281,0.1096,1,121.5041,819
k6450,0.3472,1,12.1758,143
k511,-0.0338,1,48.6004,5377
k3849,0.3301,1,22.2092,6658
k4828,0.131,1,40.3113,3491
k1832,-0.0152,0,69.5935,1022
k2989,0.3137,1,49.1172,6564
k2167,0.003,1,88.5113,3316
k822,0.3147,1,51.8483,5157
k1148,0.1185,1,30.6023,4237
k2723,0.0073,1,99.7121,1117
k2043,-0.4464,1,1030.1789,5805
k4860,0.0129,0,74.2445,3107
k673,0.0718,1,86.1177,5658
k518,0.8132,1,53.0094,4689
k514,0.2427,1,83.3262,6906
k2706,0.1023,1,2.5,2041
k5082,0.0997,1,24.5204,967
k5026,0.2401,1,75.1066,726
k6099,0.1726,1,18.5,5095
k6321,0.1448,1,28.0713,3739
k5908,0.0246,0,102.2851,2082
k1130,0.2168,1,61.4003,4977
k1496,0.0798,1,83.0,4024
k5536,0.043,1,64.56,1319
k7287,0.1538,0,47.5395,1012
k6915,-0.0438,1,76.6877,5364
k702,0.0372,1,28.6575,6954
k6879,0.1273,1,179.2603,2821
k6778,0.1387,1,54.1225,457
k90,1.5777,1,237.1671,486
k3790,0.052,1,50.8035,4652
k3800,0.0067,0,85.6052,2530
k1676,0.0805,1,33.0341,3128
k6140,0.0386,1,24.2539,6027
k7133,0.1602,0,73.2547,4764
k2641,0.1521,1,78.9462,5115
k2569,0.1986,1,138.6524,6130
k4067,0.8546,1,98.6471,978
k6720,0.1829,1,113.5275,4090
k6338,0.1382,1,37.6563,4718
k7337,0.122,1,83.1685,1471
k1565,0.2431,1,40.7983,754
k5170,0.2699,1,52.0312,3692
k146,0.0053,1,95.0224,4149
k4508,0.1507,1,32.9014,5059
k1503,0.2938,0,76.5849,5874
k684,0.1795,0,60.8276,3736
k4320,-0.0323,0,289.7145,1592
k41,0.3011,1,110.4774,7031
k7154,0.1168,0,28.4605,1503
k3607,0.16,1,133.3389,2259
k5417,0.1798,0,54.171,1612
k4356,0.1855,1,101.8982,1069
k2367,0.1976,0,58.0194,6294
k5863,0.5086,1,26.6317,5933
k2979,0.748,1,95.5641,5039
k2754,0.3405,1,91.5874,4851
k2306,0.2284,1,12.2577,4674
k4182,0.0986,1,73.6156,7183
k2629,0.1242,1,69.2694,5743
k80,0.275,1,66.9795,428
k1412,0.0653,1,128.041,7362
k5728,0.1741,0,81.4033,2626
k5916,0.1371,1,33.2039,2765
k4641,0.7161,1,92.9045,4762
k3464,0.0592,1,50.2021,4544
k260,0.4192,1,74.6358,1489
k5107,0.2927,1,2.5,3352
k2242,2.6022,0,89.6019,1131
k5499,0.2362,1,72.4051,3372
k6033,0.105,1,57.6585,7294
k134,0.1226,1,43.1045,2225
k5284,0.1441,0,92.4905,2362
k7591,0.1446,1,87.1966,1459
k1625,0.1883,1,89.237,3800
k121,0.0903,1,46.8241,2728
k2268,0.1955,1,44.5926,4591
k1426,0.1991,1,67.041,5977
k2820,0.1145,1,26.8002,163
k946,0.0451,0,38.1084,1993
k3119,0.0254,1,70.6045,1707
k1716,0.2793,1,10.5948,946
k4949,0.2978,1,95.9713,5969
k821,0.0752,0,24.0104,4292
k1660,1.3035,1,52.0601,2464
k2150,-1.322,1,72.9178,6521
k6957,-0.0998,0,88.9452,354
k1395,0.1571,1,48.6004,4917
k5930,0.1882,1,73.6767,42
k7190,0.0144,1,41.14,2446
k4645,0.9047,1,80.4006,2196
k2257,0.1663,1,49.0026,4839
k7400,0.0819,0,61.2638,3417
k804,0.0681,1,59.5021,412
k7049,0.3034,1,18.7417,5778
k1807,0.2337,0,7.9057,220
k3342,0.0404,1,41.3824,367
