Key_0_0,totalFixDur,prevFixDur,nextFixDur,Key_1_1
k419,139.0,99.0,338.0,k879
k1561,179.0,100.0,379.0,k6288
k2576,258.0,119.0,99.0,k2337
k3263,159.0,100.0,80.0,k6124
k6485,139.0,139.0,99.0,k836
k5661,318.0,99.0,80.0,k709
k7395,219.0,159.0,179.0,k7241
k650,199.0,179.0,99.0,k6354
k799,199.0,278.0,99.0,k4459
k1077,199.0,99.0,80.0,k5458
k4412,219.0,238.0,159.0,k5662
k1304,139.0,139.0,119.0,k2326
k2925,298.0,0.0,139.0,k2274
k3266,80.0,80.0,80.0,k1297
k6868,338.0,139.0,179.0,k6349
k5600,338.0,139.0,99.0,k3055
k3841,80.0,80.0,139.0,k7424
k1691,179.0,80.0,99.0,k2454
k7394,179.0,179.0,99.0,k3583
k6914,99.0,139.0,219.0,k2858
k7460,259.0,219.0,179.0,k2124
k5027,139.0,199.0,139.0,k4044
k3989,279.0,279.0,239.0,k2805
k2006,299.0,199.0,299.0,k3849
k6235,179.0,99.0,338.0,k5093
k4256,139.0,199.0,99.0,k1197
k1094,179.0,199.0,219.0,k4841
k356,179.0,99.0,139.0,k98
k4350,80.0,298.0,219.0,k4185
k2834,139.0,219.0,159.0,k1503
k985,139.0,199.0,139.0,k5043
k7268,139.0,159.0,100.0,k3797
k4632,258.0,99.0,99.0,k6245
k286,80.0,139.0,99.0,k801
k4654,258.0,139.0,199.0,k2184
k2201,179.0,259.0,298.0,k1913
k6244,199.0,159.0,179.0,k1055
k7379,99.0,99.0,258.0,k6695
k3710,99.0,179.0,139.0,k7019
k2425,478.0,140.0,219.0,k1543
k3684,80.0,139.0,139.0,k5844
k1201,119.0,139.0,139.0,k2508
k3950,179.0,139.0,159.0,k270
k6887,259.0,199.0,279.0,k6566
k4606,99.0,239.0,119.0,k5336
k253,159.0,139.0,119.0,k50
k2712,359.0,199.0,199.0,k6756
k4298,159.0,99.0,99.0,k4223
k3664,259.0,159.0,179.0,k7572
k4,378.0,159.0,99.0,k3264
k4928,199.0,139.0,199.0,k4920
k1365,179.0,179.0,159.0,k7485
k1852,218.0,99.0,179.0,k534
k622,239.0,179.0,239.0,k1596
k1922,199.0,139.0,139.0,k4071
k2198,258.0,238.0,139.0,k831
k2450,179.0,199.0,199.0,k5145
k5627,219.0,99.0,239.0,k6983
k1314,99.0,159.0,139.0,k5909
k2653,160.0,219.0,219.0,k7099
k1023,139.0,99.0,99.0,k6535
k4910,278.0,99.0,179.0,k388
k7169,179.0,139.0,119.0,k4992
k3257,238.0,99.0,219.0,k4186
k5721,139.0,199.0,278.0,k4638
k136,119.0,80.0,80.0,k4120
k826,159.0,0.0,279.0,k5680
k4270,358.0,179.0,119.0,k1518
k332,139.0,80.0,99.0,k2308
k4778,20.0,140.0,139.0,k6749
k4567,238.0,199.0,239.0,k3746
k7527,159.0,119.0,99.0,k6894
k6732,80.0,80.0,139.0,k5154
k1225,179.0,199.0,298.0,k7461
k5923,179.0,179.0,179.0,k5103
k4275,99.0,0.0,258.0,k3764
k5991,139.0,80.0,139.0,k230
k3177,278.0,99.0,80.0,k2654
k3330,80.0,99.0,80.0,k2630
k6211,179.0,80.0,80.0,k6570
k6903,199.0,139.0,99.0,k3504
k2621,139.0,80.0,159.0,k932
k5607,278.0,80.0,80.0,k5226
k55,99.0,99.0,199.0,k5287
k4447,198.0,99.0,119.0,k1418
k893,159.0,139.0,199.0,k4882
k3402,239.0,99.0,139.0,k4261
k3845,438.0,219.0,199.0,k4083
k3112,179.0,159.0,139.0,k705
k6856,119.0,159.0,80.0,k1858
k1310,159.0,238.0,80.0,k1440
k3851,179.0,80.0,179.0,k1469
k7441,239.0,80.0,99.0,k7299
k6445,179.0,279.0,179.0,k2199
k5012,139.0,179.0,258.0,k4826
k2121,199.0,199.0,99.0,k6677
k3682,219.0,20.0,259.0,k414
k3405,338.0,99.0,80.0,k317
k6024,219.0,0.0,139.0,k419
k4064,278.0,159.0,159.0,k7171
k1359,119.0,219.0,219.0,k5405
k6839,139.0,80.0,119.0,k473
k1627,358.0,258.0,100.0,k6805
k215,199.0,179.0,179.0,k3700
k5226,100.0,139.0,99.0,k3134
k4587,199.0,80.0,119.0,k714
k3012,80.0,99.0,99.0,k2070
k5995,99.0,358.0,139.0,k7373
k443,159.0,100.0,99.0,k2430
k1073,258.0,80.0,99.0,k3916
k6686,99.0,159.0,179.0,k6975
k3775,298.0,179.0,119.0,k304
k4919,419.0,279.0,319.0,k1139
k578,100.0,139.0,139.0,k3843
k4699,99.0,139.0,179.0,k3688
k5129,259.0,219.0,238.0,k5822
k3097,179.0,99.0,119.0,k2024
k5148,198.0,199.0,219.0,k2392
k6911,99.0,80.0,159.0,k4577
k4051,80.0,99.0,80.0,k7464
k6543,80.0,0.0,80.0,k3804
k7467,139.0,139.0,159.0,k490
k1132,139.0,80.0,338.0,k1651
k2982,99.0,80.0,159.0,k2460
k956,298.0,159.0,139.0,k4801
k6999,99.0,119.0,139.0,k7330
k3997,159.0,100.0,179.0,k6872
k1581,239.0,139.0,278.0,k5008
k2769,160.0,119.0,139.0,k4151
k3078,219.0,20.0,20.0,k5023
k2023,299.0,179.0,179.0,k1022
k6506,139.0,119.0,298.0,k1948
k4700,418.0,359.0,199.0,k5469
k7015,219.0,159.0,99.0,k3667
k287,139.0,99.0,99.0,k2157
k202,200.0,20.0,259.0,k825
k5099,80.0,99.0,199.0,k5972
k2342,179.0,99.0,258.0,k5770
k1100,199.0,0.0,99.0,k4753
k7444,298.0,258.0,159.0,k1176
k4497,159.0,199.0,119.0,k1212
k3336,119.0,119.0,99.0,k6839
k1031,139.0,258.0,179.0,k4719
k1829,199.0,179.0,139.0,k4488
k651,179.0,99.0,139.0,k2324
k2843,278.0,99.0,179.0,k1661
k5147,100.0,219.0,139.0,k5274
k743,99.0,139.0,239.0,k2514
k225,279.0,179.0,418.0,k1592
k5886,179.0,159.0,139.0,k3345
k633,99.0,100.0,99.0,k5377
k5992,99.0,159.0,219.0,k2285
k1613,199.0,20.0,319.0,k5618
k6991,99.0,159.0,119.0,k4282
k2966,179.0,219.0,80.0,k222
k270,100.0,199.0,319.0,k6054
k6059,139.0,179.0,239.0,k4721
k7152,119.0,99.0,119.0,k2067
k3026,199.0,80.0,179.0,k4087
k5541,179.0,179.0,179.0,k556
k7167,139.0,0.0,219.0,k4197
k1433,219.0,239.0,119.0,k7526
k4340,179.0,219.0,179.0,k3594
k1979,100.0,139.0,99.0,k2309
k1021,99.0,100.0,139.0,k3374
k1467,139.0,100.0,139.0,k1241
k3788,239.0,0.0,99.0,k37
k2716,358.0,199.0,279.0,k7359
k7532,119.0,80.0,119.0,k331
k1277,179.0,179.0,179.0,k6149
k5079,278.0,159.0,159.0,k4813
k2329,239.0,438.0,160.0,k1783
k6154,278.0,278.0,179.0,k3351
k6387,99.0,119.0,80.0,k171
k2157,119.0,159.0,119.0,k6819
k1729,179.0,80.0,219.0,k7212
k776,219.0,139.0,119.0,k7410
k6799,199.0,99.0,139.0,k894
k4382,139.0,179.0,199.0,k3973
k2083,538.0,239.0,20.0,k464
k3370,139.0,99.0,199.0,k1655
k5802,219.0,179.0,139.0,k6766
k6765,238.0,219.0,199.0,k6159
k5339,199.0,139.0,298.0,k6670
k3395,219.0,179.0,259.0,k7061
k6593,199.0,199.0,278.0,k5363
k4594,219.0,139.0,99.0,k113
k699,179.0,99.0,139.0,k3433
k4850,318.0,179.0,238.0,k3854
k5672,219.0,139.0,119.0,k6822
k3928,139.0,80.0,139.0,k4541
k4130,80.0,80.0,159.0,k4722
k1952,99.0,80.0,99.0,k2646
k3552,199.0,119.0,119.0,k2741
k241,119.0,239.0,139.0,k3300
k2503,119.0,298.0,159.0,k3409
k5181,119.0,80.0,139.0,k6582
k645,319.0,319.0,279.0,k5
k4304,199.0,159.0,159.0,k1989
k3006,258.0,179.0,139.0,k4427
k1142,219.0,159.0,199.0,k1895
k2893,139.0,80.0,99.0,k530
k6783,338.0,179.0,119.0,k688
k197,139.0,99.0,99.0,k338
k1918,299.0,99.0,159.0,k4378
k2249,80.0,179.0,80.0,k2085
k4834,99.0,99.0,139.0,k5677
k7195,119.0,119.0,139.0,k2027
k2229,199.0,238.0,139.0,k6065
k6604,99.0,179.0,259.0,k1523
k1839,119.0,278.0,179.0,k6443
k1420,199.0,219.0,199.0,k4424
k22,676.0,139.0,119.0,k423
k4379,160.0,20.0,20.0,k2270
k1584,218.0,0.0,159.0,k1916
k7313,80.0,179.0,258.0,k2506
k7198,199.0,258.0,278.0,k3741
k914,199.0,119.0,100.0,k3201
k3711,179.0,279.0,239.0,k1753
k304,238.0,99.0,139.0,k3366
k5787,258.0,99.0,139.0,k1920
k5098,338.0,119.0,139.0,k3870
k1683,219.0,119.0,259.0,k3860
k5711,278.0,179.0,139.0,k4752
k6181,199.0,119.0,179.0,k2617
k6516,139.0,179.0,238.0,k3947
k2162,199.0,99.0,557.0,k4330
k122,239.0,179.0,179.0,k475
k3861,199.0,199.0,319.0,k4196
k1320,159.0,119.0,278.0,k6188
k5588,179.0,199.0,179.0,k3030
k958,298.0,139.0,99.0,k3031
k1209,119.0,179.0,80.0,k4075
k680,199.0,258.0,119.0,k4205
k5386,199.0,159.0,179.0,k7057
k864,139.0,199.0,179.0,k4639
k7482,715.0,139.0,0.0,k184
k3793,80.0,99.0,99.0,k575
k3540,99.0,99.0,99.0,k2665
k3947,398.0,139.0,179.0,k4406
k4639,219.0,140.0,458.0,k6859
k3535,139.0,80.0,100.0,k957
k2207,318.0,99.0,219.0,k3492
k4580,119.0,80.0,139.0,k5454
k7405,298.0,179.0,139.0,k3047
k5183,239.0,159.0,238.0,k7456
k7443,399.0,339.0,179.0,k1044
k3752,239.0,239.0,119.0,k4729
k6785,180.0,239.0,518.0,k178
k554,119.0,139.0,80.0,k4442
k5633,379.0,159.0,279.0,k3485
k3122,119.0,139.0,199.0,k2017
k2171,80.0,99.0,179.0,k788
k1600,358.0,159.0,139.0,k988
k2069,179.0,238.0,179.0,k1743
k4358,338.0,159.0,338.0,k796
k6727,199.0,199.0,179.0,k3024
k537,139.0,100.0,119.0,k6222
k257,139.0,219.0,80.0,k6332
k2213,179.0,179.0,139.0,k1995
k4870,139.0,119.0,139.0,k5391
k6354,199.0,139.0,179.0,k6092
k3206,80.0,179.0,159.0,k907
k7316,219.0,139.0,219.0,k1570
k4330,139.0,139.0,119.0,k1548
k3050,139.0,179.0,258.0,k5394
k1996,239.0,139.0,199.0,k1706
k2021,358.0,139.0,298.0,k4605
k1062,139.0,159.0,139.0,k5552
k2573,119.0,258.0,139.0,k403
k882,179.0,179.0,179.0,k5026
k4418,239.0,179.0,99.0,k5069
k2480,139.0,199.0,139.0,k5209
k2713,618.0,279.0,20.0,k6666
k2100,99.0,99.0,159.0,k5202
k4395,199.0,159.0,139.0,k3961
k1316,199.0,140.0,199.0,k3027
k5312,359.0,199.0,319.0,k7537
k2003,259.0,438.0,299.0,k6085
k3736,159.0,179.0,80.0,k7190
k1813,100.0,278.0,238.0,k5283
k1336,219.0,219.0,179.0,k6040
k4745,139.0,119.0,219.0,k2758
k364,139.0,258.0,99.0,k4652
k1241,119.0,80.0,119.0,k6642
k4442,179.0,139.0,99.0,k3342
k6426,219.0,199.0,219.0,k3050
k2128,80.0,159.0,199.0,k3731
k7070,179.0,99.0,99.0,k5261
k3660,119.0,119.0,179.0,k6390
k6774,616.0,437.0,258.0,k7172
k7213,99.0,0.0,179.0,k5950
k1517,298.0,159.0,139.0,k792
k1702,219.0,139.0,219.0,k6556
k4939,159.0,80.0,179.0,k6551
k972,100.0,0.0,359.0,k6193
k1714,299.0,179.0,80.0,k1957
k1903,219.0,159.0,139.0,k2931
k2626,298.0,99.0,99.0,k6765
k6107,199.0,80.0,159.0,k1820
k1746,99.0,119.0,119.0,k4234
k5317,100.0,99.0,199.0,k4082
k2317,139.0,99.0,179.0,k6635
k2090,299.0,20.0,279.0,k2066
k1135,159.0,437.0,258.0,k6808
k7298,358.0,219.0,179.0,k5530
k2113,159.0,219.0,219.0,k2497
k245,139.0,80.0,80.0,k6278
k5227,258.0,99.0,139.0,k2616
k1261,239.0,20.0,20.0,k6534
k7060,219.0,179.0,99.0,k6689
k206,100.0,199.0,139.0,k1040
k4169,139.0,99.0,139.0,k5321
k4457,99.0,99.0,159.0,k1773
k2666,379.0,339.0,239.0,k2303
k7137,80.0,99.0,99.0,k4787
k6401,179.0,0.0,99.0,k1433
k1992,198.0,119.0,119.0,k2897
k6625,99.0,80.0,139.0,k5281
k5698,219.0,119.0,99.0,k3565
k1383,239.0,99.0,179.0,k1884
k3839,139.0,119.0,159.0,k568
k6844,139.0,80.0,99.0,k4403
k3144,179.0,239.0,179.0,k5491
k6379,80.0,159.0,199.0,k249
k6191,179.0,219.0,219.0,k4144
k7392,99.0,119.0,99.0,k420
k3123,318.0,119.0,100.0,k6864
k7211,139.0,99.0,199.0,k3846
k5273,139.0,99.0,100.0,k6302
k5049,219.0,319.0,339.0,k6521
k6446,358.0,80.0,159.0,k6557
k737,199.0,258.0,179.0,k3522
k5888,139.0,338.0,238.0,k1745
k4104,238.0,99.0,99.0,k2046
k6779,338.0,139.0,119.0,k4774
k1377,119.0,99.0,278.0,k1584
k3949,278.0,159.0,99.0,k5361
k2908,278.0,258.0,278.0,k5543
k4898,199.0,558.0,279.0,k4663
k2559,80.0,219.0,99.0,k6905
k5078,99.0,80.0,80.0,k428
k6831,139.0,139.0,139.0,k6191
k140,159.0,0.0,179.0,k4598
k4863,139.0,179.0,179.0,k7163
k1947,179.0,159.0,179.0,k1708
k2159,159.0,139.0,179.0,k5817
k2850,258.0,159.0,99.0,k2232
k1173,179.0,159.0,259.0,k147
k5144,100.0,139.0,119.0,k1842
k646,119.0,279.0,179.0,k4469
k5537,159.0,339.0,179.0,k6445
k5980,159.0,159.0,99.0,k3486
k5641,238.0,139.0,179.0,k4880
k5330,238.0,139.0,179.0,k2743
k6995,299.0,279.0,219.0,k134
k2913,318.0,139.0,239.0,k132
k7046,299.0,99.0,80.0,k5810
k2427,139.0,179.0,139.0,k4522
k4798,99.0,99.0,119.0,k3786
k428,179.0,139.0,159.0,k824
k832,258.0,259.0,298.0,k3179
k137,239.0,99.0,139.0,k6042
k4065,239.0,179.0,179.0,k4931
k2053,318.0,99.0,239.0,k4547
k502,259.0,259.0,239.0,k81
k3496,119.0,139.0,159.0,k5059
k6368,199.0,159.0,159.0,k1541
k3430,259.0,139.0,179.0,k6334
k7000,139.0,179.0,139.0,k2048
k2294,278.0,199.0,179.0,k392
k1311,139.0,179.0,199.0,k4772
k4927,119.0,0.0,159.0,k2816
k6050,80.0,99.0,159.0,k4611
k2822,199.0,159.0,139.0,k4621
k3202,119.0,139.0,119.0,k5932
k6606,80.0,99.0,80.0,k2822
k5816,179.0,100.0,199.0,k1887
k5455,397.0,278.0,99.0,k804
k5365,259.0,278.0,179.0,k3253
k6612,119.0,179.0,179.0,k201
k4704,80.0,139.0,99.0,k1086
k2544,139.0,239.0,219.0,k2485
k160,478.0,239.0,259.0,k4260
k1867,179.0,179.0,139.0,k3028
k1815,239.0,379.0,379.0,k868
k2304,139.0,139.0,139.0,k7551
k4181,299.0,219.0,20.0,k3582
k3237,179.0,99.0,99.0,k2003
k2705,238.0,179.0,80.0,k6760
k5772,139.0,99.0,278.0,k613
k801,80.0,219.0,80.0,k7147
k1853,119.0,0.0,199.0,k962
k1915,99.0,239.0,159.0,k1126
k7338,80.0,199.0,199.0,k6099
k7032,437.0,139.0,80.0,k2677
k6004,179.0,99.0,99.0,k5429
k5074,139.0,99.0,139.0,k4647
k791,278.0,119.0,80.0,k6812
k5496,239.0,179.0,258.0,k7457
k5631,99.0,139.0,199.0,k2962
k5806,119.0,99.0,80.0,k2648
k1908,179.0,0.0,119.0,k1355
k1422,99.0,139.0,258.0,k6154
k2905,139.0,99.0,99.0,k3371
k767,80.0,258.0,139.0,k3532
k1990,99.0,80.0,238.0,k7034
k1865,238.0,179.0,139.0,k2402
k7507,139.0,119.0,100.0,k2375
k4185,80.0,139.0,179.0,k6385
k5136,219.0,259.0,259.0,k1205
k3000,140.0,179.0,399.0,k1412
k6629,179.0,139.0,179.0,k5365
k6353,199.0,219.0,159.0,k7082
k4138,199.0,238.0,179.0,k3719
k1699,119.0,119.0,179.0,k2791
k6898,239.0,99.0,239.0,k2968
k6654,219.0,159.0,139.0,k6496
k1042,239.0,80.0,339.0,k4946
k2926,258.0,100.0,80.0,k2879
k7414,139.0,199.0,159.0,k2811
k3566,99.0,159.0,139.0,k293
k4960,159.0,139.0,119.0,k2701
k5375,139.0,99.0,80.0,k1200
k4812,219.0,99.0,99.0,k726
k7286,179.0,179.0,80.0,k3060
k127,159.0,179.0,179.0,k3331
k4584,159.0,258.0,119.0,k1808
k2594,179.0,99.0,239.0,k5161
k7107,80.0,239.0,179.0,k3976
k3039,319.0,199.0,239.0,k4954
k6267,179.0,318.0,278.0,k7169
k5582,139.0,139.0,119.0,k2459
k5832,238.0,80.0,219.0,k1844
k3647,139.0,139.0,99.0,k447
k2416,259.0,139.0,219.0,k6965
k6165,159.0,159.0,298.0,k3067
k4187,139.0,0.0,238.0,k5452
k1057,457.0,159.0,139.0,k2736
k6858,239.0,139.0,119.0,k6719
k7048,139.0,219.0,179.0,k7530
k3641,119.0,139.0,219.0,k4040
k44,139.0,119.0,219.0,k3930
k5642,139.0,119.0,219.0,k5225
k6636,338.0,139.0,139.0,k5062
k3930,278.0,239.0,199.0,k5659
k2957,298.0,179.0,159.0,k2641
k2165,139.0,179.0,219.0,k933
k3454,298.0,219.0,179.0,k2519
k7602,80.0,80.0,179.0,k433
k6425,139.0,239.0,139.0,k7398
k659,199.0,199.0,139.0,k5726
k6249,318.0,219.0,139.0,k5975
k1675,179.0,398.0,119.0,k5303
k1028,239.0,139.0,139.0,k297
k1497,259.0,179.0,179.0,k7251
k846,338.0,99.0,139.0,k576
k4495,219.0,298.0,179.0,k6606
k6134,119.0,179.0,139.0,k3208
k2073,358.0,179.0,139.0,k910
k6281,338.0,99.0,119.0,k1491
k6544,179.0,119.0,258.0,k3372
k200,160.0,0.0,139.0,k6592
k4933,199.0,179.0,179.0,k6156
k4779,119.0,119.0,80.0,k2461
k113,298.0,0.0,119.0,k3529
k3429,179.0,139.0,159.0,k1438
k6608,238.0,179.0,179.0,k3218
k4885,80.0,80.0,99.0,k485
k2984,159.0,139.0,80.0,k1156
k5393,258.0,99.0,99.0,k6246
k1227,179.0,99.0,258.0,k6605
k2972,219.0,159.0,179.0,k1990
k6721,80.0,99.0,119.0,k4113
k6513,139.0,239.0,318.0,k6490
k2958,99.0,159.0,139.0,k7432
k7386,179.0,119.0,100.0,k5035
k6926,20.0,0.0,239.0,k6674
k4983,140.0,219.0,239.0,k5779
k5881,140.0,379.0,259.0,k3457
k5253,498.0,199.0,199.0,k3540
k2296,139.0,0.0,139.0,k3466
k2650,139.0,0.0,199.0,k3076
k4728,20.0,20.0,399.0,k4586
k875,179.0,159.0,239.0,k6367
k3865,219.0,80.0,159.0,k698
k5289,258.0,258.0,139.0,k6084
k2909,239.0,199.0,199.0,k1926
k6137,219.0,139.0,179.0,k6916
k4524,20.0,0.0,20.0,k4919
k2819,299.0,219.0,239.0,k6026
k2391,318.0,179.0,238.0,k89
k2624,99.0,199.0,139.0,k6229
k4655,99.0,99.0,99.0,k2972
k6034,119.0,338.0,219.0,k408
k991,199.0,338.0,378.0,k3998
k3735,139.0,0.0,318.0,k2407
k5943,99.0,159.0,199.0,k7425
k5696,20.0,219.0,199.0,k6415
k3972,298.0,139.0,159.0,k4883
k3318,139.0,159.0,199.0,k4816
k926,99.0,159.0,119.0,k238
k3262,139.0,139.0,119.0,k5243
k2196,80.0,199.0,219.0,k6048
k6524,379.0,319.0,259.0,k754
k4616,100.0,179.0,99.0,k3057
k3115,219.0,199.0,298.0,k1526
k792,99.0,99.0,99.0,k3275
k6429,80.0,99.0,199.0,k1865
k1921,319.0,279.0,219.0,k4180
k2970,139.0,99.0,139.0,k4254
k1444,99.0,100.0,139.0,k1898
k4742,179.0,219.0,179.0,k5703
k685,139.0,179.0,179.0,k5005
k4500,99.0,119.0,358.0,k1967
k4411,378.0,119.0,159.0,k4101
k676,318.0,159.0,159.0,k3518
k5911,99.0,139.0,99.0,k1272
k6020,219.0,239.0,80.0,k4783
k3108,179.0,458.0,219.0,k4653
k7143,239.0,239.0,80.0,k5292
k7542,219.0,119.0,139.0,k3648
k1093,20.0,139.0,279.0,k6700
k4424,238.0,99.0,119.0,k7189
k2356,398.0,219.0,239.0,k6520
k2751,99.0,99.0,179.0,k5928
k3052,80.0,258.0,119.0,k5494
k3129,139.0,119.0,238.0,k2637
k5149,239.0,159.0,179.0,k4568
k2865,139.0,119.0,100.0,k7300
k4789,179.0,179.0,80.0,k5024
k4405,119.0,139.0,258.0,k5478
k4609,754.0,0.0,139.0,k7283
k4369,179.0,99.0,139.0,k632
k568,318.0,179.0,80.0,k5609
k6617,119.0,0.0,258.0,k3350
k6916,99.0,199.0,139.0,k2179
k2541,179.0,100.0,219.0,k2471
k1208,139.0,119.0,139.0,k5267
k7470,159.0,199.0,139.0,k7539
k188,179.0,259.0,179.0,k268
k5897,179.0,199.0,199.0,k2603
k6190,139.0,139.0,179.0,k6336
k1474,259.0,438.0,299.0,k387
k5956,319.0,119.0,258.0,k3347
k3436,358.0,0.0,179.0,k718
k1268,99.0,179.0,258.0,k3931
k5358,159.0,119.0,139.0,k5925
k5055,279.0,20.0,180.0,k5951
k4093,198.0,139.0,139.0,k5637
k5534,80.0,100.0,99.0,k6079
k873,258.0,219.0,119.0,k656
k5934,139.0,0.0,318.0,k1542
k729,318.0,119.0,199.0,k1325
k3465,80.0,100.0,139.0,k109
k226,119.0,219.0,80.0,k4500
k7524,258.0,99.0,159.0,k3616
k4523,357.0,139.0,99.0,k3965
k2622,198.0,99.0,159.0,k3269
k1210,80.0,259.0,140.0,k4714
k4825,359.0,319.0,299.0,k4762
k2489,338.0,219.0,298.0,k2347
k2187,119.0,199.0,298.0,k5663
k582,179.0,159.0,119.0,k4111
k3629,259.0,219.0,258.0,k190
k6752,99.0,99.0,159.0,k4259
k7093,119.0,99.0,99.0,k878
k4276,219.0,179.0,199.0,k6539
k7236,159.0,99.0,239.0,k832
k3416,139.0,119.0,159.0,k980
k4283,99.0,100.0,239.0,k234
k5131,80.0,80.0,179.0,k1484
k5100,119.0,119.0,139.0,k5806
k5615,119.0,139.0,179.0,k3386
k6549,99.0,99.0,119.0,k80
k4247,139.0,119.0,159.0,k2283
k2166,259.0,99.0,119.0,k2819
k7384,179.0,298.0,99.0,k4823
k5990,99.0,99.0,139.0,k2764
k1866,357.0,179.0,139.0,k2280
k4693,338.0,298.0,179.0,k1667
k5171,298.0,0.0,139.0,k7356
k1424,338.0,99.0,179.0,k7209
k5478,99.0,258.0,139.0,k5332
k5725,179.0,159.0,179.0,k1577
k4532,419.0,80.0,119.0,k101
k2130,119.0,179.0,219.0,k3156
k2351,278.0,119.0,99.0,k6029
k1658,199.0,99.0,179.0,k991
k5519,119.0,179.0,139.0,k85
k6668,298.0,219.0,259.0,k412
k2879,139.0,119.0,119.0,k3943
k4646,219.0,199.0,139.0,k265
k7334,99.0,139.0,119.0,k1233
k6514,99.0,278.0,139.0,k3251
k274,239.0,258.0,278.0,k602
k2722,139.0,179.0,80.0,k3008
k6339,80.0,119.0,119.0,k3071
k3381,179.0,0.0,179.0,k1391
k5282,80.0,99.0,119.0,k3832
k3632,199.0,199.0,139.0,k7388
k2140,298.0,258.0,139.0,k1119
k392,258.0,239.0,199.0,k635
k5288,198.0,179.0,219.0,k4936
k1856,279.0,199.0,219.0,k808
k3591,199.0,199.0,159.0,k5539
k6851,338.0,0.0,199.0,k867
k5095,359.0,279.0,259.0,k2633
k6472,299.0,120.0,359.0,k789
k5688,199.0,179.0,219.0,k6614
k628,80.0,139.0,80.0,k2214
k4466,139.0,99.0,100.0,k2162
k3916,279.0,299.0,239.0,k1151
k3163,100.0,99.0,139.0,k3739
k3867,99.0,99.0,219.0,k6206
k5986,338.0,179.0,99.0,k3733
k6874,119.0,99.0,99.0,k3566
k759,179.0,80.0,159.0,k6420
k4758,119.0,119.0,119.0,k7106
k1673,99.0,298.0,99.0,k1782
k6667,159.0,0.0,119.0,k2801
k2492,159.0,199.0,99.0,k5698
k4078,218.0,99.0,80.0,k4069
k1,100.0,119.0,159.0,k4649
k2372,80.0,80.0,179.0,k162
k1076,119.0,99.0,139.0,k1285
k6115,99.0,219.0,80.0,k7529
k5325,159.0,139.0,199.0,k1468
k89,179.0,159.0,199.0,k5312
k2011,199.0,0.0,179.0,k3644
k437,179.0,179.0,159.0,k5701
k901,119.0,99.0,199.0,k1475
k2683,298.0,139.0,99.0,k1938
k1751,179.0,139.0,139.0,k3291
k5740,100.0,139.0,159.0,k4303
k5399,159.0,298.0,278.0,k2317
k2810,239.0,379.0,419.0,k7235
k5110,199.0,199.0,199.0,k2257
k1490,239.0,139.0,99.0,k3127
k1987,517.0,219.0,179.0,k4805
k4253,179.0,99.0,139.0,k7122
k3724,318.0,0.0,119.0,k2734
k7094,119.0,258.0,219.0,k5749
k7086,99.0,99.0,219.0,k6585
k4821,179.0,159.0,99.0,k1818
k1352,80.0,99.0,219.0,k2062
k982,239.0,139.0,239.0,k6548
k6718,139.0,298.0,119.0,k3772
k3110,80.0,199.0,179.0,k3523
k124,179.0,80.0,80.0,k2111
k1768,179.0,80.0,219.0,k7350
k6316,119.0,139.0,99.0,k3241
k4243,159.0,119.0,179.0,k6109
k5706,219.0,139.0,179.0,k6768
k2131,258.0,159.0,99.0,k4277
k1341,100.0,99.0,80.0,k1537
k4175,278.0,99.0,239.0,k3629
k2651,99.0,219.0,179.0,k4908
k271,259.0,179.0,80.0,k5632
k3141,219.0,179.0,80.0,k4445
k484,219.0,99.0,259.0,k1451
k5949,338.0,0.0,139.0,k5577
k4750,139.0,298.0,139.0,k2135
k5352,338.0,139.0,99.0,k6182
k7599,159.0,0.0,179.0,k6704
k6126,278.0,179.0,159.0,k3107
k4982,339.0,199.0,379.0,k1310
k1535,199.0,20.0,259.0,k5765
k7040,258.0,199.0,219.0,k5789
k5264,179.0,139.0,80.0,k4514
k2222,179.0,258.0,179.0,k6937
k4272,100.0,119.0,139.0,k1462
k3027,259.0,99.0,139.0,k1394
k7275,179.0,199.0,139.0,k6575
k1203,119.0,219.0,179.0,k1292
k1290,219.0,119.0,219.0,k4853
k788,358.0,159.0,179.0,k6939
k5652,160.0,159.0,139.0,k7198
k6801,258.0,139.0,219.0,k6985
k296,179.0,298.0,119.0,k4085
k2635,99.0,139.0,179.0,k213
k4234,179.0,119.0,199.0,k3826
k7473,99.0,219.0,179.0,k3867
k2311,80.0,159.0,159.0,k6131
k5974,99.0,99.0,159.0,k6322
k6325,258.0,80.0,159.0,k372
k6183,239.0,0.0,80.0,k4495
k967,179.0,159.0,119.0,k5210
k7185,159.0,179.0,199.0,k5465
k6717,238.0,119.0,179.0,k1869
k5689,139.0,119.0,199.0,k4072
k5508,278.0,179.0,159.0,k890
k2400,238.0,159.0,99.0,k2569
k3060,199.0,139.0,339.0,k6382
k1378,219.0,199.0,219.0,k274
k1850,119.0,80.0,99.0,k2150
k2308,278.0,99.0,199.0,k6862
k2429,119.0,159.0,99.0,k682
k1520,80.0,99.0,99.0,k3484
k5682,238.0,179.0,99.0,k2942
k5311,99.0,80.0,99.0,k1250
k7281,159.0,119.0,119.0,k6636
k6450,100.0,219.0,20.0,k6401
k511,239.0,219.0,119.0,k1318
k3849,20.0,0.0,120.0,k1264
k4828,179.0,179.0,298.0,k1217
k1832,139.0,139.0,80.0,k5611
