Key_1_1,regressDur,prevFixPos,titleNo,wordNo,nextWordRegress
k591,417.0,138.7552,4.0,3.0,0
k4200,0.0,134.8073,10.0,4.0,1
k5194,0.0,529.7735,3.0,1.0,0
k4381,139.0,95.5196,4.0,3.0,0
k763,2008.0,123.7942,4.0,4.0,1
k6602,1531.0,487.2628,1.0,4.0,0
k3713,0.0,181.3339,1.0,4.0,0
k2959,676.0,79.177,2.0,1.0,0
k4521,478.0,353.051,1.0,2.0,0
k4288,437.0,182.3321,9.0,3.0,0
k15,0.0,93.1075,2.0,4.0,1
k2567,0.0,106.8878,7.0,2.0,0
k223,0.0,74.3303,5.0,3.0,0
k5475,0.0,160.3278,7.0,2.0,0
k2671,179.0,125.004,8.0,3.0,0
k3708,0.0,553.9973,1.0,1.0,0
k2809,556.0,154.3017,1.0,4.0,0
k7473,0.0,61.2046,7.0,2.0,0
k4420,0.0,67.0671,6.0,2.0,0
k6954,0.0,182.3321,8.0,4.0,0
k3415,358.0,152.5025,3.0,3.0,0
k856,179.0,188.0425,6.0,1.0,1
k7451,0.0,337.2907,2.0,6.0,0
k4812,0.0,115.4123,7.0,5.0,0
k4492,318.0,178.2274,5.0,1.0,1
k6151,0.0,816.2702,5.0,1.0,0
k7602,0.0,54.3783,9.0,2.0,0
k879,0.0,21.9545,10.0,6.0,0
k6288,100.0,67.2309,10.0,6.0,0
k2337,0.0,177.6119,6.0,1.0,0
k6124,0.0,107.7868,2.0,2.0,0
k836,0.0,38.0789,7.0,3.0,1
k709,179.0,860.914,3.0,1.0,0
k7241,0.0,122.8007,6.0,2.0,0
k6354,0.0,294.1513,7.0,5.0,0
k4459,0.0,94.2444,4.0,2.0,0
k5458,0.0,86.977,8.0,3.0,0
k5662,0.0,21.5407,3.0,4.0,0
k2326,0.0,156.0833,3.0,1.0,1
k2274,0.0,114.5862,4.0,5.0,0
k1297,0.0,557.7741,6.0,1.0,0
k6349,0.0,49.679,1.0,5.0,0
k3055,1690.0,437.7488,4.0,1.0,0
k7424,0.0,247.4773,2.0,5.0,0
k2454,0.0,52.3927,8.0,8.0,0
k3583,0.0,53.0377,10.0,4.0,0
k2858,99.0,200.1225,7.0,5.0,1
k2124,0.0,196.4612,1.0,6.0,0
k4044,0.0,727.7651,3.0,2.0,0
k2805,0.0,46.3249,8.0,7.0,0
k3849,319.0,149.0134,5.0,3.0,1
k5093,179.0,140.2462,1.0,2.0,0
k1197,139.0,66.2873,5.0,2.0,1
k4841,837.0,148.0,10.0,5.0,1
k98,0.0,206.2935,4.0,4.0,0
k4185,80.0,497.17,9.0,2.0,0
k1503,0.0,194.0103,7.0,4.0,0
k5043,0.0,29.7321,1.0,4.0,0
k3797,0.0,202.3116,8.0,4.0,0
k6245,119.0,295.7719,5.0,1.0,0
k801,0.0,49.4773,7.0,6.0,0
k2184,258.0,139.4633,8.0,1.0,0
k1913,0.0,102.6499,3.0,1.0,0
k1055,0.0,248.582,6.0,4.0,0
k6695,278.0,191.157,8.0,1.0,1
k7019,537.0,120.4159,10.0,7.0,1
k1543,2051.0,282.1436,6.0,3.0,1
k5844,0.0,681.1989,10.0,1.0,0
k2508,0.0,149.4122,10.0,1.0,0
k270,0.0,335.7216,10.0,5.0,0
k6566,578.0,749.0808,4.0,1.0,1
k5336,0.0,156.9777,6.0,1.0,0
k50,159.0,485.372,3.0,1.0,0
k6756,4861.0,374.2005,6.0,2.0,1
k4223,378.0,81.1234,6.0,5.0,0
k7572,259.0,667.012,5.0,2.0,0
k3264,0.0,117.0043,10.0,3.0,0
k4920,199.0,29.0,2.0,2.0,0
k7485,358.0,41.7253,3.0,5.0,0
k534,0.0,12.083,8.0,3.0,0
k1596,0.0,130.05,3.0,3.0,0
k4071,199.0,125.1599,3.0,1.0,0
k831,159.0,68.0147,4.0,2.0,0
k5145,0.0,91.1976,4.0,5.0,0
k6983,0.0,126.2537,4.0,4.0,0
k5909,0.0,903.3028,3.0,1.0,0
k7099,160.0,28.8617,4.0,2.0,0
k6535,0.0,260.0077,10.0,5.0,0
k388,0.0,135.724,7.0,5.0,0
k4992,179.0,232.0022,9.0,4.0,0
k4186,337.0,656.0373,9.0,6.0,1
k4638,199.0,125.873,10.0,1.0,1
k4120,199.0,117.0043,4.0,2.0,1
k5680,0.0,0.0,3.0,1.0,0
k1518,0.0,153.3949,7.0,3.0,0
k2308,0.0,216.2267,6.0,7.0,0
k6749,20.0,124.1974,6.0,4.0,1
k3746,0.0,26.1725,1.0,2.0,0
k6894,0.0,105.8017,2.0,1.0,0
k5154,0.0,139.4346,6.0,4.0,0
k7461,179.0,68.3593,5.0,2.0,1
k5103,0.0,40.4969,9.0,4.0,0
k3764,179.0,0.0,4.0,4.0,0
k230,0.0,349.4639,4.0,2.0,0
k2654,2349.0,286.6653,1.0,1.0,1
k2630,0.0,486.215,4.0,2.0,0
k6570,0.0,97.5756,10.0,3.0,0
k3504,0.0,90.956,1.0,2.0,0
k932,139.0,198.0227,3.0,5.0,0
k5226,278.0,958.0188,10.0,1.0,0
k5287,99.0,57.9828,3.0,5.0,0
k1418,0.0,507.2297,4.0,1.0,0
k4882,318.0,104.561,2.0,2.0,1
k4261,0.0,1070.3616,3.0,1.0,0
k4083,835.0,312.0016,3.0,1.0,1
k705,0.0,221.0362,10.0,5.0,0
k1858,776.0,116.4302,9.0,3.0,0
k1440,159.0,96.2549,4.0,4.0,1
k1469,0.0,662.0045,2.0,1.0,0
k7299,0.0,213.4409,8.0,1.0,0
k2199,238.0,80.2808,3.0,3.0,1
k4826,0.0,108.8531,6.0,7.0,0
k6677,0.0,154.7773,4.0,1.0,0
k414,819.0,330.0,10.0,3.0,1
k317,2349.0,298.6135,1.0,1.0,1
k419,0.0,0.0,4.0,3.0,0
k7171,0.0,357.0056,3.0,4.0,0
k5405,119.0,91.0824,1.0,3.0,0
k473,0.0,644.5727,4.0,1.0,0
k6805,558.0,594.9832,9.0,2.0,0
k3700,0.0,205.9951,3.0,3.0,1
k3134,100.0,331.1827,2.0,4.0,0
k714,0.0,88.6002,8.0,5.0,0
k2070,0.0,435.3539,10.0,4.0,0
k7373,0.0,135.5913,7.0,3.0,0
k2430,159.0,71.0282,9.0,5.0,0
k3916,0.0,103.3247,8.0,6.0,1
k6975,0.0,108.462,9.0,5.0,0
k304,0.0,375.6927,6.0,1.0,0
k1139,219.0,109.2016,2.0,5.0,0
k3843,300.0,208.6337,5.0,2.0,0
k3688,99.0,93.1933,3.0,3.0,0
k5822,0.0,335.7216,3.0,4.0,0
k2024,0.0,115.8836,6.0,1.0,0
k2392,0.0,239.6164,3.0,4.0,0
k4577,0.0,270.0,10.0,7.0,0
k7464,0.0,126.6689,7.0,2.0,0
k3804,0.0,255.1549,4.0,4.0,0
k490,219.0,159.3142,2.0,1.0,0
k1651,0.0,97.0052,2.0,4.0,0
k2460,159.0,95.901,8.0,6.0,1
k4801,0.0,378.3808,3.0,1.0,0
k7330,0.0,108.3744,5.0,2.0,0
k6872,99.0,919.34,4.0,2.0,0
k5008,239.0,473.0095,10.0,2.0,0
k4151,0.0,273.0,1.0,3.0,0
k5023,618.0,118.423,6.0,5.0,1
k1022,0.0,115.4513,8.0,1.0,0
k1948,0.0,179.9389,4.0,5.0,0
k5469,796.0,161.2979,2.0,3.0,1
k3667,199.0,210.8009,4.0,2.0,0
k2157,1370.0,124.1692,4.0,4.0,1
k825,819.0,110.0182,10.0,3.0,1
k5972,80.0,206.2426,4.0,4.0,1
k5770,0.0,100.7174,2.0,7.0,0
k4753,0.0,0.0,4.0,1.0,0
k1176,199.0,97.1648,3.0,4.0,0
k1212,0.0,292.8515,9.0,3.0,0
k6839,595.0,174.797,1.0,1.0,1
k4719,0.0,47.0956,8.0,5.0,0
k4488,755.0,295.0424,2.0,3.0,1
k2324,1154.0,108.7796,5.0,1.0,1
k1661,0.0,242.8662,7.0,1.0,0
k5274,0.0,373.5144,4.0,1.0,0
k2514,99.0,385.0052,6.0,3.0,0
k1592,0.0,136.4734,7.0,3.0,0
k3345,0.0,51.0882,8.0,8.0,0
k5377,0.0,178.0,9.0,2.0,0
k2285,0.0,404.5541,6.0,1.0,0
k5618,239.0,47.0106,4.0,5.0,1
k4282,198.0,507.2849,9.0,2.0,0
k222,0.0,83.6002,6.0,3.0,0
k6054,718.0,49.2443,2.0,2.0,0
k4721,0.0,123.0,6.0,3.0,0
k2067,0.0,89.1403,5.0,1.0,0
k4087,0.0,326.7185,8.0,3.0,0
k556,0.0,118.1059,1.0,4.0,0
k4197,0.0,0.0,4.0,1.0,0
k7526,0.0,329.9712,4.0,1.0,0
k3594,0.0,64.622,2.0,3.0,0
k2309,0.0,282.023,7.0,4.0,0
k3374,0.0,560.2758,7.0,1.0,0
k1241,318.0,190.759,6.0,3.0,1
k37,895.0,91.3017,5.0,2.0,0
k7359,0.0,104.0048,2.0,2.0,0
k331,0.0,341.0235,2.0,6.0,0
k6149,0.0,292.3354,5.0,4.0,0
k4813,0.0,128.4562,2.0,3.0,0
k1783,239.0,162.4962,1.0,2.0,0
k3351,278.0,70.1142,1.0,2.0,0
k171,0.0,219.7635,1.0,4.0,0
k6819,0.0,83.6002,2.0,3.0,0
k7212,318.0,106.9766,1.0,3.0,0
k7410,0.0,343.5957,2.0,1.0,0
k894,0.0,107.8147,6.0,1.0,0
k3973,0.0,252.0575,7.0,1.0,0
k464,0.0,57.28,3.0,3.0,0
k1655,0.0,139.4633,10.0,3.0,0
k6766,219.0,699.3118,2.0,1.0,0
k6159,0.0,130.1384,2.0,3.0,0
k6670,0.0,227.0088,7.0,1.0,0
k7061,0.0,194.579,8.0,5.0,0
k5363,199.0,225.7299,10.0,1.0,1
k113,0.0,74.8866,10.0,1.0,0
k3433,358.0,372.3439,4.0,1.0,0
k3854,0.0,677.2237,7.0,1.0,0
k6822,0.0,147.0272,10.0,2.0,0
k4541,0.0,268.3654,8.0,6.0,0
k4722,0.0,47.3814,8.0,4.0,0
k2646,99.0,98.8585,7.0,2.0,1
k2741,0.0,137.6408,8.0,3.0,0
k3300,595.0,168.5764,2.0,3.0,0
k3409,0.0,59.0339,5.0,2.0,0
k6582,119.0,196.0638,4.0,3.0,1
k5,0.0,99.0202,7.0,1.0,0
k1989,0.0,227.7279,5.0,3.0,0
k4427,258.0,173.5655,8.0,5.0,1
k1895,0.0,65.5134,1.0,2.0,0
k530,0.0,64.195,5.0,4.0,0
k688,338.0,760.5156,4.0,3.0,0
k338,0.0,192.0026,7.0,6.0,0
k4378,0.0,314.56,1.0,1.0,0
k2085,0.0,61.8142,10.0,2.0,0
k5677,0.0,76.922,6.0,2.0,0
k2027,0.0,359.3884,3.0,1.0,0
k6065,0.0,317.0773,6.0,4.0,0
k1523,0.0,87.0919,8.0,2.0,0
k6443,0.0,150.7481,1.0,5.0,0
k4424,0.0,117.2732,7.0,4.0,0
k423,1491.0,69.3758,1.0,5.0,0
k2270,618.0,172.8034,6.0,5.0,1
k1916,0.0,0.0,4.0,5.0,1
k2506,80.0,570.1719,7.0,1.0,0
k3741,0.0,588.4123,6.0,1.0,0
k3201,0.0,89.5545,7.0,7.0,0
k1753,179.0,165.8945,4.0,4.0,1
k3366,0.0,288.1753,2.0,2.0,0
k1920,0.0,272.0901,8.0,4.0,1
k3870,3561.0,180.3996,1.0,4.0,1
k3860,219.0,216.1227,6.0,1.0,0
k4752,755.0,153.7335,2.0,3.0,1
k2617,398.0,11.6619,2.0,2.0,0
k3947,0.0,234.2413,4.0,4.0,0
k4330,796.0,88.0511,4.0,6.0,1
k475,0.0,631.1521,10.0,1.0,0
k4196,0.0,38.8973,3.0,3.0,0
k6188,278.0,189.8341,3.0,1.0,0
k3030,0.0,19.799,2.0,3.0,0
k3031,1690.0,459.0044,4.0,1.0,0
k4075,0.0,101.6366,5.0,2.0,0
k4205,0.0,268.1287,1.0,1.0,0
k7057,199.0,151.3308,2.0,4.0,0
k4639,1312.0,48.7955,5.0,2.0,0
k184,0.0,570.3122,3.0,1.0,0
k575,198.0,485.0495,8.0,3.0,1
k2665,0.0,60.9262,7.0,2.0,0
k4406,0.0,157.8132,3.0,5.0,0
k6859,0.0,75.06,5.0,2.0,0
k957,139.0,339.0767,3.0,1.0,1
k3492,0.0,223.2353,6.0,1.0,0
k5454,0.0,86.4928,10.0,6.0,0
k3047,0.0,864.6167,3.0,1.0,0
k7456,557.0,74.7329,3.0,3.0,0
k1044,0.0,142.8356,10.0,1.0,0
k4729,1690.0,52.6308,2.0,3.0,1
k178,180.0,680.0735,4.0,1.0,0
k4442,0.0,121.3136,4.0,6.0,1
k3485,0.0,120.3038,3.0,2.0,0
k2017,119.0,36.7967,1.0,6.0,1
k788,0.0,57.4891,10.0,2.0,0
k988,0.0,244.1311,6.0,5.0,0
k1743,0.0,29.0689,9.0,3.0,0
k796,1014.0,790.7591,9.0,1.0,0
k3024,0.0,102.8591,4.0,1.0,0
k6222,0.0,138.0326,3.0,1.0,0
k6332,139.0,232.0539,6.0,2.0,0
k1995,0.0,85.1469,1.0,4.0,0
k5391,0.0,118.4567,8.0,7.0,0
k6092,0.0,142.3517,10.0,4.0,0
k907,0.0,218.8264,10.0,3.0,0
k1570,0.0,118.9496,2.0,4.0,0
k1548,0.0,360.7991,10.0,4.0,0
k5394,0.0,173.4157,4.0,6.0,0
k1706,637.0,538.0567,2.0,3.0,0
k4605,0.0,84.6463,5.0,5.0,1
k5552,139.0,67.6831,4.0,2.0,0
k403,0.0,44.2945,3.0,6.0,0
k5026,0.0,148.4082,2.0,4.0,0
k5069,0.0,51.0392,3.0,4.0,0
k5209,139.0,178.0169,3.0,2.0,1
k6666,0.0,107.8239,4.0,3.0,0
k5202,0.0,715.051,7.0,1.0,0
k3961,199.0,103.8171,10.0,4.0,1
k3027,0.0,106.527,5.0,1.0,0
k7537,718.0,388.2396,2.0,2.0,0
k6085,1314.0,380.2552,5.0,4.0,1
k7190,0.0,255.002,4.0,5.0,0
k5283,796.0,704.1733,2.0,2.0,0
k6040,517.0,425.3998,3.0,2.0,0
k2758,537.0,282.2145,2.0,2.0,0
k4652,0.0,97.3242,8.0,2.0,0
k6642,0.0,352.1491,3.0,1.0,0
k3342,0.0,40.3113,2.0,3.0,0
k3050,379.0,21.5407,4.0,5.0,0
k3731,379.0,37.3363,9.0,2.0,1
k5261,0.0,25.4951,1.0,3.0,0
k6390,0.0,531.3379,10.0,7.0,0
k7172,0.0,144.5856,3.0,3.0,0
k5950,119.0,0.0,4.0,3.0,0
k792,0.0,243.5282,3.0,5.0,0
k6556,219.0,589.0849,2.0,1.0,1
k6551,159.0,45.1774,3.0,2.0,0
k6193,0.0,0.0,3.0,2.0,0
k1957,299.0,388.2177,8.0,5.0,0
k2931,0.0,316.291,7.0,4.0,0
k6765,0.0,666.8883,9.0,1.0,0
k1820,0.0,255.0176,4.0,6.0,0
k4234,0.0,175.4138,10.0,1.0,0
k4082,0.0,80.3057,10.0,2.0,0
k6635,0.0,110.5712,10.0,1.0,0
k2066,0.0,137.1313,4.0,3.0,0
k6808,0.0,150.7481,3.0,3.0,0
k5530,0.0,144.4991,2.0,2.0,0
k2497,0.0,152.0,10.0,7.0,0
k6278,139.0,231.9698,8.0,7.0,0
k2616,258.0,47.5395,2.0,4.0,0
k6534,0.0,128.9961,1.0,1.0,0
k6689,0.0,168.5823,3.0,3.0,1
k1040,0.0,223.2241,8.0,3.0,0
k5321,438.0,226.9207,6.0,1.0,1
k1773,0.0,343.9084,4.0,2.0,0
k2303,0.0,182.1757,8.0,4.0,0
k4787,80.0,46.6154,1.0,5.0,1
k1433,179.0,43.8634,1.0,2.0,0
k2897,0.0,201.7573,7.0,1.0,0
k5281,0.0,181.0249,9.0,5.0,0
k3565,0.0,84.22,8.0,1.0,0
k1884,239.0,118.8781,5.0,4.0,0
k568,0.0,66.0984,9.0,2.0,0
k4403,0.0,76.4853,7.0,4.0,0
k5491,0.0,283.7199,5.0,1.0,0
k249,0.0,420.3047,6.0,2.0,0
k4144,0.0,137.2953,9.0,4.0,0
k420,0.0,124.4026,6.0,4.0,0
k6864,318.0,204.4138,3.0,4.0,0
k3846,0.0,82.7647,7.0,4.0,0
k6302,0.0,329.492,4.0,5.0,0
k6521,0.0,128.0625,8.0,2.0,0
k6557,0.0,300.0283,3.0,1.0,0
k3522,0.0,84.22,2.0,2.0,0
k1745,0.0,111.2879,6.0,4.0,0
k2046,0.0,211.2487,9.0,1.0,0
k4774,378.0,279.4351,3.0,1.0,1
k1584,0.0,349.3666,10.0,5.0,0
k5361,358.0,328.8921,2.0,1.0,1
k5543,0.0,1008.77,6.0,1.0,0
k4663,199.0,118.4567,3.0,3.0,1
k6905,0.0,125.2996,9.0,3.0,0
k428,99.0,50.2096,10.0,7.0,1
k6191,139.0,623.0008,5.0,2.0,0
k4598,0.0,0.0,5.0,1.0,0
k7163,377.0,312.41,2.0,2.0,0
k1708,0.0,87.4757,3.0,3.0,0
k5817,0.0,81.6149,8.0,3.0,0
k2232,0.0,139.4417,1.0,3.0,0
k147,0.0,76.844,1.0,1.0,0
k1842,0.0,62.6259,4.0,5.0,0
k4469,238.0,251.4538,3.0,3.0,1
k6445,0.0,98.2344,8.0,1.0,0
k3486,0.0,15.6525,7.0,5.0,0
k4880,0.0,134.4024,7.0,4.0,0
k2743,0.0,155.1161,9.0,2.0,0
k134,3248.0,503.2544,6.0,4.0,1
k132,794.0,189.9526,7.0,4.0,1
k5810,2349.0,277.5842,1.0,1.0,1
k4522,0.0,602.2242,7.0,1.0,0
k3786,0.0,844.0646,3.0,1.0,0
k824,0.0,249.884,1.0,4.0,0
k3179,239.0,196.4001,3.0,1.0,0
k6042,0.0,261.8416,5.0,1.0,0
k4931,239.0,41.2311,3.0,3.0,0
k4547,0.0,177.2597,4.0,1.0,0
k81,0.0,40.3609,5.0,4.0,0
k5059,119.0,61.0983,1.0,3.0,1
k1541,577.0,245.1306,2.0,1.0,0
k6334,0.0,173.908,4.0,1.0,0
k2048,358.0,24.2074,4.0,6.0,0
k392,278.0,174.2642,10.0,3.0,1
k4772,0.0,74.108,1.0,5.0,0
k2816,0.0,0.0,5.0,5.0,0
k4611,0.0,111.6154,1.0,4.0,0
k4621,834.0,586.9821,3.0,4.0,1
k5932,0.0,322.8947,2.0,4.0,0
k2822,0.0,128.0156,4.0,5.0,0
k1887,0.0,232.9485,3.0,2.0,0
k804,298.0,134.3577,9.0,1.0,0
k3253,278.0,971.2183,1.0,2.0,0
k201,377.0,72.0278,2.0,2.0,0
k1086,0.0,152.0822,7.0,6.0,0
k2485,0.0,67.1863,5.0,6.0,0
k4260,0.0,40.7185,5.0,4.0,0
k3028,557.0,12.53,3.0,2.0,0
k868,0.0,96.5194,4.0,1.0,0
k7551,0.0,578.2534,10.0,1.0,0
k3582,0.0,51.0098,6.0,4.0,0
k2003,0.0,100.6876,8.0,1.0,0
k6760,238.0,586.6686,9.0,4.0,0
k613,139.0,144.3918,7.0,4.0,1
k7147,80.0,351.4598,5.0,1.0,0
k962,278.0,127.0354,5.0,3.0,0
k1126,0.0,193.3106,6.0,6.0,0
k6099,0.0,1007.8001,8.0,2.0,0
k2677,0.0,103.1601,4.0,3.0,0
k5429,0.0,222.3241,4.0,5.0,1
k4647,0.0,179.0251,4.0,3.0,0
k6812,0.0,156.7323,1.0,4.0,0
k7457,0.0,157.3181,7.0,2.0,0
k2962,0.0,98.2497,6.0,4.0,0
k2648,0.0,18.7883,10.0,2.0,0
k1355,3102.0,0.0,1.0,1.0,0
k6154,0.0,98.3514,5.0,1.0,0
k3371,0.0,221.4001,7.0,5.0,0
k3532,258.0,177.792,4.0,1.0,0
k7034,0.0,288.295,8.0,1.0,0
k2402,238.0,144.3607,3.0,4.0,1
k2375,139.0,123.4909,1.0,6.0,0
k6385,0.0,27.8927,5.0,2.0,0
k1205,200.0,66.2873,5.0,2.0,0
k1412,0.0,64.5136,1.0,3.0,1
k5365,179.0,122.7029,8.0,1.0,1
k7082,0.0,56.3649,2.0,2.0,0
k3719,0.0,239.0753,9.0,4.0,0
k2791,338.0,115.3646,2.0,3.0,0
k2968,0.0,174.3932,7.0,1.0,0
k6496,0.0,38.0,2.0,2.0,0
k4946,239.0,252.4856,8.0,1.0,0
k2879,258.0,180.6239,6.0,1.0,1
k2811,973.0,192.585,3.0,1.0,1
k293,0.0,201.8539,9.0,2.0,0
k2701,358.0,820.7393,3.0,3.0,0
k1200,0.0,96.5401,6.0,3.0,0
k726,0.0,257.0992,8.0,1.0,0
k3060,0.0,63.3246,8.0,4.0,0
k3331,0.0,153.2645,2.0,4.0,0
k1808,0.0,26.8328,1.0,4.0,0
k5161,0.0,123.0691,4.0,4.0,0
k3976,160.0,172.9393,5.0,4.0,1
k4954,0.0,119.365,3.0,4.0,0
k7169,179.0,98.1529,1.0,3.0,1
k2459,0.0,64.0703,10.0,1.0,0
k1844,0.0,91.7061,2.0,1.0,0
k447,0.0,37.2156,1.0,3.0,0
k6965,0.0,81.5966,1.0,4.0,0
k3067,0.0,190.2525,8.0,5.0,0
k5452,0.0,0.0,5.0,1.0,0
k2736,0.0,154.3049,3.0,1.0,0
k6719,0.0,48.8365,6.0,4.0,0
k7530,0.0,52.7731,3.0,3.0,0
k4040,873.0,176.7258,2.0,4.0,0
k3930,139.0,181.7471,7.0,1.0,0
k5225,139.0,94.6414,4.0,4.0,0
k5062,0.0,519.9048,6.0,2.0,0
k5659,0.0,179.0,6.0,3.0,0
k2641,0.0,355.8441,2.0,1.0,0
k933,0.0,74.0068,5.0,3.0,0
k2519,0.0,128.082,6.0,1.0,0
k433,0.0,166.1927,1.0,3.0,0
k7398,834.0,118.0678,1.0,3.0,1
k5726,0.0,116.619,5.0,3.0,0
k5975,0.0,138.4377,6.0,5.0,0
k5303,0.0,116.8418,4.0,3.0,0
k297,239.0,138.1774,2.0,5.0,0
k7251,259.0,83.3607,3.0,1.0,1
k576,0.0,98.4073,9.0,1.0,0
k6606,0.0,108.1896,1.0,2.0,0
k3208,0.0,113.0708,7.0,3.0,0
k910,238.0,38.0789,3.0,4.0,1
k1491,0.0,79.0253,8.0,1.0,0
k3372,119.0,95.7706,5.0,3.0,0
k6592,419.0,30.4138,4.0,4.0,0
k6156,0.0,26.0,4.0,4.0,0
k2461,0.0,90.0056,10.0,2.0,1
k3529,0.0,0.0,5.0,1.0,0
k1438,0.0,114.3547,2.0,5.0,0
k3218,238.0,141.4284,9.0,6.0,0
k485,0.0,211.7026,1.0,1.0,0
k1156,0.0,168.1904,6.0,5.0,0
k6246,0.0,337.0994,10.0,1.0,0
k6605,278.0,551.0327,8.0,1.0,1
k1990,0.0,267.0674,5.0,4.0,0
k4113,0.0,813.9908,1.0,3.0,0
k6490,139.0,80.5047,2.0,6.0,1
k7432,0.0,43.1856,10.0,8.0,0
k5035,179.0,531.3605,4.0,1.0,0
k6674,279.0,0.0,4.0,2.0,0
k5779,0.0,47.0425,5.0,2.0,0
k3457,0.0,181.0442,6.0,3.0,1
k3540,4861.0,249.97,6.0,2.0,1
k3466,0.0,0.0,1.0,4.0,0
k3076,0.0,0.0,6.0,1.0,0
k4586,0.0,154.9226,2.0,1.0,0
k6367,179.0,20.3961,4.0,3.0,0
k698,219.0,71.7008,7.0,2.0,0
k6084,258.0,462.3851,4.0,1.0,0
k1926,0.0,94.8103,3.0,4.0,0
k6916,0.0,432.2615,2.0,1.0,0
k4919,40.0,169.8499,4.0,2.0,0
k6026,0.0,126.8464,2.0,3.0,0
k89,318.0,53.1507,2.0,6.0,0
k6229,0.0,129.0736,2.0,3.0,0
k2972,99.0,111.463,2.0,3.0,1
k408,714.0,73.2462,1.0,5.0,0
k3998,219.0,30.8058,3.0,2.0,0
k2407,0.0,229.4014,4.0,9.0,0
k7425,0.0,324.9923,1.0,1.0,0
k6415,697.0,165.0969,2.0,2.0,1
k4883,0.0,807.6788,3.0,2.0,0
k4816,379.0,725.5405,9.0,2.0,1
k238,0.0,90.4268,8.0,1.0,0
k5243,0.0,323.8904,1.0,4.0,0
k6048,0.0,164.195,4.0,3.0,0
k754,0.0,270.9336,4.0,1.0,0
k3057,0.0,295.3676,4.0,4.0,0
k1526,0.0,68.1836,5.0,6.0,0
k3275,80.0,395.7335,1.0,5.0,1
k1865,0.0,228.6001,4.0,4.0,0
k4180,3248.0,190.9476,6.0,4.0,1
k4254,0.0,291.6248,9.0,1.0,0
k1898,0.0,154.0811,5.0,5.0,0
k5703,0.0,49.0408,5.0,2.0,0
k5005,0.0,107.7868,7.0,6.0,1
k1967,0.0,81.6149,10.0,2.0,0
k4101,756.0,833.0294,3.0,2.0,0
k3518,0.0,65.9242,5.0,3.0,0
k1272,0.0,122.8007,10.0,2.0,0
k4783,0.0,96.1769,5.0,3.0,0
k4653,179.0,196.367,4.0,4.0,0
k5292,0.0,113.565,7.0,5.0,0
k3648,3561.0,260.6933,1.0,4.0,1
k6700,0.0,256.7976,3.0,6.0,0
k7189,238.0,66.3702,4.0,3.0,0
k6520,0.0,48.0,3.0,4.0,0
k5928,99.0,68.2495,8.0,2.0,1
k5494,0.0,155.0032,6.0,3.0,0
k2637,0.0,380.9265,9.0,1.0,0
k4568,0.0,499.1693,9.0,5.0,0
k7300,159.0,272.738,8.0,1.0,1
k5024,0.0,48.7545,3.0,4.0,0
k5478,199.0,101.3903,8.0,1.0,0
k7283,0.0,63.1269,3.0,3.0,0
k632,834.0,147.0544,4.0,1.0,0
k5609,1668.0,555.9469,3.0,2.0,1
k3350,0.0,0.0,2.0,3.0,1
k2179,0.0,73.9797,8.0,3.0,0
k2471,0.0,90.4434,4.0,4.0,1
k5267,0.0,168.0744,8.0,4.0,0
k7539,596.0,49.3356,2.0,2.0,1
k268,0.0,92.2009,6.0,2.0,0
k2603,0.0,116.1077,2.0,2.0,0
k6336,0.0,56.0803,4.0,8.0,0
k387,1314.0,268.3654,5.0,4.0,1
k3347,2231.0,383.471,1.0,4.0,0
k718,1074.0,229.264,2.0,1.0,1
k3931,0.0,231.5534,9.0,4.0,0
k5925,0.0,127.1417,8.0,1.0,0
k5951,1056.0,152.7776,2.0,1.0,1
k5637,990.0,253.16,2.0,7.0,0
k6079,0.0,143.0,9.0,2.0,0
k656,457.0,187.0962,3.0,3.0,1
k1542,0.0,0.0,1.0,3.0,0
k1325,0.0,451.2206,2.0,1.0,0
k109,240.0,225.0089,9.0,5.0,0
k4500,537.0,122.9309,1.0,4.0,0
k3616,0.0,97.0052,9.0,4.0,0
k3965,0.0,609.6425,7.0,1.0,0
k3269,0.0,124.1974,9.0,4.0,0
k4714,0.0,82.0244,7.0,2.0,0
k4762,359.0,73.7835,2.0,4.0,0
k2347,597.0,300.8156,7.0,1.0,0
k5663,0.0,130.6484,1.0,3.0,0
k4111,0.0,201.896,9.0,3.0,0
k190,0.0,62.6498,2.0,2.0,0
k4259,0.0,102.4207,6.0,1.0,0
k878,894.0,43.1856,7.0,3.0,1
k6539,438.0,103.407,3.0,4.0,1
k832,0.0,17.8045,9.0,5.0,1
k980,0.0,135.0037,1.0,3.0,0
k234,198.0,144.8862,2.0,3.0,1
k1484,259.0,96.8401,1.0,2.0,0
k5806,556.0,210.2808,2.0,3.0,1
k3386,0.0,68.4105,4.0,2.0,0
k80,0.0,314.0844,9.0,2.0,0
k2283,0.0,28.1603,8.0,8.0,1
k2819,0.0,844.029,7.0,1.0,0
k4823,1490.0,478.1767,4.0,2.0,0
k2764,0.0,403.3175,2.0,6.0,0
k2280,4931.0,97.509,1.0,2.0,0
k1667,0.0,217.205,1.0,2.0,0
k7356,0.0,0.0,1.0,2.0,0
k7209,2132.0,450.16,3.0,2.0,1
k5332,0.0,85.5102,2.0,6.0,0
k1577,0.0,150.03,4.0,4.0,0
k101,0.0,100.3045,9.0,5.0,1
k3156,1188.0,171.9767,1.0,3.0,0
