Key_1_1,pupilDiamLag,regressLen,lastSaccLen
k6245,0.0753,3678.0,178.085
k801,0.1739,99.0,106.2462
k2184,0.1806,0.0,367.5241
k1913,0.1709,0.0,88.7257
k1055,0.2701,0.0,148.5
k6695,0.107,0.0,307.1795
k7019,0.1072,1789.0,129.0349
k1543,-1.113,2152.0,499.0774
k5844,0.3311,0.0,119.501
k2508,0.2765,337.0,170.7469
k270,0.1035,0.0,713.9009
k6566,0.7805,0.0,53.2189
k5336,0.142,0.0,120.0802
k50,0.1617,0.0,108.334
k6756,0.948,11655.0,112.5722
k4223,0.1433,258.0,91.9837
k7572,0.0585,318.0,122.1239
k3264,0.0537,1768.0,187.1069
k4920,0.0227,0.0,103.3017
k7485,0.2292,0.0,127.5157
k534,0.2367,0.0,261.3054
k1596,0.3076,0.0,141.8185
k4071,0.1806,0.0,228.1847
k831,0.58,1113.0,184.0448
k5145,0.0915,0.0,231.7159
k6983,0.1211,3917.0,215.1192
k5909,0.1308,0.0,119.4247
k7099,0.2141,0.0,91.4289
k6535,0.2109,0.0,157.2657
k388,0.1165,0.0,206.8139
k4992,0.4633,0.0,279.099
k4186,0.3379,417.0,108.5933
k4638,0.0766,0.0,198.142
k4120,-0.0083,0.0,158.5008
k5680,-0.0006,0.0,167.0067
k1518,0.1391,0.0,187.3533
k2308,0.2583,99.0,302.8473
k6749,2.9916,2211.0,224.5089
k3746,0.1039,0.0,157.1631
k6894,0.0395,0.0,207.406
k5154,0.1787,139.0,196.0006
k7461,0.4721,0.0,125.8014
k5103,0.409,0.0,108.1665
k3764,0.1837,80.0,464.7349
k230,0.1726,0.0,144.4412
k2654,0.2954,0.0,110.7576
k2630,0.3253,0.0,209.4684
k6570,0.1317,0.0,180.5339
k3504,0.3438,0.0,144.7731
k932,0.2537,0.0,107.4826
k5226,0.3536,0.0,1551.7633
k5287,0.1279,1409.0,102.8251
k1418,0.4446,0.0,300.1666
k4882,0.0596,0.0,200.0025
k4261,0.1102,0.0,162.4815
k4083,0.0755,0.0,147.2659
k705,0.0293,0.0,227.0666
k1858,1.4366,0.0,192.7706
k1440,0.047,0.0,436.9751
k1469,0.2724,0.0,691.7301
k7299,0.2699,0.0,147.6025
k2199,0.4127,0.0,141.8767
k4826,0.1803,0.0,558.9387
k6677,0.2118,0.0,233.0193
k414,1.4717,0.0,72.7633
k317,0.3464,0.0,228.2898
k419,0.0902,0.0,87.2353
k7171,0.1357,0.0,226.8447
k5405,0.1649,0.0,355.981
k473,0.3317,0.0,387.7435
k6805,0.2051,0.0,234.5021
k3700,0.3085,0.0,88.4096
k3134,0.1586,99.0,88.9565
k714,0.3621,0.0,99.5038
k2070,0.1345,0.0,1538.7094
k7373,0.3408,0.0,518.5022
k2430,0.1599,3576.0,428.7336
k3916,0.3804,0.0,96.791
k6975,0.4721,0.0,334.642
k304,0.2122,0.0,130.501
k1139,2.582,1495.0,306.6178
k3843,0.1251,2266.0,147.7921
k3688,0.0524,0.0,125.5488
k5822,0.0923,0.0,202.8725
k2024,0.1767,0.0,114.4246
k2392,0.1611,477.0,110.0011
k4577,0.1345,2445.0,124.2266
k7464,0.2091,179.0,197.31
k3804,0.2544,179.0,216.6893
k490,0.1937,0.0,84.5237
k1651,0.2548,0.0,330.7329
k2460,0.8215,0.0,163.0598
k4801,0.198,0.0,316.9941
k7330,0.1771,0.0,291.5017
k6872,0.0945,0.0,118.5854
k5008,0.55,477.0,725.0498
k4151,0.2236,0.0,327.9489
k5023,0.4735,4103.0,601.584
k1022,0.1879,0.0,146.5307
k1948,0.0925,0.0,0.0
k5469,1.8317,638.0,92.0054
k3667,0.2556,1908.0,226.0138
k2157,0.1527,796.0,160.5942
k825,2.8397,0.0,187.6006
k5972,0.1138,199.0,146.6714
k5770,0.1968,0.0,574.8211
k4753,0.1592,0.0,87.5914
k1176,0.0685,0.0,113.0
k1212,0.0514,119.0,333.1625
k6839,0.1819,0.0,481.0751
k4719,0.01,7889.0,446.1491
k4488,0.0841,139.0,140.8918
k2324,0.0761,0.0,163.0598
k1661,0.2431,0.0,582.5019
k5274,0.258,0.0,120.3755
k2514,0.2678,0.0,213.2985
k1592,0.9337,0.0,207.4729
k3345,0.3761,0.0,895.1633
k5377,0.2407,99.0,100.927
k2285,0.5383,0.0,95.1118
k5618,-0.5825,1016.0,556.234
k4282,0.1059,0.0,155.6478
k222,0.4355,0.0,163.8063
k6054,1.5725,0.0,103.5978
k4721,0.2356,0.0,105.6279
k2067,0.351,0.0,125.5886
k4087,0.0411,0.0,232.7928
k556,0.1034,179.0,304.6609
k4197,0.122,0.0,289.3596
k7526,0.1097,0.0,287.007
k3594,0.152,179.0,104.2029
k2309,0.3363,0.0,574.2269
k3374,0.2596,0.0,237.0243
k1241,0.4197,0.0,273.2215
k37,0.2938,99.0,170.6261
k7359,-0.1653,0.0,105.6882
k331,0.2903,0.0,1464.488
k6149,0.098,0.0,231.0779
k4813,0.2125,0.0,144.0139
k1783,0.2646,0.0,101.1002
k3351,0.2142,457.0,120.1759
k171,0.1602,536.0,280.6622
k6819,0.1531,0.0,167.863
k7212,0.2583,0.0,178.1327
k7410,0.2104,0.0,71.1354
k894,0.4623,0.0,115.0761
k3973,0.2221,0.0,181.0028
k464,0.6472,20.0,205.0494
k1655,0.0723,0.0,119.1774
k6766,0.0596,0.0,163.8856
k6159,0.0956,0.0,253.7504
k6670,0.38,0.0,87.5014
k7061,1.7487,618.0,238.0189
k5363,0.1356,0.0,174.1522
k113,0.2493,0.0,872.5173
k3433,0.1124,0.0,110.269
k3854,0.3363,0.0,170.7352
k6822,0.7158,238.0,123.9758
k4541,0.2996,0.0,299.6769
k4722,0.3554,0.0,243.2057
k2646,0.142,0.0,274.0972
k2741,0.0818,0.0,223.4066
k3300,0.556,0.0,161.3459
k3409,0.2015,0.0,207.5488
k6582,0.3023,0.0,246.7007
k5,1.9266,0.0,77.1622
k1989,0.1433,0.0,176.098
k4427,0.2592,139.0,103.3102
k1895,0.1325,0.0,184.0
k530,0.0355,0.0,397.102
k688,0.1741,0.0,246.3433
k338,-0.0308,0.0,0.0
k4378,0.3484,0.0,182.0687
k2085,0.2919,458.0,273.4273
k5677,0.185,0.0,165.6336
k2027,0.2023,0.0,156.5799
k6065,0.614,0.0,346.048
k1523,0.283,0.0,166.503
k6443,0.2767,278.0,444.8508
k4424,0.2216,0.0,220.2504
k423,0.1432,0.0,262.7818
k2270,1.954,4103.0,527.5192
k1916,0.1471,0.0,433.6465
k2506,0.275,0.0,307.4703
k3741,0.0989,3480.0,390.6549
k3201,0.3358,100.0,149.6103
k1753,-0.5825,0.0,180.5249
k3366,0.1968,0.0,163.0069
k1920,0.107,0.0,119.6766
k3870,0.207,0.0,144.0069
k3860,0.1366,0.0,130.3467
k4752,0.0971,139.0,119.105
k2617,0.0362,1511.0,125.2557
k3947,0.1529,0.0,24.0468
k4330,0.0271,3936.0,389.7749
k475,0.205,0.0,285.9204
k4196,-0.3683,0.0,149.9667
k6188,0.374,0.0,581.5325
k3030,0.5452,0.0,139.7033
k3031,0.1301,0.0,88.3091
k4075,0.1377,0.0,356.7948
k4205,0.1676,0.0,176.2839
k7057,0.2226,0.0,128.3988
k4639,0.0761,1094.0,144.105
k184,0.5463,0.0,0.0
k575,0.2931,0.0,262.5019
k2665,0.6398,0.0,177.5451
k4406,0.1881,775.0,142.8863
k6859,0.2372,458.0,163.833
k957,0.0951,0.0,97.269
k3492,0.1259,0.0,221.0481
k5454,0.5989,1670.0,822.3711
k3047,0.101,0.0,136.7644
k7456,0.1385,0.0,229.0775
k1044,1.9765,1255.0,63.8161
k4729,0.1916,795.0,226.9736
k178,1.4802,0.0,0.0
k4442,0.2447,0.0,29.3471
k3485,1.7096,0.0,86.0712
k2017,0.1432,0.0,111.5437
k788,0.1317,0.0,157.7157
k988,0.2033,0.0,427.7341
k1743,0.409,0.0,122.001
k796,0.9318,0.0,0.0
k3024,0.1289,0.0,147.5737
k6222,0.0621,775.0,230.9248
k6332,0.1787,0.0,73.5425
k1995,0.0047,0.0,153.018
k5391,0.283,0.0,660.1585
k6092,0.0723,0.0,310.3824
k907,0.663,0.0,147.5305
k1570,0.1622,418.0,358.0
k1548,0.6683,0.0,193.8414
k5394,-0.0378,258.0,136.2066
k1706,0.6206,597.0,39.9625
k4605,0.3651,0.0,111.0011
k5552,0.0979,2566.0,114.7279
k403,0.1587,0.0,288.0508
k5026,0.1397,0.0,249.8024
k5069,0.0837,0.0,220.4342
k5209,-0.0023,0.0,77.4919
k6666,0.1097,0.0,158.2948
k5202,0.2184,0.0,71.8766
k3961,1.0012,0.0,139.0
k3027,0.6906,0.0,55.3173
k7537,2.582,0.0,256.5239
k6085,1.525,0.0,93.2269
k7190,0.404,179.0,502.4326
k5283,0.4803,0.0,0.0
k6040,0.1015,1353.0,260.5389
k2758,0.0526,418.0,182.5842
k4652,0.3642,0.0,257.0238
k6642,0.248,0.0,159.4091
k3342,0.3223,0.0,117.8357
k3050,-0.0379,0.0,184.359
k3731,0.2906,0.0,101.7472
k5261,0.4061,0.0,285.0425
k6390,0.7158,0.0,228.3424
k7172,0.0935,0.0,225.0028
k5950,0.1124,358.0,284.103
k792,0.1816,0.0,337.7692
k6556,0.2269,0.0,143.7028
k6551,0.2648,0.0,121.5905
k6193,-0.2753,0.0,78.1361
k1957,0.403,0.0,332.733
k2931,0.3472,556.0,331.7748
k6765,0.4497,0.0,454.5099
k1820,0.2083,0.0,595.4914
k4234,0.1529,0.0,150.2065
k4082,0.3023,0.0,217.0184
k6635,0.1693,0.0,595.0011
k2066,1.4802,0.0,228.6072
k6808,0.1745,0.0,191.9642
k5530,0.1121,0.0,115.088
k2497,0.663,0.0,140.1517
k6278,0.3628,0.0,155.6808
k2616,0.2674,1292.0,221.9668
k6534,0.556,0.0,72.5844
k6689,0.1757,0.0,202.8084
k1040,0.2924,0.0,85.0368
k5321,0.1792,3160.0,96.566
k1773,0.3207,0.0,111.3665
k2303,1.261,0.0,166.0482
k4787,0.0417,0.0,671.6057
k1433,0.2927,278.0,116.1034
k2897,0.1816,0.0,112.9889
k5281,0.1215,0.0,310.5906
k3565,0.3684,0.0,236.6527
k1884,0.0246,0.0,164.0191
k568,0.2891,0.0,206.5871
k4403,0.2032,0.0,306.7801
k5491,0.0647,0.0,128.5243
k249,0.5086,0.0,66.8824
k4144,0.6975,0.0,286.0559
k420,0.1767,0.0,173.2404
k6864,0.1988,0.0,285.9204
k3846,0.1803,0.0,197.5152
k6302,0.2028,0.0,111.6121
k6521,1.2187,0.0,160.5125
k6557,0.2379,0.0,79.6492
k3522,0.1903,1411.0,130.5613
k1745,0.3065,0.0,129.3957
k2046,0.3547,0.0,42.0268
k4774,0.1288,1252.0,93.5909
k1584,0.237,0.0,666.9501
k5361,0.1698,0.0,83.6809
k5543,0.0864,3480.0,132.0606
k4663,-0.0379,0.0,119.7633
k6905,0.1215,0.0,229.5441
k428,0.2966,179.0,155.9623
k6191,0.1448,0.0,70.066
k4598,0.1198,0.0,262.6071
k7163,0.2243,298.0,89.8568
k1708,0.2125,0.0,132.5009
k5817,0.1427,0.0,87.7055
k2232,0.199,0.0,79.267
k147,1.1726,0.0,140.4724
k1842,0.3627,377.0,477.5128
k4469,0.3597,0.0,1097.7561
k6445,1.1002,0.0,534.6833
k3486,0.4466,0.0,382.4585
k4880,0.2743,0.0,179.0175
k2743,0.407,0.0,77.5065
k134,-1.206,9087.0,136.7708
k132,0.0001,0.0,104.1453
k5810,0.3464,0.0,134.3317
k4522,0.1072,0.0,182.654
k3786,0.496,0.0,165.4637
k824,0.1201,0.0,145.6683
k3179,0.308,0.0,137.4018
k6042,0.1352,0.0,83.1775
k4931,0.0775,0.0,70.0874
k4547,0.0778,0.0,265.0887
k81,0.3729,239.0,278.6149
k5059,0.1531,0.0,144.5554
k1541,0.0621,0.0,109.11
k6334,0.0435,0.0,103.5012
k2048,0.0984,617.0,186.1511
k392,0.2923,0.0,291.689
k4772,0.0047,0.0,82.3772
k2816,0.3765,0.0,408.3754
k4611,0.3214,0.0,638.1618
k4621,0.1976,4252.0,427.3479
k5932,-0.0292,119.0,194.6362
k2822,0.033,836.0,502.5062
k1887,0.3843,199.0,43.2348
k804,0.1855,0.0,80.0765
k3253,0.2142,457.0,73.5153
k201,0.2243,298.0,105.6279
k1086,0.203,0.0,168.2409
k2485,0.2083,0.0,681.7692
k4260,0.6906,319.0,173.6491
k3028,0.1495,557.0,136.045
k868,0.19,0.0,147.8792
k7551,0.6683,0.0,377.2218
k3582,1.4196,0.0,194.5308
k2003,0.1795,278.0,76.2053
k6760,0.1831,179.0,97.2895
k613,0.058,0.0,354.9704
k7147,0.2253,0.0,50.0
k962,0.1708,3380.0,152.0995
k1126,0.3413,0.0,477.256
k6099,0.211,99.0,106.0389
k2677,-0.0023,0.0,140.0009
k5429,-0.0385,0.0,138.8254
k4647,0.3207,0.0,188.5
k6812,0.0652,536.0,106.5422
k7457,0.1361,0.0,145.0138
k2962,0.5202,0.0,288.6468
k2648,0.1529,0.0,519.0323
k1355,0.122,0.0,216.6478
k6154,0.2298,0.0,592.964
k3371,0.1771,0.0,181.0249
k3532,0.3082,0.0,250.002
k7034,0.2544,1272.0,79.7762
k2402,0.0216,0.0,133.291
k2375,0.2953,100.0,588.5688
k6385,0.0263,0.0,150.1949
k1205,-0.1324,0.0,120.584
k1412,1.7037,399.0,1123.4996
k5365,0.2595,0.0,119.5377
k7082,1.7096,0.0,57.0548
k3719,0.1955,0.0,147.0077
k2791,0.0621,537.0,138.153
k2968,0.5592,0.0,84.0536
k6496,0.2119,0.0,218.5967
k4946,1.254,897.0,55.9732
k2879,0.332,0.0,176.5574
k2811,0.1205,0.0,394.5257
k293,0.1175,139.0,36.5034
k2701,0.1289,8784.0,194.3515
k1200,0.253,0.0,177.8103
k726,-0.021,0.0,313.2112
k3060,0.2671,0.0,116.9027
k3331,0.05,0.0,93.1625
k1808,0.123,0.0,257.8536
k5161,0.1211,3917.0,155.0887
k3976,0.5303,0.0,178.2414
k4954,0.0132,0.0,216.6576
k7169,0.133,0.0,247.3702
k2459,0.2469,0.0,70.8308
k1844,0.4056,0.0,154.5291
k447,0.3311,0.0,118.2582
k6965,1.1967,0.0,208.4448
k3067,0.1143,0.0,450.0725
k5452,0.0115,0.0,402.5102
k2736,0.0688,0.0,154.9653
k6719,0.2586,0.0,119.0976
k7530,0.2114,0.0,260.3094
k4040,0.1756,4076.0,385.1873
k3930,0.2911,0.0,62.1168
k5225,0.1988,0.0,229.5615
k5062,0.2015,0.0,129.1908
k5659,0.3241,0.0,108.2959
k2641,0.1946,0.0,130.384
k933,0.2769,0.0,188.5239
k2519,0.4355,0.0,145.5764
k433,0.179,0.0,83.6675
k7398,0.1819,139.0,144.5701
k5726,0.5592,139.0,40.2523
k5975,0.494,0.0,838.2412
k5303,0.4371,0.0,272.3279
k297,0.3011,0.0,168.3278
k7251,0.253,0.0,381.6733
k576,0.3377,0.0,129.9885
k6606,0.0963,0.0,182.1984
k3208,0.203,0.0,167.6343
k910,0.1006,0.0,114.2147
k1491,0.2126,0.0,124.0363
k3372,0.4981,496.0,52.1009
k6592,0.1029,736.0,108.5564
k6156,0.0915,0.0,174.6031
k2461,0.1795,0.0,60.92
k3529,0.4881,0.0,93.1034
k1438,0.2215,0.0,167.1414
k3218,0.5446,0.0,553.1121
k485,0.1465,0.0,304.5148
k1156,0.2052,0.0,698.2036
k6246,0.3695,0.0,272.1659
k6605,0.01,0.0,105.9835
k1990,0.2122,179.0,81.0941
k4113,0.3554,417.0,119.7466
k6490,0.3416,0.0,164.6003
k7432,0.3931,0.0,128.8187
k5035,0.404,0.0,157.7633
k6674,1.1785,657.0,259.2822
k5779,0.6906,0.0,195.1442
k3457,1.4766,0.0,149.6103
k3540,0.7725,11655.0,329.928
k3466,0.0925,139.0,57.1183
k3076,0.0941,0.0,253.7839
k4586,1.9801,0.0,49.0408
k6367,-0.0238,2286.0,96.791
k698,0.0854,9785.0,296.5034
k6084,0.1057,0.0,293.1092
k1926,-0.5825,199.0,67.5074
k6916,0.3266,0.0,654.3764
k4919,2.9916,0.0,208.9791
k6026,0.7427,0.0,130.853
k89,0.2226,0.0,683.5353
k6229,0.3622,377.0,226.7692
k2972,0.2988,0.0,204.8908
k408,0.2825,219.0,211.6058
k3998,0.1288,597.0,121.1084
k2407,0.1052,0.0,230.9816
k7425,0.2848,0.0,139.5036
k6415,0.5336,577.0,122.549
k4883,0.1357,159.0,93.3876
k4816,0.2906,0.0,209.3735
k238,0.3554,0.0,153.8059
k5243,0.1047,0.0,183.0983
k6048,0.279,0.0,371.066
k754,1.1616,0.0,78.6003
k3057,0.076,99.0,234.2584
k1526,0.1206,0.0,635.0185
k3275,0.2282,0.0,500.3124
k1865,0.2083,0.0,368.541
k4180,0.319,9087.0,186.3934
k4254,0.2469,0.0,54.5367
k1898,0.1465,0.0,320.8415
k5703,0.098,0.0,341.6771
k5005,0.2282,0.0,775.7385
k1967,0.3095,0.0,345.4917
k4101,0.0395,0.0,183.5824
k3518,0.1054,0.0,161.9452
k1272,0.162,0.0,298.6051
k4783,0.3603,80.0,52.7873
k4653,2.7764,398.0,166.1272
k5292,0.275,179.0,464.2933
k3648,0.2825,0.0,363.8259
k6700,0.4364,0.0,661.376
k7189,0.1592,2342.0,255.5117
k6520,0.0811,0.0,429.5975
k5928,0.3397,0.0,172.1918
k5494,0.3695,0.0,261.7007
k2637,0.2982,0.0,516.6297
k4568,3.0962,0.0,158.5788
k7300,0.2954,0.0,251.2867
k5024,0.1882,0.0,115.0272
k5478,0.0766,0.0,129.3136
k7283,0.4285,0.0,150.1707
k632,0.2385,0.0,126.8562
k5609,0.1271,0.0,166.4121
k3350,0.1937,0.0,163.2728
k2179,0.3083,0.0,193.0058
k2471,0.404,0.0,131.0467
k5267,0.4069,0.0,103.5193
k7539,0.0971,576.0,241.042
k268,0.1339,0.0,142.8356
k2603,0.1507,0.0,185.0547
k6336,0.0874,258.0,482.9319
k387,0.948,0.0,114.2147
k3347,0.1819,278.0,111.6121
k718,0.5336,0.0,169.4993
k3931,0.3397,0.0,98.5457
k5925,0.1416,0.0,209.5024
k5951,4.4917,897.0,108.074
k5637,0.259,0.0,558.2764
k6079,0.3695,0.0,129.848
k656,0.1542,358.0,179.1291
k1542,0.1572,318.0,230.411
k1325,0.2565,0.0,83.9315
k109,0.2036,0.0,408.0668
k4500,0.1432,0.0,209.5376
k3616,0.3222,0.0,137.5736
k3965,0.1803,0.0,203.0548
k3269,0.8872,0.0,427.7528
k4714,0.5411,0.0,133.1813
k4762,2.1322,658.0,401.4776
k2347,0.2246,0.0,48.0208
k5663,0.1676,0.0,41.3401
k4111,0.2133,0.0,469.0003
k190,0.308,0.0,136.5375
k4259,0.1538,0.0,194.0103
k878,0.1671,0.0,281.575
k6539,0.1628,0.0,77.4355
k832,0.3222,0.0,584.7959
k980,0.0969,0.0,68.4726
k234,0.1586,0.0,227.5703
k1484,0.2583,0.0,164.0831
k5806,-0.0292,0.0,130.4847
k3386,0.1665,0.0,114.4749
k80,0.1054,0.0,66.8431
k2283,0.1859,4395.0,874.0631
k2819,0.1465,0.0,131.6368
k4823,0.0271,0.0,110.7542
k2764,0.4172,0.0,148.6178
k2280,0.1237,11988.0,199.2768
k1667,0.1428,0.0,70.8414
k7356,0.1047,139.0,192.0319
k7209,0.1815,537.0,94.1833
k5332,0.0813,0.0,226.5657
k1577,0.1613,0.0,360.0559
k101,0.2624,0.0,146.1651
k3156,0.122,199.0,164.7741
k6029,0.9383,0.0,96.2549
k991,0.2487,0.0,129.0475
k85,0.2002,0.0,215.0145
k412,0.2002,0.0,169.6445
k3943,0.3095,119.0,106.9205
k265,0.1793,139.0,413.0366
k1233,0.2479,119.0,144.0009
k3251,0.0681,0.0,190.7367
k602,0.2712,0.0,258.774
k3008,0.6353,0.0,378.0268
k3071,0.1191,0.0,124.6154
k1391,0.1186,0.0,124.6044
k3832,0.3264,298.0,176.7067
k7388,0.1061,995.0,345.167
k1119,0.153,139.0,339.4971
k635,0.0126,0.0,161.0093
k4936,0.159,199.0,170.2072
k808,0.3143,0.0,173.1134
k5539,0.211,0.0,84.5931
k867,0.3173,0.0,144.6245
k2633,0.9162,0.0,237.0258
k789,2.1322,0.0,103.0594
k6614,0.2085,17872.0,260.0562
k2214,0.1181,3639.0,124.3262
k2162,0.1175,0.0,1050.0501
k1151,1.4802,0.0,92.4392
k3739,0.1534,0.0,162.1496
k6206,0.1875,219.0,681.5359
k3733,0.1167,0.0,239.1783
k3566,0.1767,0.0,624.1194
k6420,0.8065,0.0,651.8178
k7106,0.3328,199.0,102.0196
k1782,0.2151,0.0,130.1816
k2801,0.0853,0.0,170.0029
k5698,0.056,0.0,166.9686
k4069,0.2743,0.0,246.1229
k4649,0.2297,0.0,238.4602
k162,0.0939,0.0,192.2531
k1285,0.2008,238.0,120.5259
k7529,0.3253,160.0,410.9039
k1468,0.1937,0.0,162.0193
k5312,-0.0086,0.0,374.7616
k3644,0.3438,0.0,134.5149
k5701,0.1126,0.0,144.5424
k1475,0.1822,0.0,683.3039
k1938,0.3622,0.0,153.1617
k3291,0.6557,0.0,322.0749
k4303,0.1599,0.0,163.4786
k2317,0.1357,0.0,410.1756
k7235,0.7876,0.0,161.6741
k2257,2.0375,11655.0,98.1835
k3127,0.3222,1132.0,81.2527
k4805,0.1755,1353.0,98.9949
k7122,0.2243,854.0,315.643
k2734,0.131,0.0,137.6635
k5749,0.6747,1571.0,1542.1765
k6585,0.2729,417.0,119.8635
k1818,0.1091,198.0,130.9236
k2062,0.1568,558.0,355.777
k6548,0.2786,0.0,119.827
k3772,0.2765,0.0,22.3886
k3523,0.2413,0.0,159.7005
k2111,0.0781,0.0,124.1934
k7350,0.1296,0.0,324.2873
k3241,0.1448,0.0,148.1595
k6109,0.0701,537.0,245.1989
k6768,0.2337,0.0,210.1773
k4277,0.2297,0.0,304.2737
k1537,0.1476,0.0,745.7883
k3629,0.0681,3917.0,143.7228
k4908,0.052,0.0,97.0155
k5632,0.0771,0.0,136.5742
k4445,0.0781,219.0,190.3004
k1451,0.308,0.0,125.5747
k5577,0.1315,0.0,142.5175
k2135,0.1047,0.0,480.6376
k6182,0.0783,0.0,280.9008
k6704,0.1201,318.0,62.2977
k3107,0.2775,0.0,63.1447
k1310,1.3035,4864.0,249.6808
k5765,1.8132,0.0,134.6124
k5789,0.1491,0.0,145.994
k4514,0.1515,80.0,153.0817
k6937,0.5007,179.0,59.0339
k1462,0.4818,0.0,350.9622
k1394,0.1342,398.0,429.5431
k6575,0.2701,0.0,492.9148
k1292,0.0686,0.0,92.3147
k4853,0.2023,0.0,166.9558
k6939,0.4941,0.0,56.029
k7198,0.2052,0.0,264.5468
k6985,0.2786,4076.0,357.1589
k4085,0.0282,0.0,113.1106
k213,0.0859,0.0,153.1837
k3826,0.0818,0.0,198.5157
k3867,0.3684,0.0,110.7892
k6131,0.124,0.0,126.2864
k6322,0.2081,0.0,255.5905
k372,0.123,0.0,58.3095
k4495,0.3633,139.0,274.1573
k5210,0.2302,0.0,488.1252
k5465,0.3847,0.0,133.5758
k1869,0.4446,0.0,568.0603
k4072,0.2301,0.0,402.8613
k890,0.2841,0.0,166.0271
k2569,0.3283,0.0,177.9052
k6382,1.0915,0.0,198.0309
k274,0.1168,0.0,227.6587
k2150,0.1191,238.0,469.3967
k6862,0.1126,0.0,123.1016
k682,0.2469,0.0,196.5229
k3484,0.1191,0.0,728.6323
k2942,0.3163,0.0,48.283
k1250,0.1465,0.0,192.3441
k6636,0.1531,0.0,125.093
k6401,1.3177,0.0,144.3892
k1318,0.1427,0.0,773.8233
k1264,1.9801,0.0,340.5073
k1217,0.1665,0.0,125.049
k5611,0.1113,0.0,159.8452
k5218,0.6357,0.0,229.2886
k2091,0.007,0.0,228.3555
k3270,0.3222,0.0,164.6003
k1863,0.142,139.0,85.3756
k1387,0.0293,0.0,271.5
k3576,0.0116,0.0,1214.4073
k5728,0.2364,0.0,182.4918
k4308,0.1433,0.0,140.5222
k445,0.9212,737.0,99.0568
k3515,0.2282,1014.0,550.2556
k3036,0.4033,576.0,544.6341
k5656,0.2537,219.0,106.7907
k675,0.2226,1611.0,127.4019
k2533,0.1401,0.0,101.6366
k2559,0.0183,0.0,248.0811
k3111,0.0361,0.0,194.1198
k4338,0.1968,0.0,65.5477
k200,0.4633,0.0,241.6495
k1043,0.0305,0.0,248.1819
k214,0.3358,0.0,1453.2072
k2668,0.0047,0.0,115.5249
k4056,0.1837,0.0,426.6418
k1530,0.2198,0.0,392.7658
k6372,0.2347,219.0,101.0371
k2557,1.7037,0.0,51.5
k3014,0.0795,378.0,78.729
k3558,0.0282,0.0,167.503
k5123,0.8215,0.0,296.527
k810,0.1211,596.0,111.8403
k6138,0.0652,0.0,450.3476
k3033,0.3516,0.0,71.2531
k3476,0.3191,0.0,146.0548
k5527,1.0896,0.0,230.5781
k1639,0.1829,0.0,224.2644
k4284,0.2032,0.0,123.199
k4175,0.1625,0.0,181.6762
k5634,0.3916,0.0,159.0637
k7021,0.2699,0.0,361.4198
k237,0.0823,0.0,122.8587
k4412,0.1882,0.0,372.5443
k668,0.0853,0.0,688.3546
k3836,0.2776,0.0,128.2078
k1741,0.1487,0.0,294.0021
k3844,0.3416,0.0,122.2385
k2234,0.2443,0.0,116.0528
k4249,0.1755,0.0,179.0698
k5193,0.1093,1252.0,91.9157
k1302,0.17,0.0,293.3343
k4529,0.1795,0.0,186.184
k752,0.5086,0.0,420.4741
k515,1.0915,12432.0,102.1482
k3535,0.9595,0.0,92.0666
k1867,0.1764,318.0,38.1477
k4076,0.4221,0.0,112.5711
k2761,0.1327,199.0,90.0888
k6923,0.2765,0.0,273.9863
k355,0.1113,238.0,242.0418
k2934,0.1741,0.0,168.7965
k4199,0.2221,0.0,304.7774
k75,1.1741,0.0,96.3146
k2415,0.0652,0.0,101.5111
k4173,0.3262,0.0,201.748
k1633,0.2697,0.0,239.3878
k1202,4.4917,1155.0,136.0533
k3888,0.2847,0.0,74.5
k5314,0.2845,0.0,176.4086
k5022,0.2906,0.0,73.3792
k3782,0.1951,0.0,624.1036
k2921,0.1921,0.0,50.04
k6316,0.1043,0.0,122.9807
k5973,0.1238,0.0,316.2673
k7549,0.117,0.0,529.6414
k4889,0.3006,0.0,100.505
k6364,0.1736,0.0,505.004
k5633,0.3651,0.0,124.5642
k3942,0.2743,99.0,279.2535
k759,0.1893,198.0,90.7662
k3803,0.3083,0.0,208.0487
k3053,0.0522,477.0,229.7401
k2601,0.9525,0.0,137.5009
k5350,0.319,11655.0,353.5948
k448,-0.0083,1630.0,388.3298
k6312,0.1741,0.0,290.0431
k7164,0.4932,0.0,784.7345
k547,0.0959,0.0,580.7075
k987,1.4757,0.0,351.5252
k6310,0.2028,0.0,80.6489
k2447,0.2184,0.0,655.9971
k1109,0.0941,6064.0,33.0038
k1657,0.1774,4372.0,371.3812
k1578,0.2962,0.0,177.4965
k6725,0.0859,0.0,191.0792
k5746,-0.0238,0.0,77.8155
k4105,0.2302,338.0,213.7814
k3002,0.1461,0.0,136.7452
k569,1.9487,638.0,146.237
k6250,0.127,1751.0,653.3062
k6454,0.0652,0.0,231.2385
k4217,0.0825,0.0,367.6088
k2436,0.1538,0.0,145.7781
k479,1.0896,0.0,64.531
k4456,0.1739,0.0,419.5074
k2629,0.7725,2152.0,71.9253
k672,0.203,0.0,192.5058
k318,0.193,0.0,551.6965
k5777,-0.1324,299.0,78.5143
k1031,0.17,0.0,125.077
k1267,0.2337,0.0,156.7713
k1223,-0.021,99.0,618.2952
k7258,0.19,0.0,128.1181
k4334,0.2033,0.0,293.5106
k697,0.2122,0.0,297.056
