Key_1_1,landingPos,firstSaccLen,P2stFixation
k2070,63.0754,367.3027,0
k7373,28.8444,151.0828,0
k2430,92.228,163.4786,1
k3916,78.7353,170.8874,1
k6975,171.8524,231.2926,0
k304,87.7055,297.056,0
k1139,28.4253,104.3935,1
k3843,85.8429,146.4283,0
k3688,16.1245,105.0774,0
k5822,29.8077,358.8851,0
k2024,49.366,92.9045,0
k2392,131.7507,226.4757,1
k4577,25.9856,1538.7094,0
k7464,94.2351,204.3679,1
k3804,64.8999,196.4701,1
k490,38.8973,132.9003,1
k1651,67.1509,168.2149,0
k2460,45.1691,132.0038,0
k4801,88.2397,297.8867,0
k7330,108.8726,219.8846,0
k6872,26.2393,940.6488,1
k5008,10.0125,454.0069,0
k4151,44.1192,313.7375,0
k5023,31.8904,140.1517,0
k1022,59.165,87.6727,1
k1948,140.1606,66.3193,1
k5469,50.7666,109.3446,1
k3667,27.3542,166.5608,1
k2157,75.4603,190.9097,1
k825,34.176,74.6073,0
k5972,39.5285,171.1586,1
k5770,31.8944,137.0912,0
k4753,46.5027,0.0,0
k1176,65.9337,164.1714,0
k1212,57.0701,352.7811,0
k6839,134.9907,43.9118,1
k4719,72.7083,119.6766,1
k4488,22.8035,278.3779,1
k2324,55.1951,64.4748,0
k1661,46.768,213.9071,0
k5274,142.571,234.8154,0
k2514,84.3801,302.8473,0
k1592,77.8621,208.9527,0
k3345,72.092,121.2456,0
k5377,51.4417,125.6831,0
k2285,80.8857,329.5186,0
k5618,80.5761,67.5074,0
k4282,78.6448,428.7336,1
k222,30.8302,107.8761,1
k6054,115.1564,51.9711,1
k4721,54.5711,180.5028,1
k2067,54.1479,49.9124,0
k4087,19.5576,320.0664,0
k556,108.6105,110.0227,1
k4197,135.2793,0.0,1
k7526,65.1153,274.8609,0
k3594,65.5019,125.4442,0
k2309,36.5411,289.573,0
k3374,113.0011,448.6159,0
k1241,26.8794,201.748,0
k37,13.1244,87.6427,0
k7359,31.9453,50.1597,0
k331,120.3007,457.8398,0
k6149,42.5265,341.6771,0
k4813,31.0886,139.5036,0
k1783,42.8981,124.2578,0
k3351,46.5027,104.5108,1
k171,45.8394,243.7714,1
k6819,45.0389,125.093,0
k7212,67.309,164.0831,1
k7410,138.0444,312.4684,1
k894,57.0088,64.158,0
k3973,100.4117,159.3212,1
k464,80.2309,110.8264,0
k1655,66.9104,204.7877,0
k6766,182.3321,526.0271,0
k6159,8.7464,132.417,0
k6670,42.45,187.7345,0
k7061,41.488,211.5053,0
k5363,75.4801,159.8202,1
k113,56.1894,44.3424,0
k3433,81.8123,284.103,1
k3854,70.3847,612.0182,0
k6822,2.5495,145.494,0
k4541,107.5883,363.1425,0
k4722,119.5847,166.5008,0
k2646,58.1055,55.0,0
k2741,37.4833,162.5131,0
k3300,21.0772,183.892,0
k3409,98.5089,161.4845,0
k6582,7.433,216.5092,0
k5,49.366,72.0434,1
k1989,26.2774,240.0047,0
k4427,67.9283,243.0741,1
k1895,64.0703,117.3765,0
k530,71.6955,145.4184,0
k688,21.9146,747.2424,1
k338,115.2443,305.3936,0
k4378,61.2944,256.186,0
k2085,71.0211,122.0,1
k5677,30.5,108.9461,0
k2027,60.2536,306.4841,0
k6065,52.6165,356.7555,0
k1523,79.3788,164.0526,0
k6443,103.3683,250.1125,0
k4424,79.0142,192.2869,0
k423,80.7248,150.9205,0
k2270,90.802,249.0502,0
k1916,70.516,0.0,0
k2506,113.1923,464.2933,0
k3741,86.5708,511.4834,1
k3201,58.6686,131.6368,1
k1753,45.0389,205.5736,0
k3366,10.5948,273.7449,0
k1920,45.9918,307.1795,1
k3870,127.7155,306.1634,1
k3860,64.8845,154.4288,0
k4752,103.0049,241.042,1
k2617,67.4036,52.9009,1
k3947,113.5011,335.6285,0
k4330,32.9621,116.3454,0
k475,96.5013,529.6414,0
k4196,40.0031,80.6505,1
k6188,95.6151,177.3055,1
k3030,35.4401,30.7002,1
k3031,98.6027,365.9535,1
k4075,42.2641,147.6186,0
k4205,82.8402,258.9363,0
k7057,48.0104,200.0025,0
k4639,140.6743,163.0598,0
k184,46.4462,585.7184,1
k575,3.9051,485.0673,0
k2665,16.6208,69.8713,0
k4406,53.0212,214.2574,0
k6859,16.1941,63.1269,0
k957,69.0,267.4177,0
k3492,77.5838,154.7966,0
k5454,56.5685,143.6959,1
k3047,115.1803,755.1864,0
k7456,23.0217,89.2328,0
k1044,76.2316,58.4829,1
k4729,72.6722,113.5011,1
k178,72.9126,590.0686,0
k4442,38.2426,152.7195,0
k3485,23.3773,139.6612,0
k2017,82.8553,96.5829,0
k788,49.0026,85.5409,0
k988,52.9528,293.5106,0
k1743,59.3401,77.5065,0
k796,37.3363,816.3659,1
k3024,39.9656,105.0774,0
k6222,69.161,109.11,1
k6332,35.9026,196.0006,0
k1995,15.0083,98.1835,1
k5391,43.1741,165.2763,0
k6092,15.8114,119.1774,0
k907,73.9341,264.1751,0
k1570,36.3456,151.7432,1
k1548,57.3149,377.2218,0
k5394,49.5101,1351.7157,0
k1706,18.0347,553.9251,0
k4605,48.5489,124.5642,0
k5552,89.5126,144.6046,0
k403,25.5539,50.1224,0
k5026,20.5973,144.5424,0
k5069,83.3217,130.384,1
k5209,118.4926,57.8662,0
k6666,75.1681,140.6983,0
k5202,34.5398,681.3048,0
k3961,66.9104,165.0189,1
k3027,45.2355,71.0862,1
k7537,63.0635,326.5061,1
k6085,26.8794,385.331,1
k7190,90.5677,350.5267,1
k5283,59.5021,731.5234,1
k6040,135.4889,291.7096,1
k2758,150.0966,133.2901,0
k4652,49.5101,140.5009,0
k6642,104.7294,254.0177,1
k3342,44.0454,64.158,0
k3050,62.859,84.3579,1
k3731,38.7621,73.3792,1
k5261,39.0,22.0057,1
k6390,96.199,631.4784,1
k7172,64.3817,210.538,0
k5950,119.6349,0.0,1
k792,119.0683,348.509,0
k6556,97.664,495.1336,1
k6551,64.9192,111.3643,0
k6193,52.0024,0.0,1
k1957,143.0918,245.0005,0
k2931,71.3863,239.7415,0
k6765,69.2261,605.0424,0
k1820,121.3106,368.541,0
k4234,98.9571,90.7373,0
k4082,50.0,125.6831,0
k6635,64.562,77.9647,0
k2066,80.7001,215.8894,0
k6808,70.2157,219.3285,0
k5530,53.64,200.1125,0
k2497,61.8971,208.5863,0
k6278,34.5579,265.6991,1
k2616,96.2211,127.5245,0
k6534,86.6516,88.0738,0
k6689,25.7391,179.5446,1
k1040,26.1964,227.1503,1
k5321,114.4771,155.2297,1
k1773,37.4767,311.0486,0
k2303,46.1546,139.8231,0
k4787,181.4635,198.2524,0
k1433,178.7023,216.3354,0
k2897,135.8354,175.5,0
k5281,47.6681,229.5441,1
k3565,31.0161,74.9283,0
k1884,51.6188,169.4616,0
k568,31.5159,90.4005,0
k4403,50.9608,123.199,0
k5491,43.9118,240.6502,0
k249,14.6373,417.3068,0
k4144,42.72,174.8156,0
k420,58.331,170.6173,0
k6864,4.0311,215.4553,1
k3846,79.77,151.7383,0
k6302,13.0863,306.5587,0
k6521,18.7417,142.5219,1
k6557,90.0403,209.113,1
k3522,90.5994,155.7899,1
k1745,8.544,129.1908,0
k2046,86.6833,130.124,0
k4774,84.1264,196.1479,1
k1584,66.9795,414.9584,0
k5361,58.5235,288.1189,1
k5543,85.9884,934.2292,1
k4663,19.4743,118.9212,1
k6905,83.9315,204.1378,1
k428,100.206,135.5701,0
k6191,76.9042,563.2238,0
k4598,66.0019,0.0,0
k7163,10.6066,315.643,1
k1708,23.838,108.4735,0
k5817,38.7331,101.5197,0
k2232,23.7539,156.0072,0
k147,78.7718,78.8495,0
k1842,73.0428,128.8846,1
k4469,15.8824,240.5546,1
k6445,58.5,71.2969,0
k3486,90.7042,101.0272,0
k4880,33.121,152.861,0
k2743,55.9866,210.0012,0
k134,28.4429,505.0015,0
k132,115.9526,79.6273,0
k5810,165.0273,119.8384,1
k4522,39.2747,561.0893,1
k3786,124.0816,722.9374,0
k824,1015.4794,802.6459,0
k3179,94.1409,136.5375,0
k6042,84.9073,286.5925,0
k4931,59.7097,101.7767,0
k4547,43.0639,151.3151,0
k81,1086.8179,1086.5966,1
k5059,24.9098,38.5,0
k1541,110.7362,143.0079,1
k6334,84.006,110.3381,1
k2048,67.1063,79.5692,1
k392,64.8845,116.2755,0
k4772,82.2572,153.018,1
k2816,31.3209,0.0,0
k4611,265.9497,158.2024,1
k4621,112.8771,528.9357,1
k5932,42.4264,352.2219,0
k2822,34.5254,170.793,1
k1887,27.4089,212.9519,1
k804,71.5681,116.4174,1
k3253,9.1924,973.6411,1
k201,69.6348,143.1861,1
k1086,43.6578,192.5058,0
k2485,226.527,300.0417,1
k4260,62.5,97.0,1
k3028,62.155,64.002,0
k868,70.0286,57.1686,0
k7551,63.2653,513.1335,0
k3582,72.5844,113.0896,1
k2003,118.2582,125.9246,1
k6760,40.1622,553.097,0
k613,59.4348,85.3756,0
k7147,60.21,303.2375,1
k962,11.8849,147.085,1
k1126,48.9336,177.0254,1
k6099,34.9178,965.5374,1
k2677,21.6449,77.4919,0
k5429,73.6495,293.0004,1
k4647,100.2958,270.8967,1
k6812,72.5827,210.3426,1
k7457,52.7376,186.6293,0
k2962,36.8409,129.124,0
k2648,124.904,150.2065,0
k1355,130.5421,0.0,1
k6154,70.7001,59.0,0
k3371,101.1781,291.5017,0
k3532,66.6521,110.7892,1
k7034,75.6654,213.3928,1
k2402,83.4865,65.0692,0
k2375,70.0286,198.4263,0
k6385,103.9351,113.0863,1
k1205,55.0318,101.3163,0
k1412,69.4874,114.8151,0
k5365,51.0392,80.7233,0
k7082,24.3772,64.2806,1
k3719,23.7697,269.5056,0
k2791,167.5269,265.5772,1
k2968,35.7561,141.2029,0
k6496,60.531,98.0778,0
k4946,82.3787,193.5568,1
k2879,72.0295,118.8876,0
k2811,57.0789,139.4794,1
k293,12.0208,201.4907,0
k2701,30.0,805.0531,0
k1200,76.0263,165.6336,0
k726,50.6211,202.5938,0
k3060,42.1456,92.5972,0
k3331,50.5618,206.0097,0
k1808,58.843,58.3095,0
k5161,68.7204,97.7816,1
k3976,10.1242,170.6261,0
k4954,63.9531,149.9667,1
k7169,23.0326,85.5015,0
k2459,36.0902,54.5367,0
k1844,66.6652,79.5503,0
k447,49.2164,57.9763,1
k6965,25.1098,66.7271,0
k3067,48.5026,216.1926,1
k5452,71.1706,0.0,1
k2736,70.1231,82.4621,1
k6719,63.3028,105.6279,1
k7530,41.1947,95.3362,0
k4040,70.0643,238.3548,1
k3930,83.4641,129.1172,1
k5225,27.0185,109.2016,1
k5062,45.4588,485.218,0
k5659,22.0737,171.5488,1
k2641,75.738,278.5687,0
k933,84.7172,154.0519,1
k2519,59.0021,106.2568,1
k433,83.0136,223.9866,0
k7398,9.8615,111.6121,1
k5726,21.2132,131.5466,0
k5975,42.9942,193.1094,0
k5303,29.6057,146.0548,0
k297,61.0082,200.5025,0
k7251,59.0762,31.7057,0
k576,56.5796,70.4006,0
k6606,83.3847,183.6968,1
k3208,49.135,158.2024,0
k910,53.7587,81.6241,0
k1491,46.057,100.4241,0
k3372,46.3303,131.6435,1
k6592,52.9741,81.0062,1
k6156,116.1217,144.8456,1
k2461,96.4689,181.3974,0
k3529,75.1681,0.0,0
k1438,17.4642,128.001,0
k3218,85.1469,224.0273,0
k485,85.3288,145.664,0
k1156,143.2236,315.833,0
k6246,33.5894,305.6276,0
k6605,105.6504,446.1491,1
k1990,11.8533,258.6238,0
k4113,14.0089,819.2565,1
k6490,92.0828,168.3278,0
k7432,76.5588,108.9151,0
k5035,80.9938,457.7775,0
k6674,79.456,0.0,1
k5779,7.0711,55.3173,1
k3457,14.5774,184.5244,0
k3540,14.5774,253.9734,1
k3466,47.2149,0.0,0
k3076,50.9166,0.0,1
k4586,77.5194,72.4189,1
k6367,59.6657,77.8155,0
k698,54.6008,130.0548,1
k6084,86.7208,371.5219,1
k1926,66.191,128.1405,1
k6916,88.0866,356.0621,0
k4919,77.6032,113.1106,1
k6026,31.3129,110.3279,1
k89,70.5638,127.0797,0
k6229,53.106,153.1617,1
k2972,64.1327,167.6261,0
k408,89.6674,144.0069,1
k3998,76.8798,93.5909,0
k2407,82.5651,306.9287,1
k7425,78.578,246.6034,0
k6415,97.0271,71.528,0
k4883,47.9505,764.3173,0
k4816,156.1089,573.0218,1
k238,49.8623,65.8426,1
k5243,153.8254,480.6376,0
k6048,34.0037,201.7176,0
k754,99.6255,198.1161,1
k3057,66.9104,222.963,0
k1526,85.5365,157.0008,0
k3275,55.8614,426.6418,0
k1865,87.023,156.321,0
k4180,147.3745,353.5948,0
k4254,47.7624,289.7904,1
k1898,16.2788,146.6024,0
k5703,52.2805,92.0666,0
k5005,87.0129,202.2554,0
k1967,93.984,168.4429,0
k4101,7.7621,829.0544,0
k3518,27.074,89.8137,0
k1272,83.5464,1362.7092,0
k4783,20.8626,104.0108,0
k4653,166.0098,372.3657,1
k5292,48.7545,157.7862,0
k3648,48.5824,211.6058,1
k6700,74.5201,176.638,0
k7189,77.719,141.9947,1
k6520,38.9102,81.7206,0
k5928,37.6198,44.7353,0
k5494,42.19,176.5574,0
k2637,53.7587,336.322,0
k4568,44.0369,515.5546,0
k7300,79.5063,213.6381,1
k5024,81.6838,119.105,0
k5478,51.3079,85.5058,1
k7283,56.3604,111.6882,0
k632,70.4557,94.1833,0
k5609,54.8931,510.6332,0
k3350,42.7931,0.0,1
k2179,40.302,112.3755,0
k2471,61.5549,128.7643,0
k5267,37.0473,144.5415,0
k7539,120.2799,160.0383,1
k268,17.6139,90.312,0
k2603,65.2476,178.6008,0
k6336,16.4924,42.2404,1
k387,9.8234,273.2018,1
k3347,228.8154,154.1752,1
k718,110.4774,122.549,1
k3931,14.5344,231.0779,1
k5925,92.0706,77.2868,0
k5951,70.8696,83.6809,1
k5637,63.0317,318.5769,0
k6079,83.3547,145.4003,0
k656,109.5411,294.0017,1
k1542,17.3277,0.0,0
k1325,82.2344,371.3506,0
k109,15.4353,233.0,1
k4500,87.8877,184.6943,0
k3616,40.5123,135.0926,0
k3965,50.589,558.9387,0
k3269,15.5322,123.5364,0
k4714,60.6321,136.5742,0
k4762,89.0084,103.0594,0
k2347,66.8599,254.9431,0
k5663,45.0111,176.2839,0
k4111,83.0241,130.9399,0
k190,66.259,125.5747,0
k4259,45.5247,61.5731,0
k878,101.5972,143.014,1
k6539,63.7377,39.0032,0
k832,116.4302,137.5736,0
k980,11.2361,133.8432,0
k234,54.5825,88.9565,0
k1484,89.6172,177.3083,1
k5806,33.3242,194.6362,1
k3386,81.5751,137.6635,0
k80,60.4669,277.4968,1
k2283,95.0053,129.0155,0
k2819,112.9004,734.0497,0
k4823,87.5914,389.7749,0
k2764,54.6466,453.7744,1
k2280,33.812,141.9472,1
k1667,27.313,239.2995,1
k7356,65.1786,0.0,0
k7209,17.5642,431.1812,0
k5332,38.1084,105.5296,1
k1577,54.5825,196.5312,1
k101,48.8109,86.9037,0
k3156,58.843,216.6478,1
k6029,80.0,150.6793,0
k991,39.6232,138.058,0
k85,181.5172,262.2103,0
k412,60.3345,168.5007,0
k3943,38.3308,276.5651,0
k265,209.7105,181.2078,1
k1233,71.0158,252.0005,0
k3251,32.9621,164.931,0
k602,71.7948,72.8011,0
k3008,34.176,521.6742,1
k3071,40.6971,171.7942,0
k1391,93.8096,0.0,1
k3832,37.9012,181.0249,0
k7388,15.8114,78.5064,0
k1119,52.1536,243.837,0
k635,70.9524,399.2174,0
k4936,111.7195,289.9418,1
k808,65.8027,144.6245,0
k5539,44.071,159.3047,1
k867,102.8591,0.0,0
k2633,20.3961,190.0217,1
k789,69.3109,55.3828,0
k6614,69.7316,124.6004,1
k2214,54.4518,470.802,1
k2162,56.932,36.5034,0
k1151,74.1569,228.6072,0
k3739,43.4166,72.94,0
k6206,84.9721,527.5341,1
k3733,106.6607,309.7325,0
k3566,17.0074,171.3337,0
k6420,71.2531,494.1225,0
k7106,62.1631,116.2755,0
k1782,39.5285,88.3091,0
k2801,203.8535,0.0,0
k5698,36.5137,279.0112,1
k4069,90.312,62.476,1
k4649,55.8234,154.5,0
k162,86.5231,214.5985,0
k1285,83.2857,158.5599,0
k7529,85.1499,130.384,1
k1468,57.3062,84.5237,1
k5312,73.1471,228.9596,0
k3644,60.6177,76.2365,1
k5701,60.5,304.2014,0
k1475,76.1643,370.3245,0
k1938,47.7127,635.3849,1
k3291,124.5883,180.1402,0
k4303,26.8561,76.5131,1
k2317,38.4708,93.3876,0
k7235,39.5506,105.6705,1
k2257,148.9841,177.799,1
k3127,94.0479,584.7959,1
k4805,82.7179,147.2659,1
k7122,63.6396,409.4905,1
k2734,69.5162,0.0,0
k5749,42.9331,227.83,0
k6585,22.2991,262.1545,0
k1818,53.4439,96.6049,1
k2062,87.8877,258.56,1
k6548,65.2093,84.0729,1
k3772,142.6201,170.7469,1
k3523,22.0907,203.1976,0
k2111,94.5899,479.3071,0
k7350,44.8386,121.2322,0
k3241,86.0131,70.066,0
k6109,99.5038,165.003,1
k6768,65.5915,84.0536,1
k4277,27.9732,163.1847,0
k1537,7.8262,239.4394,0
k3629,122.0502,190.7367,1
k4908,21.0238,191.845,0
k5632,44.3847,372.5225,0
k4445,49.0102,124.1934,0
k1451,46.3276,284.029,0
k5577,138.37,0.0,0
k2135,58.6003,192.0319,0
k6182,71.5489,138.9541,0
k6704,49.4495,0.0,0
k3107,3.3541,155.6478,0
k1310,40.2244,335.8724,1
k5765,27.1662,68.0661,0
k5789,73.9138,116.5011,0
k4514,63.5,95.9713,1
k6937,2.6926,151.6188,1
k1462,22.3215,116.5,0
k1394,74.0034,185.7323,0
k6575,32.8024,148.5,0
k1292,95.8188,69.5881,1
k4853,53.0519,156.5799,1
k6939,186.9184,112.1037,0
k7198,2.5,698.2036,0
k6985,44.4213,175.0893,1
k4085,137.2334,395.5401,1
k213,81.4371,35.805,0
k3826,44.9806,179.9472,0
k3867,65.6906,236.6527,0
k6131,78.5493,158.749,0
k6322,28.2843,125.9573,0
k372,56.2072,128.4338,0
k4495,118.0614,0.0,1
k5210,70.7831,490.7178,0
k5465,75.3608,127.5157,0
k1869,20.3039,288.0156,1
k4072,44.5253,105.5012,0
k890,55.4707,165.9187,0
k2569,76.7756,206.6362,0
k6382,70.0179,99.791,0
k274,90.824,49.8046,0
k2150,53.6027,124.6154,0
k6862,69.0254,607.225,0
k682,34.0331,113.2166,0
k3484,65.4083,477.4018,0
k2942,75.326,700.6126,0
k1250,16.1012,304.5148,0
k6636,128.6905,144.5554,0
k6401,10.7935,66.1891,0
k1318,49.9625,242.6489,0
k1264,25.0799,0.0,0
k1217,45.2383,196.5204,0
k5611,52.1464,545.6796,0
k5218,53.7587,729.1257,0
k2091,67.7588,219.0576,0
k3270,40.2647,129.9885,0
k1863,26.3865,274.0972,0
k1387,93.5013,89.9611,0
k3576,70.7142,103.1213,1
k5728,82.8689,141.673,1
k4308,74.6877,64.0,0
k445,40.4475,973.2801,1
k3515,95.1853,137.7725,0
k3036,6.6708,221.5457,0
k5656,39.3573,321.0876,0
k675,97.0696,283.317,1
k2533,1132.7952,1019.6304,0
k2559,45.7056,61.7738,0
k3111,100.4117,175.309,1
k4338,46.4247,130.1883,0
k200,73.0154,53.8145,1
k1043,58.843,188.5975,0
k214,54.1225,149.6103,1
k2668,50.636,82.3772,1
k4056,82.5651,464.7349,1
k1530,166.7461,191.1969,1
k6372,54.0833,492.503,1
k2557,112.3488,52.5595,0
k3014,67.0671,136.18,0
k3558,76.1003,262.0558,1
k5123,32.0156,606.7125,0
k810,22.9456,122.2007,0
k6138,55.2675,106.5422,0
k3033,69.2604,137.2334,0
k3476,130.0346,557.7027,0
k5527,86.0654,59.5525,0
k1639,106.7345,133.366,0
k4284,18.5068,142.4254,0
k4175,88.8046,158.2561,1
k5634,40.7707,83.5853,0
k7021,48.2312,89.5014,0
k237,99.925,124.5733,0
k4412,39.5601,115.0272,0
k668,77.0406,155.6808,1
k3836,70.0071,71.6746,1
k1741,267.0253,170.1793,1
k3844,111.6893,809.0564,0
k2234,42.8981,79.5016,1
k4249,127.0846,0.0,1
k5193,52.6165,74.0068,1
k1302,107.0012,125.077,0
k4529,56.4026,333.5375,1
k752,45.8394,162.0378,0
k515,76.2775,198.0309,1
k3535,77.1897,230.0804,0
k1867,2.5,731.7585,0
k4076,89.627,0.0,0
k2761,79.2102,630.7064,1
k6923,70.4006,84.537,0
k355,129.3928,521.0002,0
k2934,75.4404,207.3475,1
k4199,25.1247,181.0028,1
k75,82.7118,98.5317,0
k2415,128.5632,481.0969,0
k4173,81.3895,161.6741,0
k1633,3.6056,189.1144,0
k1202,56.4734,229.752,1
k3888,62.3939,166.3009,0
k5314,69.2261,397.0519,0
k5022,57.8705,297.4861,1
k3782,97.0052,232.5774,1
k2921,69.4262,140.89,0
k6316,82.5379,134.9379,0
k5973,49.2062,302.3384,0
k7549,47.5395,146.1232,0
k4889,74.027,83.7437,0
k6364,44.1192,238.0005,1
k5633,31.4086,124.8089,0
k3942,79.2275,179.0175,1
k759,4.9497,127.0984,0
k3803,104.2029,193.0058,0
k3053,18.7216,182.9624,1
k2601,83.4416,249.6808,1
k5350,62.6139,199.5902,1
k448,83.5539,158.5008,1
k6312,46.2088,108.1665,1
k7164,80.878,133.5758,0
k547,34.2381,59.5021,0
k987,64.5949,106.4061,0
k6310,52.2901,73.0154,0
k2447,58.6963,806.7455,1
k1109,55.8323,322.3973,1
k1657,17.1026,196.5229,0
k1578,4.5277,261.3054,1
k6725,42.5735,223.5805,0
k5746,75.8765,108.5092,0
k4105,52.6711,234.0192,0
k3002,40.7983,71.5856,0
k569,59.4138,1107.6039,1
k6250,96.566,169.0362,0
k6454,62.7415,173.1221,0
k4217,72.5827,93.6082,1
k2436,161.3103,188.0239,1
k479,49.8197,230.5781,0
k4456,41.8808,106.2462,1
k2629,80.114,195.0103,0
k672,42.0862,167.6343,0
k318,85.8618,226.8816,1
k5777,42.0387,120.584,0
k1031,84.0387,295.1085,0
k1267,41.824,90.6104,1
k1223,31.0644,56.8177,0
k7258,53.4439,125.036,0
k4334,69.1809,145.5137,0
k697,65.0481,81.0941,0
k4176,20.1556,49.9925,0
k5342,8.2006,83.9315,0
k2988,40.0281,170.0007,0
k4297,47.5395,326.0751,0
k2910,16.7705,199.4655,0
k3459,70.799,45.1221,0
k5965,67.0019,0.0,0
k6050,50.8552,94.1236,0
k6952,76.4739,406.5172,0
k2613,67.2309,257.0238,0
k694,66.2514,137.4018,0
k5738,37.7525,180.2471,0
k4597,74.4312,99.5038,0
k328,58.5171,110.0023,1
k1133,35.7106,183.4802,0
k453,110.8388,79.3237,1
k2824,179.4714,227.3813,1
k2697,25.5,170.2072,1
k3591,142.7323,99.0316,0
k1752,124.0454,188.1495,1
k2916,49.7041,354.4929,0
k1625,66.1098,160.1999,1
k6196,43.4108,51.5,0
k7225,90.802,321.2262,0
k323,106.5692,244.5046,0
k2528,80.5062,70.8414,0
k944,180.8349,177.9129,0
k4757,87.6156,208.5402,1
k7183,4.6098,220.2504,0
k3715,56.4469,137.0328,0
k3767,70.0589,112.1751,0
k7262,104.0829,126.8562,1
k631,61.6543,0.0,0
k3012,213.2117,337.8113,0
k2943,18.0278,130.384,0
k7000,102.1812,156.3538,1
k1514,25.6223,245.0862,0
k3905,52.1967,507.2297,1
k1691,51.9086,166.7041,0
k3072,18.6078,182.1606,0
k1271,88.7426,84.22,0
k3334,4.0,114.0537,0
k6690,45.722,135.559,0
k902,78.4618,102.774,1
k6613,54.037,88.6143,0
k6398,13.6473,66.8973,0
k7133,50.6063,241.5999,0
k779,137.3554,19.6023,1
k2421,111.7195,588.3292,0
k4702,48.4381,208.1736,0
k6948,20.1556,68.4726,0
k3946,20.1556,56.4734,0
k4384,88.1618,683.9819,1
k683,39.08,49.023,0
k3910,151.5206,141.8185,1
k6816,71.0862,115.5692,0
k4380,60.9036,30.7612,1
k5689,95.6896,0.0,0
k5346,105.3055,485.7227,0
k5855,76.0345,181.7175,0
k6323,138.7417,195.0026,0
k5873,142.5009,697.775,1
k7437,65.6201,71.9253,0
k651,44.1956,461.0043,1
k862,69.6724,146.5137,0
k7455,125.9573,251.5244,1
k66,101.0408,182.5842,0
k446,15.5081,205.5851,0
k4723,36.5308,180.0062,0
k3702,98.5609,481.2237,1
k3793,70.7142,114.8085,0
k5205,66.6202,308.6313,0
k7223,37.716,167.1414,0
k4404,106.2309,119.7466,1
k67,96.6191,675.7139,0
k1240,69.3578,177.8103,0
k1209,151.5586,768.789,0
k753,63.0635,125.9811,1
k1611,41.1096,87.5557,0
k6517,96.0013,108.417,1
k2298,36.6742,117.1164,1
k2209,84.5532,146.6714,1
k585,87.5,158.9166,0
k1061,65.5305,128.001,0
k2747,35.7001,169.1892,0
k2105,26.0,248.3948,0
k312,131.5086,144.2099,0
k802,49.684,146.1249,0
k1522,51.2884,315.3336,1
k3087,33.7676,66.0,1
k5339,64.002,564.6072,1
k3293,53.2565,234.0192,0
k5784,91.8708,97.5,0
k2367,38.0296,188.0538,0
k5040,69.1231,151.4001,0
k6368,39.2237,334.9336,0
k4871,71.339,88.4096,1
k5386,40.7983,274.5551,1
k2742,177.0113,251.2867,1
k2117,85.2423,196.3982,1
k3011,9.2195,136.1947,0
k7029,82.5136,265.993,0
k2669,69.4262,534.7843,0
k1090,144.7213,189.0238,0
k308,99.5615,111.6714,1
k1973,36.8816,149.0252,0
k2966,11.2361,114.7279,1
k4237,24.8395,91.9633,0
k6563,45.2355,209.3191,1
k129,86.977,261.9971,0
k4718,81.0386,234.5085,1
k5356,47.9818,196.8712,0
k5956,29.3981,262.6071,0
k7520,56.2228,38.1477,0
k4822,47.3128,128.2312,0
k2156,66.5169,53.2259,0
k5979,58.7133,134.3317,1
k5247,84.4808,166.2897,0
k4163,67.5814,261.0388,0
k874,32.8672,140.4724,0
k1379,1059.8968,1464.488,0
k1590,11.4127,40.5771,1
k5679,147.6432,113.9517,1
k7563,91.325,392.699,0
k4728,41.6803,211.5148,1
k1707,70.445,118.6781,1
k2476,43.5029,302.0348,0
k2645,84.6537,139.0,1
k3751,27.2029,243.2961,0
k3312,94.2788,65.0884,1
k1735,47.1699,123.2284,0
k6911,30.2696,107.2287,0
k2685,46.3303,107.0047,1
k3707,55.4301,92.1263,0
k2429,72.0642,184.481,0
k6804,12.3693,199.9762,1
k2551,98.326,197.0159,1
k598,72.2721,271.0018,0
k2488,19.8116,129.7575,1
k108,23.2863,164.746,1
k2291,128.7866,639.1811,0
k5398,60.5083,49.5429,0
k537,61.5508,80.7233,0
k5316,67.7956,146.4326,1
k1077,54.4518,124.901,0
k5737,41.3673,44.2634,1
k6961,21.225,270.4445,1
k1189,48.7263,270.267,0
k5347,90.05,182.4918,1
k5970,48.7647,103.5978,1
k670,56.0045,31.0644,0
k2469,40.8167,375.6917,1
k661,105.8702,228.3555,0
k6494,17.1026,142.4825,0
k2660,38.461,213.2416,0
k637,67.7422,226.7918,0
k3199,165.8327,191.0236,1
k120,53.0212,201.748,0
k6730,49.1452,115.9741,1
k760,50.4505,100.8129,0
k606,58.8218,463.2043,0
k3406,100.8067,190.0164,0
k1849,59.5399,91.5874,1
k4707,28.6094,87.5357,0
k3122,59.4348,316.532,1
k4029,11.5434,180.025,0
k6489,37.6962,97.2895,0
k3126,61.6604,162.2421,0
k4078,118.4926,166.1272,1
k284,53.2846,237.0258,1
k7145,103.7039,138.9469,0
k4167,29.6985,22.3886,1
k6796,240.6018,114.9282,1
k6842,62.0181,109.7474,1
k321,57.7603,161.2893,0
k2186,94.9539,0.0,1
k1505,138.0009,236.3477,0
k663,79.0142,174.2591,0
k7535,93.8363,378.3784,0
k1521,225.6086,353.0598,0
k7334,5.0,163.3065,0
k219,37.9473,81.7389,0
k3094,89.0421,266.3104,0
