Key_0_0,firstPassFixDur,lineNo,assgNo,lineNo.1
k263,259.0,2778.0,85.0,2778.0
k2084,238.0,8053.0,250.0,8053.0
k1287,180.0,10667.0,328.0,10667.0
k1011,179.0,1034.0,31.0,1034.0
k3098,160.0,3826.0,122.0,3826.0
k1871,139.0,7131.0,217.0,7131.0
k7111,139.0,354.0,11.0,354.0
k5266,199.0,5999.0,178.0,5999.0
k4987,358.0,4954.0,151.0,4954.0
k162,239.0,5448.0,164.0,5448.0
k4327,159.0,3372.0,103.0,3372.0
k1228,239.0,4127.0,132.0,4127.0
k5684,159.0,1006.0,31.0,1006.0
k4214,119.0,8366.0,262.0,8366.0
k7305,359.0,2748.0,83.0,2748.0
k474,80.0,8843.0,279.0,8843.0
k1701,80.0,9114.0,286.0,9114.0
k1462,179.0,1300.0,41.0,1300.0
k6880,338.0,1767.0,55.0,1767.0
k6805,139.0,5519.0,165.0,5519.0
k3059,556.0,10717.0,329.0,10717.0
k2536,159.0,1026.0,31.0,1026.0
k1541,238.0,3414.0,104.0,3414.0
k53,99.0,6858.0,206.0,6858.0
k2649,80.0,10498.0,321.0,10498.0
k3975,119.0,1650.0,51.0,1650.0
k3270,119.0,8904.0,281.0,8904.0
k1854,80.0,6668.0,198.0,6668.0
k3460,199.0,4044.0,130.0,4044.0
k4512,100.0,2780.0,85.0,2780.0
k3734,139.0,2506.0,78.0,2506.0
k6836,139.0,6973.0,212.0,6973.0
k4800,239.0,5404.0,163.0,5404.0
k2363,259.0,7792.0,240.0,7792.0
k4110,99.0,7332.0,225.0,7332.0
k4090,160.0,1359.0,42.0,1359.0
k1787,219.0,459.0,14.0,459.0
k6550,258.0,4583.0,142.0,4583.0
k6492,199.0,6101.0,180.0,6101.0
k5893,179.0,8243.0,256.0,8243.0
k7106,80.0,7233.0,221.0,7233.0
k1553,99.0,3385.0,103.0,3385.0
k1783,239.0,4364.0,136.0,4364.0
k7446,179.0,8729.0,277.0,8729.0
k4977,80.0,6838.0,205.0,6838.0
k6113,119.0,3699.0,116.0,3699.0
k605,438.0,2933.0,89.0,2933.0
k2863,159.0,10400.0,317.0,10400.0
k28,179.0,6091.0,180.0,6091.0
k6277,80.0,3364.0,102.0,3364.0
k138,159.0,6340.0,187.0,6340.0
k3181,517.0,1780.0,56.0,1780.0
k5580,139.0,7364.0,225.0,7364.0
k5370,80.0,6909.0,209.0,6909.0
k1905,179.0,7111.0,216.0,7111.0
k6701,357.0,1453.0,44.0,1453.0
k4485,278.0,4479.0,138.0,4479.0
k1443,219.0,147.0,5.0,147.0
k7351,139.0,5586.0,166.0,5586.0
k6143,159.0,6234.0,183.0,6234.0
k2533,457.0,4802.0,148.0,4802.0
k3061,159.0,4153.0,133.0,4153.0
k4394,139.0,5003.0,153.0,5003.0
k2656,99.0,10439.0,319.0,10439.0
k2627,139.0,5917.0,176.0,5917.0
k3546,219.0,2007.0,64.0,2007.0
k3937,159.0,5952.0,177.0,5952.0
k4082,159.0,9041.0,284.0,9041.0
k4254,199.0,9770.0,301.0,9770.0
k7156,239.0,5579.0,166.0,5579.0
k6131,219.0,7603.0,234.0,7603.0
k3567,179.0,2844.0,86.0,2844.0
k7380,119.0,4928.0,150.0,4928.0
k1000,258.0,1063.0,32.0,1063.0
k3100,219.0,1489.0,44.0,1489.0
k5932,239.0,10214.0,311.0,10214.0
k5388,119.0,6998.0,212.0,6998.0
k2812,179.0,5717.0,169.0,5717.0
k6052,238.0,8298.0,259.0,8298.0
k2328,119.0,5713.0,169.0,5713.0
k952,258.0,8591.0,273.0,8591.0
k4233,119.0,3727.0,117.0,3727.0
k5146,219.0,1541.0,46.0,1541.0
k6473,258.0,3478.0,107.0,3478.0
k465,139.0,6622.0,197.0,6622.0
k1453,159.0,8871.0,280.0,8871.0
k7082,99.0,5994.0,178.0,5994.0
k616,379.0,2616.0,78.0,2616.0
k6749,139.0,1958.0,61.0,1958.0
k640,279.0,3119.0,95.0,3119.0
k1481,198.0,10444.0,319.0,10444.0
k3762,99.0,10097.0,308.0,10097.0
k1328,80.0,9401.0,291.0,9401.0
k2397,199.0,4051.0,130.0,4051.0
k5345,179.0,1946.0,61.0,1946.0
k2312,279.0,2514.0,78.0,2514.0
k5337,80.0,6551.0,194.0,6551.0
k6584,219.0,4307.0,135.0,4307.0
k107,179.0,5121.0,155.0,5121.0
k2934,139.0,1858.0,58.0,1858.0
k5801,119.0,7418.0,226.0,7418.0
k4578,80.0,9252.0,289.0,9252.0
k2126,139.0,5259.0,159.0,5259.0
k4813,99.0,6262.0,184.0,6262.0
k5899,60.0,2900.0,88.0,2900.0
k1460,398.0,4782.0,148.0,4782.0
k1285,379.0,3176.0,97.0,3176.0
k2733,139.0,9561.0,295.0,9561.0
k5512,20.0,2142.0,68.0,2142.0
k1603,139.0,10441.0,319.0,10441.0
k1898,159.0,4558.0,142.0,4558.0
k7587,159.0,8551.0,271.0,8551.0
k3259,258.0,4031.0,130.0,4031.0
k721,80.0,3561.0,110.0,3561.0
k4482,159.0,5129.0,155.0,5129.0
k289,80.0,6848.0,206.0,6848.0
k1353,179.0,241.0,7.0,241.0
k302,99.0,3361.0,102.0,3361.0
k5040,139.0,1859.0,58.0,1859.0
k6586,119.0,2006.0,64.0,2006.0
k1240,219.0,4062.0,130.0,4062.0
k439,120.0,2536.0,78.0,2536.0
k7412,99.0,10366.0,316.0,10366.0
k5556,119.0,410.0,12.0,410.0
k3063,119.0,3579.0,111.0,3579.0
k6008,20.0,2181.0,70.0,2181.0
k2898,198.0,6621.0,197.0,6621.0
k3483,199.0,3223.0,98.0,3223.0
k1084,99.0,10817.0,333.0,10817.0
k4446,179.0,8353.0,261.0,8353.0
k7063,159.0,7545.0,230.0,7545.0
k4140,139.0,1291.0,41.0,1291.0
k3590,119.0,8378.0,263.0,8378.0
k5401,219.0,6381.0,188.0,6381.0
k7180,179.0,10669.0,328.0,10669.0
k4236,139.0,8802.0,278.0,8802.0
k355,160.0,2965.0,91.0,2965.0
k3274,219.0,2968.0,91.0,2968.0
k1842,80.0,353.0,11.0,353.0
k4649,139.0,5998.0,178.0,5998.0
k4696,199.0,4903.0,150.0,4903.0
k1909,179.0,6326.0,187.0,6326.0
k2481,119.0,9897.0,304.0,9897.0
k4903,278.0,5825.0,173.0,5825.0
k151,139.0,3869.0,124.0,3869.0
k5575,199.0,9638.0,297.0,9638.0
k4718,278.0,564.0,18.0,564.0
k2829,278.0,5962.0,177.0,5962.0
k93,179.0,5320.0,160.0,5320.0
k5780,119.0,10869.0,335.0,10869.0
k2102,140.0,3231.0,98.0,3231.0
k7229,258.0,9176.0,287.0,9176.0
k5340,179.0,10665.0,328.0,10665.0
k3494,239.0,4915.0,150.0,4915.0
k4344,179.0,8737.0,277.0,8737.0
k4720,100.0,702.0,22.0,702.0
k7348,378.0,2502.0,78.0,2502.0
k6876,139.0,7769.0,239.0,7769.0
k4084,80.0,3305.0,100.0,3305.0
k5086,239.0,2162.0,70.0,2162.0
k4462,139.0,3583.0,111.0,3583.0
k4560,159.0,401.0,12.0,401.0
k7322,80.0,6524.0,194.0,6524.0
k2919,119.0,3493.0,108.0,3493.0
k4691,538.0,2147.0,68.0,2147.0
k3023,99.0,7747.0,239.0,7747.0
k5032,159.0,2073.0,66.0,2073.0
k6341,279.0,2264.0,72.0,2264.0
k4421,159.0,998.0,30.0,998.0
k3877,219.0,1038.0,31.0,1038.0
k1744,239.0,5932.0,176.0,5932.0
k4846,198.0,8956.0,282.0,8956.0
k6395,179.0,4304.0,135.0,4304.0
k1346,259.0,1856.0,58.0,1856.0
k3418,198.0,1198.0,37.0,1198.0
k4995,278.0,5828.0,173.0,5828.0
k6623,199.0,1156.0,35.0,1156.0
k2788,179.0,8999.0,283.0,8999.0
k3716,179.0,1910.0,60.0,1910.0
k3719,179.0,2518.0,78.0,2518.0
k1881,100.0,8435.0,266.0,8435.0
k1283,139.0,1964.0,61.0,1964.0
k3332,119.0,7910.0,245.0,7910.0
k5441,139.0,704.0,22.0,704.0
k4258,219.0,54.0,2.0,54.0
k563,119.0,3403.0,103.0,3403.0
k1354,99.0,6399.0,189.0,6399.0
k463,298.0,4008.0,129.0,4008.0
k2787,219.0,9407.0,291.0,9407.0
k706,119.0,6618.0,197.0,6618.0
k2361,139.0,10464.0,319.0,10464.0
k4968,80.0,9690.0,298.0,9690.0
k2414,139.0,1694.0,52.0,1694.0
k3366,179.0,4685.0,144.0,4685.0
k3763,238.0,1659.0,52.0,1659.0
k4206,99.0,6710.0,200.0,6710.0
k6771,179.0,8382.0,263.0,8382.0
k2614,199.0,7467.0,227.0,7467.0
k5771,139.0,4121.0,132.0,4121.0
k2523,179.0,7160.0,219.0,7160.0
k3300,397.0,8884.0,280.0,8884.0
k619,179.0,1764.0,55.0,1764.0
k4380,318.0,6170.0,182.0,6170.0
k2028,139.0,10591.0,324.0,10591.0
k5543,119.0,8798.0,278.0,8798.0
k3213,258.0,1507.0,45.0,1507.0
k813,258.0,9829.0,303.0,9829.0
k4476,139.0,3773.0,120.0,3773.0
k1688,139.0,9321.0,289.0,9321.0
k1478,238.0,7670.0,236.0,7670.0
k5811,139.0,801.0,24.0,801.0
k6195,298.0,351.0,11.0,351.0
k3207,100.0,555.0,18.0,555.0
k6149,199.0,9000.0,283.0,9000.0
k3822,199.0,10272.0,312.0,10272.0
k4817,338.0,5625.0,167.0,5625.0
k501,139.0,3413.0,104.0,3413.0
k3325,159.0,9862.0,304.0,9862.0
k7219,179.0,10887.0,336.0,10887.0
k7084,358.0,6133.0,181.0,6133.0
k3427,239.0,3988.0,129.0,3988.0
k3481,199.0,2966.0,91.0,2966.0
k3588,278.0,7666.0,236.0,7666.0
k7601,239.0,2409.0,76.0,2409.0
k5759,377.0,10336.0,315.0,10336.0
k7476,159.0,7861.0,242.0,7861.0
k6205,179.0,2931.0,89.0,2931.0
k39,80.0,2089.0,66.0,2089.0
k3364,179.0,580.0,18.0,580.0
k6118,278.0,3861.0,124.0,3861.0
k3036,239.0,3026.0,92.0,3026.0
k2402,159.0,997.0,30.0,997.0
k3658,179.0,96.0,3.0,96.0
k4826,179.0,4640.0,143.0,4640.0
k493,259.0,1877.0,58.0,1877.0
k6703,159.0,9594.0,296.0,9594.0
k5451,199.0,1200.0,37.0,1200.0
k61,318.0,5520.0,165.0,5520.0
k4262,239.0,3558.0,110.0,3558.0
k2374,198.0,5085.0,154.0,5085.0
k419,139.0,7258.0,222.0,7258.0
k1561,179.0,2313.0,73.0,2313.0
k2576,258.0,10670.0,328.0,10670.0
k3263,159.0,6507.0,193.0,6507.0
k6485,139.0,5207.0,157.0,5207.0
k5661,318.0,9200.0,288.0,9200.0
k7395,219.0,1566.0,47.0,1566.0
k650,199.0,3384.0,103.0,3384.0
k799,199.0,7506.0,229.0,7506.0
k1077,199.0,8197.0,256.0,8197.0
k4412,219.0,4449.0,137.0,4449.0
k1304,139.0,6277.0,185.0,6277.0
k2925,199.0,4956.0,151.0,4956.0
k3266,80.0,3379.0,103.0,3379.0
k6868,338.0,395.0,12.0,395.0
k5600,298.0,736.0,22.0,736.0
k3841,80.0,6896.0,208.0,6896.0
k1691,179.0,1449.0,44.0,1449.0
k7394,179.0,7112.0,216.0,7112.0
k6914,99.0,9403.0,291.0,9403.0
k7460,259.0,2331.0,74.0,2331.0
k5027,139.0,8908.0,281.0,8908.0
k3989,279.0,2476.0,77.0,2476.0
k2006,239.0,2989.0,91.0,2989.0
k6235,179.0,1004.0,31.0,1004.0
k4256,139.0,8476.0,267.0,8476.0
k1094,379.0,2317.0,73.0,2317.0
k356,179.0,4427.0,136.0,4427.0
k4350,80.0,7318.0,224.0,7318.0
k2834,139.0,4678.0,144.0,4678.0
k985,139.0,5703.0,169.0,5703.0
k7268,139.0,7796.0,240.0,7796.0
k4632,258.0,7301.0,224.0,7301.0
k286,179.0,1808.0,57.0,1808.0
k4654,258.0,7753.0,239.0,7753.0
k2201,278.0,1037.0,31.0,1037.0
k6244,199.0,6105.0,180.0,6105.0
k7379,99.0,4310.0,135.0,4310.0
k3710,99.0,9128.0,286.0,9128.0
k2425,159.0,2593.0,78.0,2593.0
k3684,80.0,1537.0,46.0,1537.0
k1201,119.0,3265.0,99.0,3265.0
k3950,179.0,29.0,1.0,29.0
k6887,319.0,2645.0,79.0,2645.0
k4606,99.0,3559.0,110.0,3559.0
k253,378.0,4450.0,137.0,4450.0
k2712,279.0,2538.0,78.0,2538.0
k4298,159.0,5288.0,159.0,5288.0
k3664,139.0,5525.0,165.0,5525.0
k4,378.0,8974.0,282.0,8974.0
k4928,159.0,8516.0,269.0,8516.0
k1365,179.0,4511.0,139.0,4511.0
k1852,218.0,4587.0,142.0,4587.0
k622,239.0,1651.0,51.0,1651.0
k1922,100.0,7755.0,239.0,7755.0
k2198,258.0,3589.0,111.0,3589.0
k2450,179.0,152.0,5.0,152.0
k5627,278.0,806.0,24.0,806.0
k1314,179.0,8854.0,279.0,8854.0
k2653,160.0,3949.0,127.0,3949.0
k1023,139.0,6519.0,193.0,6519.0
k4910,278.0,5793.0,171.0,5793.0
k7169,179.0,7948.0,246.0,7948.0
k3257,119.0,6802.0,203.0,6802.0
k5721,179.0,1684.0,52.0,1684.0
k136,80.0,10523.0,321.0,10523.0
k826,159.0,2238.0,72.0,2238.0
k4270,358.0,636.0,21.0,636.0
k332,139.0,8741.0,277.0,8741.0
k4778,259.0,3082.0,93.0,3082.0
k4567,238.0,857.0,26.0,857.0
k7527,159.0,10799.0,333.0,10799.0
k6732,80.0,10094.0,308.0,10094.0
k1225,179.0,5958.0,177.0,5958.0
k5923,179.0,4258.0,134.0,4258.0
k4275,99.0,10489.0,321.0,10489.0
k5991,139.0,7126.0,217.0,7126.0
k3177,338.0,6826.0,204.0,6826.0
k3330,80.0,7027.0,213.0,7027.0
k6211,179.0,5487.0,164.0,5487.0
k6903,199.0,10280.0,313.0,10280.0
k2621,139.0,10213.0,311.0,10213.0
k5607,278.0,6032.0,178.0,6032.0
k55,99.0,6851.0,206.0,6851.0
k4447,198.0,9683.0,298.0,9683.0
k893,159.0,4737.0,146.0,4737.0
k3402,239.0,1319.0,42.0,1319.0
k3845,438.0,4202.0,134.0,4202.0
k3112,179.0,7405.0,226.0,7405.0
k6856,100.0,753.0,22.0,753.0
k1310,238.0,5720.0,169.0,5720.0
k3851,179.0,1917.0,60.0,1917.0
k7441,239.0,8169.0,255.0,8169.0
k6445,179.0,2897.0,88.0,2897.0
k5012,139.0,1196.0,37.0,1196.0
k2121,199.0,10257.0,312.0,10257.0
k3682,199.0,2310.0,73.0,2310.0
k3405,338.0,6812.0,204.0,6812.0
k6024,219.0,8414.0,265.0,8414.0
k4064,278.0,5340.0,161.0,5340.0
k1359,119.0,2100.0,66.0,2100.0
k6839,139.0,10584.0,324.0,10584.0
k1627,358.0,701.0,22.0,701.0
k215,199.0,2633.0,79.0,2633.0
k5226,259.0,7155.0,219.0,7155.0
k4587,199.0,5031.0,153.0,5031.0
k3012,80.0,9784.0,301.0,9784.0
k5995,99.0,8052.0,250.0,8052.0
k443,159.0,305.0,9.0,305.0
k1073,159.0,8227.0,256.0,8227.0
k6686,99.0,9548.0,294.0,9548.0
k3775,298.0,8453.0,266.0,8453.0
k4919,419.0,2714.0,82.0,2714.0
k578,100.0,1468.0,44.0,1468.0
k4699,99.0,1824.0,57.0,1824.0
k5129,259.0,5257.0,159.0,5257.0
k3097,179.0,10226.0,311.0,10226.0
k5148,198.0,630.0,21.0,630.0
k6911,99.0,9785.0,301.0,9785.0
k4051,119.0,6627.0,197.0,6627.0
k6543,80.0,6859.0,206.0,6859.0
k7467,139.0,8511.0,269.0,8511.0
k1132,139.0,3495.0,108.0,3495.0
k2982,99.0,5537.0,165.0,5537.0
k956,298.0,9768.0,301.0,9768.0
k6999,99.0,7226.0,221.0,7226.0
k3997,99.0,6382.0,188.0,6382.0
k1581,239.0,4122.0,132.0,4122.0
k2769,160.0,9560.0,295.0,9560.0
k3078,219.0,2510.0,78.0,2510.0
k2023,299.0,2044.0,65.0,2044.0
k6506,199.0,3609.0,111.0,3609.0
k4700,179.0,2878.0,87.0,2878.0
k7015,219.0,7734.0,239.0,7734.0
k287,99.0,9323.0,289.0,9323.0
k202,199.0,2316.0,73.0,2316.0
k5099,80.0,562.0,18.0,562.0
k2342,179.0,536.0,17.0,536.0
k1100,199.0,1242.0,39.0,1242.0
k7444,298.0,5891.0,175.0,5891.0
k4497,159.0,6490.0,192.0,6490.0
k3336,417.0,1106.0,33.0,1106.0
k1031,139.0,4312.0,135.0,4312.0
k1829,199.0,644.0,21.0,644.0
k651,179.0,1556.0,47.0,1556.0
k2843,278.0,7624.0,235.0,7624.0
k5147,100.0,9804.0,302.0,9804.0
k743,99.0,8742.0,277.0,8742.0
k225,279.0,2932.0,89.0,2932.0
k5886,179.0,6235.0,183.0,6235.0
k633,99.0,9364.0,290.0,9364.0
k5992,99.0,7843.0,241.0,7843.0
k1613,199.0,2639.0,79.0,2639.0
k6991,99.0,306.0,9.0,306.0
k2966,179.0,3304.0,100.0,3304.0
k270,100.0,2712.0,82.0,2712.0
k6059,139.0,4932.0,150.0,4932.0
k7152,119.0,9744.0,300.0,9744.0
k3026,199.0,7744.0,239.0,7744.0
k5541,358.0,1064.0,32.0,1064.0
k7167,139.0,5754.0,171.0,5754.0
k1433,219.0,10661.0,328.0,10661.0
k4340,179.0,10705.0,329.0,10705.0
k1979,100.0,10337.0,315.0,10337.0
k1021,99.0,9622.0,296.0,9622.0
k1467,139.0,9233.0,289.0,9233.0
k3788,179.0,3908.0,125.0,3908.0
k2716,358.0,2411.0,76.0,2411.0
k7532,119.0,7840.0,241.0,7840.0
k1277,179.0,5677.0,168.0,5677.0
k5079,278.0,9738.0,300.0,9738.0
k2329,239.0,3172.0,97.0,3172.0
k6154,179.0,4413.0,136.0,4413.0
k6387,119.0,7455.0,227.0,7455.0
k2157,119.0,9422.0,292.0,9422.0
k1729,179.0,7065.0,215.0,7065.0
k776,199.0,2041.0,65.0,2041.0
k6799,199.0,1160.0,35.0,1160.0
k4382,179.0,662.0,21.0,662.0
k2083,538.0,2377.0,75.0,2377.0
k3370,139.0,7313.0,224.0,7313.0
k5802,219.0,4735.0,146.0,4735.0
k6765,238.0,767.0,23.0,767.0
k5339,199.0,10742.0,330.0,10742.0
k3395,219.0,2845.0,86.0,2845.0
k6593,179.0,1699.0,52.0,1699.0
k4594,219.0,3779.0,120.0,3779.0
k699,179.0,6758.0,203.0,6758.0
k4850,318.0,10335.0,315.0,10335.0
k5672,219.0,419.0,12.0,419.0
k3928,139.0,9654.0,297.0,9654.0
k4130,80.0,8198.0,256.0,8198.0
k1952,99.0,3562.0,110.0,3562.0
k3552,199.0,7254.0,222.0,7254.0
k241,119.0,132.0,4.0,132.0
k2503,119.0,10718.0,329.0,10718.0
k5181,159.0,3774.0,120.0,3774.0
k645,319.0,3105.0,94.0,3105.0
k4304,199.0,5282.0,159.0,5282.0
k3006,258.0,10516.0,321.0,10516.0
k1142,219.0,5701.0,169.0,5701.0
k2893,139.0,6401.0,189.0,6401.0
k6783,338.0,4059.0,130.0,4059.0
k197,139.0,10647.0,327.0,10647.0
k1918,299.0,6447.0,191.0,6447.0
k2249,80.0,8354.0,261.0,8354.0
k4834,99.0,5726.0,169.0,5726.0
k7195,119.0,10318.0,315.0,10318.0
k2229,199.0,3627.0,112.0,3627.0
k6604,99.0,10917.0,336.0,10917.0
k1839,119.0,4480.0,138.0,4480.0
k1420,199.0,7658.0,236.0,7658.0
k22,139.0,7519.0,229.0,7519.0
k4379,219.0,2620.0,78.0,2620.0
k1584,218.0,3932.0,127.0,3932.0
k7313,318.0,5578.0,166.0,5578.0
k7198,278.0,992.0,30.0,992.0
k914,199.0,5136.0,155.0,5136.0
k3711,179.0,2642.0,79.0,2642.0
k304,238.0,533.0,17.0,533.0
k5787,258.0,4311.0,135.0,4311.0
k5098,219.0,9906.0,304.0,9906.0
k1683,219.0,4727.0,146.0,4727.0
k5711,199.0,653.0,21.0,653.0
k6181,199.0,1381.0,43.0,1381.0
k6516,139.0,904.0,28.0,904.0
k2162,159.0,718.0,22.0,718.0
k122,239.0,4186.0,133.0,4186.0
k3861,199.0,2342.0,74.0,2342.0
k1320,159.0,3584.0,111.0,3584.0
k5588,179.0,8365.0,262.0,8365.0
k958,298.0,686.0,22.0,686.0
k1209,119.0,10666.0,328.0,10666.0
k680,199.0,616.0,20.0,616.0
k5386,199.0,4738.0,146.0,4738.0
k864,198.0,1557.0,47.0,1557.0
k7482,715.0,7289.0,223.0,7289.0
k3793,80.0,9465.0,293.0,9465.0
k3540,99.0,6921.0,209.0,6921.0
k3947,239.0,824.0,24.0,824.0
k4639,219.0,2390.0,75.0,2390.0
k3535,139.0,7216.0,221.0,7216.0
k2207,318.0,1954.0,61.0,1954.0
k4580,119.0,6435.0,190.0,6435.0
k7405,298.0,203.0,6.0,203.0
k5183,239.0,4138.0,133.0,4138.0
k7443,378.0,2530.0,78.0,2530.0
k3752,139.0,4869.0,149.0,4869.0
k6785,180.0,2958.0,90.0,2958.0
k554,119.0,10582.0,324.0,10582.0
k5633,379.0,3015.0,92.0,3015.0
k3122,119.0,7515.0,229.0,7515.0
k2171,80.0,5486.0,164.0,5486.0
k1600,358.0,8072.0,251.0,8072.0
k2069,179.0,4257.0,134.0,4257.0
k4358,179.0,7381.0,225.0,7381.0
k6727,199.0,8105.0,253.0,8105.0
k537,179.0,9601.0,296.0,9601.0
k257,80.0,10095.0,308.0,10095.0
k2213,179.0,4354.0,136.0,4354.0
k4870,139.0,10920.0,336.0,10920.0
k6354,199.0,7314.0,224.0,7314.0
k3206,80.0,6377.0,188.0,6377.0
k7316,219.0,8514.0,269.0,8514.0
k4330,139.0,10375.0,316.0,10375.0
k3050,139.0,4369.0,136.0,4369.0
k1996,239.0,1620.0,49.0,1620.0
k2021,358.0,5022.0,153.0,5022.0
k1062,139.0,1959.0,61.0,1959.0
k2573,119.0,10635.0,327.0,10635.0
k882,179.0,10608.0,325.0,10608.0
k4418,239.0,1324.0,42.0,1324.0
k2480,179.0,10081.0,308.0,10081.0
k2713,618.0,2286.0,73.0,2286.0
k2100,99.0,6783.0,203.0,6783.0
k4395,278.0,8895.0,280.0,8895.0
k1316,219.0,2987.0,91.0,2987.0
k5312,100.0,2716.0,82.0,2716.0
k2003,139.0,2583.0,78.0,2583.0
k3736,219.0,6285.0,185.0,6285.0
k1813,398.0,3424.0,104.0,3424.0
k1336,179.0,4201.0,134.0,4201.0
k4745,139.0,6173.0,182.0,6173.0
k364,139.0,5476.0,164.0,5476.0
k1241,119.0,3369.0,103.0,3369.0
k4442,179.0,6913.0,209.0,6913.0
k6426,219.0,3066.0,93.0,3066.0
k2128,139.0,7678.0,236.0,7678.0
k7070,179.0,7695.0,237.0,7695.0
k3660,119.0,421.0,12.0,421.0
k6774,616.0,50.0,2.0,50.0
k7213,99.0,6757.0,203.0,6757.0
k1517,298.0,7721.0,238.0,7721.0
k1702,219.0,239.0,7.0,239.0
k4939,159.0,10296.0,314.0,10296.0
k972,100.0,2772.0,85.0,2772.0
k1714,159.0,3537.0,109.0,3537.0
k1903,219.0,4540.0,140.0,4540.0
k2626,298.0,10594.0,324.0,10594.0
k6107,199.0,8786.0,278.0,8786.0
k1746,99.0,908.0,28.0,908.0
k5317,100.0,10271.0,312.0,10271.0
k2317,139.0,1239.0,38.0,1239.0
k2090,299.0,2955.0,90.0,2955.0
k1135,616.0,56.0,2.0,56.0
k7298,358.0,5915.0,176.0,5915.0
k2113,159.0,6380.0,188.0,6380.0
k245,139.0,3916.0,125.0,3916.0
k5227,80.0,1897.0,59.0,1897.0
k1261,239.0,2671.0,81.0,2671.0
k7060,219.0,8949.0,282.0,8949.0
k206,100.0,253.0,7.0,253.0
k4169,100.0,9265.0,289.0,9265.0
k4457,99.0,7569.0,231.0,7569.0
k2666,379.0,2473.0,77.0,2473.0
k7137,99.0,10531.0,321.0,10531.0
k6401,139.0,7554.0,231.0,7554.0
k1992,198.0,7714.0,238.0,7714.0
k6625,99.0,167.0,5.0,167.0
k5698,219.0,8111.0,253.0,8111.0
k1383,239.0,4733.0,146.0,4733.0
k3839,139.0,4890.0,149.0,4890.0
k6844,139.0,10178.0,310.0,10178.0
k3144,179.0,10130.0,309.0,10130.0
k6379,80.0,4087.0,131.0,4087.0
k6191,179.0,10856.0,334.0,10856.0
k7392,99.0,10228.0,311.0,10228.0
k3123,80.0,7939.0,246.0,7939.0
k7211,139.0,1199.0,37.0,1199.0
k5273,139.0,10327.0,315.0,10327.0
k5049,219.0,2796.0,85.0,2796.0
k6446,139.0,1785.0,56.0,1785.0
k737,199.0,5174.0,157.0,5174.0
k5888,139.0,10722.0,329.0,10722.0
k4104,238.0,10060.0,307.0,10060.0
k6779,278.0,5113.0,155.0,5113.0
k1377,119.0,3363.0,102.0,3363.0
k3949,278.0,7048.0,214.0,7048.0
k2908,278.0,996.0,30.0,996.0
k4898,160.0,3060.0,93.0,3060.0
k2559,80.0,166.0,5.0,166.0
k5078,80.0,1457.0,44.0,1457.0
k6831,139.0,8706.0,276.0,8706.0
k140,159.0,6891.0,208.0,6891.0
k4863,139.0,7051.0,214.0,7051.0
k1947,179.0,9740.0,300.0,9740.0
k2159,159.0,4683.0,144.0,4683.0
k2850,258.0,5805.0,172.0,5805.0
k1173,179.0,3169.0,97.0,3169.0
k5144,100.0,7521.0,229.0,7521.0
k646,179.0,2902.0,88.0,2902.0
k5537,159.0,2843.0,86.0,2843.0
k5980,159.0,3958.0,127.0,3958.0
k5641,238.0,1802.0,57.0,1802.0
k5330,238.0,4256.0,134.0,4256.0
k6995,219.0,2591.0,78.0,2591.0
k2913,258.0,1505.0,45.0,1505.0
k7046,338.0,6816.0,204.0,6816.0
k2427,139.0,4576.0,142.0,4576.0
k4798,99.0,3612.0,112.0,3612.0
k428,179.0,5912.0,176.0,5912.0
k832,258.0,10735.0,330.0,10735.0
k137,239.0,10383.0,317.0,10383.0
k4065,139.0,5867.0,174.0,5867.0
k2053,318.0,7246.0,222.0,7246.0
k502,259.0,2174.0,70.0,2174.0
k3496,119.0,9420.0,292.0,9420.0
k6368,179.0,9600.0,296.0,9600.0
k3430,219.0,4231.0,134.0,4231.0
k7000,139.0,1927.0,61.0,1927.0
k2294,278.0,10273.0,312.0,10273.0
k1311,139.0,4355.0,136.0,4355.0
k4927,119.0,6310.0,186.0,6310.0
k6050,80.0,2072.0,66.0,2072.0
k2822,199.0,6633.0,197.0,6633.0
k3202,119.0,7383.0,226.0,7383.0
k6606,80.0,5715.0,169.0,5715.0
k5816,179.0,1155.0,35.0,1155.0
k5455,397.0,160.0,5.0,160.0
k5365,179.0,4411.0,136.0,4411.0
k6612,139.0,7053.0,214.0,7053.0
k4704,80.0,64.0,2.0,64.0
k2544,139.0,542.0,17.0,542.0
k160,299.0,2990.0,91.0,2990.0
k1867,179.0,5860.0,174.0,5860.0
k1815,239.0,2727.0,83.0,2727.0
k2304,139.0,10374.0,316.0,10374.0
k4181,299.0,2994.0,91.0,2994.0
k3237,99.0,6713.0,200.0,6713.0
k2705,238.0,7199.0,220.0,7199.0
k5772,139.0,3564.0,110.0,3564.0
k801,80.0,6996.0,212.0,6996.0
k1853,99.0,7080.0,215.0,7080.0
k1915,179.0,5209.0,157.0,5209.0
k7338,80.0,4281.0,135.0,4281.0
k7032,437.0,10082.0,308.0,10082.0
k6004,179.0,4227.0,134.0,4227.0
k5074,139.0,7573.0,231.0,7573.0
k791,119.0,7458.0,227.0,7458.0
k5496,239.0,1502.0,45.0,1502.0
k5631,99.0,8455.0,266.0,8455.0
k5806,119.0,909.0,28.0,909.0
k1908,179.0,9850.0,304.0,9850.0
k1422,99.0,7974.0,248.0,7974.0
