Key_2_4,V14,V30,V33
k1546,80,0,0
k1030,40,0,0
k1133,40,0,0
k1589,40,0,0
k416,40,0,0
k1111,40,0,0
k593,200,0,0
k456,300,0,0
k1815,300,0,0
k1470,300,0,0
k1029,300,0,0
k1634,300,0,0
k306,300,0,0
k102,300,0,0
k349,300,0,0
k1511,300,0,0
k1516,300,0,0
k106,300,0,0
k337,300,0,0
k1625,300,0,0
k1015,300,0,0
k45,300,0,0
k324,300,0,0
k802,300,0,0
k1484,300,0,0
k889,300,0,0
k1837,300,0,0
k417,300,0,0
k844,300,0,0
k1225,300,0,0
k683,300,0,0
k1829,300,0,0
k712,300,0,0
k1833,300,0,0
k441,120,0,0
k14,120,0,0
k1640,120,0,0
k1426,70,0,0
k434,70,0,0
k941,70,0,0
k229,70,0,0
k1422,70,0,0
k345,40,0,0
k1077,40,0,0
k139,40,0,0
k1778,80,0,0
k1092,50,0,0
k238,50,0,0
k961,50,0,0
k1221,70,0,0
k959,70,0,0
k1890,70,0,0
k953,70,0,0
k963,70,0,0
k472,70,0,0
k1404,50,0,0
k583,70,0,0
k33,50,0,0
k43,60,0,0
k978,60,0,0
k1545,70,0,0
k484,70,0,0
k1457,70,0,0
k1365,70,0,0
k216,69,0,0
k1333,69,0,0
k114,143,0,0
k448,180,0,0
k479,40,0,0
k446,40,0,0
k261,40,0,0
k1583,40,0,0
k1564,40,0,0
k1379,40,0,0
k1447,40,0,0
k188,40,0,0
k1408,40,0,0
k182,40,0,0
k1567,40,0,0
k694,40,0,0
k155,40,0,0
k977,40,0,0
k103,40,0,0
k1318,40,0,0
k1371,40,0,0
k796,40,0,0
k1819,100,0,0
k496,100,0,0
k89,100,0,0
k1392,180,0,0
k810,50,0,0
k1909,50,0,0
k1502,80,0,0
k1714,80,0,0
k1792,150,0,0
k718,150,0,0
k528,80,0,0
k1182,80,0,0
k1071,80,0,0
k1351,80,0,0
k1395,80,0,0
k1340,80,0,0
k1612,80,0,0
k612,80,0,0
k1359,80,0,0
k876,80,0,0
k883,80,0,0
k243,80,0,0
k1835,80,0,0
k732,80,0,0
k307,80,0,0
k1363,80,0,0
k1529,80,0,0
k768,80,0,0
k1671,100,0,0
k1045,100,0,0
k921,150,0,0
k935,200,0,0
k752,200,0,0
k1799,40,0,0
k1595,40,0,0
k347,70,0,0
k1296,70,0,0
k1238,70,0,0
k795,70,0,0
k1795,70,0,0
k1192,70,0,0
k702,70,0,0
k1506,70,0,0
k1695,100,0,0
k1472,300,0,0
k1072,250,0,0
k1213,40,0,0
k1528,80,0,0
k1341,60,0,0
k1864,70,0,0
k1603,70,0,0
k453,70,0,0
k1676,70,0,0
k646,70,0,0
k1364,70,0,0
k1423,70,0,0
k1017,70,0,0
k263,70,0,0
k972,70,0,0
k644,70,0,0
k41,70,0,0
k838,70,0,0
k115,70,0,0
k1178,70,0,0
k1141,70,0,0
k1706,70,0,0
k329,70,0,0
k320,70,0,0
k486,70,0,0
k1281,70,0,0
k149,70,0,0
k39,100,0,0
k1560,100,0,0
k1198,100,0,0
k1782,100,0,0
k706,120,0,0
k824,80,0,0
k214,80,0,0
k840,80,0,0
k423,80,0,0
k798,70,0,0
k52,70,0,0
k1035,40,0,0
k907,40,0,0
k1660,40,0,0
k682,40,0,0
k1780,40,0,0
k1458,40,0,0
k1288,40,0,0
k1559,130,0,0
k530,130,0,0
k1893,130,0,0
k1769,130,0,0
k1410,130,0,0
k1459,40,0,0
k1552,40,0,0
k35,185,0,0
k556,175,0,0
k1687,70,0,0
k1154,70,0,0
k861,70,0,0
k837,70,0,0
k1735,40,0,0
k1132,80,0,0
k674,40,0,0
k396,200,0,0
k1736,200,0,0
k73,200,0,0
k571,200,0,0
k1412,200,0,0
k408,200,0,0
k563,200,0,0
k1116,200,0,0
k667,200,0,0
k1805,200,0,0
k572,70,0,0
k1106,40,0,0
k166,100,0,0
k1097,69,0,0
k110,69,0,0
k585,69,0,0
k285,70,0,0
k1251,100,0,0
k641,40,0,0
k1814,40,0,0
k366,200,0,0
k1454,200,0,0
k1074,200,0,0
k1162,200,0,0
k1310,200,0,0
k1134,200,0,0
k550,200,0,0
k1501,200,0,0
k1001,200,0,0
k1067,200,0,0
k1587,200,0,0
k281,200,0,0
k710,200,0,0
k677,200,0,0
k1005,220,0,0
k150,220,0,0
k172,220,0,0
k1052,220,0,0
k1061,220,0,0
k1896,220,0,0
k1170,220,0,0
k365,220,0,0
k719,220,0,0
k1139,220,0,0
k888,220,0,0
k930,220,0,0
k950,220,0,0
k240,220,0,0
k1206,70,0,0
k920,70,0,0
k570,140,0,0
k317,40,0,0
k1930,40,0,0
k1860,40,0,0
k225,40,0,0
k508,40,0,0
k1534,40,0,0
k1467,40,0,0
k34,40,0,0
k16,40,0,0
k1292,40,0,0
k1803,40,0,0
k1750,40,0,0
k856,40,0,0
k793,40,0,0
k174,40,0,0
k821,40,0,0
k2,40,0,0
k1737,40,0,0
k1240,40,0,0
k849,40,0,0
k1391,40,0,0
k1825,40,0,0
k745,40,0,0
k1849,40,0,0
k11,69,0,0
k295,100,0,0
k1590,40,0,0
k1169,40,0,0
k1663,40,0,0
k534,40,0,0
k278,40,0,0
k1543,300,0,0
k728,300,0,0
k18,100,0,0
k231,40,0,0
k899,40,0,0
k185,70,0,0
k580,70,0,0
k1509,70,0,0
k442,70,0,0
k1233,70,0,0
k145,70,0,0
k1834,70,0,0
k322,70,0,0
k303,70,0,0
k117,70,0,0
k1448,70,0,0
k311,70,0,0
k1276,130,0,0
k206,175,0,0
k1331,175,0,0
k913,175,0,0
k775,175,0,0
k983,50,0,0
k202,50,0,0
k1468,50,0,0
k1898,50,0,0
k1479,50,0,0
k1746,50,0,0
k1211,50,0,0
k1608,50,0,0
k80,40,0,0
k1871,40,0,0
k1191,40,0,0
k1299,40,0,0
k1848,40,0,0
k781,40,0,0
k1130,40,0,0
k399,40,0,0
k1510,40,0,0
k1800,40,0,0
k467,40,0,0
k1821,40,0,0
k1623,40,0,0
k1755,40,0,0
k371,100,0,0
k99,100,0,0
k687,100,0,0
k940,120,0,0
k1842,120,0,0
k296,120,0,0
k756,120,0,0
k1253,50,0,0
k1295,300,0,0
k27,300,0,0
k1083,300,0,0
k696,300,0,0
k1679,300,0,0
k1652,300,0,0
k1088,300,0,0
k302,300,0,0
k1038,300,0,0
k95,300,0,0
k108,100,0,0
k1135,120,0,0
k1314,143,0,0
k1592,60,0,0
k1745,175,0,0
k1655,40,0,0
k864,40,0,0
k949,100,0,0
k926,100,0,0
k1626,211,0,0
k357,130,0,0
k78,175,0,0
k352,100,0,0
k1171,70,0,0
k851,40,0,0
k1701,300,0,0
k1734,300,0,0
k462,300,0,0
k1427,200,0,0
k1489,200,0,0
k61,200,0,0
k412,200,0,0
k928,200,0,0
k297,200,0,0
k1308,200,0,0
k1752,200,0,0
k376,200,0,0
k1475,200,0,0
k801,200,0,0
k134,200,0,0
k1235,100,0,0
k1267,100,0,0
k131,100,0,0
k1889,100,0,0
k1466,100,0,0
k1411,100,0,0
k1337,100,0,0
k1032,100,0,0
k1870,100,0,0
k516,100,0,0
k292,100,0,0
k850,100,0,0
k1700,100,0,0
k692,100,0,0
k714,100,0,0
k1160,100,0,0
k344,70,0,0
k1291,70,0,0
k794,70,0,0
k1378,70,0,0
k1355,70,0,0
k1878,70,0,0
k227,70,0,0
k1441,70,0,0
k316,70,0,0
k151,70,0,0
k98,70,0,0
k830,70,0,0
k1725,70,0,0
k204,70,0,0
k573,70,0,0
k1222,70,0,0
k254,70,0,0
k1765,70,0,0
k1403,70,0,0
k866,70,0,0
k936,70,0,0
k754,70,0,0
k1280,70,0,0
k1082,70,0,0
k1793,70,0,0
k1537,69,0,0
k255,69,0,0
k658,69,0,0
k931,69,0,0
k910,69,0,0
k1434,69,0,0
k767,69,0,0
k1043,150,0,0
k735,150,0,0
k42,150,0,0
k870,150,0,0
k758,143,0,0
k1639,143,0,0
k521,143,0,0
k419,100,0,0
k1269,100,0,0
k1901,100,0,0
k1018,100,0,0
k1733,100,0,0
k152,100,0,0
k790,143,0,0
k251,143,0,0
k1401,143,0,0
k343,143,0,0
k1248,143,0,0
k1523,143,0,0
k902,143,0,0
k418,130,0,0
k153,40,0,0
k579,40,0,0
k1859,40,0,0
k557,40,0,0
k615,40,0,0
k122,40,0,0
k268,40,0,0
k1573,40,0,0
k1713,40,0,0
k213,40,0,0
k464,40,0,0
k1570,40,0,0
k1069,40,0,0
k1385,40,0,0
k1727,40,0,0
k218,40,0,0
k1389,40,0,0
k264,40,0,0
k451,40,0,0
k965,40,0,0
k201,185,0,0
k1078,185,0,0
k1432,175,0,0
k1481,40,0,0
k742,40,0,0
k1453,40,0,0
k539,40,0,0
k922,40,0,0
k354,40,0,0
k1430,40,0,0
k799,40,0,0
k1562,40,0,0
k189,40,0,0
k1764,40,0,0
k6,80,0,0
