Key_2_4,V8,V28
k706,9944,0
k824,8448,0
k214,8193,0
k840,16217,0
k423,82565,0
k798,6293,0
k52,10515,0
k1035,17768,0
k907,12304,0
k1660,4998,0
k682,7605,0
k1780,5907,0
k1458,30229,0
k1288,73236,0
k1559,4552,0
k530,2576,0
k1893,9462,0
k1769,7451,0
k1410,37407,0
k1459,19028,0
k1552,45783,0
k35,6634,0
k556,8836,0
k1687,26255,0
k1154,45673,0
k861,28320,0
k837,7836,0
k1735,11890,0
k1132,11535,0
k674,16593,0
k396,10685,0
k1736,11803,0
k73,15757,0
k571,92750,0
k1412,15635,0
k408,1966409,0
k563,17250,0
k1116,25181,0
k667,30746,0
k1805,22484,0
k572,28818,0
k1106,16182,0
k166,7264,0
k1097,22191,0
k110,7043,0
k585,7193,0
k285,32153,0
k1251,29002,0
k641,27135,0
k1814,9860,0
k366,262543,0
k1454,275133,0
k1074,118631,0
k1162,6335,0
k1310,8813,0
k1134,275539,0
k550,7716,0
k1501,782154,0
k1001,6613,0
k1067,178588,0
k1587,67967,0
k281,543449,0
k710,11981,0
k677,36600,0
k1005,12173,0
k150,80754,0
k172,38223,0
k1052,49038,0
k1061,17560,0
k1896,54451,0
k1170,83708,0
k365,156200,0
k719,116653,0
k1139,125462,0
k888,236010,0
k930,414252,0
k950,287273,0
k240,132331,0
k1206,10477,0
k920,20199,0
k570,14763,0
k317,37960,0
k1930,20245,0
k1860,19450,0
k225,19116,0
k508,16070,0
k1534,21556,0
k1467,23587,0
k34,11635,0
k16,16849,0
k1292,14926,0
k1803,26034,0
k1750,11570,0
k856,17923,0
k793,18656,0
k174,14132,0
k821,14278,0
k2,22124,0
k1737,14830,0
k1240,12317,0
k849,13193,0
k1391,14835,0
k1825,15646,0
k745,12480,0
k1849,11931,0
k11,8344,0
k295,8602,0
k1590,27326,0
k1169,35659,0
k1663,42582,0
k534,26321,0
k278,19464,0
k1543,31349,0
k728,4761,0
k18,18471,0
k231,374117,0
k899,230693,0
k185,7882,0
k580,85442,0
k1509,5637,0
k442,61079,0
k1233,10030,0
k145,6782,0
k1834,6764,0
k322,8127,0
k303,6702,0
k117,58157,0
k1448,9690,0
k311,58088,0
k1276,60518,0
k206,66987,0
k1331,34165,0
k913,42778,0
k775,23642,0
k983,31538,0
k202,28625,0
k1468,30361,0
k1898,31245,0
k1479,43551,0
k1746,31667,0
k1211,27232,0
k1608,46442,0
k80,13352,0
k1871,13352,0
k1191,61937,0
k1299,27785,0
k1848,47440,0
k781,47204,0
k1130,21098,0
k399,182339,0
k1510,75121,0
k1800,25491,0
k467,19189,0
k1821,16579,0
k1623,23782,0
k1755,12235,0
k371,6167,0
k99,7105,0
k687,130201,0
k940,7683,0
k1842,517021,0
k296,9791,0
k756,7164,0
k1253,4277,0
k1295,4834,0
k27,5791,0
k1083,6859,0
k696,6481,0
k1679,6049,0
k1652,6996,0
k1088,6165,0
k302,5035,0
k1038,6116,0
k95,9265,0
k108,6886,0
k1135,29699,0
k1314,20121,0
k1592,4385,0
k1745,16771,0
k1655,13657,0
k864,6302,0
k949,39229,0
k926,12587,0
k1626,2765,0
k357,7859,0
k78,8495,0
k352,14429,0
k1171,11776,0
k851,60497,0
k1701,4690,0
k1734,7119,0
k462,7015,0
k1427,14187,0
k1489,4642,0
k61,6356,0
k412,8361,0
k928,22198,0
k297,6430,0
k1308,9996,0
k1752,7658,0
k376,10612,0
k1475,5942,0
k801,6999,0
k134,51176,0
k1235,16675,0
k1267,23023,0
k131,17813,0
k1889,33183,0
k1466,25944,0
k1411,19974,0
k1337,19935,0
k1032,16669,0
k1870,24156,0
k516,23072,0
k292,32920,0
k850,20557,0
k1700,16728,0
k692,16891,0
k714,16455,0
k1160,18402,0
k344,3202,0
k1291,7750,0
k794,5702,0
k1378,7045,0
k1355,5644,0
k1878,10838,0
k227,6442,0
k1441,5714,0
k316,4712,0
k151,6479,0
k98,95390,0
k830,6105,0
k1725,8808,0
k204,6299,0
k573,8355,0
k1222,11010,0
k254,4727,0
k1765,21612,0
k1403,7943,0
k866,6345,0
k936,7618,0
k754,6578,0
k1280,7281,0
k1082,9247,0
k1793,7498,0
k1537,28592,0
k255,17756,0
k658,7484,0
k931,9115,0
k910,6193,0
k1434,9329,0
k767,10583,0
k1043,7263,0
k735,2388,0
k42,10526,0
k870,12773,0
k758,4538,0
k1639,17085,0
k521,240091,0
k419,8701,0
k1269,17042,0
k1901,16498,0
k1018,26766,0
k1733,95173,0
k152,39556,0
k790,7211,0
k251,48528,0
k1401,6697,0
k343,8140,0
k1248,9934,0
k1523,9247,0
k902,12942,0
k418,3166,0
k153,7508,0
k579,12566,0
k1859,8140,0
k557,17621,0
k615,7914,0
k122,19691,0
k268,35565,0
k1573,11877,0
k1713,8596,0
k213,7145,0
k464,10345,0
k1570,9948,0
k1069,39911,0
k1385,23155,0
k1727,27037,0
k218,41053,0
k1389,31838,0
k264,19738,0
k451,33476,0
k965,23925,0
k201,8717,0
k1078,12775,0
k1432,42686,0
k1481,30130,0
k742,29911,0
k1453,26833,0
k539,37820,0
k922,46882,0
k354,35778,0
k1430,86424,0
k799,35033,0
k1562,34599,0
k189,37572,0
k1764,52715,0
k6,11682,0
