Key_2_4,V9,V29
k204,99,0
k573,85,0
k1222,52,0
k254,80,0
k1765,65,0
k1403,79,0
k866,102,0
k936,100,0
k754,84,0
k1280,97,0
k1082,92,0
k1793,101,0
k1537,121,0
k255,101,0
k658,122,0
k931,110,0
k910,107,0
k1434,112,0
k767,115,0
k1043,64,0
k735,51,0
k42,35,0
k870,35,0
k758,118,0
k1639,112,0
k521,105,0
k419,113,0
k1269,109,0
k1901,116,0
k1018,114,0
k1733,91,0
k152,104,0
k790,114,0
k251,111,0
k1401,110,0
k343,102,0
k1248,109,0
k1523,111,0
k902,114,0
k418,124,0
k153,117,0
k579,124,0
k1859,118,0
k557,120,0
k615,124,0
k122,122,0
k268,125,0
k1573,117,0
k1713,120,0
k213,125,0
k464,115,0
k1570,125,0
k1069,116,0
k1385,105,0
k1727,118,0
k218,115,0
k1389,104,0
k264,107,0
k451,113,0
k965,112,0
k201,120,0
k1078,123,0
k1432,65,0
k1481,118,0
k742,119,0
k1453,119,0
k539,116,0
k922,123,0
k354,111,0
k1430,119,0
k799,119,0
k1562,112,0
k189,120,0
k1764,117,0
k6,101,0
